nuts,type,value,indicator,year
DE12,flat,2176,nbscrapes,2019
DE30,house,789,nbscrapes,2019
DEE0,house,2047,nbscrapes,2019
DE25,flat,1638,nbscrapes,2019
DE11,flat,3056,nbscrapes,2019
DE22,flat,805,nbscrapes,2019
DE30,flat,3986,nbscrapes,2019
DEA3,flat,1010,nbscrapes,2019
DE80,flat,861,nbscrapes,2019
DE21,flat,4043,nbscrapes,2019
DE24,flat,536,nbscrapes,2019
DE23,flat,648,nbscrapes,2019
DED2,house,1285,nbscrapes,2019
DE13,flat,2121,nbscrapes,2019
DED2,flat,1015,nbscrapes,2019
DEA2,flat,2430,nbscrapes,2019
DE71,flat,2018,nbscrapes,2019
DEA1,flat,3641,nbscrapes,2019
DED4,house,1220,nbscrapes,2019
DE40,flat,651,nbscrapes,2019
DED4,flat,1113,nbscrapes,2019
DEB1,flat,407,nbscrapes,2019
DE91,flat,680,nbscrapes,2019
DED5,flat,1391,nbscrapes,2019
DE27,flat,1321,nbscrapes,2019
DEB2,flat,120,nbscrapes,2019
DE14,flat,1202,nbscrapes,2019
DE26,flat,605,nbscrapes,2019
DEF0,flat,1246,nbscrapes,2019
DEA4,flat,1080,nbscrapes,2019
DEA2,house,4252,nbscrapes,2019
DE40,house,2369,nbscrapes,2019
DEA5,flat,1706,nbscrapes,2019
DEG0,flat,508,nbscrapes,2019
DEC0,flat,438,nbscrapes,2019
DE93,flat,404,nbscrapes,2019
DEF0,house,4379,nbscrapes,2019
DE92,flat,934,nbscrapes,2019
DE50,flat,335,nbscrapes,2019
DEE0,flat,638,nbscrapes,2019
DE71,house,3413,nbscrapes,2019
DE94,house,3871,nbscrapes,2019
DE23,house,928,nbscrapes,2019
DE93,house,2631,nbscrapes,2019
DE21,house,2276,nbscrapes,2019
DE24,house,1250,nbscrapes,2019
DE60,flat,761,nbscrapes,2019
DE73,flat,223,nbscrapes,2019
DEB1,house,2661,nbscrapes,2019
DEA5,house,2679,nbscrapes,2019
DED5,house,712,nbscrapes,2019
DEB3,house,3252,nbscrapes,2019
DEB2,house,1313,nbscrapes,2019
DE92,house,2275,nbscrapes,2019
DE22,house,1245,nbscrapes,2019
DE11,house,2325,nbscrapes,2019
DEA3,house,1745,nbscrapes,2019
DE72,house,1536,nbscrapes,2019
DE12,house,2235,nbscrapes,2019
DE25,house,1405,nbscrapes,2019
DE73,house,1674,nbscrapes,2019
DE50,house,414,nbscrapes,2019
DE14,house,1301,nbscrapes,2019
DEA1,house,3769,nbscrapes,2019
DE27,house,1590,nbscrapes,2019
DEC0,house,1473,nbscrapes,2019
DE13,house,1832,nbscrapes,2019
DE60,house,553,nbscrapes,2019
DK01,flat,3765,nbscrapes,2019
DK01,house,5743,nbscrapes,2019
DK02,flat,603,nbscrapes,2019
DK02,house,7909,nbscrapes,2019
DK03,flat,939,nbscrapes,2019
DK03,house,10907,nbscrapes,2019
DK04,house,11248,nbscrapes,2019
DK04,flat,1476,nbscrapes,2019
DK05,flat,827,nbscrapes,2019
DK05,house,7985,nbscrapes,2019
EE00,flat,6605,nbscrapes,2019
EE00,house,18,nbscrapes,2019
EL30,flat,64785,nbscrapes,2019
EL30,house,16548,nbscrapes,2019
EL41,flat,329,nbscrapes,2019
EL41,house,611,nbscrapes,2019
EL42,flat,1559,nbscrapes,2019
EL43,flat,1621,nbscrapes,2019
EL43,house,2429,nbscrapes,2019
EL42,house,2806,nbscrapes,2019
EL51,flat,2764,nbscrapes,2019
EL51,house,1996,nbscrapes,2019
EL52,flat,23588,nbscrapes,2019
EL52,house,7071,nbscrapes,2019
EL53,flat,145,nbscrapes,2019
EL53,house,140,nbscrapes,2019
EL54,house,325,nbscrapes,2019
EL54,flat,643,nbscrapes,2019
EL61,flat,1422,nbscrapes,2019
EL61,house,1416,nbscrapes,2019
EL62,flat,1190,nbscrapes,2019
EL62,house,2081,nbscrapes,2019
EL63,flat,3696,nbscrapes,2019
EL63,house,1573,nbscrapes,2019
EL64,flat,1308,nbscrapes,2019
EL64,house,1690,nbscrapes,2019
EL65,house,3757,nbscrapes,2019
EL65,flat,3256,nbscrapes,2019
FI19,flat,9354,nbscrapes,2019
FI19,house,1874,nbscrapes,2019
FI1B,flat,9872,nbscrapes,2019
FI1B,house,1331,nbscrapes,2019
FI1D,flat,7657,nbscrapes,2019
FI1C,house,1876,nbscrapes,2019
FI1C,flat,6638,nbscrapes,2019
FI1D,house,1730,nbscrapes,2019
FRJ1,flat,14297,nbscrapes,2019
FRJ1,house,27447,nbscrapes,2019
FRF2,house,5448,nbscrapes,2019
FRF2,flat,1512,nbscrapes,2019
FRJ2,flat,7726,nbscrapes,2019
FRJ2,house,21221,nbscrapes,2019
FRL0,house,19022,nbscrapes,2019
FRL0,flat,16668,nbscrapes,2019
FRD1,flat,3380,nbscrapes,2019
FRD1,house,12602,nbscrapes,2019
FRK1,flat,1530,nbscrapes,2019
FRK1,house,4418,nbscrapes,2019
FRI3,house,19955,nbscrapes,2019
FRI3,flat,3182,nbscrapes,2019
FRC1,flat,2936,nbscrapes,2019
FRC1,house,13750,nbscrapes,2019
FRI2,house,6395,nbscrapes,2019
FRI2,flat,1355,nbscrapes,2019
FRH0,flat,7505,nbscrapes,2019
FRH0,house,26996,nbscrapes,2019
FRI1,house,28924,nbscrapes,2019
FRI1,flat,7980,nbscrapes,2019
FRC2,flat,3009,nbscrapes,2019
FRC2,house,5314,nbscrapes,2019
FRK2,house,20968,nbscrapes,2019
FRK2,flat,21706,nbscrapes,2019
FRD2,flat,4474,nbscrapes,2019
FRD2,house,14982,nbscrapes,2019
FRB0,flat,5626,nbscrapes,2019
FRB0,house,23538,nbscrapes,2019
FRG0,flat,7323,nbscrapes,2019
FRG0,house,29659,nbscrapes,2019
FRF3,flat,4743,nbscrapes,2019
FRF3,house,8786,nbscrapes,2019
FRE2,house,10038,nbscrapes,2019
FRE2,flat,2380,nbscrapes,2019
FRE1,house,24249,nbscrapes,2019
FRE1,flat,7069,nbscrapes,2019
FRF1,flat,4736,nbscrapes,2019
FRF1,house,4692,nbscrapes,2019
FR10,flat,24564,nbscrapes,2019
FR10,house,24347,nbscrapes,2019
FRM0,house,932,nbscrapes,2019
FRM0,flat,842,nbscrapes,2019
HR03,house,8889,nbscrapes,2019
HR04,house,3692,nbscrapes,2019
HR03,flat,4009,nbscrapes,2019
HR04,flat,743,nbscrapes,2019
HU23,"",12476,nbscrapes,2019
HU22,"",9749,nbscrapes,2019
HU21,"",7649,nbscrapes,2019
HU10,"",20601,nbscrapes,2019
HU33,"",11724,nbscrapes,2019
HU32,"",16398,nbscrapes,2019
HU31,"",8566,nbscrapes,2019
IE06,"",2946,nbscrapes,2019
IE05,"",1321,nbscrapes,2019
IE04,"",730,nbscrapes,2019
LT00,flat,7832,nbscrapes,2019
LT00,house,8325,nbscrapes,2019
LV00,house,2142,nbscrapes,2019
LV00,flat,4258,nbscrapes,2019
MT00,flat,3532,nbscrapes,2019
MT00,house,810,nbscrapes,2019
NL32,house,7780,nbscrapes,2019
NL32,flat,3955,nbscrapes,2019
NL23,house,1607,nbscrapes,2019
NL41,house,13031,nbscrapes,2019
NL41,flat,1649,nbscrapes,2019
NL13,house,3015,nbscrapes,2019
NL13,flat,267,nbscrapes,2019
NL11,house,3306,nbscrapes,2019
NL23,flat,321,nbscrapes,2019
NL33,house,10346,nbscrapes,2019
NL33,flat,5061,nbscrapes,2019
NL22,house,9328,nbscrapes,2019
NL22,flat,1474,nbscrapes,2019
NL12,house,3569,nbscrapes,2019
NL21,house,5227,nbscrapes,2019
NL21,flat,495,nbscrapes,2019
NL31,house,4396,nbscrapes,2019
NL31,flat,1163,nbscrapes,2019
NL11,flat,481,nbscrapes,2019
NL12,flat,206,nbscrapes,2019
NL42,house,5387,nbscrapes,2019
NL42,flat,627,nbscrapes,2019
NL34,house,2491,nbscrapes,2019
NL34,flat,417,nbscrapes,2019
PL71,flat,2384,nbscrapes,2019
PL71,house,4212,nbscrapes,2019
PL41,house,3415,nbscrapes,2019
PL41,flat,3843,nbscrapes,2019
PL91,flat,25804,nbscrapes,2019
PL92,flat,1071,nbscrapes,2019
PL51,flat,7501,nbscrapes,2019
PL92,house,431,nbscrapes,2019
PL91,house,10550,nbscrapes,2019
PL61,flat,11489,nbscrapes,2019
PL61,house,5762,nbscrapes,2019
PL63,house,4,nbscrapes,2019
PL81,house,1992,nbscrapes,2019
PL21,flat,11833,nbscrapes,2019
PL22,flat,6062,nbscrapes,2019
PL21,house,6371,nbscrapes,2019
PL51,house,3969,nbscrapes,2019
PL43,flat,917,nbscrapes,2019
PL63,flat,2,nbscrapes,2019
PL22,house,4842,nbscrapes,2019
PL52,house,637,nbscrapes,2019
PL82,flat,2744,nbscrapes,2019
PL43,house,695,nbscrapes,2019
PL82,house,1902,nbscrapes,2019
PL52,flat,733,nbscrapes,2019
PL81,flat,1950,nbscrapes,2019
PL72,flat,1203,nbscrapes,2019
PL72,house,492,nbscrapes,2019
PL84,flat,790,nbscrapes,2019
PL62,flat,1021,nbscrapes,2019
PL62,house,1361,nbscrapes,2019
PL42,flat,5249,nbscrapes,2019
PL42,house,3820,nbscrapes,2019
PT11,flat,26760,nbscrapes,2019
PT15,flat,9240,nbscrapes,2019
PT16,flat,10820,nbscrapes,2019
PT17,flat,30006,nbscrapes,2019
PT18,flat,1734,nbscrapes,2019
PT20,flat,120,nbscrapes,2019
PT30,flat,1481,nbscrapes,2019
PT11,house,21998,nbscrapes,2019
PT15,house,10952,nbscrapes,2019
PT16,house,16546,nbscrapes,2019
PT17,house,11928,nbscrapes,2019
PT18,house,4968,nbscrapes,2019
PT20,house,726,nbscrapes,2019
PT30,house,1900,nbscrapes,2019
RO12,house,2363,nbscrapes,2019
RO11,flat,5713,nbscrapes,2019
RO31,flat,2388,nbscrapes,2019
RO21,house,2116,nbscrapes,2019
RO21,flat,7091,nbscrapes,2019
RO32,flat,9916,nbscrapes,2019
RO32,house,2837,nbscrapes,2019
RO22,flat,4209,nbscrapes,2019
RO12,flat,2449,nbscrapes,2019
RO11,house,2225,nbscrapes,2019
RO22,house,2250,nbscrapes,2019
RO42,house,1792,nbscrapes,2019
RO42,flat,2563,nbscrapes,2019
RO31,house,2711,nbscrapes,2019
RO41,house,927,nbscrapes,2019
RO41,flat,867,nbscrapes,2019
SE23,house,1340,nbscrapes,2019
SE23,flat,1830,nbscrapes,2019
SE12,flat,2028,nbscrapes,2019
SE12,house,1126,nbscrapes,2019
SE21,house,772,nbscrapes,2019
SE21,flat,585,nbscrapes,2019
SE11,house,1238,nbscrapes,2019
SE11,flat,4432,nbscrapes,2019
SE22,flat,1568,nbscrapes,2019
SE22,house,1279,nbscrapes,2019
SE32,flat,442,nbscrapes,2019
SE32,house,364,nbscrapes,2019
SE31,house,712,nbscrapes,2019
SE31,flat,571,nbscrapes,2019
SE33,flat,405,nbscrapes,2019
SE33,house,455,nbscrapes,2019
SI04,flat,551,nbscrapes,2019
SI04,house,428,nbscrapes,2019
SI03,house,457,nbscrapes,2019
SI03,flat,333,nbscrapes,2019
SK01,flat,3833,nbscrapes,2019
SK01,house,1960,nbscrapes,2019
SK02,flat,2641,nbscrapes,2019
SK03,flat,1272,nbscrapes,2019
SK02,house,3832,nbscrapes,2019
SK04,flat,1043,nbscrapes,2019
SK03,house,1811,nbscrapes,2019
SK04,house,1257,nbscrapes,2019
AT13,all,6399,nbscrapes,2019
AT12,all,992,nbscrapes,2019
AT34,all,504,nbscrapes,2019
AT11,all,5,nbscrapes,2019
AT22,all,891,nbscrapes,2019
AT32,all,1867,nbscrapes,2019
AT31,all,2745,nbscrapes,2019
AT33,all,2000,nbscrapes,2019
BE10,all,4609,nbscrapes,2019
BE31,all,2322,nbscrapes,2019
BE24,all,4373,nbscrapes,2019
BE21,all,5922,nbscrapes,2019
BE22,all,1742,nbscrapes,2019
BE33,all,3783,nbscrapes,2019
BE35,all,1991,nbscrapes,2019
BE32,all,4694,nbscrapes,2019
BE34,all,1239,nbscrapes,2019
BE25,all,6019,nbscrapes,2019
BE23,all,4991,nbscrapes,2019
BG31,all,2794,nbscrapes,2019
BG32,all,6412,nbscrapes,2019
BG33,all,5858,nbscrapes,2019
BG34,all,5099,nbscrapes,2019
BG42,all,4429,nbscrapes,2019
BG41,all,15843,nbscrapes,2019
CY00,all,6243,nbscrapes,2019
CZ01,all,2255,nbscrapes,2019
CZ02,all,3193,nbscrapes,2019
CZ03,all,2694,nbscrapes,2019
CZ04,all,3483,nbscrapes,2019
CZ05,all,2733,nbscrapes,2019
CZ06,all,2633,nbscrapes,2019
CZ07,all,1923,nbscrapes,2019
CZ08,all,2198,nbscrapes,2019
DE26,all,1832,nbscrapes,2019
DE80,all,2944,nbscrapes,2019
DE91,all,2631,nbscrapes,2019
DE94,all,4552,nbscrapes,2019
DEG0,all,1659,nbscrapes,2019
DEA4,all,3120,nbscrapes,2019
DEB3,all,4317,nbscrapes,2019
DE72,all,1759,nbscrapes,2019
DE12,all,4411,nbscrapes,2019
DE30,all,4775,nbscrapes,2019
DEE0,all,2685,nbscrapes,2019
DE25,all,3043,nbscrapes,2019
DE11,all,5381,nbscrapes,2019
DE22,all,2050,nbscrapes,2019
DEA3,all,2755,nbscrapes,2019
DE21,all,6319,nbscrapes,2019
DE24,all,1786,nbscrapes,2019
DE23,all,1576,nbscrapes,2019
DED2,all,2300,nbscrapes,2019
DE13,all,3953,nbscrapes,2019
DEA2,all,6682,nbscrapes,2019
DE71,all,5431,nbscrapes,2019
DEA1,all,7410,nbscrapes,2019
DED4,all,2333,nbscrapes,2019
DE40,all,3020,nbscrapes,2019
DEB1,all,3068,nbscrapes,2019
DED5,all,2103,nbscrapes,2019
DE27,all,2911,nbscrapes,2019
DEB2,all,1433,nbscrapes,2019
DE14,all,2503,nbscrapes,2019
DEF0,all,5625,nbscrapes,2019
DEA5,all,4385,nbscrapes,2019
DEC0,all,1911,nbscrapes,2019
DE93,all,3035,nbscrapes,2019
DE92,all,3209,nbscrapes,2019
DE50,all,749,nbscrapes,2019
DE60,all,1314,nbscrapes,2019
DE73,all,1897,nbscrapes,2019
DK01,all,9508,nbscrapes,2019
DK02,all,8512,nbscrapes,2019
DK03,all,11846,nbscrapes,2019
DK04,all,12724,nbscrapes,2019
DK05,all,8812,nbscrapes,2019
EE00,all,6623,nbscrapes,2019
EL30,all,81333,nbscrapes,2019
EL41,all,940,nbscrapes,2019
EL42,all,4365,nbscrapes,2019
EL43,all,4050,nbscrapes,2019
EL51,all,4760,nbscrapes,2019
EL52,all,30659,nbscrapes,2019
EL53,all,285,nbscrapes,2019
EL54,all,968,nbscrapes,2019
EL61,all,2838,nbscrapes,2019
EL62,all,3271,nbscrapes,2019
EL63,all,5269,nbscrapes,2019
EL64,all,2998,nbscrapes,2019
EL65,all,7013,nbscrapes,2019
FI19,all,11228,nbscrapes,2019
FI1B,all,11203,nbscrapes,2019
FI1D,all,9387,nbscrapes,2019
FI1C,all,8514,nbscrapes,2019
FRJ1,all,41744,nbscrapes,2019
FRF2,all,6960,nbscrapes,2019
FRJ2,all,28947,nbscrapes,2019
FRL0,all,35690,nbscrapes,2019
FRD1,all,15982,nbscrapes,2019
FRK1,all,5948,nbscrapes,2019
FRI3,all,23137,nbscrapes,2019
FRC1,all,16686,nbscrapes,2019
FRI2,all,7750,nbscrapes,2019
FRH0,all,34501,nbscrapes,2019
FRI1,all,36904,nbscrapes,2019
FRC2,all,8323,nbscrapes,2019
FRK2,all,42674,nbscrapes,2019
FRD2,all,19456,nbscrapes,2019
FRB0,all,29164,nbscrapes,2019
FRG0,all,36982,nbscrapes,2019
FRF3,all,13529,nbscrapes,2019
FRE2,all,12418,nbscrapes,2019
FRE1,all,31318,nbscrapes,2019
FRF1,all,9428,nbscrapes,2019
FR10,all,48911,nbscrapes,2019
FRM0,all,1774,nbscrapes,2019
HR03,all,12898,nbscrapes,2019
HR04,all,4435,nbscrapes,2019
HU23,all,12476,nbscrapes,2019
HU22,all,9749,nbscrapes,2019
HU21,all,7649,nbscrapes,2019
HU10,all,20601,nbscrapes,2019
HU33,all,11724,nbscrapes,2019
HU32,all,16398,nbscrapes,2019
HU31,all,8566,nbscrapes,2019
IE06,all,2946,nbscrapes,2019
IE05,all,1321,nbscrapes,2019
IE04,all,730,nbscrapes,2019
LT00,all,16157,nbscrapes,2019
LV00,all,6400,nbscrapes,2019
MT00,all,4342,nbscrapes,2019
NL32,all,11735,nbscrapes,2019
NL23,all,1928,nbscrapes,2019
NL41,all,14680,nbscrapes,2019
NL13,all,3282,nbscrapes,2019
NL11,all,3787,nbscrapes,2019
NL33,all,15407,nbscrapes,2019
NL22,all,10802,nbscrapes,2019
NL12,all,3775,nbscrapes,2019
NL21,all,5722,nbscrapes,2019
NL31,all,5559,nbscrapes,2019
NL42,all,6014,nbscrapes,2019
NL34,all,2908,nbscrapes,2019
PL71,all,6596,nbscrapes,2019
PL41,all,7258,nbscrapes,2019
PL91,all,36354,nbscrapes,2019
PL92,all,1502,nbscrapes,2019
PL51,all,11470,nbscrapes,2019
PL61,all,17251,nbscrapes,2019
PL63,all,6,nbscrapes,2019
PL81,all,3942,nbscrapes,2019
PL21,all,18204,nbscrapes,2019
PL22,all,10904,nbscrapes,2019
PL43,all,1612,nbscrapes,2019
PL52,all,1370,nbscrapes,2019
PL82,all,4646,nbscrapes,2019
PL72,all,1695,nbscrapes,2019
PL84,all,790,nbscrapes,2019
PL62,all,2382,nbscrapes,2019
PL42,all,9069,nbscrapes,2019
PT11,all,48758,nbscrapes,2019
PT15,all,20192,nbscrapes,2019
PT16,all,27366,nbscrapes,2019
PT17,all,41934,nbscrapes,2019
PT18,all,6702,nbscrapes,2019
PT20,all,846,nbscrapes,2019
PT30,all,3381,nbscrapes,2019
RO12,all,4812,nbscrapes,2019
RO11,all,7938,nbscrapes,2019
RO31,all,5099,nbscrapes,2019
RO21,all,9207,nbscrapes,2019
RO32,all,12753,nbscrapes,2019
RO22,all,6459,nbscrapes,2019
RO42,all,4355,nbscrapes,2019
RO41,all,1794,nbscrapes,2019
SE23,all,3170,nbscrapes,2019
SE12,all,3154,nbscrapes,2019
SE21,all,1357,nbscrapes,2019
SE11,all,5670,nbscrapes,2019
SE22,all,2847,nbscrapes,2019
SE32,all,806,nbscrapes,2019
SE31,all,1283,nbscrapes,2019
SE33,all,860,nbscrapes,2019
SI04,all,979,nbscrapes,2019
SI03,all,790,nbscrapes,2019
SK01,all,5793,nbscrapes,2019
SK02,all,6473,nbscrapes,2019
SK03,all,3083,nbscrapes,2019
SK04,all,2300,nbscrapes,2019
AT1,flat,6975,nbscrapes,2019
AT1,house,421,nbscrapes,2019
AT3,house,2173,nbscrapes,2019
AT2,flat,3,nbscrapes,2019
AT2,house,888,nbscrapes,2019
AT3,flat,4943,nbscrapes,2019
BE1,house,1554,nbscrapes,2019
BE1,flat,3055,nbscrapes,2019
BE3,house,10452,nbscrapes,2019
BE3,flat,3577,nbscrapes,2019
BE2,house,13551,nbscrapes,2019
BE2,flat,9496,nbscrapes,2019
BG3,house,15098,nbscrapes,2019
BG3,flat,5065,nbscrapes,2019
BG4,house,8774,nbscrapes,2019
BG4,flat,11498,nbscrapes,2019
CY0,flat,2541,nbscrapes,2019
CY0,house,3702,nbscrapes,2019
CZ0,flat,9317,nbscrapes,2019
CZ0,house,11795,nbscrapes,2019
DE2,house,9921,nbscrapes,2019
DE8,house,2083,nbscrapes,2019
DE9,house,10728,nbscrapes,2019
DE9,flat,2699,nbscrapes,2019
DEG,house,1151,nbscrapes,2019
DEA,house,14485,nbscrapes,2019
DEB,flat,1592,nbscrapes,2019
DE7,flat,2464,nbscrapes,2019
DE1,flat,8555,nbscrapes,2019
DE3,house,789,nbscrapes,2019
DEE,house,2047,nbscrapes,2019
DE2,flat,9596,nbscrapes,2019
DE3,flat,3986,nbscrapes,2019
DEA,flat,9867,nbscrapes,2019
DE8,flat,861,nbscrapes,2019
DED,house,3217,nbscrapes,2019
DED,flat,3519,nbscrapes,2019
DE4,flat,651,nbscrapes,2019
DEF,flat,1246,nbscrapes,2019
DE4,house,2369,nbscrapes,2019
DEG,flat,508,nbscrapes,2019
DEC,flat,438,nbscrapes,2019
DEF,house,4379,nbscrapes,2019
DE5,flat,335,nbscrapes,2019
DEE,flat,638,nbscrapes,2019
DE7,house,6623,nbscrapes,2019
DE6,flat,761,nbscrapes,2019
DEB,house,7226,nbscrapes,2019
DE1,house,7693,nbscrapes,2019
DE5,house,414,nbscrapes,2019
DEC,house,1473,nbscrapes,2019
DE6,house,553,nbscrapes,2019
DK0,flat,7610,nbscrapes,2019
DK0,house,43792,nbscrapes,2019
EE0,flat,6605,nbscrapes,2019
EE0,house,18,nbscrapes,2019
EL3,flat,64785,nbscrapes,2019
EL3,house,16548,nbscrapes,2019
EL4,flat,3509,nbscrapes,2019
EL4,house,5846,nbscrapes,2019
EL5,flat,27140,nbscrapes,2019
EL5,house,9532,nbscrapes,2019
EL6,flat,10872,nbscrapes,2019
EL6,house,10517,nbscrapes,2019
FI1,flat,33521,nbscrapes,2019
FI1,house,6811,nbscrapes,2019
FRJ,flat,22023,nbscrapes,2019
FRJ,house,48668,nbscrapes,2019
FRF,house,18926,nbscrapes,2019
FRF,flat,10991,nbscrapes,2019
FRL,house,19022,nbscrapes,2019
FRL,flat,16668,nbscrapes,2019
FRD,flat,7854,nbscrapes,2019
FRD,house,27584,nbscrapes,2019
FRK,flat,23236,nbscrapes,2019
FRK,house,25386,nbscrapes,2019
FRI,house,55274,nbscrapes,2019
FRI,flat,12517,nbscrapes,2019
FRC,flat,5945,nbscrapes,2019
FRC,house,19064,nbscrapes,2019
FRH,flat,7505,nbscrapes,2019
FRH,house,26996,nbscrapes,2019
FRB,flat,5626,nbscrapes,2019
FRB,house,23538,nbscrapes,2019
FRG,flat,7323,nbscrapes,2019
FRG,house,29659,nbscrapes,2019
FRE,house,34287,nbscrapes,2019
FRE,flat,9449,nbscrapes,2019
FR1,flat,24564,nbscrapes,2019
FR1,house,24347,nbscrapes,2019
FRM,house,932,nbscrapes,2019
FRM,flat,842,nbscrapes,2019
HR0,house,12581,nbscrapes,2019
HR0,flat,4752,nbscrapes,2019
HU2,"",29874,nbscrapes,2019
HU1,"",20601,nbscrapes,2019
HU3,"",36688,nbscrapes,2019
IE0,"",4997,nbscrapes,2019
LT0,flat,7832,nbscrapes,2019
LT0,house,8325,nbscrapes,2019
LV0,house,2142,nbscrapes,2019
LV0,flat,4258,nbscrapes,2019
MT0,flat,3532,nbscrapes,2019
MT0,house,810,nbscrapes,2019
NL3,house,25013,nbscrapes,2019
NL3,flat,10596,nbscrapes,2019
NL2,house,16162,nbscrapes,2019
NL4,house,18418,nbscrapes,2019
NL4,flat,2276,nbscrapes,2019
NL1,house,9890,nbscrapes,2019
NL1,flat,954,nbscrapes,2019
NL2,flat,2290,nbscrapes,2019
PL7,flat,3587,nbscrapes,2019
PL7,house,4704,nbscrapes,2019
PL4,house,7930,nbscrapes,2019
PL4,flat,10009,nbscrapes,2019
PL9,flat,26875,nbscrapes,2019
PL5,flat,8234,nbscrapes,2019
PL9,house,10981,nbscrapes,2019
PL6,flat,12512,nbscrapes,2019
PL6,house,7127,nbscrapes,2019
PL8,house,3894,nbscrapes,2019
PL2,flat,17895,nbscrapes,2019
PL2,house,11213,nbscrapes,2019
PL5,house,4606,nbscrapes,2019
PL8,flat,5484,nbscrapes,2019
PT1,flat,78560,nbscrapes,2019
PT2,flat,120,nbscrapes,2019
PT3,flat,1481,nbscrapes,2019
PT1,house,66392,nbscrapes,2019
PT2,house,726,nbscrapes,2019
PT3,house,1900,nbscrapes,2019
RO1,house,4588,nbscrapes,2019
RO1,flat,8162,nbscrapes,2019
RO3,flat,12304,nbscrapes,2019
RO2,house,4366,nbscrapes,2019
RO2,flat,11300,nbscrapes,2019
RO3,house,5548,nbscrapes,2019
RO4,house,2719,nbscrapes,2019
RO4,flat,3430,nbscrapes,2019
SE2,house,3391,nbscrapes,2019
SE2,flat,3983,nbscrapes,2019
SE1,flat,6460,nbscrapes,2019
SE1,house,2364,nbscrapes,2019
SE3,flat,1418,nbscrapes,2019
SE3,house,1531,nbscrapes,2019
SI0,flat,884,nbscrapes,2019
SI0,house,885,nbscrapes,2019
SK0,flat,8789,nbscrapes,2019
SK0,house,8860,nbscrapes,2019
AT1,all,7396,nbscrapes,2019
AT3,all,7116,nbscrapes,2019
AT2,all,891,nbscrapes,2019
BE1,all,4609,nbscrapes,2019
BE3,all,14029,nbscrapes,2019
BE2,all,23047,nbscrapes,2019
BG3,all,20163,nbscrapes,2019
BG4,all,20272,nbscrapes,2019
CY0,all,6243,nbscrapes,2019
CZ0,all,21112,nbscrapes,2019
DE2,all,19517,nbscrapes,2019
DE8,all,2944,nbscrapes,2019
DE9,all,13427,nbscrapes,2019
DEG,all,1659,nbscrapes,2019
DEA,all,24352,nbscrapes,2019
DEB,all,8818,nbscrapes,2019
DE7,all,9087,nbscrapes,2019
DE1,all,16248,nbscrapes,2019
DE3,all,4775,nbscrapes,2019
DEE,all,2685,nbscrapes,2019
DED,all,6736,nbscrapes,2019
DE4,all,3020,nbscrapes,2019
DEF,all,5625,nbscrapes,2019
DEC,all,1911,nbscrapes,2019
DE5,all,749,nbscrapes,2019
DE6,all,1314,nbscrapes,2019
DK0,all,51402,nbscrapes,2019
EE0,all,6623,nbscrapes,2019
EL3,all,81333,nbscrapes,2019
EL4,all,9355,nbscrapes,2019
EL5,all,36672,nbscrapes,2019
EL6,all,21389,nbscrapes,2019
FI1,all,40332,nbscrapes,2019
FRJ,all,70691,nbscrapes,2019
FRF,all,29917,nbscrapes,2019
FRL,all,35690,nbscrapes,2019
FRD,all,35438,nbscrapes,2019
FRK,all,48622,nbscrapes,2019
FRI,all,67791,nbscrapes,2019
FRC,all,25009,nbscrapes,2019
FRH,all,34501,nbscrapes,2019
FRB,all,29164,nbscrapes,2019
FRG,all,36982,nbscrapes,2019
FRE,all,43736,nbscrapes,2019
FR1,all,48911,nbscrapes,2019
FRM,all,1774,nbscrapes,2019
HR0,all,17333,nbscrapes,2019
HU2,all,29874,nbscrapes,2019
HU1,all,20601,nbscrapes,2019
HU3,all,36688,nbscrapes,2019
IE0,all,4997,nbscrapes,2019
LT0,all,16157,nbscrapes,2019
LV0,all,6400,nbscrapes,2019
MT0,all,4342,nbscrapes,2019
NL3,all,35609,nbscrapes,2019
NL2,all,18452,nbscrapes,2019
NL4,all,20694,nbscrapes,2019
NL1,all,10844,nbscrapes,2019
PL7,all,8291,nbscrapes,2019
PL4,all,17939,nbscrapes,2019
PL9,all,37856,nbscrapes,2019
PL5,all,12840,nbscrapes,2019
PL6,all,19639,nbscrapes,2019
PL8,all,9378,nbscrapes,2019
PL2,all,29108,nbscrapes,2019
PT1,all,144952,nbscrapes,2019
PT2,all,846,nbscrapes,2019
PT3,all,3381,nbscrapes,2019
RO1,all,12750,nbscrapes,2019
RO3,all,17852,nbscrapes,2019
RO2,all,15666,nbscrapes,2019
RO4,all,6149,nbscrapes,2019
SE2,all,7374,nbscrapes,2019
SE1,all,8824,nbscrapes,2019
SE3,all,2949,nbscrapes,2019
SI0,all,1769,nbscrapes,2019
SK0,all,17649,nbscrapes,2019
AT,flat,11921,nbscrapes,2019
AT,house,3482,nbscrapes,2019
BE,house,25557,nbscrapes,2019
BE,flat,16128,nbscrapes,2019
BG,house,23872,nbscrapes,2019
BG,flat,16563,nbscrapes,2019
CY,flat,2541,nbscrapes,2019
CY,house,3702,nbscrapes,2019
CZ,flat,9317,nbscrapes,2019
CZ,house,11795,nbscrapes,2019
DE,house,75151,nbscrapes,2019
DE,flat,47716,nbscrapes,2019
DK,flat,7610,nbscrapes,2019
DK,house,43792,nbscrapes,2019
