nuts,type,value,indicator,year
LV009,house,213,nbscrapes,2019
MT001,flat,3480,nbscrapes,2019
MT001,house,613,nbscrapes,2019
MT002,house,197,nbscrapes,2019
MT002,flat,52,nbscrapes,2019
NL325,house,438,nbscrapes,2019
NL325,flat,126,nbscrapes,2019
NL230,house,1607,nbscrapes,2019
NL414,house,3750,nbscrapes,2019
NL414,flat,475,nbscrapes,2019
NL329,house,2239,nbscrapes,2019
NL329,flat,2634,nbscrapes,2019
NL133,house,784,nbscrapes,2019
NL133,flat,64,nbscrapes,2019
NL412,house,2440,nbscrapes,2019
NL412,flat,248,nbscrapes,2019
NL113,house,1482,nbscrapes,2019
NL411,house,3338,nbscrapes,2019
NL411,flat,421,nbscrapes,2019
NL323,house,513,nbscrapes,2019
NL323,flat,155,nbscrapes,2019
NL321,house,1839,nbscrapes,2019
NL321,flat,221,nbscrapes,2019
NL230,flat,321,nbscrapes,2019
NL33C,house,4329,nbscrapes,2019
NL33C,flat,1995,nbscrapes,2019
NL332,house,1623,nbscrapes,2019
NL332,flat,1758,nbscrapes,2019
NL337,house,1181,nbscrapes,2019
NL337,flat,489,nbscrapes,2019
NL221,house,3082,nbscrapes,2019
NL221,flat,503,nbscrapes,2019
NL126,house,955,nbscrapes,2019
NL213,house,2771,nbscrapes,2019
NL213,flat,262,nbscrapes,2019
NL310,house,4396,nbscrapes,2019
NL310,flat,1163,nbscrapes,2019
NL413,house,3503,nbscrapes,2019
NL413,flat,505,nbscrapes,2019
NL113,flat,330,nbscrapes,2019
NL224,house,1434,nbscrapes,2019
NL224,flat,87,nbscrapes,2019
NL124,house,1686,nbscrapes,2019
NL124,flat,88,nbscrapes,2019
NL111,house,1457,nbscrapes,2019
NL111,flat,106,nbscrapes,2019
NL328,house,913,nbscrapes,2019
NL328,flat,184,nbscrapes,2019
NL324,house,610,nbscrapes,2019
NL324,flat,342,nbscrapes,2019
NL211,house,1867,nbscrapes,2019
NL226,house,2631,nbscrapes,2019
NL226,flat,641,nbscrapes,2019
NL33B,house,1240,nbscrapes,2019
NL33B,flat,268,nbscrapes,2019
NL212,house,589,nbscrapes,2019
NL212,flat,71,nbscrapes,2019
NL423,house,2549,nbscrapes,2019
NL423,flat,398,nbscrapes,2019
NL225,house,2181,nbscrapes,2019
NL225,flat,243,nbscrapes,2019
NL131,house,1120,nbscrapes,2019
NL131,flat,115,nbscrapes,2019
NL341,house,745,nbscrapes,2019
NL211,flat,162,nbscrapes,2019
NL33A,house,1422,nbscrapes,2019
NL33A,flat,347,nbscrapes,2019
NL327,house,1228,nbscrapes,2019
NL327,flat,293,nbscrapes,2019
NL333,house,551,nbscrapes,2019
NL333,flat,204,nbscrapes,2019
NL342,house,1746,nbscrapes,2019
NL342,flat,276,nbscrapes,2019
NL422,house,1326,nbscrapes,2019
NL421,house,1512,nbscrapes,2019
NL421,flat,112,nbscrapes,2019
NL126,flat,57,nbscrapes,2019
NL341,flat,141,nbscrapes,2019
NL125,house,928,nbscrapes,2019
NL422,flat,117,nbscrapes,2019
NL112,house,367,nbscrapes,2019
NL132,house,1111,nbscrapes,2019
NL125,flat,61,nbscrapes,2019
NL132,flat,88,nbscrapes,2019
NL112,flat,45,nbscrapes,2019
PL711,flat,2022,nbscrapes,2019
PL714,flat,53,nbscrapes,2019
PL713,flat,167,nbscrapes,2019
PL712,flat,118,nbscrapes,2019
PL715,flat,24,nbscrapes,2019
PL711,house,918,nbscrapes,2019
PL713,house,776,nbscrapes,2019
PL712,house,1405,nbscrapes,2019
PL715,house,452,nbscrapes,2019
PL714,house,661,nbscrapes,2019
PL416,house,254,nbscrapes,2019
PL415,flat,2350,nbscrapes,2019
PL418,flat,545,nbscrapes,2019
PL414,flat,124,nbscrapes,2019
PL411,flat,454,nbscrapes,2019
PL417,flat,224,nbscrapes,2019
PL913,flat,208,nbscrapes,2019
PL924,flat,620,nbscrapes,2019
PL416,flat,146,nbscrapes,2019
PL517,flat,380,nbscrapes,2019
PL418,house,1355,nbscrapes,2019
PL415,house,498,nbscrapes,2019
PL414,house,360,nbscrapes,2019
PL417,house,353,nbscrapes,2019
PL411,house,595,nbscrapes,2019
PL924,house,190,nbscrapes,2019
PL913,house,1260,nbscrapes,2019
PL613,flat,10224,nbscrapes,2019
PL618,flat,20,nbscrapes,2019
PL617,flat,316,nbscrapes,2019
PL619,flat,522,nbscrapes,2019
PL616,flat,407,nbscrapes,2019
PL613,house,3750,nbscrapes,2019
PL616,house,279,nbscrapes,2019
PL619,house,857,nbscrapes,2019
PL617,house,710,nbscrapes,2019
PL618,house,166,nbscrapes,2019
PL636,house,2,nbscrapes,2019
PL911,flat,24114,nbscrapes,2019
PL912,flat,1482,nbscrapes,2019
PL921,flat,290,nbscrapes,2019
PL922,flat,42,nbscrapes,2019
PL923,flat,31,nbscrapes,2019
PL925,flat,88,nbscrapes,2019
PL911,house,5538,nbscrapes,2019
PL912,house,3752,nbscrapes,2019
PL812,house,279,nbscrapes,2019
PL923,house,92,nbscrapes,2019
PL921,house,62,nbscrapes,2019
PL925,house,87,nbscrapes,2019
PL213,flat,11282,nbscrapes,2019
PL214,flat,358,nbscrapes,2019
PL229,flat,951,nbscrapes,2019
PL218,flat,69,nbscrapes,2019
PL21A,flat,24,nbscrapes,2019
PL217,flat,71,nbscrapes,2019
PL219,flat,29,nbscrapes,2019
PL219,house,575,nbscrapes,2019
PL213,house,1523,nbscrapes,2019
PL214,house,2840,nbscrapes,2019
PL218,house,573,nbscrapes,2019
PL21A,house,430,nbscrapes,2019
PL217,house,430,nbscrapes,2019
PL815,house,521,nbscrapes,2019
PL518,house,1290,nbscrapes,2019
PL227,flat,420,nbscrapes,2019
PL22A,flat,1924,nbscrapes,2019
PL225,flat,660,nbscrapes,2019
PL518,flat,310,nbscrapes,2019
PL228,flat,493,nbscrapes,2019
PL22B,flat,591,nbscrapes,2019
PL432,flat,586,nbscrapes,2019
PL224,flat,699,nbscrapes,2019
PL22C,flat,324,nbscrapes,2019
PL515,flat,318,nbscrapes,2019
PL634,flat,1,nbscrapes,2019
PL22B,house,558,nbscrapes,2019
PL228,house,795,nbscrapes,2019
PL225,house,1124,nbscrapes,2019
PL227,house,370,nbscrapes,2019
PL22C,house,388,nbscrapes,2019
PL22A,house,383,nbscrapes,2019
PL229,house,383,nbscrapes,2019
PL224,house,841,nbscrapes,2019
PL517,house,419,nbscrapes,2019
PL515,house,850,nbscrapes,2019
PL524,house,542,nbscrapes,2019
PL814,house,1101,nbscrapes,2019
PL431,flat,331,nbscrapes,2019
PL821,flat,9,nbscrapes,2019
PL432,house,423,nbscrapes,2019
PL821,house,110,nbscrapes,2019
PL431,house,272,nbscrapes,2019
PL524,flat,691,nbscrapes,2019
PL815,flat,133,nbscrapes,2019
PL523,flat,42,nbscrapes,2019
PL523,house,95,nbscrapes,2019
PL516,flat,479,nbscrapes,2019
PL514,flat,6014,nbscrapes,2019
PL516,house,602,nbscrapes,2019
PL514,house,808,nbscrapes,2019
PL638,house,1,nbscrapes,2019
PL814,flat,1681,nbscrapes,2019
PL812,flat,115,nbscrapes,2019
PL811,flat,21,nbscrapes,2019
PL811,house,91,nbscrapes,2019
PL823,flat,2282,nbscrapes,2019
PL824,flat,66,nbscrapes,2019
PL822,flat,387,nbscrapes,2019
PL823,house,1281,nbscrapes,2019
PL822,house,385,nbscrapes,2019
PL824,house,126,nbscrapes,2019
PL721,flat,1191,nbscrapes,2019
PL722,flat,12,nbscrapes,2019
PL721,house,384,nbscrapes,2019
PL722,house,108,nbscrapes,2019
PL841,flat,744,nbscrapes,2019
PL843,flat,25,nbscrapes,2019
PL842,flat,21,nbscrapes,2019
PL622,flat,606,nbscrapes,2019
PL623,flat,180,nbscrapes,2019
PL621,flat,235,nbscrapes,2019
PL638,flat,1,nbscrapes,2019
PL622,house,718,nbscrapes,2019
PL621,house,364,nbscrapes,2019
PL623,house,279,nbscrapes,2019
PL634,house,1,nbscrapes,2019
PL428,flat,1136,nbscrapes,2019
PL424,flat,2241,nbscrapes,2019
PL426,flat,1387,nbscrapes,2019
PL427,flat,485,nbscrapes,2019
PL428,house,1901,nbscrapes,2019
PL426,house,580,nbscrapes,2019
PL427,house,613,nbscrapes,2019
PL424,house,726,nbscrapes,2019
PT111,flat,783,nbscrapes,2019
PT112,flat,2327,nbscrapes,2019
PT119,flat,885,nbscrapes,2019
PT11A,flat,22198,nbscrapes,2019
PT11B,flat,105,nbscrapes,2019
PT11C,flat,223,nbscrapes,2019
PT11D,flat,81,nbscrapes,2019
PT11E,flat,158,nbscrapes,2019
PT150,flat,9240,nbscrapes,2019
PT16B,flat,1656,nbscrapes,2019
PT16D,flat,2223,nbscrapes,2019
PT16E,flat,3758,nbscrapes,2019
PT16F,flat,791,nbscrapes,2019
PT16G,flat,592,nbscrapes,2019
PT16H,flat,302,nbscrapes,2019
PT16I,flat,1046,nbscrapes,2019
PT16J,flat,452,nbscrapes,2019
PT170,flat,30006,nbscrapes,2019
PT181,flat,322,nbscrapes,2019
PT184,flat,296,nbscrapes,2019
PT185,flat,743,nbscrapes,2019
PT186,flat,203,nbscrapes,2019
PT187,flat,170,nbscrapes,2019
PT200,flat,120,nbscrapes,2019
PT300,flat,1481,nbscrapes,2019
PT111,house,2145,nbscrapes,2019
PT112,house,2790,nbscrapes,2019
PT119,house,2622,nbscrapes,2019
PT11A,house,12351,nbscrapes,2019
PT11B,house,351,nbscrapes,2019
PT11C,house,1008,nbscrapes,2019
PT11D,house,440,nbscrapes,2019
PT11E,house,291,nbscrapes,2019
PT150,house,10952,nbscrapes,2019
PT16B,house,4628,nbscrapes,2019
PT16D,house,2777,nbscrapes,2019
PT16E,house,3429,nbscrapes,2019
PT16F,house,1483,nbscrapes,2019
PT16G,house,1229,nbscrapes,2019
PT16H,house,647,nbscrapes,2019
PT16I,house,1665,nbscrapes,2019
PT16J,house,688,nbscrapes,2019
PT170,house,11928,nbscrapes,2019
PT181,house,649,nbscrapes,2019
PT184,house,886,nbscrapes,2019
PT185,house,1924,nbscrapes,2019
PT186,house,663,nbscrapes,2019
PT187,house,846,nbscrapes,2019
PT200,house,726,nbscrapes,2019
PT300,house,1900,nbscrapes,2019
RO122,house,435,nbscrapes,2019
RO113,flat,3146,nbscrapes,2019
RO314,flat,37,nbscrapes,2019
RO213,house,1022,nbscrapes,2019
RO213,flat,4221,nbscrapes,2019
RO322,flat,29,nbscrapes,2019
RO322,house,18,nbscrapes,2019
RO126,house,800,nbscrapes,2019
RO226,flat,156,nbscrapes,2019
RO111,flat,446,nbscrapes,2019
RO122,flat,178,nbscrapes,2019
RO321,flat,9887,nbscrapes,2019
RO321,house,2819,nbscrapes,2019
RO113,house,643,nbscrapes,2019
RO223,house,976,nbscrapes,2019
RO223,flat,2596,nbscrapes,2019
RO224,flat,563,nbscrapes,2019
RO316,flat,1253,nbscrapes,2019
RO126,flat,1056,nbscrapes,2019
RO121,house,596,nbscrapes,2019
RO121,flat,629,nbscrapes,2019
RO421,house,671,nbscrapes,2019
RO421,flat,857,nbscrapes,2019
RO311,house,556,nbscrapes,2019
RO311,flat,768,nbscrapes,2019
RO211,house,300,nbscrapes,2019
RO211,flat,1351,nbscrapes,2019
RO111,house,467,nbscrapes,2019
RO112,house,360,nbscrapes,2019
RO112,flat,509,nbscrapes,2019
RO212,house,180,nbscrapes,2019
RO212,flat,555,nbscrapes,2019
RO221,house,219,nbscrapes,2019
RO221,flat,224,nbscrapes,2019
RO222,house,262,nbscrapes,2019
RO222,flat,164,nbscrapes,2019
RO312,house,174,nbscrapes,2019
RO312,flat,44,nbscrapes,2019
RO422,house,133,nbscrapes,2019
RO422,flat,178,nbscrapes,2019
RO123,house,43,nbscrapes,2019
RO123,flat,29,nbscrapes,2019
RO313,house,380,nbscrapes,2019
RO313,flat,169,nbscrapes,2019
RO411,house,310,nbscrapes,2019
RO411,flat,354,nbscrapes,2019
RO224,house,313,nbscrapes,2019
RO314,house,318,nbscrapes,2019
RO412,house,131,nbscrapes,2019
RO412,flat,107,nbscrapes,2019
RO124,house,49,nbscrapes,2019
RO124,flat,9,nbscrapes,2019
RO423,house,272,nbscrapes,2019
RO423,flat,425,nbscrapes,2019
RO315,house,115,nbscrapes,2019
RO315,flat,49,nbscrapes,2019
RO114,house,313,nbscrapes,2019
RO114,flat,639,nbscrapes,2019
RO413,house,83,nbscrapes,2019
RO413,flat,53,nbscrapes,2019
RO125,house,440,nbscrapes,2019
RO125,flat,548,nbscrapes,2019
RO214,house,286,nbscrapes,2019
RO214,flat,731,nbscrapes,2019
RO414,house,109,nbscrapes,2019
RO414,flat,47,nbscrapes,2019
RO316,house,1055,nbscrapes,2019
RO116,house,165,nbscrapes,2019
RO116,flat,630,nbscrapes,2019
RO115,house,277,nbscrapes,2019
RO115,flat,343,nbscrapes,2019
RO215,house,246,nbscrapes,2019
RO215,flat,187,nbscrapes,2019
RO317,house,113,nbscrapes,2019
RO317,flat,68,nbscrapes,2019
RO424,house,716,nbscrapes,2019
RO424,flat,1103,nbscrapes,2019
RO225,house,261,nbscrapes,2019
RO225,flat,506,nbscrapes,2019
RO415,house,294,nbscrapes,2019
RO415,flat,306,nbscrapes,2019
RO216,house,82,nbscrapes,2019
RO216,flat,46,nbscrapes,2019
RO226,house,219,nbscrapes,2019
SE231,house,242,nbscrapes,2019
SE231,flat,206,nbscrapes,2019
SE125,flat,286,nbscrapes,2019
SE125,house,159,nbscrapes,2019
SE213,house,289,nbscrapes,2019
SE213,flat,147,nbscrapes,2019
SE110,house,1238,nbscrapes,2019
SE110,flat,4432,nbscrapes,2019
SE232,house,1098,nbscrapes,2019
SE232,flat,1624,nbscrapes,2019
SE121,flat,750,nbscrapes,2019
SE121,house,310,nbscrapes,2019
SE224,flat,1487,nbscrapes,2019
SE224,house,1138,nbscrapes,2019
SE122,house,189,nbscrapes,2019
SE122,flat,281,nbscrapes,2019
SE322,flat,171,nbscrapes,2019
SE322,house,107,nbscrapes,2019
SE311,house,300,nbscrapes,2019
SE311,flat,231,nbscrapes,2019
SE221,flat,81,nbscrapes,2019
SE221,house,141,nbscrapes,2019
SE123,house,239,nbscrapes,2019
SE123,flat,403,nbscrapes,2019
SE313,house,219,nbscrapes,2019
SE313,flat,185,nbscrapes,2019
SE214,flat,68,nbscrapes,2019
SE214,house,32,nbscrapes,2019
SE211,flat,198,nbscrapes,2019
SE211,house,250,nbscrapes,2019
SE321,flat,271,nbscrapes,2019
SE321,house,257,nbscrapes,2019
SE312,house,193,nbscrapes,2019
SE312,flat,155,nbscrapes,2019
SE212,flat,172,nbscrapes,2019
SE212,house,201,nbscrapes,2019
SE332,flat,179,nbscrapes,2019
SE332,house,295,nbscrapes,2019
SE331,house,160,nbscrapes,2019
SE331,flat,226,nbscrapes,2019
SE124,house,229,nbscrapes,2019
SE124,flat,308,nbscrapes,2019
SI041,flat,425,nbscrapes,2019
SI041,house,248,nbscrapes,2019
SI037,house,82,nbscrapes,2019
SI044,flat,29,nbscrapes,2019
SI032,house,185,nbscrapes,2019
SI032,flat,191,nbscrapes,2019
SI031,flat,36,nbscrapes,2019
SI042,house,43,nbscrapes,2019
SI044,house,88,nbscrapes,2019
SI035,house,9,nbscrapes,2019
SI031,house,36,nbscrapes,2019
SI034,flat,25,nbscrapes,2019
SI036,flat,17,nbscrapes,2019
SI043,house,49,nbscrapes,2019
SI043,flat,19,nbscrapes,2019
SI034,house,60,nbscrapes,2019
SI036,house,42,nbscrapes,2019
SI042,flat,78,nbscrapes,2019
SI037,flat,37,nbscrapes,2019
SI038,flat,7,nbscrapes,2019
SI038,house,36,nbscrapes,2019
SI033,flat,15,nbscrapes,2019
SI033,house,7,nbscrapes,2019
SI035,flat,5,nbscrapes,2019
SK010,flat,3833,nbscrapes,2019
SK010,house,1960,nbscrapes,2019
SK022,flat,530,nbscrapes,2019
SK031,flat,743,nbscrapes,2019
SK023,house,1575,nbscrapes,2019
SK023,flat,992,nbscrapes,2019
SK042,flat,657,nbscrapes,2019
SK021,house,1754,nbscrapes,2019
SK021,flat,1119,nbscrapes,2019
SK031,house,811,nbscrapes,2019
SK022,house,503,nbscrapes,2019
SK042,house,862,nbscrapes,2019
SK041,house,395,nbscrapes,2019
SK041,flat,386,nbscrapes,2019
SK032,flat,529,nbscrapes,2019
SK032,house,1000,nbscrapes,2019
AT130,all,6399,nbscrapes,2019
AT121,all,43,nbscrapes,2019
AT122,all,121,nbscrapes,2019
AT124,all,166,nbscrapes,2019
AT127,all,318,nbscrapes,2019
AT125,all,57,nbscrapes,2019
AT126,all,246,nbscrapes,2019
AT123,all,41,nbscrapes,2019
AT341,all,153,nbscrapes,2019
AT112,all,1,nbscrapes,2019
AT221,all,295,nbscrapes,2019
AT225,all,233,nbscrapes,2019
AT222,all,67,nbscrapes,2019
AT113,all,4,nbscrapes,2019
AT224,all,190,nbscrapes,2019
AT223,all,64,nbscrapes,2019
AT226,all,42,nbscrapes,2019
AT321,all,63,nbscrapes,2019
AT342,all,351,nbscrapes,2019
AT314,all,195,nbscrapes,2019
AT315,all,770,nbscrapes,2019
AT312,all,1147,nbscrapes,2019
AT311,all,424,nbscrapes,2019
AT313,all,209,nbscrapes,2019
AT323,all,1137,nbscrapes,2019
AT322,all,667,nbscrapes,2019
AT332,all,548,nbscrapes,2019
AT335,all,1135,nbscrapes,2019
AT331,all,70,nbscrapes,2019
AT333,all,72,nbscrapes,2019
AT334,all,175,nbscrapes,2019
BE100,all,4609,nbscrapes,2019
BE310,all,2322,nbscrapes,2019
BE241,all,2512,nbscrapes,2019
BE211,all,3502,nbscrapes,2019
BE213,all,1018,nbscrapes,2019
BE212,all,1402,nbscrapes,2019
BE242,all,1861,nbscrapes,2019
BE221,all,1068,nbscrapes,2019
BE222,all,429,nbscrapes,2019
BE223,all,245,nbscrapes,2019
BE332,all,2108,nbscrapes,2019
BE331,all,363,nbscrapes,2019
BE334,all,307,nbscrapes,2019
BE336,all,144,nbscrapes,2019
BE335,all,861,nbscrapes,2019
BE352,all,1137,nbscrapes,2019
BE351,all,615,nbscrapes,2019
BE353,all,239,nbscrapes,2019
BE322,all,1314,nbscrapes,2019
BE326,all,498,nbscrapes,2019
BE342,all,247,nbscrapes,2019
BE341,all,244,nbscrapes,2019
BE256,all,299,nbscrapes,2019
BE345,all,133,nbscrapes,2019
BE344,all,234,nbscrapes,2019
BE343,all,381,nbscrapes,2019
BE323,all,854,nbscrapes,2019
BE325,all,710,nbscrapes,2019
BE321,all,352,nbscrapes,2019
BE327,all,616,nbscrapes,2019
BE324,all,350,nbscrapes,2019
BE251,all,1867,nbscrapes,2019
BE255,all,1156,nbscrapes,2019
BE254,all,1320,nbscrapes,2019
BE252,all,176,nbscrapes,2019
BE258,all,764,nbscrapes,2019
BE253,all,182,nbscrapes,2019
BE257,all,255,nbscrapes,2019
BE234,all,1504,nbscrapes,2019
BE233,all,297,nbscrapes,2019
BE236,all,523,nbscrapes,2019
BE232,all,783,nbscrapes,2019
BE231,all,1301,nbscrapes,2019
BE235,all,583,nbscrapes,2019
BG311,all,129,nbscrapes,2019
BG315,all,917,nbscrapes,2019
BG314,all,993,nbscrapes,2019
BG322,all,1360,nbscrapes,2019
BG313,all,540,nbscrapes,2019
BG321,all,3842,nbscrapes,2019
BG312,all,215,nbscrapes,2019
BG323,all,1064,nbscrapes,2019
BG325,all,66,nbscrapes,2019
BG334,all,205,nbscrapes,2019
BG324,all,80,nbscrapes,2019
BG332,all,1557,nbscrapes,2019
BG331,all,3378,nbscrapes,2019
BG333,all,718,nbscrapes,2019
BG341,all,3884,nbscrapes,2019
BG422,all,266,nbscrapes,2019
BG425,all,178,nbscrapes,2019
BG343,all,93,nbscrapes,2019
BG342,all,129,nbscrapes,2019
BG344,all,993,nbscrapes,2019
BG421,all,2458,nbscrapes,2019
BG424,all,676,nbscrapes,2019
BG423,all,851,nbscrapes,2019
BG411,all,14126,nbscrapes,2019
BG415,all,296,nbscrapes,2019
BG413,all,436,nbscrapes,2019
BG414,all,985,nbscrapes,2019
CY000,all,6243,nbscrapes,2019
CZ010,all,2255,nbscrapes,2019
CZ020,all,3193,nbscrapes,2019
CZ031,all,1371,nbscrapes,2019
CZ032,all,1323,nbscrapes,2019
CZ041,all,1438,nbscrapes,2019
CZ042,all,2045,nbscrapes,2019
CZ051,all,880,nbscrapes,2019
CZ052,all,993,nbscrapes,2019
CZ053,all,860,nbscrapes,2019
CZ063,all,735,nbscrapes,2019
CZ064,all,1898,nbscrapes,2019
CZ071,all,1133,nbscrapes,2019
CZ072,all,790,nbscrapes,2019
CZ080,all,2198,nbscrapes,2019
DE265,all,190,nbscrapes,2019
DE80J,all,455,nbscrapes,2019
DE914,all,356,nbscrapes,2019
DE94C,all,508,nbscrapes,2019
DEG0D,all,58,nbscrapes,2019
DEA46,all,558,nbscrapes,2019
DEB35,all,237,nbscrapes,2019
DEG0H,all,48,nbscrapes,2019
DE721,all,309,nbscrapes,2019
DE129,all,286,nbscrapes,2019
DE300,all,4775,nbscrapes,2019
DEE0D,all,122,nbscrapes,2019
DEB32,all,151,nbscrapes,2019
DE251,all,58,nbscrapes,2019
DE112,all,541,nbscrapes,2019
DE229,all,120,nbscrapes,2019
DE126,all,399,nbscrapes,2019
DEA33,all,260,nbscrapes,2019
DE80L,all,608,nbscrapes,2019
DE212,all,2010,nbscrapes,2019
DE222,all,112,nbscrapes,2019
DE24D,all,150,nbscrapes,2019
DE211,all,339,nbscrapes,2019
DE21D,all,120,nbscrapes,2019
DE232,all,216,nbscrapes,2019
DED2C,all,393,nbscrapes,2019
DE13A,all,485,nbscrapes,2019
DE80O,all,400,nbscrapes,2019
DE122,all,235,nbscrapes,2019
DE241,all,65,nbscrapes,2019
DED21,all,731,nbscrapes,2019
DEA2D,all,805,nbscrapes,2019
DE711,all,85,nbscrapes,2019
DE80K,all,433,nbscrapes,2019
DE242,all,102,nbscrapes,2019
DEA27,all,659,nbscrapes,2019
DE114,all,398,nbscrapes,2019
DE221,all,167,nbscrapes,2019
DED2E,all,367,nbscrapes,2019
DEA16,all,222,nbscrapes,2019
DE219,all,205,nbscrapes,2019
DE134,all,605,nbscrapes,2019
DED42,all,442,nbscrapes,2019
DE408,all,260,nbscrapes,2019
DED43,all,428,nbscrapes,2019
DEB18,all,403,nbscrapes,2019
DE916,all,424,nbscrapes,2019
DED52,all,518,nbscrapes,2019
DE131,all,307,nbscrapes,2019
DE271,all,403,nbscrapes,2019
DE21K,all,324,nbscrapes,2019
DE125,all,148,nbscrapes,2019
DEB21,all,145,nbscrapes,2019
DEA22,all,437,nbscrapes,2019
DEB23,all,355,nbscrapes,2019
DE141,all,401,nbscrapes,2019
DE113,all,593,nbscrapes,2019
DE261,all,111,nbscrapes,2019
DE71C,all,491,nbscrapes,2019
DE118,all,463,nbscrapes,2019
DE944,all,125,nbscrapes,2019
DEF0F,all,374,nbscrapes,2019
DEA41,all,368,nbscrapes,2019
DE133,all,194,nbscrapes,2019
DEF08,all,545,nbscrapes,2019
DE722,all,409,nbscrapes,2019
DE80N,all,496,nbscrapes,2019
DE21E,all,146,nbscrapes,2019
DEA2A,all,601,nbscrapes,2019
DE234,all,108,nbscrapes,2019
DE224,all,256,nbscrapes,2019
DE94A,all,253,nbscrapes,2019
DEA11,all,696,nbscrapes,2019
DE40C,all,102,nbscrapes,2019
DEA52,all,532,nbscrapes,2019
DE244,all,92,nbscrapes,2019
DEF07,all,783,nbscrapes,2019
DE116,all,634,nbscrapes,2019
DEB31,all,71,nbscrapes,2019
DEG0P,all,94,nbscrapes,2019
DEA13,all,571,nbscrapes,2019
DEC01,all,518,nbscrapes,2019
DEA1A,all,660,nbscrapes,2019
DEG01,all,127,nbscrapes,2019
DE246,all,211,nbscrapes,2019
DEA53,all,187,nbscrapes,2019
DE94G,all,202,nbscrapes,2019
DED51,all,1276,nbscrapes,2019
DE932,all,460,nbscrapes,2019
DE111,all,601,nbscrapes,2019
DED41,all,568,nbscrapes,2019
DE143,all,283,nbscrapes,2019
DE215,all,152,nbscrapes,2019
DEF0A,all,276,nbscrapes,2019
DEA23,all,1013,nbscrapes,2019
DEG0I,all,76,nbscrapes,2019
DEC05,all,232,nbscrapes,2019
DE11D,all,388,nbscrapes,2019
DE253,all,278,nbscrapes,2019
DEA51,all,234,nbscrapes,2019
DEB34,all,257,nbscrapes,2019
DE276,all,856,nbscrapes,2019
DE235,all,210,nbscrapes,2019
DE263,all,151,nbscrapes,2019
DE254,all,849,nbscrapes,2019
DE929,all,1527,nbscrapes,2019
DE40G,all,121,nbscrapes,2019
DE501,all,601,nbscrapes,2019
DE21C,all,301,nbscrapes,2019
DE136,all,426,nbscrapes,2019
DEA1C,all,744,nbscrapes,2019
DEA1F,all,571,nbscrapes,2019
DE712,all,617,nbscrapes,2019
DE115,all,804,nbscrapes,2019
DE947,all,757,nbscrapes,2019
DEA29,all,535,nbscrapes,2019
DEG0L,all,126,nbscrapes,2019
DEG09,all,78,nbscrapes,2019
DE149,all,281,nbscrapes,2019
DED2F,all,426,nbscrapes,2019
DE80M,all,323,nbscrapes,2019
DEA14,all,406,nbscrapes,2019
DE405,all,249,nbscrapes,2019
DEB39,all,161,nbscrapes,2019
DEB33,all,52,nbscrapes,2019
DE502,all,148,nbscrapes,2019
DE713,all,137,nbscrapes,2019
DE943,all,226,nbscrapes,2019
DED45,all,515,nbscrapes,2019
DE717,all,274,nbscrapes,2019
DE935,all,307,nbscrapes,2019
DE148,all,361,nbscrapes,2019
DE40A,all,325,nbscrapes,2019
DE252,all,213,nbscrapes,2019
DE142,all,231,nbscrapes,2019
DE123,all,611,nbscrapes,2019
DEE02,all,139,nbscrapes,2019
DE23A,all,90,nbscrapes,2019
DEE09,all,347,nbscrapes,2019
DE238,all,181,nbscrapes,2019
DE228,all,468,nbscrapes,2019
DEE0B,all,265,nbscrapes,2019
DE937,all,250,nbscrapes,2019
DE718,all,467,nbscrapes,2019
DEA15,all,440,nbscrapes,2019
DEB3B,all,303,nbscrapes,2019
DE719,all,789,nbscrapes,2019
DE402,all,82,nbscrapes,2019
DEA26,all,515,nbscrapes,2019
DE259,all,397,nbscrapes,2019
DEA1D,all,616,nbscrapes,2019
DE91C,all,467,nbscrapes,2019
DE27A,all,125,nbscrapes,2019
DE237,all,134,nbscrapes,2019
DE714,all,384,nbscrapes,2019
DE409,all,288,nbscrapes,2019
DE21I,all,139,nbscrapes,2019
DE146,all,277,nbscrapes,2019
DE127,all,281,nbscrapes,2019
DEB3C,all,322,nbscrapes,2019
DE119,all,161,nbscrapes,2019
DEF09,all,594,nbscrapes,2019
DE724,all,281,nbscrapes,2019
DE22A,all,157,nbscrapes,2019
DE273,all,72,nbscrapes,2019
DE247,all,147,nbscrapes,2019
DE600,all,1314,nbscrapes,2019
DE139,all,424,nbscrapes,2019
DEE03,all,219,nbscrapes,2019
DE128,all,834,nbscrapes,2019
DEB1A,all,265,nbscrapes,2019
DEF02,all,250,nbscrapes,2019
DEF03,all,220,nbscrapes,2019
DE27E,all,191,nbscrapes,2019
DE137,all,210,nbscrapes,2019
DE731,all,191,nbscrapes,2019
DE21F,all,238,nbscrapes,2019
DEG02,all,92,nbscrapes,2019
DEA56,all,458,nbscrapes,2019
DEG0B,all,130,nbscrapes,2019
DE94E,all,333,nbscrapes,2019
DEA5A,all,404,nbscrapes,2019
DE124,all,370,nbscrapes,2019
DE138,all,538,nbscrapes,2019
DE12A,all,388,nbscrapes,2019
DE21H,all,509,nbscrapes,2019
DE11A,all,299,nbscrapes,2019
DEB36,all,92,nbscrapes,2019
DEB3H,all,254,nbscrapes,2019
DEB3J,all,342,nbscrapes,2019
DEB3E,all,192,nbscrapes,2019
DEA57,all,437,nbscrapes,2019
DE946,all,271,nbscrapes,2019
