"year","laucode","type.of.building","nuts3","value","avg_floor_m2"
1992,"2029","house","SE312",882,111.4
1992,"2031","house","SE312",652,112.4
1992,"2034","house","SE312",535,109.8
1992,"2039","house","SE312",527,104.6
1992,"2061","house","SE312",516,111.2
1992,"2062","house","SE312",674,109.2
1992,"2080","house","SE312",864,120.2
1992,"2081","house","SE312",770,116.5
1992,"2082","house","SE312",531,116.4
1992,"2083","house","SE312",451,115.3
1992,"2084","house","SE312",548,116.2
1992,"2085","house","SE312",540,112.5
1992,"2101","house","SE313",364,109.5
1992,"2104","house","SE313",412,109.9
1992,"2121","house","SE313",327,119.1
1992,"2132","house","SE313",293,117.2
1992,"2161","house","SE313",534,114.4
1992,"2180","house","SE313",1060,112
1992,"2181","house","SE313",626,114.2
1992,"2182","house","SE313",490,113.5
1992,"2183","house","SE313",444,114.4
1992,"2184","house","SE313",629,116.2
1992,"2260","house","SE321",241,115.4
1992,"2262","house","SE321",559,114.4
1992,"2280","house","SE321",473,121.4
1992,"2281","house","SE321",754,119.4
1992,"2282","house","SE321",266,114.7
1992,"2283","house","SE321",301,114.3
1992,"2284","house","SE321",489,121.4
1992,"2303","house","SE322",201,110.7
1992,"2305","house","SE322",277,117.5
1992,"2309","house","SE322",696,114.9
1992,"2313","house","SE322",267,108
1992,"2321","house","SE322",836,111.2
1992,"2326","house","SE322",344,108.5
1992,"2361","house","SE322",545,103.5
1992,"2380","house","SE322",1002,118.1
1992,"2401","house","SE331",393,122.6
1992,"2403","house","SE331",335,117.9
1992,"2404","house","SE331",328,120.7
1992,"2409","house","SE331",492,120.4
1992,"2417","house","SE331",229,117.7
1992,"2418","house","SE331",353,106.8
1992,"2421","house","SE331",300,104.5
1992,"2422","house","SE331",200,102.3
1992,"2425","house","SE331",222,107
1992,"2460","house","SE331",572,123.5
1992,"2462","house","SE331",242,103.3
1992,"2463","house","SE331",175,115.7
1992,"2480","house","SE331",1165,125.6
1992,"2481","house","SE331",397,116.6
1992,"2482","house","SE331",511,119.2
1992,"2505","house","SE332",289,111.9
1992,"2506","house","SE332",278,103.2
1992,"2510","house","SE332",378,98.8
1992,"2513","house","SE332",216,111.8
1992,"2514","house","SE332",353,112.7
1992,"2518","house","SE332",303,113
1992,"2521","house","SE332",264,106.4
1992,"2523","house","SE332",456,111.8
1992,"2560","house","SE332",361,111.4
1992,"2580","house","SE332",996,118.3
1992,"2581","house","SE332",614,116.6
1992,"2582","house","SE332",480,115.6
1992,"2583","house","SE332",539,112.6
1992,"2584","house","SE332",507,113.2
1992,"305","house","SE121",1276,122.3
1992,"319","house","SE121",610,109.2
1992,"330","house","SE121",1481,128.1
1992,"331","house","SE121",550,113.1
1992,"360","house","SE121",588,115
1992,"380","house","SE121",1462,125.1
1992,"381","house","SE121",1105,120.3
1992,"382","house","SE121",891,116.7
1992,"428","house","SE122",522,115.5
1992,"461","house","SE122",1242,113.7
1992,"480","house","SE122",1097,117.2
1992,"481","house","SE122",955,115.6
1992,"482","house","SE122",735,117.8
1992,"483","house","SE122",774,120
1992,"484","house","SE122",1068,118
1992,"486","house","SE122",1262,120.2
1992,"488","house","SE122",1412,116.1
1992,"509","house","SE123",364,121
1992,"512","house","SE123",499,119.8
1992,"513","house","SE123",694,123
1992,"560","house","SE123",495,115.3
1992,"561","house","SE123",653,123.4
1992,"562","house","SE123",558,118.3
1992,"563","house","SE123",561,117.3
1992,"580","house","SE123",1333,125.7
1992,"581","house","SE123",1074,118
1992,"582","house","SE123",911,118
1992,"583","house","SE123",761,115.2
1992,"584","house","SE123",818,123.6
1992,"586","house","SE123",766,123
1992,"604","house","SE211",463,126
1992,"617","house","SE211",574,126.1
1992,"642","house","SE211",532,118.6
1992,"643","house","SE211",843,122.3
1992,"662","house","SE211",639,120.4
1992,"665","house","SE211",587,127.6
1992,"680","house","SE211",1046,129.3
1992,"682","house","SE211",496,123.6
1992,"683","house","SE211",840,126.1
1992,"684","house","SE211",357,126.8
1992,"685","house","SE211",482,127.7
1992,"686","house","SE211",529,126.6
1992,"687","house","SE211",670,127.7
1992,"760","house","SE212",364,121.4
1992,"761","house","SE212",390,121.9
1992,"763","house","SE212",416,123.7
1992,"764","house","SE212",568,126.7
1992,"765","house","SE212",730,121.4
1992,"767","house","SE212",505,120.5
1992,"780","house","SE212",896,129.9
1992,"781","house","SE212",731,124.2
1992,"821","house","SE213",348,113.7
1992,"834","house","SE213",366,117.7
1992,"840","house","SE213",864,117.8
1992,"860","house","SE213",288,117.2
1992,"861","house","SE213",565,113.5
1992,"862","house","SE213",350,125.1
1992,"880","house","SE213",1129,120.5
1992,"881","house","SE213",518,121.9
1992,"882","house","SE213",676,121.9
1992,"883","house","SE213",636,115.8
1992,"884","house","SE213",570,121.5
1992,"885","house","SE213",715,109.4
1992,"980","house","SE214",1210,110.1
1993,"1060","house","SE221",509,114.7
1993,"1080","house","SE221",922,119.8
1993,"1081","house","SE221",692,116.2
1993,"1082","house","SE221",755,117.8
1993,"1083","house","SE221",710,116.6
1993,"114","house","SE110",1582,124
1993,"115","house","SE110",1555,121.8
1993,"117","house","SE110",1594,121.1
1993,"120","house","SE110",2059,106.1
1993,"1214","house","SE224",671,119.4
1993,"123","house","SE110",1720,123.3
1993,"1230","house","SE224",1387,131
1993,"1231","house","SE224",1234,128.9
1993,"1233","house","SE224",1714,140.3
1993,"125","house","SE110",1910,119.6
1993,"1256","house","SE224",363,121.7
1993,"1257","house","SE224",549,116.5
1993,"126","house","SE110",1729,120.9
1993,"1260","house","SE224",632,116.7
1993,"1261","house","SE224",1316,127.5
1993,"1262","house","SE224",1648,134.8
1993,"1263","house","SE224",1269,125.6
1993,"1264","house","SE224",995,119.5
1993,"1265","house","SE224",642,113.2
1993,"1266","house","SE224",651,116.8
1993,"1267","house","SE224",654,119.9
1993,"127","house","SE110",1417,123.2
1993,"1270","house","SE224",652,116.5
1993,"1272","house","SE224",599,112.9
1993,"1273","house","SE224",384,122
1993,"1275","house","SE224",526,118.1
1993,"1276","house","SE224",567,118.9
1993,"1277","house","SE224",718,120.6
1993,"1278","house","SE224",1225,123.2
1993,"128","house","SE110",1657,128
1993,"1280","house","SE224",1802,126.7
1993,"1281","house","SE224",1557,125.9
1993,"1282","house","SE224",1223,121.7
1993,"1283","house","SE224",1416,125.7
1993,"1284","house","SE224",1316,126.1
1993,"1285","house","SE224",943,121.2
1993,"1286","house","SE224",1139,124.9
1993,"1287","house","SE224",1081,125.2
1993,"1290","house","SE224",774,120.8
1993,"1291","house","SE224",987,117.5
1993,"1292","house","SE224",1059,125.6
1993,"1293","house","SE224",549,121.4
1993,"1315","house","SE231",387,115.7
1993,"136","house","SE110",1615,114.6
1993,"138","house","SE110",1880,119.5
1993,"1380","house","SE231",1114,126
1993,"1381","house","SE231",757,117.9
1993,"1382","house","SE231",795,122.7
1993,"1383","house","SE231",1115,123.3
1993,"1384","house","SE231",1616,127.8
1993,"139","house","SE110",1500,120.6
1993,"140","house","SE110",1468,118.8
1993,"1401","house","SE232",1531,117.1
1993,"1402","house","SE232",1611,127.1
1993,"1407","house","SE232",1760,122.8
1993,"1415","house","SE232",1344,116.4
1993,"1419","house","SE232",1254,109.3
1993,"1421","house","SE232",1011,108.4
1993,"1427","house","SE232",1310,108
1993,"1430","house","SE232",572,107.9
1993,"1435","house","SE232",1052,108.1
1993,"1438","house","SE232",556,111.1
1993,"1439","house","SE232",418,107.6
1993,"1440","house","SE232",1160,116.4
1993,"1441","house","SE232",1353,119.5
1993,"1442","house","SE232",806,117.1
1993,"1443","house","SE232",1089,121
1993,"1444","house","SE232",433,120.2
1993,"1445","house","SE232",481,115.3
1993,"1446","house","SE232",426,117.6
1993,"1447","house","SE232",300,111.8
1993,"1452","house","SE232",361,118
1993,"1460","house","SE232",400,111.8
1993,"1461","house","SE232",483,112.3
1993,"1462","house","SE232",663,109.3
1993,"1463","house","SE232",699,114.5
1993,"1465","house","SE232",504,115.3
1993,"1466","house","SE232",467,117.4
1993,"1470","house","SE232",346,121.1
1993,"1471","house","SE232",467,119.6
1993,"1472","house","SE232",496,120.1
1993,"1473","house","SE232",346,117.3
1993,"1480","house","SE232",1829,126
1993,"1481","house","SE232",1698,119.1
1993,"1482","house","SE232",1525,114.4
1993,"1484","house","SE232",983,112.9
1993,"1485","house","SE232",954,116.7
1993,"1486","house","SE232",1199,110.5
1993,"1487","house","SE232",684,118.5
1993,"1488","house","SE232",916,122.7
1993,"1489","house","SE232",1131,119.3
1993,"1490","house","SE232",896,121.7
1993,"1491","house","SE232",537,122.2
1993,"1492","house","SE232",494,119.7
1993,"1493","house","SE232",641,119
1993,"1494","house","SE232",854,124
1993,"1495","house","SE232",624,123.1
1993,"1496","house","SE232",759,124.1
1993,"1497","house","SE232",551,123.3
1993,"1498","house","SE232",409,118.8
1993,"1499","house","SE232",486,124.1
1993,"160","house","SE110",1953,137.7
1993,"162","house","SE110",2170,155
1993,"163","house","SE110",2079,129.7
1993,"1715","house","SE311",646,119.2
1993,"1730","house","SE311",435,111
1993,"1737","house","SE311",422,110.6
1993,"1760","house","SE311",362,111.6
1993,"1761","house","SE311",1136,124.2
1993,"1762","house","SE311",250,113.4
1993,"1763","house","SE311",466,119.3
1993,"1764","house","SE311",499,115.2
1993,"1765","house","SE311",650,111
1993,"1766","house","SE311",531,115.3
1993,"1780","house","SE311",974,125.4
1993,"1781","house","SE311",568,117.9
1993,"1782","house","SE311",305,112.3
1993,"1783","house","SE311",353,111.7
1993,"1784","house","SE311",561,115.5
1993,"1785","house","SE311",585,120.7
1993,"180","house","SE110",2194,119
1993,"181","house","SE110",1500,116.4
1993,"1814","house","SE124",683,116.2
1993,"182","house","SE110",2165,131.4
1993,"183","house","SE110",2200,132.9
1993,"184","house","SE110",2241,141.4
1993,"186","house","SE110",2319,147.5
1993,"1860","house","SE124",370,113.9
1993,"1861","house","SE124",515,117.1
1993,"1862","house","SE124",413,111.7
1993,"1863","house","SE124",269,108.6
1993,"1864","house","SE124",302,109.9
1993,"187","house","SE110",2241,126.7
1993,"188","house","SE110",1187,107.9
1993,"1880","house","SE124",1131,121
1993,"1881","house","SE124",837,118.1
1993,"1882","house","SE124",498,115.7
1993,"1883","house","SE124",572,117.1
1993,"1884","house","SE124",557,116.5
1993,"1885","house","SE124",455,117.9
1993,"1904","house","SE125",333,113
1993,"1907","house","SE125",567,117.4
1993,"191","house","SE110",1714,125
1993,"192","house","SE110",1351,111.1
1993,"1960","house","SE125",679,117
1993,"1961","house","SE125",837,116.8
1993,"1962","house","SE125",383,118.1
1993,"1980","house","SE125",1260,126
1993,"1981","house","SE125",668,118
1993,"1982","house","SE125",425,117.1
1993,"1983","house","SE125",639,120.7
1993,"1984","house","SE125",671,116.8
1993,"2021","house","SE312",286,111.3
1993,"2023","house","SE312",657,109
1993,"2026","house","SE312",430,112.2
1993,"2029","house","SE312",867,111.4
1993,"2031","house","SE312",641,112.4
1993,"2034","house","SE312",526,109.8
1993,"2039","house","SE312",518,104.6
1993,"2061","house","SE312",507,111.2
1993,"2062","house","SE312",663,109.2
1993,"2080","house","SE312",849,120.2
1993,"2081","house","SE312",757,116.5
1993,"2082","house","SE312",522,116.4
1993,"2083","house","SE312",443,115.3
1993,"2084","house","SE312",539,116.2
1993,"2085","house","SE312",531,112.5
1993,"2101","house","SE313",357,109.5
1993,"2104","house","SE313",404,109.9
1993,"2121","house","SE313",321,119.1
1993,"2132","house","SE313",287,117.2
1993,"2161","house","SE313",524,114.4
1993,"2180","house","SE313",1040,112
1993,"2181","house","SE313",615,114.2
1993,"2182","house","SE313",481,113.5
1993,"2183","house","SE313",435,114.4
1993,"2184","house","SE313",618,116.2
1993,"2260","house","SE321",234,115.4
1993,"2262","house","SE321",542,114.4
1993,"2280","house","SE321",458,121.4
1993,"2281","house","SE321",731,119.4
1993,"2282","house","SE321",258,114.7
1993,"2283","house","SE321",291,114.3
1993,"2284","house","SE321",474,121.4
1993,"2303","house","SE322",196,110.7
1993,"2305","house","SE322",271,117.5
1993,"2309","house","SE322",680,114.9
1993,"2313","house","SE322",261,108
1993,"2321","house","SE322",817,111.2
1993,"2326","house","SE322",336,108.5
1993,"2361","house","SE322",533,103.5
1993,"2380","house","SE322",979,118.1
1993,"2401","house","SE331",386,122.6
1993,"2403","house","SE331",329,117.9
1993,"2404","house","SE331",322,120.7
1993,"2409","house","SE331",483,120.4
1993,"2417","house","SE331",225,117.7
1993,"2418","house","SE331",347,106.8
1993,"2421","house","SE331",295,104.5
1993,"2422","house","SE331",196,102.3
1993,"2425","house","SE331",218,107
1993,"2460","house","SE331",562,123.5
1993,"2462","house","SE331",238,103.3
1993,"2463","house","SE331",171,115.7
1993,"2480","house","SE331",1143,125.6
1993,"2481","house","SE331",389,116.6
1993,"2482","house","SE331",502,119.2
1993,"2505","house","SE332",282,111.9
1993,"2506","house","SE332",272,103.2
1993,"2510","house","SE332",369,98.8
1993,"2513","house","SE332",211,111.8
1993,"2514","house","SE332",344,112.7
1993,"2518","house","SE332",296,113
1993,"2521","house","SE332",258,106.4
1993,"2523","house","SE332",446,111.8
1993,"2560","house","SE332",353,111.4
1993,"2580","house","SE332",972,118.3
1993,"2581","house","SE332",599,116.6
1993,"2582","house","SE332",469,115.6
1993,"2583","house","SE332",526,112.6
1993,"2584","house","SE332",495,113.2
1993,"305","house","SE121",1244,122.3
1993,"319","house","SE121",594,109.2
1993,"330","house","SE121",1443,128.1
1993,"331","house","SE121",536,113.1
1993,"360","house","SE121",573,115
1993,"380","house","SE121",1425,125.1
1993,"381","house","SE121",1077,120.3
1993,"382","house","SE121",869,116.7
1993,"428","house","SE122",504,115.5
1993,"461","house","SE122",1199,113.7
1993,"480","house","SE122",1060,117.2
1993,"481","house","SE122",923,115.6
1993,"482","house","SE122",710,117.8
1993,"483","house","SE122",748,120
1993,"484","house","SE122",1031,118
1993,"486","house","SE122",1219,120.2
1993,"488","house","SE122",1364,116.1
1993,"509","house","SE123",358,121
1993,"512","house","SE123",491,119.8
1993,"513","house","SE123",683,123
1993,"560","house","SE123",487,115.3
1993,"561","house","SE123",643,123.4
1993,"562","house","SE123",549,118.3
1993,"563","house","SE123",552,117.3
1993,"580","house","SE123",1312,125.7
1993,"581","house","SE123",1057,118
1993,"582","house","SE123",897,118
1993,"583","house","SE123",749,115.2
1993,"584","house","SE123",805,123.6
1993,"586","house","SE123",754,123
1993,"604","house","SE211",458,126
1993,"617","house","SE211",567,126.1
1993,"642","house","SE211",526,118.6
1993,"643","house","SE211",833,122.3
1993,"662","house","SE211",631,120.4
1993,"665","house","SE211",580,127.6
1993,"680","house","SE211",1033,129.3
1993,"682","house","SE211",490,123.6
1993,"683","house","SE211",830,126.1
1993,"684","house","SE211",353,126.8
1993,"685","house","SE211",476,127.7
1993,"686","house","SE211",523,126.6
1993,"687","house","SE211",662,127.7
1993,"760","house","SE212",358,121.4
1993,"761","house","SE212",384,121.9
1993,"763","house","SE212",409,123.7
1993,"764","house","SE212",559,126.7
1993,"765","house","SE212",718,121.4
1993,"767","house","SE212",497,120.5
1993,"780","house","SE212",882,129.9
1993,"781","house","SE212",720,124.2
1993,"821","house","SE213",342,113.7
1993,"834","house","SE213",360,117.7
1993,"840","house","SE213",850,117.8
1993,"860","house","SE213",283,117.2
1993,"861","house","SE213",556,113.5
1993,"862","house","SE213",344,125.1
1993,"880","house","SE213",1110,120.5
1993,"881","house","SE213",509,121.9
1993,"882","house","SE213",665,121.9
1993,"883","house","SE213",626,115.8
1993,"884","house","SE213",561,121.5
1993,"885","house","SE213",703,109.4
1993,"980","house","SE214",1190,110.1
1994,"1060","house","SE221",513,114.7
1994,"1080","house","SE221",930,119.8
1994,"1081","house","SE221",698,116.2
1994,"1082","house","SE221",761,117.8
1994,"1083","house","SE221",716,116.6
1994,"114","house","SE110",1603,124
1994,"115","house","SE110",1576,121.8
1994,"117","house","SE110",1616,121.1
1994,"120","house","SE110",2087,106.1
1994,"1214","house","SE224",676,119.4
1994,"123","house","SE110",1744,123.3
1994,"1230","house","SE224",1397,131
1994,"1231","house","SE224",1243,128.9
1994,"1233","house","SE224",1726,140.3
1994,"125","house","SE110",1936,119.6
1994,"1256","house","SE224",365,121.7
1994,"1257","house","SE224",553,116.5
1994,"126","house","SE110",1752,120.9
1994,"1260","house","SE224",637,116.7
1994,"1261","house","SE224",1326,127.5
1994,"1262","house","SE224",1660,134.8
1994,"1263","house","SE224",1278,125.6
1994,"1264","house","SE224",1002,119.5
1994,"1265","house","SE224",647,113.2
1994,"1266","house","SE224",655,116.8
1994,"1267","house","SE224",658,119.9
1994,"127","house","SE110",1437,123.2
1994,"1270","house","SE224",657,116.5
1994,"1272","house","SE224",604,112.9
1994,"1273","house","SE224",386,122
1994,"1275","house","SE224",529,118.1
