Municipality.code,year,type.of.building,variable,value
2061,2015,house,Number of purchases,91
2061,2016,house,Number of purchases,91
2061,2017,house,Number of purchases,91
2061,2018,house,Number of purchases,91
2061,2019,house,Number of purchases,91
2061,2020,house,Number of purchases,91
2061,2021,house,Number of purchases,91
2061,2022,house,Number of purchases,91
2061,2023,house,Number of purchases,91
2061,2024,house,Number of purchases,91
2062,1986,house,Number of purchases,109
2062,1987,house,Number of purchases,109
2062,1988,house,Number of purchases,109
2062,1989,house,Number of purchases,109
2062,1990,house,Number of purchases,109
2062,1991,house,Number of purchases,109
2062,1992,house,Number of purchases,109
2062,1993,house,Number of purchases,109
2062,1994,house,Number of purchases,109
2062,1995,house,Number of purchases,109
2062,1996,house,Number of purchases,109
2062,1997,house,Number of purchases,109
2062,1998,house,Number of purchases,109
2062,1999,house,Number of purchases,109
2062,2000,house,Number of purchases,109
2062,2001,house,Number of purchases,109
2062,2002,house,Number of purchases,109
2062,2003,house,Number of purchases,109
2062,2004,house,Number of purchases,109
2062,2005,house,Number of purchases,109
2062,2006,house,Number of purchases,109
2062,2007,house,Number of purchases,109
2062,2008,house,Number of purchases,109
2062,2009,house,Number of purchases,109
2062,2010,house,Number of purchases,109
2062,2011,house,Number of purchases,109
2062,2012,house,Number of purchases,109
2062,2013,house,Number of purchases,109
2062,2014,house,Number of purchases,109
2062,2015,house,Number of purchases,109
2062,2016,house,Number of purchases,109
2062,2017,house,Number of purchases,109
2062,2018,house,Number of purchases,109
2062,2019,house,Number of purchases,109
2062,2020,house,Number of purchases,109
2062,2021,house,Number of purchases,109
2062,2022,house,Number of purchases,109
2062,2023,house,Number of purchases,109
2062,2024,house,Number of purchases,109
2080,1986,house,Number of purchases,341
2080,1987,house,Number of purchases,341
2080,1988,house,Number of purchases,341
2080,1989,house,Number of purchases,341
2080,1990,house,Number of purchases,341
2080,1991,house,Number of purchases,341
2080,1992,house,Number of purchases,341
2080,1993,house,Number of purchases,341
2080,1994,house,Number of purchases,341
2080,1995,house,Number of purchases,341
2080,1996,house,Number of purchases,341
2080,1997,house,Number of purchases,341
2080,1998,house,Number of purchases,341
2080,1999,house,Number of purchases,341
2080,2000,house,Number of purchases,341
2080,2001,house,Number of purchases,341
2080,2002,house,Number of purchases,341
2080,2003,house,Number of purchases,341
2080,2004,house,Number of purchases,341
2080,2005,house,Number of purchases,341
2080,2006,house,Number of purchases,341
2080,2007,house,Number of purchases,341
2080,2008,house,Number of purchases,341
2080,2009,house,Number of purchases,341
2080,2010,house,Number of purchases,341
2080,2011,house,Number of purchases,341
2080,2012,house,Number of purchases,341
2080,2013,house,Number of purchases,341
2080,2014,house,Number of purchases,341
2080,2015,house,Number of purchases,341
2080,2016,house,Number of purchases,341
2080,2017,house,Number of purchases,341
2080,2018,house,Number of purchases,341
2080,2019,house,Number of purchases,341
2080,2020,house,Number of purchases,341
2080,2021,house,Number of purchases,341
2080,2022,house,Number of purchases,341
2080,2023,house,Number of purchases,341
2080,2024,house,Number of purchases,341
2081,1986,house,Number of purchases,307
2081,1987,house,Number of purchases,307
2081,1988,house,Number of purchases,307
2081,1989,house,Number of purchases,307
2081,1990,house,Number of purchases,307
2081,1991,house,Number of purchases,307
2081,1992,house,Number of purchases,307
2081,1993,house,Number of purchases,307
2081,1994,house,Number of purchases,307
2081,1995,house,Number of purchases,307
2081,1996,house,Number of purchases,307
2081,1997,house,Number of purchases,307
2081,1998,house,Number of purchases,307
2081,1999,house,Number of purchases,307
2081,2000,house,Number of purchases,307
2081,2001,house,Number of purchases,307
2081,2002,house,Number of purchases,307
2081,2003,house,Number of purchases,307
2081,2004,house,Number of purchases,307
2081,2005,house,Number of purchases,307
2081,2006,house,Number of purchases,307
2081,2007,house,Number of purchases,307
2081,2008,house,Number of purchases,307
2081,2009,house,Number of purchases,307
2081,2010,house,Number of purchases,307
2081,2011,house,Number of purchases,307
2081,2012,house,Number of purchases,307
2081,2013,house,Number of purchases,307
2081,2014,house,Number of purchases,307
2081,2015,house,Number of purchases,307
2081,2016,house,Number of purchases,307
2081,2017,house,Number of purchases,307
2081,2018,house,Number of purchases,307
2081,2019,house,Number of purchases,307
2081,2020,house,Number of purchases,307
2081,2021,house,Number of purchases,307
2081,2022,house,Number of purchases,307
2081,2023,house,Number of purchases,307
2081,2024,house,Number of purchases,307
2082,1986,house,Number of purchases,89
2082,1987,house,Number of purchases,89
2082,1988,house,Number of purchases,89
2082,1989,house,Number of purchases,89
2082,1990,house,Number of purchases,89
2082,1991,house,Number of purchases,89
2082,1992,house,Number of purchases,89
2082,1993,house,Number of purchases,89
2082,1994,house,Number of purchases,89
2082,1995,house,Number of purchases,89
2082,1996,house,Number of purchases,89
2082,1997,house,Number of purchases,89
2082,1998,house,Number of purchases,89
2082,1999,house,Number of purchases,89
2082,2000,house,Number of purchases,89
2082,2001,house,Number of purchases,89
2082,2002,house,Number of purchases,89
2082,2003,house,Number of purchases,89
2082,2004,house,Number of purchases,89
2082,2005,house,Number of purchases,89
2082,2006,house,Number of purchases,89
2082,2007,house,Number of purchases,89
2082,2008,house,Number of purchases,89
2082,2009,house,Number of purchases,89
2082,2010,house,Number of purchases,89
2082,2011,house,Number of purchases,89
2082,2012,house,Number of purchases,89
2082,2013,house,Number of purchases,89
2082,2014,house,Number of purchases,89
2082,2015,house,Number of purchases,89
2082,2016,house,Number of purchases,89
2082,2017,house,Number of purchases,89
2082,2018,house,Number of purchases,89
2082,2019,house,Number of purchases,89
2082,2020,house,Number of purchases,89
2082,2021,house,Number of purchases,89
2082,2022,house,Number of purchases,89
2082,2023,house,Number of purchases,89
2082,2024,house,Number of purchases,89
2083,1986,house,Number of purchases,119
2083,1987,house,Number of purchases,119
2083,1988,house,Number of purchases,119
2083,1989,house,Number of purchases,119
2083,1990,house,Number of purchases,119
2083,1991,house,Number of purchases,119
2083,1992,house,Number of purchases,119
2083,1993,house,Number of purchases,119
2083,1994,house,Number of purchases,119
2083,1995,house,Number of purchases,119
2083,1996,house,Number of purchases,119
2083,1997,house,Number of purchases,119
2083,1998,house,Number of purchases,119
2083,1999,house,Number of purchases,119
2083,2000,house,Number of purchases,119
2083,2001,house,Number of purchases,119
2083,2002,house,Number of purchases,119
2083,2003,house,Number of purchases,119
2083,2004,house,Number of purchases,119
2083,2005,house,Number of purchases,119
2083,2006,house,Number of purchases,119
2083,2007,house,Number of purchases,119
2083,2008,house,Number of purchases,119
2083,2009,house,Number of purchases,119
2083,2010,house,Number of purchases,119
2083,2011,house,Number of purchases,119
2083,2012,house,Number of purchases,119
2083,2013,house,Number of purchases,119
2083,2014,house,Number of purchases,119
2083,2015,house,Number of purchases,119
2083,2016,house,Number of purchases,119
2083,2017,house,Number of purchases,119
2083,2018,house,Number of purchases,119
2083,2019,house,Number of purchases,119
2083,2020,house,Number of purchases,119
2083,2021,house,Number of purchases,119
2083,2022,house,Number of purchases,119
2083,2023,house,Number of purchases,119
2083,2024,house,Number of purchases,119
2084,1986,house,Number of purchases,129
2084,1987,house,Number of purchases,129
2084,1988,house,Number of purchases,129
2084,1989,house,Number of purchases,129
2084,1990,house,Number of purchases,129
2084,1991,house,Number of purchases,129
2084,1992,house,Number of purchases,129
2084,1993,house,Number of purchases,129
2084,1994,house,Number of purchases,129
2084,1995,house,Number of purchases,129
2084,1996,house,Number of purchases,129
2084,1997,house,Number of purchases,129
2084,1998,house,Number of purchases,129
2084,1999,house,Number of purchases,129
2084,2000,house,Number of purchases,129
2084,2001,house,Number of purchases,129
2084,2002,house,Number of purchases,129
2084,2003,house,Number of purchases,129
2084,2004,house,Number of purchases,129
2084,2005,house,Number of purchases,129
2084,2006,house,Number of purchases,129
2084,2007,house,Number of purchases,129
2084,2008,house,Number of purchases,129
2084,2009,house,Number of purchases,129
2084,2010,house,Number of purchases,129
2084,2011,house,Number of purchases,129
2084,2012,house,Number of purchases,129
2084,2013,house,Number of purchases,129
2084,2014,house,Number of purchases,129
2084,2015,house,Number of purchases,129
2084,2016,house,Number of purchases,129
2084,2017,house,Number of purchases,129
2084,2018,house,Number of purchases,129
2084,2019,house,Number of purchases,129
2084,2020,house,Number of purchases,129
2084,2021,house,Number of purchases,129
2084,2022,house,Number of purchases,129
2084,2023,house,Number of purchases,129
2084,2024,house,Number of purchases,129
2085,1986,house,Number of purchases,204
2085,1987,house,Number of purchases,204
2085,1988,house,Number of purchases,204
2085,1989,house,Number of purchases,204
2085,1990,house,Number of purchases,204
2085,1991,house,Number of purchases,204
2085,1992,house,Number of purchases,204
2085,1993,house,Number of purchases,204
2085,1994,house,Number of purchases,204
2085,1995,house,Number of purchases,204
2085,1996,house,Number of purchases,204
2085,1997,house,Number of purchases,204
2085,1998,house,Number of purchases,204
2085,1999,house,Number of purchases,204
2085,2000,house,Number of purchases,204
2085,2001,house,Number of purchases,204
2085,2002,house,Number of purchases,204
2085,2003,house,Number of purchases,204
2085,2004,house,Number of purchases,204
2085,2005,house,Number of purchases,204
2085,2006,house,Number of purchases,204
2085,2007,house,Number of purchases,204
2085,2008,house,Number of purchases,204
2085,2009,house,Number of purchases,204
2085,2010,house,Number of purchases,204
2085,2011,house,Number of purchases,204
2085,2012,house,Number of purchases,204
2085,2013,house,Number of purchases,204
2085,2014,house,Number of purchases,204
2085,2015,house,Number of purchases,204
2085,2016,house,Number of purchases,204
2085,2017,house,Number of purchases,204
2085,2018,house,Number of purchases,204
2085,2019,house,Number of purchases,204
2085,2020,house,Number of purchases,204
2085,2021,house,Number of purchases,204
2085,2022,house,Number of purchases,204
2085,2023,house,Number of purchases,204
2085,2024,house,Number of purchases,204
2101,1986,house,Number of purchases,44
2101,1987,house,Number of purchases,44
2101,1988,house,Number of purchases,44
2101,1989,house,Number of purchases,44
2101,1990,house,Number of purchases,44
2101,1991,house,Number of purchases,44
2101,1992,house,Number of purchases,44
2101,1993,house,Number of purchases,44
2101,1994,house,Number of purchases,44
2101,1995,house,Number of purchases,44
2101,1996,house,Number of purchases,44
2101,1997,house,Number of purchases,44
2101,1998,house,Number of purchases,44
2101,1999,house,Number of purchases,44
2101,2000,house,Number of purchases,44
2101,2001,house,Number of purchases,44
2101,2002,house,Number of purchases,44
2101,2003,house,Number of purchases,44
2101,2004,house,Number of purchases,44
2101,2005,house,Number of purchases,44
2101,2006,house,Number of purchases,44
2101,2007,house,Number of purchases,44
2101,2008,house,Number of purchases,44
2101,2009,house,Number of purchases,44
2101,2010,house,Number of purchases,44
2101,2011,house,Number of purchases,44
2101,2012,house,Number of purchases,44
2101,2013,house,Number of purchases,44
2101,2014,house,Number of purchases,44
2101,2015,house,Number of purchases,44
2101,2016,house,Number of purchases,44
2101,2017,house,Number of purchases,44
2101,2018,house,Number of purchases,44
2101,2019,house,Number of purchases,44
2101,2020,house,Number of purchases,44
2101,2021,house,Number of purchases,44
2101,2022,house,Number of purchases,44
