"nuts","year","value","level","indicator","type.of.building"
"SE121","2010",18369,"nuts3","bldn_sec","all"
"SE211","2010",14146,"nuts3","bldn_sec","all"
"SE121","2011",18252,"nuts3","bldn_sec","all"
"SE211","2011",13989,"nuts3","bldn_sec","all"
"SE121","2012",18183,"nuts3","bldn_sec","all"
"SE211","2012",14099,"nuts3","bldn_sec","all"
"SE121","2013",18071,"nuts3","bldn_sec","all"
"SE211","2013",14033,"nuts3","bldn_sec","all"
"SE121","2014",17965,"nuts3","bldn_sec","all"
"SE211","2014",14010,"nuts3","bldn_sec","all"
"SE121","2015",17984,"nuts3","bldn_sec","all"
"SE211","2015",14063,"nuts3","bldn_sec","all"
"SE121","2016",18167,"nuts3","bldn_sec","all"
"SE211","2016",14016,"nuts3","bldn_sec","all"
"SE121","2017",18105,"nuts3","bldn_sec","all"
"SE211","2017",13865,"nuts3","bldn_sec","all"
"SE121","2018",18684,"nuts3","bldn_sec","all"
"SE211","2018",14370,"nuts3","bldn_sec","all"
"SE121","2019",18628,"nuts3","bldn_sec","all"
"SE211","2019",14301,"nuts3","bldn_sec","all"
"SE121","2020",18549,"nuts3","bldn_sec","all"
"SE211","2020",14168,"nuts3","bldn_sec","all"
"SE121","2021",18471,"nuts3","bldn_sec","all"
"SE211","2021",14122,"nuts3","bldn_sec","all"
"SE121","2022",18438,"nuts3","bldn_sec","all"
"SE211","2022",14146,"nuts3","bldn_sec","all"
"SE121","2023",18477,"nuts3","bldn_sec","all"
"SE211","2023",14196,"nuts3","bldn_sec","all"
"SE121","2024",18671,"nuts3","bldn_sec","all"
"SE211","2024",14408,"nuts3","bldn_sec","all"
"SE122","1998",19056,"nuts3","bldn_sec","all"
"SE122","1999",19062,"nuts3","bldn_sec","all"
"SE122","2000",19103,"nuts3","bldn_sec","all"
"SE122","2001",18722,"nuts3","bldn_sec","all"
"SE122","2002",18646,"nuts3","bldn_sec","all"
"SE122","2003",19200,"nuts3","bldn_sec","all"
"SE122","2004",19156,"nuts3","bldn_sec","all"
"SE122","2005",18952,"nuts3","bldn_sec","all"
"SE122","2006",19129,"nuts3","bldn_sec","all"
"SE122","2007",19000,"nuts3","bldn_sec","all"
"SE122","2008",18926,"nuts3","bldn_sec","all"
"SE122","2009",19105,"nuts3","bldn_sec","all"
"SE122","2010",19016,"nuts3","bldn_sec","all"
"SE122","2011",19042,"nuts3","bldn_sec","all"
"SE122","2012",19255,"nuts3","bldn_sec","all"
"SE122","2013",19214,"nuts3","bldn_sec","all"
"SE122","2014",19337,"nuts3","bldn_sec","all"
"SE122","2015",19274,"nuts3","bldn_sec","all"
"SE122","2016",19508,"nuts3","bldn_sec","all"
"SE122","2017",19509,"nuts3","bldn_sec","all"
"SE122","2018",20175,"nuts3","bldn_sec","all"
"SE122","2019",20192,"nuts3","bldn_sec","all"
"SE122","2020",20237,"nuts3","bldn_sec","all"
"SE122","2021",20260,"nuts3","bldn_sec","all"
"SE122","2022",20330,"nuts3","bldn_sec","all"
"SE122","2023",20377,"nuts3","bldn_sec","all"
"SE122","2024",20780,"nuts3","bldn_sec","all"
"SE123","1998",21700,"nuts3","bldn_sec","all"
"SE123","1999",21659,"nuts3","bldn_sec","all"
"SE123","2000",21752,"nuts3","bldn_sec","all"
"SE123","2001",21470,"nuts3","bldn_sec","all"
"SE123","2002",21397,"nuts3","bldn_sec","all"
"SE123","2003",21894,"nuts3","bldn_sec","all"
"SE123","2004",21903,"nuts3","bldn_sec","all"
"SE123","2005",21945,"nuts3","bldn_sec","all"
"SE123","2006",22096,"nuts3","bldn_sec","all"
"SE123","2007",21967,"nuts3","bldn_sec","all"
"SE123","2008",21882,"nuts3","bldn_sec","all"
"SE123","2009",22009,"nuts3","bldn_sec","all"
"SE123","2010",21952,"nuts3","bldn_sec","all"
"SE123","2011",21798,"nuts3","bldn_sec","all"
"SE123","2012",21972,"nuts3","bldn_sec","all"
"SE123","2013",21966,"nuts3","bldn_sec","all"
"SE123","2014",21975,"nuts3","bldn_sec","all"
"SE123","2015",22305,"nuts3","bldn_sec","all"
"SE123","2016",22402,"nuts3","bldn_sec","all"
"SE123","2017",22336,"nuts3","bldn_sec","all"
"SE123","2018",23243,"nuts3","bldn_sec","all"
"SE123","2019",23088,"nuts3","bldn_sec","all"
"SE123","2020",23004,"nuts3","bldn_sec","all"
"SE123","2021",23136,"nuts3","bldn_sec","all"
"SE123","2022",23090,"nuts3","bldn_sec","all"
"SE123","2023",23196,"nuts3","bldn_sec","all"
"SE123","2024",23602,"nuts3","bldn_sec","all"
"SE212","1998",9137,"nuts3","bldn_sec","all"
"SE212","1999",9291,"nuts3","bldn_sec","all"
"SE212","2000",9526,"nuts3","bldn_sec","all"
"SE212","2001",9569,"nuts3","bldn_sec","all"
"SE212","2002",9580,"nuts3","bldn_sec","all"
"SE212","2003",11375,"nuts3","bldn_sec","all"
"SE212","2004",11457,"nuts3","bldn_sec","all"
"SE212","2005",11567,"nuts3","bldn_sec","all"
"SE212","2006",11531,"nuts3","bldn_sec","all"
"SE212","2007",11752,"nuts3","bldn_sec","all"
"SE212","2008",11888,"nuts3","bldn_sec","all"
"SE212","2009",11957,"nuts3","bldn_sec","all"
"SE212","2010",11926,"nuts3","bldn_sec","all"
"SE212","2011",11848,"nuts3","bldn_sec","all"
"SE212","2012",11777,"nuts3","bldn_sec","all"
"SE212","2013",11810,"nuts3","bldn_sec","all"
"SE212","2014",11733,"nuts3","bldn_sec","all"
"SE212","2015",11650,"nuts3","bldn_sec","all"
"SE212","2016",11640,"nuts3","bldn_sec","all"
"SE212","2017",11509,"nuts3","bldn_sec","all"
"SE212","2018",11978,"nuts3","bldn_sec","all"
"SE212","2019",11978,"nuts3","bldn_sec","all"
"SE212","2020",11898,"nuts3","bldn_sec","all"
"SE212","2021",11998,"nuts3","bldn_sec","all"
"SE212","2022",11998,"nuts3","bldn_sec","all"
"SE212","2023",12209,"nuts3","bldn_sec","all"
"SE212","2024",12347,"nuts3","bldn_sec","all"
"SE213","1998",25307,"nuts3","bldn_sec","all"
"SE213","1999",25332,"nuts3","bldn_sec","all"
"SE213","2000",25634,"nuts3","bldn_sec","all"
"SE213","2001",25594,"nuts3","bldn_sec","all"
"SE213","2002",25622,"nuts3","bldn_sec","all"
"SE213","2003",26709,"nuts3","bldn_sec","all"
"SE213","2004",26832,"nuts3","bldn_sec","all"
"SE213","2005",27099,"nuts3","bldn_sec","all"
"SE213","2006",27622,"nuts3","bldn_sec","all"
"SE213","2007",28017,"nuts3","bldn_sec","all"
"SE213","2008",28351,"nuts3","bldn_sec","all"
"SE213","2009",28842,"nuts3","bldn_sec","all"
"SE213","2010",28969,"nuts3","bldn_sec","all"
"SE213","2011",29125,"nuts3","bldn_sec","all"
"SE213","2012",29576,"nuts3","bldn_sec","all"
"SE213","2013",29626,"nuts3","bldn_sec","all"
"SE213","2014",29833,"nuts3","bldn_sec","all"
"SE213","2015",29908,"nuts3","bldn_sec","all"
"SE213","2016",30022,"nuts3","bldn_sec","all"
"SE213","2017",30064,"nuts3","bldn_sec","all"
"SE213","2018",31310,"nuts3","bldn_sec","all"
"SE213","2019",31446,"nuts3","bldn_sec","all"
"SE213","2020",31729,"nuts3","bldn_sec","all"
"SE213","2021",31942,"nuts3","bldn_sec","all"
"SE213","2022",32042,"nuts3","bldn_sec","all"
"SE213","2023",32294,"nuts3","bldn_sec","all"
"SE213","2024",32884,"nuts3","bldn_sec","all"
"SE214","1998",8131,"nuts3","bldn_sec","all"
"SE214","1999",8217,"nuts3","bldn_sec","all"
"SE214","2000",8366,"nuts3","bldn_sec","all"
"SE214","2001",8500,"nuts3","bldn_sec","all"
"SE214","2002",8595,"nuts3","bldn_sec","all"
"SE214","2003",9010,"nuts3","bldn_sec","all"
"SE214","2004",9094,"nuts3","bldn_sec","all"
"SE214","2005",9209,"nuts3","bldn_sec","all"
"SE214","2006",9460,"nuts3","bldn_sec","all"
"SE214","2007",9666,"nuts3","bldn_sec","all"
"SE214","2008",9817,"nuts3","bldn_sec","all"
"SE214","2009",10086,"nuts3","bldn_sec","all"
"SE214","2010",10238,"nuts3","bldn_sec","all"
"SE214","2011",10418,"nuts3","bldn_sec","all"
"SE214","2012",10617,"nuts3","bldn_sec","all"
"SE214","2013",10797,"nuts3","bldn_sec","all"
"SE214","2014",10991,"nuts3","bldn_sec","all"
"SE214","2015",11257,"nuts3","bldn_sec","all"
"SE214","2016",11464,"nuts3","bldn_sec","all"
"SE214","2017",11645,"nuts3","bldn_sec","all"
"SE214","2018",12030,"nuts3","bldn_sec","all"
"SE214","2019",12137,"nuts3","bldn_sec","all"
"SE214","2020",12296,"nuts3","bldn_sec","all"
"SE214","2021",12453,"nuts3","bldn_sec","all"
"SE214","2022",12531,"nuts3","bldn_sec","all"
"SE214","2023",12720,"nuts3","bldn_sec","all"
"SE214","2024",13056,"nuts3","bldn_sec","all"
"SE221","1998",11295,"nuts3","bldn_sec","all"
"SE221","1999",11381,"nuts3","bldn_sec","all"
"SE221","2000",11423,"nuts3","bldn_sec","all"
"SE221","2001",11400,"nuts3","bldn_sec","all"
"SE221","2002",11435,"nuts3","bldn_sec","all"
"SE221","2003",11873,"nuts3","bldn_sec","all"
"SE221","2004",11963,"nuts3","bldn_sec","all"
"SE221","2005",11847,"nuts3","bldn_sec","all"
"SE221","2006",12118,"nuts3","bldn_sec","all"
"SE221","2007",12304,"nuts3","bldn_sec","all"
"SE221","2008",12453,"nuts3","bldn_sec","all"
"SE221","2009",12624,"nuts3","bldn_sec","all"
"SE221","2010",12751,"nuts3","bldn_sec","all"
"SE221","2011",12746,"nuts3","bldn_sec","all"
"SE221","2012",12884,"nuts3","bldn_sec","all"
"SE221","2013",12934,"nuts3","bldn_sec","all"
"SE221","2014",12959,"nuts3","bldn_sec","all"
"SE221","2015",12876,"nuts3","bldn_sec","all"
"SE221","2016",12853,"nuts3","bldn_sec","all"
"SE221","2017",12758,"nuts3","bldn_sec","all"
"SE221","2018",13288,"nuts3","bldn_sec","all"
"SE221","2019",13296,"nuts3","bldn_sec","all"
"SE221","2020",13330,"nuts3","bldn_sec","all"
"SE221","2021",13379,"nuts3","bldn_sec","all"
"SE221","2022",13364,"nuts3","bldn_sec","all"
"SE221","2023",13542,"nuts3","bldn_sec","all"
"SE221","2024",13751,"nuts3","bldn_sec","all"
"SE224","1998",40098,"nuts3","bldn_sec","all"
"SE224","1999",40148,"nuts3","bldn_sec","all"
"SE224","2000",40269,"nuts3","bldn_sec","all"
"SE224","2001",39337,"nuts3","bldn_sec","all"
"SE224","2002",39056,"nuts3","bldn_sec","all"
"SE224","2003",40636,"nuts3","bldn_sec","all"
"SE224","2004",40211,"nuts3","bldn_sec","all"
"SE224","2005",40345,"nuts3","bldn_sec","all"
"SE224","2006",40908,"nuts3","bldn_sec","all"
"SE224","2007",41269,"nuts3","bldn_sec","all"
"SE224","2008",41477,"nuts3","bldn_sec","all"
"SE224","2009",41679,"nuts3","bldn_sec","all"
"SE224","2010",40960,"nuts3","bldn_sec","all"
"SE224","2011",41043,"nuts3","bldn_sec","all"
"SE224","2012",41288,"nuts3","bldn_sec","all"
"SE224","2013",41219,"nuts3","bldn_sec","all"
"SE224","2014",41198,"nuts3","bldn_sec","all"
"SE224","2015",41725,"nuts3","bldn_sec","all"
"SE224","2016",41111,"nuts3","bldn_sec","all"
"SE224","2017",41058,"nuts3","bldn_sec","all"
"SE224","2018",44660,"nuts3","bldn_sec","all"
"SE224","2019",44629,"nuts3","bldn_sec","all"
"SE224","2020",44533,"nuts3","bldn_sec","all"
"SE224","2021",44216,"nuts3","bldn_sec","all"
"SE224","2022",44511,"nuts3","bldn_sec","all"
"SE224","2023",45323,"nuts3","bldn_sec","all"
"SE224","2024",46602,"nuts3","bldn_sec","all"
"SE231","1998",21100,"nuts3","bldn_sec","all"
"SE231","1999",20881,"nuts3","bldn_sec","all"
"SE231","2000",21009,"nuts3","bldn_sec","all"
"SE231","2001",20922,"nuts3","bldn_sec","all"
"SE231","2002",20618,"nuts3","bldn_sec","all"
"SE231","2003",22519,"nuts3","bldn_sec","all"
"SE231","2004",22383,"nuts3","bldn_sec","all"
"SE231","2005",22313,"nuts3","bldn_sec","all"
"SE231","2006",22831,"nuts3","bldn_sec","all"
"SE231","2007",22775,"nuts3","bldn_sec","all"
"SE231","2008",22687,"nuts3","bldn_sec","all"
"SE231","2009",22466,"nuts3","bldn_sec","all"
"SE231","2010",22278,"nuts3","bldn_sec","all"
"SE231","2011",22365,"nuts3","bldn_sec","all"
"SE231","2012",22642,"nuts3","bldn_sec","all"
"SE231","2013",22342,"nuts3","bldn_sec","all"
"SE231","2014",22350,"nuts3","bldn_sec","all"
"SE231","2015",21215,"nuts3","bldn_sec","all"
"SE231","2016",21168,"nuts3","bldn_sec","all"
"SE231","2017",20863,"nuts3","bldn_sec","all"
"SE231","2018",25111,"nuts3","bldn_sec","all"
"SE231","2019",25155,"nuts3","bldn_sec","all"
"SE231","2020",25035,"nuts3","bldn_sec","all"
"SE231","2021",24977,"nuts3","bldn_sec","all"
"SE231","2022",24975,"nuts3","bldn_sec","all"
"SE231","2023",25148,"nuts3","bldn_sec","all"
"SE231","2024",26589,"nuts3","bldn_sec","all"
"SE232","1998",70300,"nuts3","bldn_sec","all"
"SE232","1999",69764,"nuts3","bldn_sec","all"
"SE232","2000",70046,"nuts3","bldn_sec","all"
"SE232","2001",68888,"nuts3","bldn_sec","all"
"SE232","2002",68608,"nuts3","bldn_sec","all"
"SE232","2003",70556,"nuts3","bldn_sec","all"
"SE232","2004",70172,"nuts3","bldn_sec","all"
"SE232","2005",70650,"nuts3","bldn_sec","all"
"SE232","2006",70779,"nuts3","bldn_sec","all"
"SE232","2007",70942,"nuts3","bldn_sec","all"
"SE232","2008",71215,"nuts3","bldn_sec","all"
"SE232","2009",71602,"nuts3","bldn_sec","all"
"SE232","2010",71474,"nuts3","bldn_sec","all"
"SE232","2011",71433,"nuts3","bldn_sec","all"
"SE232","2012",72188,"nuts3","bldn_sec","all"
"SE232","2013",72739,"nuts3","bldn_sec","all"
"SE232","2014",73014,"nuts3","bldn_sec","all"
"SE232","2015",74480,"nuts3","bldn_sec","all"
"SE232","2016",74662,"nuts3","bldn_sec","all"
"SE232","2017",74475,"nuts3","bldn_sec","all"
"SE232","2018",77116,"nuts3","bldn_sec","all"
"SE232","2019",77620,"nuts3","bldn_sec","all"
"SE232","2020",77603,"nuts3","bldn_sec","all"
"SE232","2021",77713,"nuts3","bldn_sec","all"
"SE232","2022",77833,"nuts3","bldn_sec","all"
"SE232","2023",78674,"nuts3","bldn_sec","all"
"SE232","2024",79801,"nuts3","bldn_sec","all"
"SE311","1998",21911,"nuts3","bldn_sec","all"
"SE311","1999",22077,"nuts3","bldn_sec","all"
"SE311","2000",22246,"nuts3","bldn_sec","all"
"SE311","2001",22085,"nuts3","bldn_sec","all"
"SE311","2002",22101,"nuts3","bldn_sec","all"
"SE311","2003",22956,"nuts3","bldn_sec","all"
"SE311","2004",23111,"nuts3","bldn_sec","all"
"SE311","2005",23248,"nuts3","bldn_sec","all"
"SE311","2006",23600,"nuts3","bldn_sec","all"
"SE311","2007",23866,"nuts3","bldn_sec","all"
"SE311","2008",24237,"nuts3","bldn_sec","all"
"SE311","2009",24660,"nuts3","bldn_sec","all"
"SE311","2010",25092,"nuts3","bldn_sec","all"
"SE311","2011",24845,"nuts3","bldn_sec","all"
"SE311","2012",25144,"nuts3","bldn_sec","all"
"SE311","2013",25411,"nuts3","bldn_sec","all"
"SE311","2014",25441,"nuts3","bldn_sec","all"
"SE311","2015",25835,"nuts3","bldn_sec","all"
"SE311","2016",25940,"nuts3","bldn_sec","all"
"SE311","2017",26003,"nuts3","bldn_sec","all"
"SE311","2018",27168,"nuts3","bldn_sec","all"
"SE311","2019",27246,"nuts3","bldn_sec","all"
"SE311","2020",27235,"nuts3","bldn_sec","all"
"SE311","2021",27278,"nuts3","bldn_sec","all"
"SE311","2022",27410,"nuts3","bldn_sec","all"
"SE311","2023",27569,"nuts3","bldn_sec","all"
"SE311","2024",27837,"nuts3","bldn_sec","all"
"SE124","1998",13859,"nuts3","bldn_sec","all"
"SE124","1999",13939,"nuts3","bldn_sec","all"
"SE124","2000",14044,"nuts3","bldn_sec","all"
"SE124","2001",13901,"nuts3","bldn_sec","all"
"SE124","2002",13951,"nuts3","bldn_sec","all"
"SE124","2003",14029,"nuts3","bldn_sec","all"
"SE124","2004",14020,"nuts3","bldn_sec","all"
"SE124","2005",13869,"nuts3","bldn_sec","all"
"SE124","2006",13828,"nuts3","bldn_sec","all"
"SE124","2007",13893,"nuts3","bldn_sec","all"
"SE124","2008",13943,"nuts3","bldn_sec","all"
"SE124","2009",13927,"nuts3","bldn_sec","all"
"SE124","2010",14061,"nuts3","bldn_sec","all"
"SE124","2011",13951,"nuts3","bldn_sec","all"
"SE124","2012",14126,"nuts3","bldn_sec","all"
"SE124","2013",14289,"nuts3","bldn_sec","all"
"SE124","2014",14254,"nuts3","bldn_sec","all"
"SE124","2015",14433,"nuts3","bldn_sec","all"
"SE124","2016",14397,"nuts3","bldn_sec","all"
"SE124","2017",14420,"nuts3","bldn_sec","all"
"SE124","2018",14902,"nuts3","bldn_sec","all"
"SE124","2019",14854,"nuts3","bldn_sec","all"
"SE124","2020",14837,"nuts3","bldn_sec","all"
"SE124","2021",14730,"nuts3","bldn_sec","all"
"SE124","2022",14826,"nuts3","bldn_sec","all"
"SE124","2023",14995,"nuts3","bldn_sec","all"
"SE124","2024",15200,"nuts3","bldn_sec","all"
"SE125","1998",9152,"nuts3","bldn_sec","all"
"SE125","1999",9141,"nuts3","bldn_sec","all"
"SE125","2000",9166,"nuts3","bldn_sec","all"
"SE125","2001",8954,"nuts3","bldn_sec","all"
"SE125","2002",8901,"nuts3","bldn_sec","all"
"SE125","2003",9111,"nuts3","bldn_sec","all"
"SE125","2004",9062,"nuts3","bldn_sec","all"
"SE125","2005",8928,"nuts3","bldn_sec","all"
"SE125","2006",9018,"nuts3","bldn_sec","all"
"SE125","2007",9129,"nuts3","bldn_sec","all"
"SE125","2008",9068,"nuts3","bldn_sec","all"
"SE125","2009",9247,"nuts3","bldn_sec","all"
"SE125","2010",9214,"nuts3","bldn_sec","all"
"SE125","2011",9260,"nuts3","bldn_sec","all"
"SE125","2012",9317,"nuts3","bldn_sec","all"
"SE125","2013",9252,"nuts3","bldn_sec","all"
"SE125","2014",9203,"nuts3","bldn_sec","all"
"SE125","2015",9247,"nuts3","bldn_sec","all"
"SE125","2016",9358,"nuts3","bldn_sec","all"
"SE125","2017",9351,"nuts3","bldn_sec","all"
"SE125","2018",9780,"nuts3","bldn_sec","all"
"SE125","2019",9725,"nuts3","bldn_sec","all"
"SE125","2020",9673,"nuts3","bldn_sec","all"
"SE125","2021",9661,"nuts3","bldn_sec","all"
"SE125","2022",9665,"nuts3","bldn_sec","all"
"SE125","2023",9768,"nuts3","bldn_sec","all"
"SE125","2024",9860,"nuts3","bldn_sec","all"
"SE312","1998",38741,"nuts3","bldn_sec","all"
"SE312","1999",38773,"nuts3","bldn_sec","all"
"SE312","2000",39028,"nuts3","bldn_sec","all"
"SE312","2001",38922,"nuts3","bldn_sec","all"
"SE312","2002",39139,"nuts3","bldn_sec","all"
"SE312","2003",40425,"nuts3","bldn_sec","all"
"SE312","2004",40481,"nuts3","bldn_sec","all"
"SE312","2005",40540,"nuts3","bldn_sec","all"
"SE312","2006",40651,"nuts3","bldn_sec","all"
"SE312","2007",40947,"nuts3","bldn_sec","all"
"SE312","2008",41311,"nuts3","bldn_sec","all"
"SE312","2009",41702,"nuts3","bldn_sec","all"
"SE312","2010",42128,"nuts3","bldn_sec","all"
"SE312","2011",42052,"nuts3","bldn_sec","all"
"SE312","2012",42349,"nuts3","bldn_sec","all"
"SE312","2013",42746,"nuts3","bldn_sec","all"
"SE312","2014",42804,"nuts3","bldn_sec","all"
"SE312","2015",43240,"nuts3","bldn_sec","all"
"SE312","2016",43273,"nuts3","bldn_sec","all"
"SE312","2017",43454,"nuts3","bldn_sec","all"
"SE312","2018",44584,"nuts3","bldn_sec","all"
"SE312","2019",44764,"nuts3","bldn_sec","all"
"SE312","2020",44927,"nuts3","bldn_sec","all"
"SE312","2021",45218,"nuts3","bldn_sec","all"
"SE312","2022",45428,"nuts3","bldn_sec","all"
"SE312","2023",45881,"nuts3","bldn_sec","all"
"SE312","2024",46616,"nuts3","bldn_sec","all"
"SE313","1998",24379,"nuts3","bldn_sec","all"
"SE313","1999",24443,"nuts3","bldn_sec","all"
"SE313","2000",24593,"nuts3","bldn_sec","all"
"SE313","2001",24392,"nuts3","bldn_sec","all"
"SE313","2002",24299,"nuts3","bldn_sec","all"
"SE313","2003",24847,"nuts3","bldn_sec","all"
"SE313","2004",24900,"nuts3","bldn_sec","all"
"SE313","2005",24878,"nuts3","bldn_sec","all"
"SE313","2006",25122,"nuts3","bldn_sec","all"
"SE313","2007",25198,"nuts3","bldn_sec","all"
"SE313","2008",25310,"nuts3","bldn_sec","all"
"SE313","2009",25511,"nuts3","bldn_sec","all"
"SE313","2010",25718,"nuts3","bldn_sec","all"
"SE313","2011",25844,"nuts3","bldn_sec","all"
"SE313","2012",26173,"nuts3","bldn_sec","all"
"SE313","2013",26363,"nuts3","bldn_sec","all"
"SE313","2014",26381,"nuts3","bldn_sec","all"
"SE313","2015",26547,"nuts3","bldn_sec","all"
"SE313","2016",26796,"nuts3","bldn_sec","all"
"SE313","2017",26819,"nuts3","bldn_sec","all"
"SE313","2018",27553,"nuts3","bldn_sec","all"
"SE313","2019",27640,"nuts3","bldn_sec","all"
"SE313","2020",27673,"nuts3","bldn_sec","all"
"SE313","2021",27818,"nuts3","bldn_sec","all"
"SE313","2022",27928,"nuts3","bldn_sec","all"
"SE313","2023",28147,"nuts3","bldn_sec","all"
"SE313","2024",28561,"nuts3","bldn_sec","all"
"SE321","1998",20100,"nuts3","bldn_sec","all"
"SE321","1999",20114,"nuts3","bldn_sec","all"
"SE321","2000",20281,"nuts3","bldn_sec","all"
"SE321","2001",20197,"nuts3","bldn_sec","all"
"SE321","2002",20275,"nuts3","bldn_sec","all"
"SE321","2003",21910,"nuts3","bldn_sec","all"
"SE321","2004",22090,"nuts3","bldn_sec","all"
"SE321","2005",21961,"nuts3","bldn_sec","all"
"SE321","2006",22382,"nuts3","bldn_sec","all"
"SE321","2007",22405,"nuts3","bldn_sec","all"
"SE321","2008",22613,"nuts3","bldn_sec","all"
"SE321","2009",22795,"nuts3","bldn_sec","all"
"SE321","2010",23069,"nuts3","bldn_sec","all"
"SE321","2011",23091,"nuts3","bldn_sec","all"
"SE321","2012",23388,"nuts3","bldn_sec","all"
"SE321","2013",23563,"nuts3","bldn_sec","all"
"SE321","2014",23587,"nuts3","bldn_sec","all"
"SE321","2015",23722,"nuts3","bldn_sec","all"
"SE321","2016",23667,"nuts3","bldn_sec","all"
"SE321","2017",23607,"nuts3","bldn_sec","all"
"SE321","2018",24907,"nuts3","bldn_sec","all"
"SE321","2019",25023,"nuts3","bldn_sec","all"
"SE321","2020",25125,"nuts3","bldn_sec","all"
"SE321","2021",25223,"nuts3","bldn_sec","all"
"SE321","2022",25220,"nuts3","bldn_sec","all"
"SE321","2023",25489,"nuts3","bldn_sec","all"
"SE321","2024",25789,"nuts3","bldn_sec","all"
"SE322","1998",23621,"nuts3","bldn_sec","all"
"SE322","1999",23817,"nuts3","bldn_sec","all"
"SE322","2000",24149,"nuts3","bldn_sec","all"
"SE322","2001",24243,"nuts3","bldn_sec","all"
"SE322","2002",24293,"nuts3","bldn_sec","all"
"SE322","2003",25565,"nuts3","bldn_sec","all"
"SE322","2004",25820,"nuts3","bldn_sec","all"
"SE322","2005",26037,"nuts3","bldn_sec","all"
"SE322","2006",26542,"nuts3","bldn_sec","all"
"SE322","2007",26856,"nuts3","bldn_sec","all"
"SE322","2008",27158,"nuts3","bldn_sec","all"
"SE322","2009",27603,"nuts3","bldn_sec","all"
"SE322","2010",28266,"nuts3","bldn_sec","all"
"SE322","2011",28359,"nuts3","bldn_sec","all"
"SE322","2012",28717,"nuts3","bldn_sec","all"
"SE322","2013",28964,"nuts3","bldn_sec","all"
"SE322","2014",29159,"nuts3","bldn_sec","all"
"SE322","2015",29563,"nuts3","bldn_sec","all"
"SE322","2016",29713,"nuts3","bldn_sec","all"
"SE322","2017",29878,"nuts3","bldn_sec","all"
"SE322","2018",31363,"nuts3","bldn_sec","all"
"SE322","2019",31577,"nuts3","bldn_sec","all"
"SE322","2020",31740,"nuts3","bldn_sec","all"
"SE322","2021",32213,"nuts3","bldn_sec","all"
"SE322","2022",32622,"nuts3","bldn_sec","all"
"SE322","2023",32906,"nuts3","bldn_sec","all"
"SE322","2024",33500,"nuts3","bldn_sec","all"
"SE331","1998",25815,"nuts3","bldn_sec","all"
"SE331","1999",25944,"nuts3","bldn_sec","all"
"SE331","2000",26136,"nuts3","bldn_sec","all"
"SE331","2001",25732,"nuts3","bldn_sec","all"
"SE331","2002",25960,"nuts3","bldn_sec","all"
"SE331","2003",26994,"nuts3","bldn_sec","all"
"SE331","2004",27118,"nuts3","bldn_sec","all"
"SE331","2005",27240,"nuts3","bldn_sec","all"
"SE331","2006",27465,"nuts3","bldn_sec","all"
"SE331","2007",27615,"nuts3","bldn_sec","all"
"SE331","2008",27809,"nuts3","bldn_sec","all"
"SE331","2009",28287,"nuts3","bldn_sec","all"
"SE331","2010",28718,"nuts3","bldn_sec","all"
"SE331","2011",28661,"nuts3","bldn_sec","all"
"SE331","2012",29025,"nuts3","bldn_sec","all"
"SE331","2013",29308,"nuts3","bldn_sec","all"
"SE331","2014",29406,"nuts3","bldn_sec","all"
"SE331","2015",29618,"nuts3","bldn_sec","all"
"SE331","2016",29796,"nuts3","bldn_sec","all"
"SE331","2017",30017,"nuts3","bldn_sec","all"
"SE331","2018",32285,"nuts3","bldn_sec","all"
"SE331","2019",32471,"nuts3","bldn_sec","all"
"SE331","2020",32762,"nuts3","bldn_sec","all"
"SE331","2021",33133,"nuts3","bldn_sec","all"
"SE331","2022",33246,"nuts3","bldn_sec","all"
"SE331","2023",33582,"nuts3","bldn_sec","all"
"SE331","2024",33929,"nuts3","bldn_sec","all"
"SE332","1998",23523,"nuts3","bldn_sec","all"
"SE332","1999",23771,"nuts3","bldn_sec","all"
"SE332","2000",24069,"nuts3","bldn_sec","all"
"SE332","2001",23639,"nuts3","bldn_sec","all"
"SE332","2002",23668,"nuts3","bldn_sec","all"
"SE332","2003",24173,"nuts3","bldn_sec","all"
"SE332","2004",24364,"nuts3","bldn_sec","all"
"SE332","2005",24545,"nuts3","bldn_sec","all"
"SE332","2006",24658,"nuts3","bldn_sec","all"
"SE332","2007",24811,"nuts3","bldn_sec","all"
"SE332","2008",25217,"nuts3","bldn_sec","all"
"SE332","2009",25521,"nuts3","bldn_sec","all"
"SE332","2010",25894,"nuts3","bldn_sec","all"
"SE332","2011",25743,"nuts3","bldn_sec","all"
"SE332","2012",26069,"nuts3","bldn_sec","all"
"SE332","2013",26304,"nuts3","bldn_sec","all"
"SE332","2014",26426,"nuts3","bldn_sec","all"
"SE332","2015",26813,"nuts3","bldn_sec","all"
"SE332","2016",26966,"nuts3","bldn_sec","all"
"SE332","2017",27224,"nuts3","bldn_sec","all"
"SE332","2018",29165,"nuts3","bldn_sec","all"
"SE332","2019",29211,"nuts3","bldn_sec","all"
"SE332","2020",29486,"nuts3","bldn_sec","all"
"SE332","2021",29729,"nuts3","bldn_sec","all"
"SE332","2022",29791,"nuts3","bldn_sec","all"
"SE332","2023",30050,"nuts3","bldn_sec","all"
"SE332","2024",30436,"nuts3","bldn_sec","all"
"SE11","1998",75368,"nuts2","bldn_sec","all"
