"nuts","year","value","level","indicator","type.of.building"
"1439","2020",721,"laucode","bldn_sec","all"
"1439","2021",733,"laucode","bldn_sec","all"
"1439","2022",740,"laucode","bldn_sec","all"
"1439","2023",745,"laucode","bldn_sec","all"
"1439","2024",775,"laucode","bldn_sec","all"
"1440","1998",580,"laucode","bldn_sec","all"
"1440","1999",565,"laucode","bldn_sec","all"
"1440","2000",546,"laucode","bldn_sec","all"
"1440","2001",502,"laucode","bldn_sec","all"
"1440","2002",495,"laucode","bldn_sec","all"
"1440","2003",498,"laucode","bldn_sec","all"
"1440","2004",476,"laucode","bldn_sec","all"
"1440","2005",473,"laucode","bldn_sec","all"
"1440","2006",462,"laucode","bldn_sec","all"
"1440","2007",487,"laucode","bldn_sec","all"
"1440","2008",455,"laucode","bldn_sec","all"
"1440","2009",436,"laucode","bldn_sec","all"
"1440","2010",442,"laucode","bldn_sec","all"
"1440","2011",423,"laucode","bldn_sec","all"
"1440","2012",407,"laucode","bldn_sec","all"
"1440","2013",397,"laucode","bldn_sec","all"
"1440","2014",408,"laucode","bldn_sec","all"
"1440","2015",390,"laucode","bldn_sec","all"
"1440","2016",399,"laucode","bldn_sec","all"
"1440","2017",386,"laucode","bldn_sec","all"
"1440","2018",406,"laucode","bldn_sec","all"
"1440","2019",393,"laucode","bldn_sec","all"
"1440","2020",400,"laucode","bldn_sec","all"
"1440","2021",382,"laucode","bldn_sec","all"
"1440","2022",384,"laucode","bldn_sec","all"
"1440","2023",398,"laucode","bldn_sec","all"
"1440","2024",397,"laucode","bldn_sec","all"
"1441","1998",1133,"laucode","bldn_sec","all"
"1441","1999",1081,"laucode","bldn_sec","all"
"1441","2000",1073,"laucode","bldn_sec","all"
"1441","2001",979,"laucode","bldn_sec","all"
"1441","2002",952,"laucode","bldn_sec","all"
"1441","2003",927,"laucode","bldn_sec","all"
"1441","2004",914,"laucode","bldn_sec","all"
"1441","2005",908,"laucode","bldn_sec","all"
"1441","2006",892,"laucode","bldn_sec","all"
"1441","2007",889,"laucode","bldn_sec","all"
"1441","2008",824,"laucode","bldn_sec","all"
"1441","2009",815,"laucode","bldn_sec","all"
"1441","2010",769,"laucode","bldn_sec","all"
"1441","2011",765,"laucode","bldn_sec","all"
"1441","2012",728,"laucode","bldn_sec","all"
"1441","2013",717,"laucode","bldn_sec","all"
"1441","2014",723,"laucode","bldn_sec","all"
"1441","2015",729,"laucode","bldn_sec","all"
"1441","2016",738,"laucode","bldn_sec","all"
"1441","2017",694,"laucode","bldn_sec","all"
"1441","2018",715,"laucode","bldn_sec","all"
"1441","2019",718,"laucode","bldn_sec","all"
"1441","2020",726,"laucode","bldn_sec","all"
"1441","2021",683,"laucode","bldn_sec","all"
"1441","2022",636,"laucode","bldn_sec","all"
"1441","2023",696,"laucode","bldn_sec","all"
"1441","2024",663,"laucode","bldn_sec","all"
"1442","1998",594,"laucode","bldn_sec","all"
"1442","1999",595,"laucode","bldn_sec","all"
"1442","2000",607,"laucode","bldn_sec","all"
"1442","2001",585,"laucode","bldn_sec","all"
"1442","2002",564,"laucode","bldn_sec","all"
"1442","2003",541,"laucode","bldn_sec","all"
"1442","2004",498,"laucode","bldn_sec","all"
"1442","2005",483,"laucode","bldn_sec","all"
"1442","2006",469,"laucode","bldn_sec","all"
"1442","2007",481,"laucode","bldn_sec","all"
"1442","2008",471,"laucode","bldn_sec","all"
"1442","2009",475,"laucode","bldn_sec","all"
"1442","2010",467,"laucode","bldn_sec","all"
"1442","2011",459,"laucode","bldn_sec","all"
"1442","2012",456,"laucode","bldn_sec","all"
"1442","2013",454,"laucode","bldn_sec","all"
"1442","2014",438,"laucode","bldn_sec","all"
"1442","2015",447,"laucode","bldn_sec","all"
"1442","2016",442,"laucode","bldn_sec","all"
"1442","2017",431,"laucode","bldn_sec","all"
"1442","2018",473,"laucode","bldn_sec","all"
"1442","2019",461,"laucode","bldn_sec","all"
"1442","2020",467,"laucode","bldn_sec","all"
"1442","2021",471,"laucode","bldn_sec","all"
"1442","2022",466,"laucode","bldn_sec","all"
"1442","2023",476,"laucode","bldn_sec","all"
"1442","2024",482,"laucode","bldn_sec","all"
"1443","1998",514,"laucode","bldn_sec","all"
"1443","1999",499,"laucode","bldn_sec","all"
"1443","2000",489,"laucode","bldn_sec","all"
"1443","2001",487,"laucode","bldn_sec","all"
"1443","2002",485,"laucode","bldn_sec","all"
"1443","2003",495,"laucode","bldn_sec","all"
"1443","2004",492,"laucode","bldn_sec","all"
"1443","2005",489,"laucode","bldn_sec","all"
"1443","2006",476,"laucode","bldn_sec","all"
"1443","2007",450,"laucode","bldn_sec","all"
"1443","2008",433,"laucode","bldn_sec","all"
"1443","2009",420,"laucode","bldn_sec","all"
"1443","2010",420,"laucode","bldn_sec","all"
"1443","2011",399,"laucode","bldn_sec","all"
"1443","2012",383,"laucode","bldn_sec","all"
"1443","2013",390,"laucode","bldn_sec","all"
"1443","2014",385,"laucode","bldn_sec","all"
"1443","2015",366,"laucode","bldn_sec","all"
"1443","2016",364,"laucode","bldn_sec","all"
"1443","2017",354,"laucode","bldn_sec","all"
"1443","2018",385,"laucode","bldn_sec","all"
"1443","2019",397,"laucode","bldn_sec","all"
"1443","2020",391,"laucode","bldn_sec","all"
"1443","2021",382,"laucode","bldn_sec","all"
"1443","2022",379,"laucode","bldn_sec","all"
"1443","2023",392,"laucode","bldn_sec","all"
"1443","2024",385,"laucode","bldn_sec","all"
"1444","1998",248,"laucode","bldn_sec","all"
"1444","1999",252,"laucode","bldn_sec","all"
"1444","2000",247,"laucode","bldn_sec","all"
"1444","2001",243,"laucode","bldn_sec","all"
"1444","2002",241,"laucode","bldn_sec","all"
"1444","2003",240,"laucode","bldn_sec","all"
"1444","2004",243,"laucode","bldn_sec","all"
"1444","2005",243,"laucode","bldn_sec","all"
"1444","2006",247,"laucode","bldn_sec","all"
"1444","2007",262,"laucode","bldn_sec","all"
"1444","2008",233,"laucode","bldn_sec","all"
"1444","2009",234,"laucode","bldn_sec","all"
"1444","2010",214,"laucode","bldn_sec","all"
"1444","2011",216,"laucode","bldn_sec","all"
"1444","2012",226,"laucode","bldn_sec","all"
"1444","2013",232,"laucode","bldn_sec","all"
"1444","2014",228,"laucode","bldn_sec","all"
"1444","2015",230,"laucode","bldn_sec","all"
"1444","2016",226,"laucode","bldn_sec","all"
"1444","2017",229,"laucode","bldn_sec","all"
"1444","2018",247,"laucode","bldn_sec","all"
"1444","2019",250,"laucode","bldn_sec","all"
"1444","2020",255,"laucode","bldn_sec","all"
"1444","2021",228,"laucode","bldn_sec","all"
"1444","2022",228,"laucode","bldn_sec","all"
"1444","2023",230,"laucode","bldn_sec","all"
"1444","2024",243,"laucode","bldn_sec","all"
"1445","1998",261,"laucode","bldn_sec","all"
"1445","1999",254,"laucode","bldn_sec","all"
"1445","2000",251,"laucode","bldn_sec","all"
"1445","2001",236,"laucode","bldn_sec","all"
"1445","2002",239,"laucode","bldn_sec","all"
"1445","2003",225,"laucode","bldn_sec","all"
"1445","2004",226,"laucode","bldn_sec","all"
"1445","2005",233,"laucode","bldn_sec","all"
"1445","2006",232,"laucode","bldn_sec","all"
"1445","2007",243,"laucode","bldn_sec","all"
"1445","2008",247,"laucode","bldn_sec","all"
"1445","2009",246,"laucode","bldn_sec","all"
"1445","2010",242,"laucode","bldn_sec","all"
"1445","2011",238,"laucode","bldn_sec","all"
"1445","2012",244,"laucode","bldn_sec","all"
"1445","2013",240,"laucode","bldn_sec","all"
"1445","2014",228,"laucode","bldn_sec","all"
"1445","2015",235,"laucode","bldn_sec","all"
"1445","2016",220,"laucode","bldn_sec","all"
"1445","2017",213,"laucode","bldn_sec","all"
"1445","2018",263,"laucode","bldn_sec","all"
"1445","2019",257,"laucode","bldn_sec","all"
"1445","2020",256,"laucode","bldn_sec","all"
"1445","2021",234,"laucode","bldn_sec","all"
"1445","2022",238,"laucode","bldn_sec","all"
"1445","2023",245,"laucode","bldn_sec","all"
"1445","2024",248,"laucode","bldn_sec","all"
"1446","1998",1011,"laucode","bldn_sec","all"
"1446","1999",1025,"laucode","bldn_sec","all"
"1446","2000",1021,"laucode","bldn_sec","all"
"1446","2001",1016,"laucode","bldn_sec","all"
"1446","2002",1016,"laucode","bldn_sec","all"
"1446","2003",1063,"laucode","bldn_sec","all"
"1446","2004",1067,"laucode","bldn_sec","all"
"1446","2005",1059,"laucode","bldn_sec","all"
"1446","2006",1072,"laucode","bldn_sec","all"
"1446","2007",1076,"laucode","bldn_sec","all"
"1446","2008",1096,"laucode","bldn_sec","all"
"1446","2009",1118,"laucode","bldn_sec","all"
"1446","2010",1116,"laucode","bldn_sec","all"
"1446","2011",1117,"laucode","bldn_sec","all"
"1446","2012",1131,"laucode","bldn_sec","all"
"1446","2013",1152,"laucode","bldn_sec","all"
"1446","2014",1133,"laucode","bldn_sec","all"
"1446","2015",1136,"laucode","bldn_sec","all"
"1446","2016",1147,"laucode","bldn_sec","all"
"1446","2017",1148,"laucode","bldn_sec","all"
"1446","2018",1172,"laucode","bldn_sec","all"
"1446","2019",1177,"laucode","bldn_sec","all"
"1446","2020",1169,"laucode","bldn_sec","all"
"1446","2021",1178,"laucode","bldn_sec","all"
"1446","2022",1201,"laucode","bldn_sec","all"
"1446","2023",1202,"laucode","bldn_sec","all"
"1446","2024",1217,"laucode","bldn_sec","all"
"1447","1998",812,"laucode","bldn_sec","all"
"1447","1999",812,"laucode","bldn_sec","all"
"1447","2000",828,"laucode","bldn_sec","all"
"1447","2001",816,"laucode","bldn_sec","all"
"1447","2002",817,"laucode","bldn_sec","all"
"1447","2003",864,"laucode","bldn_sec","all"
"1447","2004",868,"laucode","bldn_sec","all"
"1447","2005",908,"laucode","bldn_sec","all"
"1447","2006",920,"laucode","bldn_sec","all"
"1447","2007",930,"laucode","bldn_sec","all"
"1447","2008",921,"laucode","bldn_sec","all"
"1447","2009",923,"laucode","bldn_sec","all"
"1447","2010",941,"laucode","bldn_sec","all"
"1447","2011",937,"laucode","bldn_sec","all"
"1447","2012",942,"laucode","bldn_sec","all"
"1447","2013",947,"laucode","bldn_sec","all"
"1447","2014",948,"laucode","bldn_sec","all"
"1447","2015",939,"laucode","bldn_sec","all"
"1447","2016",944,"laucode","bldn_sec","all"
"1447","2017",936,"laucode","bldn_sec","all"
"1447","2018",973,"laucode","bldn_sec","all"
"1447","2019",976,"laucode","bldn_sec","all"
"1447","2020",995,"laucode","bldn_sec","all"
"1447","2021",991,"laucode","bldn_sec","all"
"1447","2022",1017,"laucode","bldn_sec","all"
"1447","2023",1031,"laucode","bldn_sec","all"
"1447","2024",1056,"laucode","bldn_sec","all"
"1452","1998",515,"laucode","bldn_sec","all"
"1452","1999",531,"laucode","bldn_sec","all"
"1452","2000",555,"laucode","bldn_sec","all"
"1452","2001",557,"laucode","bldn_sec","all"
"1452","2002",549,"laucode","bldn_sec","all"
"1452","2003",651,"laucode","bldn_sec","all"
"1452","2004",660,"laucode","bldn_sec","all"
"1452","2005",643,"laucode","bldn_sec","all"
"1452","2006",665,"laucode","bldn_sec","all"
"1452","2007",661,"laucode","bldn_sec","all"
"1452","2008",677,"laucode","bldn_sec","all"
"1452","2009",667,"laucode","bldn_sec","all"
"1452","2010",658,"laucode","bldn_sec","all"
"1452","2011",668,"laucode","bldn_sec","all"
"1452","2012",672,"laucode","bldn_sec","all"
"1452","2013",670,"laucode","bldn_sec","all"
"1452","2014",679,"laucode","bldn_sec","all"
"1452","2015",664,"laucode","bldn_sec","all"
"1452","2016",656,"laucode","bldn_sec","all"
"1452","2017",641,"laucode","bldn_sec","all"
"1452","2018",691,"laucode","bldn_sec","all"
"1452","2019",705,"laucode","bldn_sec","all"
"1452","2020",687,"laucode","bldn_sec","all"
"1452","2021",682,"laucode","bldn_sec","all"
"1452","2022",680,"laucode","bldn_sec","all"
"1452","2023",676,"laucode","bldn_sec","all"
"1452","2024",690,"laucode","bldn_sec","all"
"1460","1998",1392,"laucode","bldn_sec","all"
"1460","1999",1396,"laucode","bldn_sec","all"
"1460","2000",1421,"laucode","bldn_sec","all"
"1460","2001",1448,"laucode","bldn_sec","all"
"1460","2002",1471,"laucode","bldn_sec","all"
"1460","2003",1568,"laucode","bldn_sec","all"
"1460","2004",1585,"laucode","bldn_sec","all"
"1460","2005",1562,"laucode","bldn_sec","all"
"1460","2006",1574,"laucode","bldn_sec","all"
"1460","2007",1612,"laucode","bldn_sec","all"
"1460","2008",1658,"laucode","bldn_sec","all"
"1460","2009",1699,"laucode","bldn_sec","all"
"1460","2010",1708,"laucode","bldn_sec","all"
"1460","2011",1650,"laucode","bldn_sec","all"
"1460","2012",1679,"laucode","bldn_sec","all"
"1460","2013",1697,"laucode","bldn_sec","all"
"1460","2014",1704,"laucode","bldn_sec","all"
"1460","2015",1712,"laucode","bldn_sec","all"
"1460","2016",1743,"laucode","bldn_sec","all"
"1460","2017",1756,"laucode","bldn_sec","all"
"1460","2018",1827,"laucode","bldn_sec","all"
"1460","2019",1862,"laucode","bldn_sec","all"
"1460","2020",1913,"laucode","bldn_sec","all"
"1460","2021",1907,"laucode","bldn_sec","all"
"1460","2022",1930,"laucode","bldn_sec","all"
"1460","2023",1949,"laucode","bldn_sec","all"
"1460","2024",1959,"laucode","bldn_sec","all"
"1461","1998",1549,"laucode","bldn_sec","all"
"1461","1999",1581,"laucode","bldn_sec","all"
"1461","2000",1609,"laucode","bldn_sec","all"
"1461","2001",1601,"laucode","bldn_sec","all"
"1461","2002",1633,"laucode","bldn_sec","all"
"1461","2003",1664,"laucode","bldn_sec","all"
"1461","2004",1673,"laucode","bldn_sec","all"
"1461","2005",1680,"laucode","bldn_sec","all"
"1461","2006",1696,"laucode","bldn_sec","all"
"1461","2007",1707,"laucode","bldn_sec","all"
"1461","2008",1725,"laucode","bldn_sec","all"
"1461","2009",1744,"laucode","bldn_sec","all"
"1461","2010",1778,"laucode","bldn_sec","all"
"1461","2011",1780,"laucode","bldn_sec","all"
"1461","2012",1912,"laucode","bldn_sec","all"
"1461","2013",1939,"laucode","bldn_sec","all"
"1461","2014",1959,"laucode","bldn_sec","all"
"1461","2015",1955,"laucode","bldn_sec","all"
"1461","2016",1940,"laucode","bldn_sec","all"
"1461","2017",1926,"laucode","bldn_sec","all"
"1461","2018",1963,"laucode","bldn_sec","all"
"1461","2019",1973,"laucode","bldn_sec","all"
"1461","2020",1981,"laucode","bldn_sec","all"
"1461","2021",1982,"laucode","bldn_sec","all"
"1461","2022",1990,"laucode","bldn_sec","all"
"1461","2023",1998,"laucode","bldn_sec","all"
"1461","2024",2021,"laucode","bldn_sec","all"
"1462","1998",920,"laucode","bldn_sec","all"
"1462","1999",910,"laucode","bldn_sec","all"
"1462","2000",902,"laucode","bldn_sec","all"
"1462","2001",901,"laucode","bldn_sec","all"
"1462","2002",909,"laucode","bldn_sec","all"
"1462","2003",892,"laucode","bldn_sec","all"
"1462","2004",877,"laucode","bldn_sec","all"
"1462","2005",877,"laucode","bldn_sec","all"
"1462","2006",857,"laucode","bldn_sec","all"
"1462","2007",832,"laucode","bldn_sec","all"
"1462","2008",807,"laucode","bldn_sec","all"
"1462","2009",789,"laucode","bldn_sec","all"
"1462","2010",801,"laucode","bldn_sec","all"
"1462","2011",824,"laucode","bldn_sec","all"
"1462","2012",818,"laucode","bldn_sec","all"
"1462","2013",825,"laucode","bldn_sec","all"
"1462","2014",802,"laucode","bldn_sec","all"
"1462","2015",801,"laucode","bldn_sec","all"
"1462","2016",792,"laucode","bldn_sec","all"
"1462","2017",781,"laucode","bldn_sec","all"
"1462","2018",772,"laucode","bldn_sec","all"
"1462","2019",783,"laucode","bldn_sec","all"
"1462","2020",769,"laucode","bldn_sec","all"
"1462","2021",756,"laucode","bldn_sec","all"
"1462","2022",744,"laucode","bldn_sec","all"
"1462","2023",760,"laucode","bldn_sec","all"
"1462","2024",756,"laucode","bldn_sec","all"
"1463","1998",1914,"laucode","bldn_sec","all"
"1463","1999",1925,"laucode","bldn_sec","all"
"1463","2000",1886,"laucode","bldn_sec","all"
"1463","2001",1849,"laucode","bldn_sec","all"
"1463","2002",1842,"laucode","bldn_sec","all"
"1463","2003",1796,"laucode","bldn_sec","all"
"1463","2004",1762,"laucode","bldn_sec","all"
"1463","2005",1744,"laucode","bldn_sec","all"
"1463","2006",1711,"laucode","bldn_sec","all"
"1463","2007",1698,"laucode","bldn_sec","all"
"1463","2008",1699,"laucode","bldn_sec","all"
"1463","2009",1676,"laucode","bldn_sec","all"
"1463","2010",1681,"laucode","bldn_sec","all"
"1463","2011",1639,"laucode","bldn_sec","all"
"1463","2012",1646,"laucode","bldn_sec","all"
"1463","2013",1631,"laucode","bldn_sec","all"
"1463","2014",1647,"laucode","bldn_sec","all"
"1463","2015",1664,"laucode","bldn_sec","all"
"1463","2016",1679,"laucode","bldn_sec","all"
"1463","2017",1641,"laucode","bldn_sec","all"
"1463","2018",1670,"laucode","bldn_sec","all"
"1463","2019",1671,"laucode","bldn_sec","all"
"1463","2020",1674,"laucode","bldn_sec","all"
"1463","2021",1669,"laucode","bldn_sec","all"
"1463","2022",1660,"laucode","bldn_sec","all"
"1463","2023",1669,"laucode","bldn_sec","all"
"1463","2024",1675,"laucode","bldn_sec","all"
"1465","1998",1039,"laucode","bldn_sec","all"
"1465","1999",1052,"laucode","bldn_sec","all"
"1465","2000",1074,"laucode","bldn_sec","all"
"1465","2001",1067,"laucode","bldn_sec","all"
"1465","2002",1063,"laucode","bldn_sec","all"
"1465","2003",1071,"laucode","bldn_sec","all"
"1465","2004",1079,"laucode","bldn_sec","all"
"1465","2005",1081,"laucode","bldn_sec","all"
"1465","2006",1074,"laucode","bldn_sec","all"
"1465","2007",1045,"laucode","bldn_sec","all"
"1465","2008",1047,"laucode","bldn_sec","all"
"1465","2009",1062,"laucode","bldn_sec","all"
"1465","2010",1072,"laucode","bldn_sec","all"
"1465","2011",1049,"laucode","bldn_sec","all"
"1465","2012",1069,"laucode","bldn_sec","all"
"1465","2013",1063,"laucode","bldn_sec","all"
"1465","2014",1050,"laucode","bldn_sec","all"
"1465","2015",1069,"laucode","bldn_sec","all"
"1465","2016",1103,"laucode","bldn_sec","all"
"1465","2017",1101,"laucode","bldn_sec","all"
"1465","2018",1131,"laucode","bldn_sec","all"
"1465","2019",1142,"laucode","bldn_sec","all"
"1465","2020",1137,"laucode","bldn_sec","all"
"1465","2021",1152,"laucode","bldn_sec","all"
"1465","2022",1151,"laucode","bldn_sec","all"
"1465","2023",1154,"laucode","bldn_sec","all"
"1465","2024",1188,"laucode","bldn_sec","all"
"1466","1998",474,"laucode","bldn_sec","all"
"1466","1999",488,"laucode","bldn_sec","all"
"1466","2000",499,"laucode","bldn_sec","all"
"1466","2001",466,"laucode","bldn_sec","all"
"1466","2002",461,"laucode","bldn_sec","all"
"1466","2003",456,"laucode","bldn_sec","all"
"1466","2004",447,"laucode","bldn_sec","all"
"1466","2005",439,"laucode","bldn_sec","all"
"1466","2006",436,"laucode","bldn_sec","all"
"1466","2007",430,"laucode","bldn_sec","all"
"1466","2008",430,"laucode","bldn_sec","all"
"1466","2009",484,"laucode","bldn_sec","all"
"1466","2010",474,"laucode","bldn_sec","all"
"1466","2011",476,"laucode","bldn_sec","all"
"1466","2012",507,"laucode","bldn_sec","all"
"1466","2013",505,"laucode","bldn_sec","all"
"1466","2014",496,"laucode","bldn_sec","all"
"1466","2015",499,"laucode","bldn_sec","all"
"1466","2016",513,"laucode","bldn_sec","all"
"1466","2017",502,"laucode","bldn_sec","all"
"1466","2018",511,"laucode","bldn_sec","all"
"1466","2019",513,"laucode","bldn_sec","all"
"1466","2020",507,"laucode","bldn_sec","all"
"1466","2021",507,"laucode","bldn_sec","all"
"1466","2022",506,"laucode","bldn_sec","all"
"1466","2023",501,"laucode","bldn_sec","all"
"1466","2024",531,"laucode","bldn_sec","all"
"1470","1998",693,"laucode","bldn_sec","all"
"1470","1999",717,"laucode","bldn_sec","all"
"1470","2000",721,"laucode","bldn_sec","all"
"1470","2001",749,"laucode","bldn_sec","all"
"1470","2002",726,"laucode","bldn_sec","all"
"1470","2003",703,"laucode","bldn_sec","all"
"1470","2004",650,"laucode","bldn_sec","all"
"1470","2005",663,"laucode","bldn_sec","all"
"1470","2006",653,"laucode","bldn_sec","all"
"1470","2007",643,"laucode","bldn_sec","all"
"1470","2008",640,"laucode","bldn_sec","all"
"1470","2009",648,"laucode","bldn_sec","all"
"1470","2010",640,"laucode","bldn_sec","all"
"1470","2011",629,"laucode","bldn_sec","all"
"1470","2012",650,"laucode","bldn_sec","all"
"1470","2013",662,"laucode","bldn_sec","all"
"1470","2014",667,"laucode","bldn_sec","all"
"1470","2015",678,"laucode","bldn_sec","all"
"1470","2016",653,"laucode","bldn_sec","all"
"1470","2017",633,"laucode","bldn_sec","all"
"1470","2018",684,"laucode","bldn_sec","all"
"1470","2019",709,"laucode","bldn_sec","all"
"1470","2020",718,"laucode","bldn_sec","all"
"1470","2021",692,"laucode","bldn_sec","all"
"1470","2022",712,"laucode","bldn_sec","all"
"1470","2023",692,"laucode","bldn_sec","all"
"1470","2024",688,"laucode","bldn_sec","all"
"1471","1998",862,"laucode","bldn_sec","all"
"1471","1999",862,"laucode","bldn_sec","all"
"1471","2000",884,"laucode","bldn_sec","all"
"1471","2001",856,"laucode","bldn_sec","all"
"1471","2002",824,"laucode","bldn_sec","all"
"1471","2003",892,"laucode","bldn_sec","all"
"1471","2004",888,"laucode","bldn_sec","all"
"1471","2005",888,"laucode","bldn_sec","all"
"1471","2006",928,"laucode","bldn_sec","all"
"1471","2007",906,"laucode","bldn_sec","all"
"1471","2008",890,"laucode","bldn_sec","all"
"1471","2009",907,"laucode","bldn_sec","all"
"1471","2010",888,"laucode","bldn_sec","all"
"1471","2011",874,"laucode","bldn_sec","all"
"1471","2012",892,"laucode","bldn_sec","all"
"1471","2013",900,"laucode","bldn_sec","all"
"1471","2014",910,"laucode","bldn_sec","all"
"1471","2015",870,"laucode","bldn_sec","all"
"1471","2016",864,"laucode","bldn_sec","all"
"1471","2017",829,"laucode","bldn_sec","all"
"1471","2018",891,"laucode","bldn_sec","all"
"1471","2019",891,"laucode","bldn_sec","all"
"1471","2020",879,"laucode","bldn_sec","all"
"1471","2021",876,"laucode","bldn_sec","all"
"1471","2022",875,"laucode","bldn_sec","all"
"1471","2023",872,"laucode","bldn_sec","all"
"1471","2024",878,"laucode","bldn_sec","all"
"1472","1998",614,"laucode","bldn_sec","all"
"1472","1999",622,"laucode","bldn_sec","all"
"1472","2000",632,"laucode","bldn_sec","all"
"1472","2001",617,"laucode","bldn_sec","all"
"1472","2002",635,"laucode","bldn_sec","all"
"1472","2003",661,"laucode","bldn_sec","all"
"1472","2004",650,"laucode","bldn_sec","all"
"1472","2005",655,"laucode","bldn_sec","all"
"1472","2006",666,"laucode","bldn_sec","all"
"1472","2007",651,"laucode","bldn_sec","all"
"1472","2008",653,"laucode","bldn_sec","all"
"1472","2009",658,"laucode","bldn_sec","all"
"1472","2010",646,"laucode","bldn_sec","all"
"1472","2011",653,"laucode","bldn_sec","all"
"1472","2012",662,"laucode","bldn_sec","all"
"1472","2013",685,"laucode","bldn_sec","all"
"1472","2014",656,"laucode","bldn_sec","all"
"1472","2015",661,"laucode","bldn_sec","all"
"1472","2016",652,"laucode","bldn_sec","all"
"1472","2017",650,"laucode","bldn_sec","all"
"1472","2018",667,"laucode","bldn_sec","all"
"1472","2019",668,"laucode","bldn_sec","all"
"1472","2020",678,"laucode","bldn_sec","all"
"1472","2021",682,"laucode","bldn_sec","all"
"1472","2022",673,"laucode","bldn_sec","all"
"1472","2023",678,"laucode","bldn_sec","all"
"1472","2024",672,"laucode","bldn_sec","all"
"1473","1998",795,"laucode","bldn_sec","all"
"1473","1999",805,"laucode","bldn_sec","all"
"1473","2000",830,"laucode","bldn_sec","all"
"1473","2001",820,"laucode","bldn_sec","all"
"1473","2002",828,"laucode","bldn_sec","all"
"1473","2003",887,"laucode","bldn_sec","all"
"1473","2004",859,"laucode","bldn_sec","all"
"1473","2005",871,"laucode","bldn_sec","all"
"1473","2006",861,"laucode","bldn_sec","all"
"1473","2007",845,"laucode","bldn_sec","all"
"1473","2008",853,"laucode","bldn_sec","all"
"1473","2009",854,"laucode","bldn_sec","all"
"1473","2010",858,"laucode","bldn_sec","all"
"1473","2011",838,"laucode","bldn_sec","all"
"1473","2012",847,"laucode","bldn_sec","all"
"1473","2013",851,"laucode","bldn_sec","all"
"1473","2014",869,"laucode","bldn_sec","all"
"1473","2015",882,"laucode","bldn_sec","all"
"1473","2016",869,"laucode","bldn_sec","all"
"1473","2017",862,"laucode","bldn_sec","all"
"1473","2018",881,"laucode","bldn_sec","all"
"1473","2019",875,"laucode","bldn_sec","all"
"1473","2020",879,"laucode","bldn_sec","all"
"1473","2021",878,"laucode","bldn_sec","all"
"1473","2022",860,"laucode","bldn_sec","all"
"1473","2023",895,"laucode","bldn_sec","all"
"1473","2024",888,"laucode","bldn_sec","all"
"1480","1998",3308,"laucode","bldn_sec","all"
"1480","1999",2991,"laucode","bldn_sec","all"
"1480","2000",3081,"laucode","bldn_sec","all"
"1480","2001",2813,"laucode","bldn_sec","all"
"1480","2002",2668,"laucode","bldn_sec","all"
"1480","2003",2694,"laucode","bldn_sec","all"
"1480","2004",2701,"laucode","bldn_sec","all"
"1480","2005",2809,"laucode","bldn_sec","all"
"1480","2006",2638,"laucode","bldn_sec","all"
"1480","2007",2721,"laucode","bldn_sec","all"
"1480","2008",2638,"laucode","bldn_sec","all"
"1480","2009",2649,"laucode","bldn_sec","all"
"1480","2010",2515,"laucode","bldn_sec","all"
"1480","2011",2563,"laucode","bldn_sec","all"
"1480","2012",2692,"laucode","bldn_sec","all"
"1480","2013",2877,"laucode","bldn_sec","all"
"1480","2014",2946,"laucode","bldn_sec","all"
"1480","2015",4327,"laucode","bldn_sec","all"
"1480","2016",4429,"laucode","bldn_sec","all"
"1480","2017",4429,"laucode","bldn_sec","all"
"1480","2018",4837,"laucode","bldn_sec","all"
"1480","2019",4824,"laucode","bldn_sec","all"
"1480","2020",4816,"laucode","bldn_sec","all"
"1480","2021",4924,"laucode","bldn_sec","all"
"1480","2022",4987,"laucode","bldn_sec","all"
"1480","2023",5007,"laucode","bldn_sec","all"
"1480","2024",5084,"laucode","bldn_sec","all"
"1481","1998",624,"laucode","bldn_sec","all"
"1481","1999",569,"laucode","bldn_sec","all"
"1481","2000",572,"laucode","bldn_sec","all"
"1481","2001",490,"laucode","bldn_sec","all"
"1481","2002",486,"laucode","bldn_sec","all"
"1481","2003",480,"laucode","bldn_sec","all"
"1481","2004",440,"laucode","bldn_sec","all"
"1481","2005",467,"laucode","bldn_sec","all"
"1481","2006",484,"laucode","bldn_sec","all"
"1481","2007",455,"laucode","bldn_sec","all"
"1481","2008",432,"laucode","bldn_sec","all"
"1481","2009",429,"laucode","bldn_sec","all"
"1481","2010",391,"laucode","bldn_sec","all"
"1481","2011",373,"laucode","bldn_sec","all"
"1481","2012",400,"laucode","bldn_sec","all"
"1481","2013",415,"laucode","bldn_sec","all"
"1481","2014",422,"laucode","bldn_sec","all"
"1481","2015",342,"laucode","bldn_sec","all"
"1481","2016",322,"laucode","bldn_sec","all"
"1481","2017",324,"laucode","bldn_sec","all"
"1481","2018",433,"laucode","bldn_sec","all"
"1481","2019",447,"laucode","bldn_sec","all"
"1481","2020",392,"laucode","bldn_sec","all"
"1481","2021",392,"laucode","bldn_sec","all"
"1481","2022",398,"laucode","bldn_sec","all"
"1481","2023",420,"laucode","bldn_sec","all"
"1481","2024",465,"laucode","bldn_sec","all"
"1482","1998",2778,"laucode","bldn_sec","all"
"1482","1999",2715,"laucode","bldn_sec","all"
"1482","2000",2711,"laucode","bldn_sec","all"
