"laucode","year","value","type.of.building"
"1882",2013,827,"house"
"1882",2014,829,"house"
"1882",2015,899,"house"
"1882",2016,956,"house"
"1882",2017,1020,"house"
"1882",2018,1070,"house"
"1882",2019,1140,"house"
"1882",2020,1185,"house"
"1882",2021,1273,"house"
"1882",2022,1308,"house"
"1882",2023,1256,"house"
"1882",2024,1322,"house"
"1883",1990,582,"house"
"1883",1991,593,"house"
"1883",1992,585,"house"
"1883",1993,572,"house"
"1883",1994,576,"house"
"1883",1995,577,"house"
"1883",1996,580,"house"
"1883",1997,584,"house"
"1883",1998,594,"house"
"1883",1999,604,"house"
"1883",2000,614,"house"
"1883",2001,618,"house"
"1883",2002,625,"house"
"1883",2003,639,"house"
"1883",2004,650,"house"
"1883",2005,686,"house"
"1883",2006,725,"house"
"1883",2007,765,"house"
"1883",2008,797,"house"
"1883",2009,816,"house"
"1883",2010,844,"house"
"1883",2011,862,"house"
"1883",2012,881,"house"
"1883",2013,912,"house"
"1883",2014,892,"house"
"1883",2015,961,"house"
"1883",2016,1019,"house"
"1883",2017,1086,"house"
"1883",2018,1135,"house"
"1883",2019,1198,"house"
"1883",2020,1252,"house"
"1883",2021,1347,"house"
"1883",2022,1387,"house"
"1883",2023,1356,"house"
"1883",2024,1401,"house"
"1884",1990,567,"house"
"1884",1991,577,"house"
"1884",1992,569,"house"
"1884",1993,557,"house"
"1884",1994,561,"house"
"1884",1995,562,"house"
"1884",1996,564,"house"
"1884",1997,568,"house"
"1884",1998,578,"house"
"1884",1999,588,"house"
"1884",2000,598,"house"
"1884",2001,602,"house"
"1884",2002,608,"house"
"1884",2003,621,"house"
"1884",2004,633,"house"
"1884",2005,676,"house"
"1884",2006,722,"house"
"1884",2007,769,"house"
"1884",2008,809,"house"
"1884",2009,836,"house"
"1884",2010,871,"house"
"1884",2011,897,"house"
"1884",2012,924,"house"
"1884",2013,962,"house"
"1884",2014,991,"house"
"1884",2015,1060,"house"
"1884",2016,1120,"house"
"1884",2017,1187,"house"
"1884",2018,1235,"house"
"1884",2019,1284,"house"
"1884",2020,1324,"house"
"1884",2021,1417,"house"
"1884",2022,1451,"house"
"1884",2023,1380,"house"
"1884",2024,1416,"house"
"1885",1990,463,"house"
"1885",1991,471,"house"
"1885",1992,465,"house"
"1885",1993,455,"house"
"1885",1994,458,"house"
"1885",1995,459,"house"
"1885",1996,461,"house"
"1885",1997,464,"house"
"1885",1998,472,"house"
"1885",1999,480,"house"
"1885",2000,488,"house"
"1885",2001,492,"house"
"1885",2002,497,"house"
"1885",2003,508,"house"
"1885",2004,517,"house"
"1885",2005,553,"house"
"1885",2006,590,"house"
"1885",2007,629,"house"
"1885",2008,662,"house"
"1885",2009,685,"house"
"1885",2010,713,"house"
"1885",2011,735,"house"
"1885",2012,758,"house"
"1885",2013,789,"house"
"1885",2014,811,"house"
"1885",2015,874,"house"
"1885",2016,928,"house"
"1885",2017,987,"house"
"1885",2018,1034,"house"
"1885",2019,1091,"house"
"1885",2020,1137,"house"
"1885",2021,1225,"house"
"1885",2022,1262,"house"
"1885",2023,1224,"house"
"1885",2024,1192,"house"
"1904",1990,341,"house"
"1904",1991,346,"house"
"1904",1992,339,"house"
"1904",1993,333,"house"
"1904",1994,334,"house"
"1904",1995,333,"house"
"1904",1996,334,"house"
"1904",1997,337,"house"
"1904",1998,341,"house"
"1904",1999,347,"house"
"1904",2000,350,"house"
"1904",2001,355,"house"
"1904",2002,364,"house"
"1904",2003,374,"house"
"1904",2004,383,"house"
"1904",2005,402,"house"
"1904",2006,423,"house"
"1904",2007,444,"house"
"1904",2008,456,"house"
"1904",2009,469,"house"
"1904",2010,482,"house"
"1904",2011,490,"house"
"1904",2012,492,"house"
"1904",2013,504,"house"
"1904",2014,495,"house"
"1904",2015,539,"house"
"1904",2016,586,"house"
"1904",2017,630,"house"
"1904",2018,659,"house"
"1904",2019,680,"house"
"1904",2020,700,"house"
"1904",2021,744,"house"
"1904",2022,760,"house"
"1904",2023,719,"house"
"1904",2024,879,"house"
"1907",1990,582,"house"
"1907",1991,589,"house"
"1907",1992,578,"house"
"1907",1993,567,"house"
"1907",1994,569,"house"
"1907",1995,568,"house"
"1907",1996,569,"house"
"1907",1997,574,"house"
"1907",1998,582,"house"
"1907",1999,591,"house"
"1907",2000,597,"house"
"1907",2001,604,"house"
"1907",2002,621,"house"
"1907",2003,637,"house"
"1907",2004,652,"house"
"1907",2005,693,"house"
"1907",2006,735,"house"
"1907",2007,778,"house"
"1907",2008,805,"house"
"1907",2009,834,"house"
"1907",2010,865,"house"
"1907",2011,885,"house"
"1907",2012,896,"house"
"1907",2013,923,"house"
"1907",2014,946,"house"
"1907",2015,1028,"house"
"1907",2016,1115,"house"
"1907",2017,1199,"house"
"1907",2018,1251,"house"
"1907",2019,1282,"house"
"1907",2020,1316,"house"
"1907",2021,1405,"house"
"1907",2022,1429,"house"
"1907",2023,1351,"house"
"1907",2024,1411,"house"
"191",1990,1801,"house"
"191",1991,1811,"house"
"191",1992,1758,"house"
"191",1993,1714,"house"
"191",1994,1738,"house"
"191",1995,1744,"house"
"191",1996,1744,"house"
"191",1997,1777,"house"
"191",1998,1824,"house"
"191",1999,1874,"house"
"191",2000,1957,"house"
"191",2001,2007,"house"
"191",2002,2040,"house"
"191",2003,2054,"house"
"191",2004,2097,"house"
"191",2005,2228,"house"
"191",2006,2401,"house"
"191",2007,2598,"house"
"191",2008,2705,"house"
"191",2009,2796,"house"
"191",2010,2970,"house"
"191",2011,3070,"house"
"191",2012,3154,"house"
"191",2013,3281,"house"
"191",2014,3348,"house"
"191",2015,3530,"house"
"191",2016,3679,"house"
"191",2017,3796,"house"
"191",2018,3769,"house"
"191",2019,3663,"house"
"191",2020,3768,"house"
"191",2021,4014,"house"
"191",2022,4085,"house"
"191",2023,3836,"house"
"191",2024,3724,"house"
"192",1990,1419,"house"
"192",1991,1427,"house"
"192",1992,1385,"house"
"192",1993,1351,"house"
"192",1994,1369,"house"
"192",1995,1374,"house"
"192",1996,1374,"house"
"192",1997,1401,"house"
"192",1998,1437,"house"
"192",1999,1477,"house"
"192",2000,1542,"house"
"192",2001,1582,"house"
"192",2002,1608,"house"
"192",2003,1618,"house"
"192",2004,1652,"house"
"192",2005,1754,"house"
"192",2006,1889,"house"
"192",2007,2043,"house"
"192",2008,2126,"house"
"192",2009,2196,"house"
"192",2010,2332,"house"
"192",2011,2409,"house"
"192",2012,2474,"house"
"192",2013,2573,"house"
"192",2014,2611,"house"
"192",2015,2765,"house"
"192",2016,2887,"house"
"192",2017,2994,"house"
"192",2018,2977,"house"
"192",2019,2926,"house"
"192",2020,3023,"house"
"192",2021,3234,"house"
"192",2022,3311,"house"
"192",2023,3157,"house"
"192",2024,3121,"house"
"1960",1990,697,"house"
"1960",1991,706,"house"
"1960",1992,693,"house"
"1960",1993,679,"house"
"1960",1994,682,"house"
"1960",1995,681,"house"
"1960",1996,682,"house"
"1960",1997,688,"house"
"1960",1998,697,"house"
"1960",1999,708,"house"
"1960",2000,715,"house"
"1960",2001,724,"house"
"1960",2002,744,"house"
"1960",2003,763,"house"
"1960",2004,781,"house"
"1960",2005,825,"house"
"1960",2006,870,"house"
"1960",2007,917,"house"
"1960",2008,944,"house"
"1960",2009,974,"house"
"1960",2010,1006,"house"
"1960",2011,1024,"house"
"1960",2012,1033,"house"
"1960",2013,1060,"house"
"1960",2014,1061,"house"
"1960",2015,1169,"house"
"1960",2016,1282,"house"
"1960",2017,1393,"house"
"1960",2018,1470,"house"
"1960",2019,1559,"house"
"1960",2020,1618,"house"
"1960",2021,1738,"house"
"1960",2022,1788,"house"
"1960",2023,1734,"house"
"1960",2024,1635,"house"
"1961",1990,860,"house"
"1961",1991,871,"house"
"1961",1992,854,"house"
"1961",1993,837,"house"
"1961",1994,841,"house"
"1961",1995,839,"house"
"1961",1996,841,"house"
"1961",1997,849,"house"
"1961",1998,860,"house"
"1961",1999,873,"house"
"1961",2000,882,"house"
"1961",2001,893,"house"
"1961",2002,917,"house"
"1961",2003,941,"house"
"1961",2004,963,"house"
"1961",2005,1021,"house"
"1961",2006,1080,"house"
"1961",2007,1141,"house"
"1961",2008,1177,"house"
"1961",2009,1218,"house"
"1961",2010,1260,"house"
"1961",2011,1286,"house"
"1961",2012,1300,"house"
"1961",2013,1337,"house"
"1961",2014,1358,"house"
"1961",2015,1454,"house"
"1961",2016,1564,"house"
"1961",2017,1665,"house"
"1961",2018,1725,"house"
"1961",2019,1714,"house"
"1961",2020,1769,"house"
"1961",2021,1898,"house"
"1961",2022,1939,"house"
"1961",2023,1862,"house"
"1961",2024,1902,"house"
"1962",1990,393,"house"
"1962",1991,398,"house"
"1962",1992,391,"house"
"1962",1993,383,"house"
"1962",1994,385,"house"
"1962",1995,384,"house"
"1962",1996,385,"house"
"1962",1997,388,"house"
"1962",1998,393,"house"
"1962",1999,399,"house"
"1962",2000,403,"house"
"1962",2001,408,"house"
"1962",2002,419,"house"
"1962",2003,430,"house"
"1962",2004,441,"house"
"1962",2005,462,"house"
"1962",2006,485,"house"
"1962",2007,508,"house"
"1962",2008,521,"house"
"1962",2009,535,"house"
"1962",2010,550,"house"
"1962",2011,557,"house"
"1962",2012,559,"house"
"1962",2013,572,"house"
"1962",2014,558,"house"
"1962",2015,616,"house"
"1962",2016,678,"house"
"1962",2017,736,"house"
"1962",2018,776,"house"
"1962",2019,823,"house"
"1962",2020,842,"house"
"1962",2021,893,"house"
"1962",2022,902,"house"
"1962",2023,842,"house"
"1962",2024,922,"house"
"1980",1990,1294,"house"
"1980",1991,1311,"house"
"1980",1992,1286,"house"
"1980",1993,1260,"house"
"1980",1994,1266,"house"
"1980",1995,1263,"house"
"1980",1996,1266,"house"
"1980",1997,1277,"house"
"1980",1998,1294,"house"
"1980",1999,1313,"house"
"1980",2000,1327,"house"
"1980",2001,1344,"house"
"1980",2002,1380,"house"
"1980",2003,1417,"house"
"1980",2004,1450,"house"
"1980",2005,1550,"house"
"1980",2006,1653,"house"
"1980",2007,1758,"house"
"1980",2008,1827,"house"
"1980",2009,1902,"house"
"1980",2010,1979,"house"
"1980",2011,2032,"house"
"1980",2012,2068,"house"
"1980",2013,2137,"house"
"1980",2014,2239,"house"
"1980",2015,2390,"house"
"1980",2016,2555,"house"
"1980",2017,2706,"house"
"1980",2018,2785,"house"
"1980",2019,2728,"house"
"1980",2020,2788,"house"
"1980",2021,2957,"house"
"1980",2022,2993,"house"
"1980",2023,2791,"house"
"1980",2024,2915,"house"
"1981",1990,685,"house"
"1981",1991,694,"house"
"1981",1992,681,"house"
"1981",1993,668,"house"
"1981",1994,671,"house"
"1981",1995,669,"house"
"1981",1996,671,"house"
"1981",1997,677,"house"
"1981",1998,685,"house"
"1981",1999,696,"house"
"1981",2000,703,"house"
"1981",2001,712,"house"
"1981",2002,731,"house"
"1981",2003,750,"house"
"1981",2004,768,"house"
"1981",2005,829,"house"
"1981",2006,891,"house"
"1981",2007,954,"house"
"1981",2008,998,"house"
"1981",2009,1045,"house"
"1981",2010,1094,"house"
"1981",2011,1130,"house"
"1981",2012,1156,"house"
"1981",2013,1200,"house"
"1981",2014,1296,"house"
"1981",2015,1375,"house"
"1981",2016,1461,"house"
"1981",2017,1542,"house"
"1981",2018,1579,"house"
"1981",2019,1517,"house"
"1981",2020,1580,"house"
"1981",2021,1710,"house"
"1981",2022,1763,"house"
"1981",2023,1738,"house"
"1981",2024,1662,"house"
"1982",1990,437,"house"
"1982",1991,442,"house"
"1982",1992,434,"house"
"1982",1993,425,"house"
"1982",1994,427,"house"
"1982",1995,426,"house"
"1982",1996,427,"house"
"1982",1997,431,"house"
"1982",1998,437,"house"
"1982",1999,443,"house"
"1982",2000,448,"house"
"1982",2001,454,"house"
"1982",2002,466,"house"
"1982",2003,478,"house"
"1982",2004,489,"house"
"1982",2005,520,"house"
"1982",2006,552,"house"
"1982",2007,584,"house"
"1982",2008,604,"house"
"1982",2009,626,"house"
"1982",2010,649,"house"
"1982",2011,664,"house"
"1982",2012,673,"house"
"1982",2013,693,"house"
"1982",2014,712,"house"
"1982",2015,775,"house"
"1982",2016,844,"house"
"1982",2017,908,"house"
"1982",2018,951,"house"
"1982",2019,983,"house"
"1982",2020,1012,"house"
"1982",2021,1083,"house"
"1982",2022,1103,"house"
"1982",2023,1053,"house"
"1982",2024,1014,"house"
"1983",1990,656,"house"
"1983",1991,665,"house"
"1983",1992,652,"house"
"1983",1993,639,"house"
"1983",1994,642,"house"
"1983",1995,641,"house"
"1983",1996,642,"house"
"1983",1997,648,"house"
"1983",1998,656,"house"
"1983",1999,666,"house"
"1983",2000,673,"house"
"1983",2001,682,"house"
"1983",2002,700,"house"
"1983",2003,718,"house"
"1983",2004,735,"house"
"1983",2005,788,"house"
"1983",2006,842,"house"
"1983",2007,898,"house"
"1983",2008,935,"house"
"1983",2009,974,"house"
"1983",2010,1016,"house"
"1983",2011,1044,"house"
"1983",2012,1064,"house"
"1983",2013,1101,"house"
"1983",2014,1164,"house"
"1983",2015,1260,"house"
"1983",2016,1364,"house"
"1983",2017,1460,"house"
"1983",2018,1524,"house"
"1983",2019,1550,"house"
"1983",2020,1595,"house"
"1983",2021,1700,"house"
"1983",2022,1731,"house"
"1983",2023,1642,"house"
"1983",2024,1700,"house"
"1984",1990,689,"house"
"1984",1991,698,"house"
"1984",1992,685,"house"
"1984",1993,671,"house"
"1984",1994,674,"house"
"1984",1995,673,"house"
"1984",1996,674,"house"
"1984",1997,680,"house"
"1984",1998,689,"house"
"1984",1999,699,"house"
"1984",2000,707,"house"
"1984",2001,716,"house"
"1984",2002,735,"house"
"1984",2003,754,"house"
"1984",2004,772,"house"
"1984",2005,816,"house"
"1984",2006,861,"house"
"1984",2007,907,"house"
"1984",2008,934,"house"
"1984",2009,964,"house"
"1984",2010,996,"house"
"1984",2011,1014,"house"
"1984",2012,1024,"house"
"1984",2013,1051,"house"
"1984",2014,1056,"house"
"1984",2015,1163,"house"
"1984",2016,1285,"house"
"1984",2017,1386,"house"
"1984",2018,1454,"house"
"1984",2019,1532,"house"
"1984",2020,1574,"house"
"1984",2021,1681,"house"
"1984",2022,1715,"house"
"1984",2023,1626,"house"
"1984",2024,1601,"house"
"2021",1990,291,"house"
"2021",1991,295,"house"
"2021",1992,291,"house"
"2021",1993,286,"house"
"2021",1994,286,"house"
"2021",1995,286,"house"
"2021",1996,286,"house"
"2021",1997,287,"house"
"2021",1998,289,"house"
"2021",1999,292,"house"
"2021",2000,294,"house"
"2021",2001,298,"house"
"2021",2002,301,"house"
"2021",2003,307,"house"
"2021",2004,313,"house"
"2021",2005,334,"house"
"2021",2006,360,"house"
"2021",2007,382,"house"
"2021",2008,400,"house"
"2021",2009,422,"house"
"2021",2010,445,"house"
"2021",2011,459,"house"
"2021",2012,473,"house"
"2021",2013,490,"house"
"2021",2014,504,"house"
"2021",2015,531,"house"
"2021",2016,558,"house"
"2021",2017,590,"house"
"2021",2018,611,"house"
"2021",2019,598,"house"
"2021",2020,634,"house"
"2021",2021,696,"house"
"2021",2022,731,"house"
"2021",2023,751,"house"
"2021",2024,793,"house"
"2023",1990,667,"house"
"2023",1991,679,"house"
"2023",1992,669,"house"
"2023",1993,657,"house"
"2023",1994,657,"house"
"2023",1995,657,"house"
"2023",1996,657,"house"
"2023",1997,659,"house"
"2023",1998,664,"house"
"2023",1999,670,"house"
"2023",2000,675,"house"
"2023",2001,684,"house"
"2023",2002,692,"house"
"2023",2003,705,"house"
"2023",2004,720,"house"
"2023",2005,755,"house"
"2023",2006,804,"house"
"2023",2007,845,"house"
"2023",2008,874,"house"
"2023",2009,915,"house"
"2023",2010,956,"house"
"2023",2011,979,"house"
"2023",2012,1000,"house"
"2023",2013,1028,"house"
"2023",2014,996,"house"
"2023",2015,1067,"house"
"2023",2016,1134,"house"
"2023",2017,1213,"house"
"2023",2018,1267,"house"
"2023",2019,1293,"house"
"2023",2020,1391,"house"
"2023",2021,1521,"house"
"2023",2022,1610,"house"
"2023",2023,1663,"house"
"2023",2024,1874,"house"
"2026",1990,436,"house"
"2026",1991,444,"house"
"2026",1992,437,"house"
"2026",1993,430,"house"
"2026",1994,430,"house"
"2026",1995,430,"house"
"2026",1996,430,"house"
"2026",1997,431,"house"
"2026",1998,434,"house"
"2026",1999,439,"house"
"2026",2000,442,"house"
"2026",2001,447,"house"
"2026",2002,452,"house"
"2026",2003,461,"house"
"2026",2004,471,"house"
"2026",2005,503,"house"
"2026",2006,544,"house"
"2026",2007,580,"house"
"2026",2008,609,"house"
"2026",2009,645,"house"
"2026",2010,681,"house"
"2026",2011,705,"house"
"2026",2012,728,"house"
"2026",2013,755,"house"
"2026",2014,785,"house"
"2026",2015,852,"house"
"2026",2016,917,"house"
"2026",2017,990,"house"
"2026",2018,1046,"house"
"2026",2019,1096,"house"
"2026",2020,1143,"house"
"2026",2021,1226,"house"
"2026",2022,1272,"house"
"2026",2023,1250,"house"
"2026",2024,1343,"house"
"2029",1990,880,"house"
"2029",1991,895,"house"
"2029",1992,882,"house"
"2029",1993,867,"house"
"2029",1994,867,"house"
"2029",1995,867,"house"
"2029",1996,867,"house"
"2029",1997,869,"house"
"2029",1998,876,"house"
"2029",1999,884,"house"
"2029",2000,891,"house"
"2029",2001,901,"house"
"2029",2002,912,"house"
"2029",2003,930,"house"
"2029",2004,949,"house"
"2029",2005,1004,"house"
"2029",2006,1077,"house"
"2029",2007,1139,"house"
"2029",2008,1185,"house"
"2029",2009,1247,"house"
"2029",2010,1309,"house"
"2029",2011,1347,"house"
"2029",2012,1383,"house"
"2029",2013,1428,"house"
"2029",2014,1431,"house"
"2029",2015,1542,"house"
"2029",2016,1647,"house"
"2029",2017,1771,"house"
"2029",2018,1857,"house"
"2029",2019,1910,"house"
"2029",2020,1976,"house"
"2029",2021,2125,"house"
"2029",2022,2198,"house"
"2029",2023,2152,"house"
"2029",2024,2245,"house"
"2031",1990,651,"house"
"2031",1991,662,"house"
"2031",1992,652,"house"
"2031",1993,641,"house"
"2031",1994,641,"house"
"2031",1995,641,"house"
"2031",1996,641,"house"
"2031",1997,643,"house"
"2031",1998,647,"house"
"2031",1999,654,"house"
"2031",2000,659,"house"
"2031",2001,667,"house"
"2031",2002,675,"house"
"2031",2003,687,"house"
"2031",2004,702,"house"
"2031",2005,743,"house"
"2031",2006,798,"house"
"2031",2007,845,"house"
"2031",2008,880,"house"
"2031",2009,927,"house"
"2031",2010,973,"house"
"2031",2011,1002,"house"
"2031",2012,1030,"house"
"2031",2013,1063,"house"
"2031",2014,1072,"house"
"2031",2015,1158,"house"
"2031",2016,1239,"house"
"2031",2017,1335,"house"
"2031",2018,1406,"house"
"2031",2019,1454,"house"
"2031",2020,1524,"house"
"2031",2021,1645,"house"
"2031",2022,1715,"house"
"2031",2023,1710,"house"
"2031",2024,1821,"house"
"2034",1990,534,"house"
"2034",1991,543,"house"
"2034",1992,535,"house"
"2034",1993,526,"house"
"2034",1994,526,"house"
"2034",1995,526,"house"
"2034",1996,526,"house"
"2034",1997,528,"house"
"2034",1998,532,"house"
"2034",1999,537,"house"
"2034",2000,541,"house"
"2034",2001,547,"house"
"2034",2002,554,"house"
"2034",2003,564,"house"
"2034",2004,576,"house"
"2034",2005,616,"house"
"2034",2006,667,"house"
"2034",2007,711,"house"
"2034",2008,746,"house"
"2034",2009,790,"house"
"2034",2010,834,"house"
"2034",2011,863,"house"
"2034",2012,892,"house"
"2034",2013,925,"house"
"2034",2014,964,"house"
"2034",2015,1039,"house"
"2034",2016,1105,"house"
"2034",2017,1185,"house"
"2034",2018,1241,"house"
"2034",2019,1267,"house"
"2034",2020,1280,"house"
"2034",2021,1340,"house"
"2034",2022,1355,"house"
"2034",2023,1222,"house"
"2034",2024,1495,"house"
"2039",1990,526,"house"
"2039",1991,535,"house"
"2039",1992,527,"house"
"2039",1993,518,"house"
"2039",1994,518,"house"
"2039",1995,518,"house"
"2039",1996,518,"house"
"2039",1997,519,"house"
"2039",1998,523,"house"
"2039",1999,528,"house"
"2039",2000,532,"house"
"2039",2001,538,"house"
"2039",2002,545,"house"
"2039",2003,555,"house"
"2039",2004,567,"house"
"2039",2005,599,"house"
"2039",2006,641,"house"
"2039",2007,676,"house"
"2039",2008,703,"house"
"2039",2009,739,"house"
"2039",2010,775,"house"
"2039",2011,796,"house"
"2039",2012,816,"house"
"2039",2013,842,"house"
"2039",2014,838,"house"
"2039",2015,898,"house"
"2039",2016,951,"house"
"2039",2017,1021,"house"
"2039",2018,1069,"house"
"2039",2019,1088,"house"
"2039",2020,1154,"house"
"2039",2021,1250,"house"
"2039",2022,1327,"house"
"2039",2023,1373,"house"
"2039",2024,1493,"house"
"2061",1990,515,"house"
"2061",1991,523,"house"
"2061",1992,516,"house"
"2061",1993,507,"house"
"2061",1994,507,"house"
"2061",1995,507,"house"
"2061",1996,507,"house"
"2061",1997,508,"house"
"2061",1998,512,"house"
"2061",1999,517,"house"
"2061",2000,521,"house"
"2061",2001,527,"house"
"2061",2002,534,"house"
"2061",2003,544,"house"
"2061",2004,555,"house"
"2061",2005,586,"house"
"2061",2006,627,"house"
"2061",2007,661,"house"
"2061",2008,687,"house"
"2061",2009,721,"house"
"2061",2010,756,"house"
"2061",2011,777,"house"
"2061",2012,796,"house"
"2061",2013,821,"house"
"2061",2014,814,"house"
"2061",2015,872,"house"
"2061",2016,929,"house"
"2061",2017,993,"house"
"2061",2018,1041,"house"
"2061",2019,1058,"house"
"2061",2020,1085,"house"
"2061",2021,1152,"house"
"2061",2022,1183,"house"
"2061",2023,1129,"house"
"2061",2024,1123,"house"
"2062",1990,673,"house"
"2062",1991,684,"house"
"2062",1992,674,"house"
"2062",1993,663,"house"
"2062",1994,663,"house"
"2062",1995,663,"house"
"2062",1996,663,"house"
"2062",1997,664,"house"
"2062",1998,669,"house"
"2062",1999,676,"house"
"2062",2000,681,"house"
"2062",2001,689,"house"
"2062",2002,697,"house"
"2062",2003,710,"house"
"2062",2004,725,"house"
"2062",2005,774,"house"
"2062",2006,836,"house"
"2062",2007,890,"house"
"2062",2008,933,"house"
"2062",2009,987,"house"
"2062",2010,1041,"house"
"2062",2011,1076,"house"
"2062",2012,1111,"house"
"2062",2013,1151,"house"
"2062",2014,1191,"house"
"2062",2015,1283,"house"
"2062",2016,1373,"house"
"2062",2017,1476,"house"
"2062",2018,1550,"house"
"2062",2019,1602,"house"
"2062",2020,1670,"house"
"2062",2021,1796,"house"
"2062",2022,1866,"house"
"2062",2023,1838,"house"
"2062",2024,1898,"house"
"2080",1990,862,"house"
"2080",1991,877,"house"
"2080",1992,864,"house"
"2080",1993,849,"house"
"2080",1994,849,"house"
"2080",1995,849,"house"
"2080",1996,849,"house"
"2080",1997,852,"house"
"2080",1998,858,"house"
"2080",1999,866,"house"
"2080",2000,873,"house"
"2080",2001,883,"house"
"2080",2002,894,"house"
"2080",2003,911,"house"
"2080",2004,930,"house"
"2080",2005,1014,"house"
"2080",2006,1114,"house"
"2080",2007,1205,"house"
"2080",2008,1280,"house"
"2080",2009,1370,"house"
"2080",2010,1460,"house"
"2080",2011,1527,"house"
"2080",2012,1592,"house"
"2080",2013,1665,"house"
"2080",2014,1826,"house"
"2080",2015,1932,"house"
"2080",2016,2035,"house"
"2080",2017,2153,"house"
"2080",2018,2233,"house"
"2080",2019,2192,"house"
"2080",2020,2270,"house"
"2080",2021,2431,"house"
"2080",2022,2514,"house"
"2080",2023,2464,"house"
"2080",2024,2595,"house"
"2081",1990,768,"house"
"2081",1991,781,"house"
"2081",1992,770,"house"
"2081",1993,757,"house"
"2081",1994,757,"house"
"2081",1995,757,"house"
"2081",1996,757,"house"
"2081",1997,758,"house"
"2081",1998,764,"house"
"2081",1999,772,"house"
"2081",2000,777,"house"
"2081",2001,787,"house"
"2081",2002,796,"house"
"2081",2003,811,"house"
"2081",2004,828,"house"
"2081",2005,905,"house"
"2081",2006,998,"house"
"2081",2007,1081,"house"
"2081",2008,1151,"house"
"2081",2009,1234,"house"
"2081",2010,1317,"house"
"2081",2011,1379,"house"
"2081",2012,1440,"house"
"2081",2013,1508,"house"
"2081",2014,1665,"house"
"2081",2015,1745,"house"
"2081",2016,1821,"house"
"2081",2017,1910,"house"
"2081",2018,1962,"house"
"2081",2019,1870,"house"
"2081",2020,1928,"house"
"2081",2021,2056,"house"
"2081",2022,2125,"house"
"2081",2023,2049,"house"
"2081",2024,1973,"house"
"2082",1990,530,"house"
"2082",1991,539,"house"
"2082",1992,531,"house"
"2082",1993,522,"house"
"2082",1994,522,"house"
"2082",1995,522,"house"
"2082",1996,522,"house"
"2082",1997,524,"house"
"2082",1998,528,"house"
"2082",1999,533,"house"
"2082",2000,537,"house"
"2082",2001,543,"house"
"2082",2002,550,"house"
"2082",2003,560,"house"
"2082",2004,572,"house"
"2082",2005,620,"house"
"2082",2006,679,"house"
"2082",2007,731,"house"
"2082",2008,775,"house"
"2082",2009,827,"house"
"2082",2010,879,"house"
"2082",2011,917,"house"
"2082",2012,954,"house"
"2082",2013,996,"house"
"2082",2014,1078,"house"
"2082",2015,1163,"house"
"2082",2016,1249,"house"
"2082",2017,1340,"house"
"2082",2018,1407,"house"
"2082",2019,1454,"house"
"2082",2020,1487,"house"
"2082",2021,1578,"house"
"2082",2022,1614,"house"
"2082",2023,1530,"house"
"2082",2024,1616,"house"
"2083",1990,449,"house"
"2083",1991,457,"house"
"2083",1992,451,"house"
"2083",1993,443,"house"
"2083",1994,443,"house"
"2083",1995,443,"house"
"2083",1996,443,"house"
"2083",1997,444,"house"
"2083",1998,447,"house"
"2083",1999,452,"house"
"2083",2000,455,"house"
"2083",2001,460,"house"
"2083",2002,466,"house"
"2083",2003,475,"house"
"2083",2004,485,"house"
"2083",2005,515,"house"
"2083",2006,555,"house"
"2083",2007,589,"house"
"2083",2008,615,"house"
"2083",2009,649,"house"
"2083",2010,683,"house"
"2083",2011,705,"house"
"2083",2012,726,"house"
"2083",2013,751,"house"
"2083",2014,766,"house"
"2083",2015,834,"house"
"2083",2016,902,"house"
"2083",2017,976,"house"
"2083",2018,1033,"house"
"2083",2019,1090,"house"
"2083",2020,1129,"house"
"2083",2021,1208,"house"
"2083",2022,1255,"house"
"2083",2023,1226,"house"
"2083",2024,1231,"house"
"2084",1990,547,"house"
"2084",1991,556,"house"
"2084",1992,548,"house"
"2084",1993,539,"house"
"2084",1994,539,"house"
"2084",1995,539,"house"
"2084",1996,539,"house"
"2084",1997,540,"house"
"2084",1998,544,"house"
"2084",1999,550,"house"
"2084",2000,554,"house"
"2084",2001,560,"house"
"2084",2002,567,"house"
"2084",2003,578,"house"
"2084",2004,590,"house"
"2084",2005,623,"house"
"2084",2006,666,"house"
"2084",2007,703,"house"
"2084",2008,730,"house"
"2084",2009,767,"house"
"2084",2010,804,"house"
"2084",2011,826,"house"
"2084",2012,847,"house"
"2084",2013,873,"house"
"2084",2014,867,"house"
"2084",2015,948,"house"
"2084",2016,1028,"house"
"2084",2017,1115,"house"
"2084",2018,1182,"house"
"2084",2019,1256,"house"
"2084",2020,1283,"house"
"2084",2021,1355,"house"
"2084",2022,1386,"house"
"2084",2023,1300,"house"
"2084",2024,1425,"house"
"2085",1990,539,"house"
"2085",1991,548,"house"
"2085",1992,540,"house"
"2085",1993,531,"house"
"2085",1994,531,"house"
"2085",1995,531,"house"
"2085",1996,531,"house"
"2085",1997,532,"house"
"2085",1998,536,"house"
"2085",1999,541,"house"
"2085",2000,545,"house"
"2085",2001,552,"house"
"2085",2002,558,"house"
"2085",2003,569,"house"
"2085",2004,581,"house"
"2085",2005,621,"house"
"2085",2006,671,"house"
"2085",2007,715,"house"
"2085",2008,750,"house"
"2085",2009,794,"house"
"2085",2010,838,"house"
"2085",2011,867,"house"
"2085",2012,895,"house"
