"laucode","year","value","type.of.building"
"2085",2013,929,"house"
"2085",2014,963,"house"
"2085",2015,1012,"house"
"2085",2016,1062,"house"
"2085",2017,1120,"house"
"2085",2018,1155,"house"
"2085",2019,1118,"house"
"2085",2020,1140,"house"
"2085",2021,1206,"house"
"2085",2022,1231,"house"
"2085",2023,1155,"house"
"2085",2024,1240,"house"
"2101",1990,362,"house"
"2101",1991,369,"house"
"2101",1992,364,"house"
"2101",1993,357,"house"
"2101",1994,359,"house"
"2101",1995,357,"house"
"2101",1996,359,"house"
"2101",1997,361,"house"
"2101",1998,364,"house"
"2101",1999,368,"house"
"2101",2000,372,"house"
"2101",2001,378,"house"
"2101",2002,382,"house"
"2101",2003,387,"house"
"2101",2004,397,"house"
"2101",2005,428,"house"
"2101",2006,459,"house"
"2101",2007,495,"house"
"2101",2008,523,"house"
"2101",2009,546,"house"
"2101",2010,573,"house"
"2101",2011,596,"house"
"2101",2012,615,"house"
"2101",2013,636,"house"
"2101",2014,680,"house"
"2101",2015,729,"house"
"2101",2016,779,"house"
"2101",2017,830,"house"
"2101",2018,870,"house"
"2101",2019,873,"house"
"2101",2020,888,"house"
"2101",2021,936,"house"
"2101",2022,956,"house"
"2101",2023,875,"house"
"2101",2024,986,"house"
"2104",1990,410,"house"
"2104",1991,418,"house"
"2104",1992,412,"house"
"2104",1993,404,"house"
"2104",1994,406,"house"
"2104",1995,404,"house"
"2104",1996,406,"house"
"2104",1997,408,"house"
"2104",1998,412,"house"
"2104",1999,417,"house"
"2104",2000,422,"house"
"2104",2001,428,"house"
"2104",2002,433,"house"
"2104",2003,438,"house"
"2104",2004,449,"house"
"2104",2005,476,"house"
"2104",2006,501,"house"
"2104",2007,532,"house"
"2104",2008,554,"house"
"2104",2009,570,"house"
"2104",2010,591,"house"
"2104",2011,607,"house"
"2104",2012,619,"house"
"2104",2013,633,"house"
"2104",2014,630,"house"
"2104",2015,670,"house"
"2104",2016,710,"house"
"2104",2017,752,"house"
"2104",2018,786,"house"
"2104",2019,770,"house"
"2104",2020,804,"house"
"2104",2021,865,"house"
"2104",2022,909,"house"
"2104",2023,896,"house"
"2104",2024,952,"house"
"2121",1990,325,"house"
"2121",1991,331,"house"
"2121",1992,327,"house"
"2121",1993,321,"house"
"2121",1994,322,"house"
"2121",1995,321,"house"
"2121",1996,322,"house"
"2121",1997,324,"house"
"2121",1998,327,"house"
"2121",1999,331,"house"
"2121",2000,335,"house"
"2121",2001,340,"house"
"2121",2002,344,"house"
"2121",2003,347,"house"
"2121",2004,357,"house"
"2121",2005,383,"house"
"2121",2006,409,"house"
"2121",2007,439,"house"
"2121",2008,462,"house"
"2121",2009,481,"house"
"2121",2010,503,"house"
"2121",2011,522,"house"
"2121",2012,537,"house"
"2121",2013,553,"house"
"2121",2014,581,"house"
"2121",2015,619,"house"
"2121",2016,661,"house"
"2121",2017,703,"house"
"2121",2018,737,"house"
"2121",2019,733,"house"
"2121",2020,780,"house"
"2121",2021,854,"house"
"2121",2022,910,"house"
"2121",2023,931,"house"
"2121",2024,905,"house"
"2132",1990,291,"house"
"2132",1991,297,"house"
"2132",1992,293,"house"
"2132",1993,287,"house"
"2132",1994,289,"house"
"2132",1995,287,"house"
"2132",1996,289,"house"
"2132",1997,290,"house"
"2132",1998,293,"house"
"2132",1999,296,"house"
"2132",2000,299,"house"
"2132",2001,304,"house"
"2132",2002,308,"house"
"2132",2003,311,"house"
"2132",2004,319,"house"
"2132",2005,343,"house"
"2132",2006,366,"house"
"2132",2007,393,"house"
"2132",2008,414,"house"
"2132",2009,431,"house"
"2132",2010,451,"house"
"2132",2011,468,"house"
"2132",2012,481,"house"
"2132",2013,496,"house"
"2132",2014,522,"house"
"2132",2015,550,"house"
"2132",2016,581,"house"
"2132",2017,611,"house"
"2132",2018,635,"house"
"2132",2019,609,"house"
"2132",2020,646,"house"
"2132",2021,705,"house"
"2132",2022,748,"house"
"2132",2023,762,"house"
"2132",2024,741,"house"
"2161",1990,532,"house"
"2161",1991,542,"house"
"2161",1992,534,"house"
"2161",1993,524,"house"
"2161",1994,527,"house"
"2161",1995,524,"house"
"2161",1996,527,"house"
"2161",1997,529,"house"
"2161",1998,534,"house"
"2161",1999,541,"house"
"2161",2000,547,"house"
"2161",2001,555,"house"
"2161",2002,562,"house"
"2161",2003,568,"house"
"2161",2004,583,"house"
"2161",2005,618,"house"
"2161",2006,651,"house"
"2161",2007,693,"house"
"2161",2008,723,"house"
"2161",2009,745,"house"
"2161",2010,773,"house"
"2161",2011,795,"house"
"2161",2012,812,"house"
"2161",2013,831,"house"
"2161",2014,835,"house"
"2161",2015,881,"house"
"2161",2016,936,"house"
"2161",2017,987,"house"
"2161",2018,1031,"house"
"2161",2019,996,"house"
"2161",2020,1067,"house"
"2161",2021,1171,"house"
"2161",2022,1243,"house"
"2161",2023,1287,"house"
"2161",2024,1347,"house"
"2180",1990,1055,"house"
"2180",1991,1075,"house"
"2180",1992,1060,"house"
"2180",1993,1040,"house"
"2180",1994,1045,"house"
"2180",1995,1040,"house"
"2180",1996,1045,"house"
"2180",1997,1050,"house"
"2180",1998,1060,"house"
"2180",1999,1072,"house"
"2180",2000,1085,"house"
"2180",2001,1102,"house"
"2180",2002,1114,"house"
"2180",2003,1126,"house"
"2180",2004,1156,"house"
"2180",2005,1246,"house"
"2180",2006,1334,"house"
"2180",2007,1436,"house"
"2180",2008,1517,"house"
"2180",2009,1582,"house"
"2180",2010,1658,"house"
"2180",2011,1723,"house"
"2180",2012,1777,"house"
"2180",2013,1835,"house"
"2180",2014,1951,"house"
"2180",2015,2080,"house"
"2180",2016,2221,"house"
"2180",2017,2361,"house"
"2180",2018,2476,"house"
"2180",2019,2465,"house"
"2180",2020,2513,"house"
"2180",2021,2647,"house"
"2180",2022,2715,"house"
"2180",2023,2495,"house"
"2180",2024,2578,"house"
"2181",1990,623,"house"
"2181",1991,635,"house"
"2181",1992,626,"house"
"2181",1993,615,"house"
"2181",1994,618,"house"
"2181",1995,615,"house"
"2181",1996,618,"house"
"2181",1997,620,"house"
"2181",1998,626,"house"
"2181",1999,634,"house"
"2181",2000,641,"house"
"2181",2001,651,"house"
"2181",2002,658,"house"
"2181",2003,665,"house"
"2181",2004,683,"house"
"2181",2005,728,"house"
"2181",2006,771,"house"
"2181",2007,824,"house"
"2181",2008,863,"house"
"2181",2009,893,"house"
"2181",2010,929,"house"
"2181",2011,960,"house"
"2181",2012,983,"house"
"2181",2013,1009,"house"
"2181",2014,1035,"house"
"2181",2015,1109,"house"
"2181",2016,1189,"house"
"2181",2017,1270,"house"
"2181",2018,1336,"house"
"2181",2019,1349,"house"
"2181",2020,1389,"house"
"2181",2021,1476,"house"
"2181",2022,1528,"house"
"2181",2023,1442,"house"
"2181",2024,1490,"house"
"2182",1990,487,"house"
"2182",1991,497,"house"
"2182",1992,490,"house"
"2182",1993,481,"house"
"2182",1994,483,"house"
"2182",1995,481,"house"
"2182",1996,483,"house"
"2182",1997,485,"house"
"2182",1998,490,"house"
"2182",1999,495,"house"
"2182",2000,501,"house"
"2182",2001,509,"house"
"2182",2002,515,"house"
"2182",2003,520,"house"
"2182",2004,534,"house"
"2182",2005,569,"house"
"2182",2006,602,"house"
"2182",2007,642,"house"
"2182",2008,672,"house"
"2182",2009,695,"house"
"2182",2010,723,"house"
"2182",2011,746,"house"
"2182",2012,764,"house"
"2182",2013,783,"house"
"2182",2014,798,"house"
"2182",2015,852,"house"
"2182",2016,910,"house"
"2182",2017,970,"house"
"2182",2018,1014,"house"
"2182",2019,1008,"house"
"2182",2020,1046,"house"
"2182",2021,1127,"house"
"2182",2022,1182,"house"
"2182",2023,1159,"house"
"2182",2024,1253,"house"
"2183",1990,441,"house"
"2183",1991,450,"house"
"2183",1992,444,"house"
"2183",1993,435,"house"
"2183",1994,437,"house"
"2183",1995,435,"house"
"2183",1996,437,"house"
"2183",1997,439,"house"
"2183",1998,444,"house"
"2183",1999,449,"house"
"2183",2000,454,"house"
"2183",2001,461,"house"
"2183",2002,466,"house"
"2183",2003,471,"house"
"2183",2004,484,"house"
"2183",2005,516,"house"
"2183",2006,548,"house"
"2183",2007,586,"house"
"2183",2008,615,"house"
"2183",2009,637,"house"
"2183",2010,664,"house"
"2183",2011,686,"house"
"2183",2012,703,"house"
"2183",2013,723,"house"
"2183",2014,744,"house"
"2183",2015,791,"house"
"2183",2016,841,"house"
"2183",2017,894,"house"
"2183",2018,936,"house"
"2183",2019,928,"house"
"2183",2020,970,"house"
"2183",2021,1047,"house"
"2183",2022,1098,"house"
"2183",2023,1085,"house"
"2183",2024,1121,"house"
"2184",1990,626,"house"
"2184",1991,638,"house"
"2184",1992,629,"house"
"2184",1993,618,"house"
"2184",1994,621,"house"
"2184",1995,618,"house"
"2184",1996,621,"house"
"2184",1997,624,"house"
"2184",1998,629,"house"
"2184",1999,637,"house"
"2184",2000,644,"house"
"2184",2001,654,"house"
"2184",2002,661,"house"
"2184",2003,669,"house"
"2184",2004,686,"house"
"2184",2005,743,"house"
"2184",2006,799,"house"
"2184",2007,864,"house"
"2184",2008,915,"house"
"2184",2009,957,"house"
"2184",2010,1006,"house"
"2184",2011,1048,"house"
"2184",2012,1084,"house"
"2184",2013,1122,"house"
"2184",2014,1210,"house"
"2184",2015,1284,"house"
"2184",2016,1365,"house"
"2184",2017,1452,"house"
"2184",2018,1516,"house"
"2184",2019,1490,"house"
"2184",2020,1550,"house"
"2184",2021,1662,"house"
"2184",2022,1730,"house"
"2184",2023,1680,"house"
"2184",2024,1629,"house"
"2260",1990,239,"house"
"2260",1991,243,"house"
"2260",1992,241,"house"
"2260",1993,234,"house"
"2260",1994,235,"house"
"2260",1995,233,"house"
"2260",1996,233,"house"
"2260",1997,234,"house"
"2260",1998,237,"house"
"2260",1999,239,"house"
"2260",2000,240,"house"
"2260",2001,242,"house"
"2260",2002,244,"house"
"2260",2003,247,"house"
"2260",2004,252,"house"
"2260",2005,265,"house"
"2260",2006,282,"house"
"2260",2007,296,"house"
"2260",2008,307,"house"
"2260",2009,318,"house"
"2260",2010,329,"house"
"2260",2011,334,"house"
"2260",2012,341,"house"
"2260",2013,350,"house"
"2260",2014,341,"house"
"2260",2015,360,"house"
"2260",2016,376,"house"
"2260",2017,394,"house"
"2260",2018,407,"house"
"2260",2019,396,"house"
"2260",2020,432,"house"
"2260",2021,477,"house"
"2260",2022,518,"house"
"2260",2023,555,"house"
"2260",2024,620,"house"
"2262",1990,553,"house"
"2262",1991,563,"house"
"2262",1992,559,"house"
"2262",1993,542,"house"
"2262",1994,546,"house"
"2262",1995,540,"house"
"2262",1996,540,"house"
"2262",1997,543,"house"
"2262",1998,549,"house"
"2262",1999,553,"house"
"2262",2000,558,"house"
"2262",2001,562,"house"
"2262",2002,566,"house"
"2262",2003,572,"house"
"2262",2004,584,"house"
"2262",2005,625,"house"
"2262",2006,675,"house"
"2262",2007,715,"house"
"2262",2008,751,"house"
"2262",2009,785,"house"
"2262",2010,821,"house"
"2262",2011,843,"house"
"2262",2012,869,"house"
"2262",2013,901,"house"
"2262",2014,932,"house"
"2262",2015,995,"house"
"2262",2016,1046,"house"
"2262",2017,1107,"house"
"2262",2018,1152,"house"
"2262",2019,1159,"house"
"2262",2020,1228,"house"
"2262",2021,1329,"house"
"2262",2022,1410,"house"
"2262",2023,1421,"house"
"2262",2024,1328,"house"
"2280",1990,468,"house"
"2280",1991,477,"house"
"2280",1992,473,"house"
"2280",1993,458,"house"
"2280",1994,462,"house"
"2280",1995,457,"house"
"2280",1996,457,"house"
"2280",1997,460,"house"
"2280",1998,464,"house"
"2280",1999,468,"house"
"2280",2000,472,"house"
"2280",2001,475,"house"
"2280",2002,479,"house"
"2280",2003,484,"house"
"2280",2004,494,"house"
"2280",2005,526,"house"
"2280",2006,565,"house"
"2280",2007,596,"house"
"2280",2008,624,"house"
"2280",2009,650,"house"
"2280",2010,678,"house"
"2280",2011,693,"house"
"2280",2012,712,"house"
"2280",2013,736,"house"
"2280",2014,748,"house"
"2280",2015,787,"house"
"2280",2016,821,"house"
"2280",2017,861,"house"
"2280",2018,887,"house"
"2280",2019,860,"house"
"2280",2020,906,"house"
"2280",2021,975,"house"
"2280",2022,1032,"house"
"2280",2023,1027,"house"
"2280",2024,1042,"house"
"2281",1990,747,"house"
"2281",1991,760,"house"
"2281",1992,754,"house"
"2281",1993,731,"house"
"2281",1994,737,"house"
"2281",1995,729,"house"
"2281",1996,729,"house"
"2281",1997,733,"house"
"2281",1998,741,"house"
"2281",1999,747,"house"
"2281",2000,753,"house"
"2281",2001,758,"house"
"2281",2002,764,"house"
"2281",2003,772,"house"
"2281",2004,788,"house"
"2281",2005,851,"house"
"2281",2006,925,"house"
"2281",2007,986,"house"
"2281",2008,1042,"house"
"2281",2009,1096,"house"
"2281",2010,1152,"house"
"2281",2011,1188,"house"
"2281",2012,1231,"house"
"2281",2013,1281,"house"
"2281",2014,1362,"house"
"2281",2015,1456,"house"
"2281",2016,1538,"house"
"2281",2017,1631,"house"
"2281",2018,1700,"house"
"2281",2019,1712,"house"
"2281",2020,1784,"house"
"2281",2021,1902,"house"
"2281",2022,1993,"house"
"2281",2023,1923,"house"
"2281",2024,1947,"house"
"2282",1990,264,"house"
"2282",1991,268,"house"
"2282",1992,266,"house"
"2282",1993,258,"house"
"2282",1994,260,"house"
"2282",1995,257,"house"
"2282",1996,257,"house"
"2282",1997,259,"house"
"2282",1998,262,"house"
"2282",1999,264,"house"
"2282",2000,266,"house"
"2282",2001,268,"house"
"2282",2002,270,"house"
"2282",2003,273,"house"
"2282",2004,278,"house"
"2282",2005,291,"house"
"2282",2006,307,"house"
"2282",2007,320,"house"
"2282",2008,330,"house"
"2282",2009,339,"house"
"2282",2010,350,"house"
"2282",2011,353,"house"
"2282",2012,358,"house"
"2282",2013,366,"house"
"2282",2014,345,"house"
"2282",2015,367,"house"
"2282",2016,386,"house"
"2282",2017,409,"house"
"2282",2018,424,"house"
"2282",2019,424,"house"
"2282",2020,442,"house"
"2282",2021,471,"house"
"2282",2022,493,"house"
"2282",2023,477,"house"
"2282",2024,548,"house"
"2283",1990,297,"house"
"2283",1991,303,"house"
"2283",1992,301,"house"
"2283",1993,291,"house"
"2283",1994,294,"house"
"2283",1995,290,"house"
"2283",1996,290,"house"
"2283",1997,292,"house"
"2283",1998,295,"house"
"2283",1999,297,"house"
"2283",2000,300,"house"
"2283",2001,302,"house"
"2283",2002,304,"house"
"2283",2003,308,"house"
"2283",2004,314,"house"
"2283",2005,331,"house"
"2283",2006,353,"house"
"2283",2007,370,"house"
"2283",2008,384,"house"
"2283",2009,398,"house"
"2283",2010,412,"house"
"2283",2011,419,"house"
"2283",2012,428,"house"
"2283",2013,440,"house"
"2283",2014,432,"house"
"2283",2015,451,"house"
"2283",2016,469,"house"
"2283",2017,490,"house"
"2283",2018,503,"house"
"2283",2019,483,"house"
"2283",2020,512,"house"
"2283",2021,556,"house"
"2283",2022,591,"house"
"2283",2023,598,"house"
"2283",2024,642,"house"
"2284",1990,484,"house"
"2284",1991,493,"house"
"2284",1992,489,"house"
"2284",1993,474,"house"
"2284",1994,478,"house"
"2284",1995,473,"house"
"2284",1996,473,"house"
"2284",1997,476,"house"
"2284",1998,481,"house"
"2284",1999,484,"house"
"2284",2000,488,"house"
"2284",2001,492,"house"
"2284",2002,496,"house"
"2284",2003,501,"house"
"2284",2004,511,"house"
"2284",2005,552,"house"
"2284",2006,600,"house"
"2284",2007,640,"house"
"2284",2008,676,"house"
"2284",2009,711,"house"
"2284",2010,747,"house"
"2284",2011,771,"house"
"2284",2012,798,"house"
"2284",2013,831,"house"
"2284",2014,884,"house"
"2284",2015,930,"house"
"2284",2016,972,"house"
"2284",2017,1019,"house"
"2284",2018,1050,"house"
"2284",2019,1022,"house"
"2284",2020,1071,"house"
"2284",2021,1145,"house"
"2284",2022,1207,"house"
"2284",2023,1183,"house"
"2284",2024,1200,"house"
"2303",1990,201,"house"
"2303",1991,205,"house"
"2303",1992,201,"house"
"2303",1993,196,"house"
"2303",1994,197,"house"
"2303",1995,196,"house"
"2303",1996,196,"house"
"2303",1997,197,"house"
"2303",1998,198,"house"
"2303",1999,200,"house"
"2303",2000,203,"house"
"2303",2001,204,"house"
"2303",2002,207,"house"
"2303",2003,211,"house"
"2303",2004,215,"house"
"2303",2005,223,"house"
"2303",2006,236,"house"
"2303",2007,245,"house"
"2303",2008,256,"house"
"2303",2009,259,"house"
"2303",2010,269,"house"
"2303",2011,276,"house"
"2303",2012,273,"house"
"2303",2013,281,"house"
"2303",2014,250,"house"
"2303",2015,267,"house"
"2303",2016,286,"house"
"2303",2017,303,"house"
"2303",2018,316,"house"
"2303",2019,333,"house"
"2303",2020,351,"house"
"2303",2021,388,"house"
"2303",2022,411,"house"
"2303",2023,411,"house"
"2303",2024,425,"house"
"2305",1990,277,"house"
"2305",1991,283,"house"
"2305",1992,277,"house"
"2305",1993,271,"house"
"2305",1994,272,"house"
"2305",1995,270,"house"
"2305",1996,271,"house"
"2305",1997,272,"house"
"2305",1998,273,"house"
"2305",1999,277,"house"
"2305",2000,280,"house"
"2305",2001,282,"house"
"2305",2002,286,"house"
"2305",2003,292,"house"
"2305",2004,297,"house"
"2305",2005,312,"house"
"2305",2006,334,"house"
"2305",2007,351,"house"
"2305",2008,369,"house"
"2305",2009,378,"house"
"2305",2010,395,"house"
"2305",2011,408,"house"
"2305",2012,408,"house"
"2305",2013,423,"house"
"2305",2014,402,"house"
"2305",2015,408,"house"
"2305",2016,421,"house"
"2305",2017,429,"house"
"2305",2018,431,"house"
"2305",2019,396,"house"
"2305",2020,426,"house"
"2305",2021,479,"house"
"2305",2022,514,"house"
"2305",2023,534,"house"
"2305",2024,547,"house"
"2309",1990,696,"house"
"2309",1991,710,"house"
"2309",1992,696,"house"
"2309",1993,680,"house"
"2309",1994,684,"house"
"2309",1995,678,"house"
"2309",1996,680,"house"
"2309",1997,684,"house"
"2309",1998,685,"house"
"2309",1999,694,"house"
"2309",2000,703,"house"
"2309",2001,708,"house"
"2309",2002,719,"house"
"2309",2003,733,"house"
"2309",2004,745,"house"
"2309",2005,803,"house"
"2309",2006,876,"house"
"2309",2007,937,"house"
"2309",2008,1003,"house"
"2309",2009,1044,"house"
"2309",2010,1106,"house"
"2309",2011,1159,"house"
"2309",2012,1179,"house"
"2309",2013,1234,"house"
"2309",2014,1279,"house"
"2309",2015,1344,"house"
"2309",2016,1424,"house"
"2309",2017,1486,"house"
"2309",2018,1532,"house"
"2309",2019,1551,"house"
"2309",2020,1626,"house"
"2309",2021,1776,"house"
"2309",2022,1872,"house"
"2309",2023,1833,"house"
"2309",2024,1896,"house"
"2313",1990,267,"house"
"2313",1991,273,"house"
"2313",1992,267,"house"
"2313",1993,261,"house"
"2313",1994,263,"house"
"2313",1995,261,"house"
"2313",1996,261,"house"
"2313",1997,263,"house"
"2313",1998,263,"house"
"2313",1999,267,"house"
"2313",2000,270,"house"
"2313",2001,272,"house"
"2313",2002,276,"house"
"2313",2003,282,"house"
"2313",2004,286,"house"
"2313",2005,304,"house"
"2313",2006,327,"house"
"2313",2007,347,"house"
"2313",2008,367,"house"
"2313",2009,379,"house"
"2313",2010,398,"house"
"2313",2011,414,"house"
"2313",2012,417,"house"
"2313",2013,434,"house"
"2313",2014,428,"house"
"2313",2015,442,"house"
"2313",2016,461,"house"
"2313",2017,475,"house"
"2313",2018,484,"house"
"2313",2019,469,"house"
"2313",2020,487,"house"
"2313",2021,531,"house"
"2313",2022,556,"house"
"2313",2023,531,"house"
"2313",2024,608,"house"
"2321",1990,836,"house"
"2321",1991,852,"house"
"2321",1992,836,"house"
"2321",1993,817,"house"
"2321",1994,821,"house"
"2321",1995,815,"house"
"2321",1996,817,"house"
"2321",1997,821,"house"
"2321",1998,823,"house"
"2321",1999,833,"house"
"2321",2000,844,"house"
"2321",2001,850,"house"
"2321",2002,863,"house"
"2321",2003,880,"house"
"2321",2004,894,"house"
"2321",2005,973,"house"
"2321",2006,1068,"house"
"2321",2007,1151,"house"
"2321",2008,1238,"house"
"2321",2009,1296,"house"
"2321",2010,1379,"house"
"2321",2011,1451,"house"
"2321",2012,1484,"house"
"2321",2013,1558,"house"
"2321",2014,1664,"house"
"2321",2015,1786,"house"
"2321",2016,1918,"house"
"2321",2017,2041,"house"
"2321",2018,2150,"house"
"2321",2019,2288,"house"
"2321",2020,2394,"house"
"2321",2021,2620,"house"
"2321",2022,2760,"house"
"2321",2023,2671,"house"
"2321",2024,3068,"house"
"2326",1990,344,"house"
"2326",1991,351,"house"
"2326",1992,344,"house"
"2326",1993,336,"house"
"2326",1994,338,"house"
"2326",1995,335,"house"
"2326",1996,336,"house"
"2326",1997,338,"house"
"2326",1998,339,"house"
"2326",1999,343,"house"
"2326",2000,347,"house"
"2326",2001,350,"house"
"2326",2002,355,"house"
"2326",2003,362,"house"
"2326",2004,368,"house"
"2326",2005,390,"house"
"2326",2006,418,"house"
"2326",2007,441,"house"
"2326",2008,466,"house"
"2326",2009,479,"house"
"2326",2010,503,"house"
"2326",2011,522,"house"
"2326",2012,524,"house"
