"nuts","year","type.of.building","value","level","measure"
"682","2020","all",1407140,"laucode","totalm2"
"682","2021","all",1419980,"laucode","totalm2"
"682","2022","all",1427674,"laucode","totalm2"
"683","2019","all",1563790,"laucode","totalm2"
"683","2020","all",1567531,"laucode","totalm2"
"683","2021","all",1574989,"laucode","totalm2"
"683","2022","all",1579677,"laucode","totalm2"
"684","2019","all",536438,"laucode","totalm2"
"684","2020","all",540497,"laucode","totalm2"
"684","2021","all",540723,"laucode","totalm2"
"684","2022","all",546398,"laucode","totalm2"
"685","2019","all",1337480,"laucode","totalm2"
"685","2020","all",1342890,"laucode","totalm2"
"685","2021","all",1347838,"laucode","totalm2"
"685","2022","all",1352435,"laucode","totalm2"
"686","2019","all",854603,"laucode","totalm2"
"686","2020","all",860956,"laucode","totalm2"
"686","2021","all",862011,"laucode","totalm2"
"686","2022","all",864988,"laucode","totalm2"
"687","2019","all",855748,"laucode","totalm2"
"687","2020","all",861332,"laucode","totalm2"
"687","2021","all",867543,"laucode","totalm2"
"687","2022","all",866522,"laucode","totalm2"
"760","2019","all",475519,"laucode","totalm2"
"760","2020","all",477287,"laucode","totalm2"
"760","2021","all",477842,"laucode","totalm2"
"760","2022","all",478962,"laucode","totalm2"
"761","2019","all",398219,"laucode","totalm2"
"761","2020","all",401856,"laucode","totalm2"
"761","2021","all",402085,"laucode","totalm2"
"761","2022","all",409106,"laucode","totalm2"
"763","2019","all",654698,"laucode","totalm2"
"763","2020","all",654128,"laucode","totalm2"
"763","2021","all",652505,"laucode","totalm2"
"763","2022","all",650981,"laucode","totalm2"
"764","2019","all",936399,"laucode","totalm2"
"764","2020","all",946893,"laucode","totalm2"
"764","2021","all",957155,"laucode","totalm2"
"764","2022","all",958602,"laucode","totalm2"
"765","2019","all",810778,"laucode","totalm2"
"765","2020","all",824105,"laucode","totalm2"
"765","2021","all",824003,"laucode","totalm2"
"765","2022","all",829878,"laucode","totalm2"
"767","2019","all",496123,"laucode","totalm2"
"767","2020","all",497765,"laucode","totalm2"
"767","2021","all",500869,"laucode","totalm2"
"767","2022","all",503114,"laucode","totalm2"
"780","2019","all",4009662,"laucode","totalm2"
"780","2020","all",4071482,"laucode","totalm2"
"780","2021","all",4125224,"laucode","totalm2"
"780","2022","all",4181387,"laucode","totalm2"
"781","2019","all",1352933,"laucode","totalm2"
"781","2020","all",1354191,"laucode","totalm2"
"781","2021","all",1364836,"laucode","totalm2"
"781","2022","all",1370853,"laucode","totalm2"
"821","2019","all",291327,"laucode","totalm2"
"821","2020","all",288893,"laucode","totalm2"
"821","2021","all",288160,"laucode","totalm2"
"821","2022","all",287357,"laucode","totalm2"
"834","2019","all",351054,"laucode","totalm2"
"834","2020","all",353594,"laucode","totalm2"
"834","2021","all",353357,"laucode","totalm2"
"834","2022","all",350304,"laucode","totalm2"
"840","2019","all",710322,"laucode","totalm2"
"840","2020","all",730110,"laucode","totalm2"
"840","2021","all",737688,"laucode","totalm2"
"840","2022","all",746171,"laucode","totalm2"
"860","2019","all",706904,"laucode","totalm2"
"860","2020","all",710361,"laucode","totalm2"
"860","2021","all",707547,"laucode","totalm2"
"860","2022","all",698776,"laucode","totalm2"
"861","2019","all",629481,"laucode","totalm2"
"861","2020","all",629276,"laucode","totalm2"
"861","2021","all",629583,"laucode","totalm2"
"861","2022","all",632038,"laucode","totalm2"
"862","2019","all",480136,"laucode","totalm2"
"862","2020","all",479732,"laucode","totalm2"
"862","2021","all",482481,"laucode","totalm2"
"862","2022","all",480146,"laucode","totalm2"
"880","2019","all",2977496,"laucode","totalm2"
"880","2020","all",3030622,"laucode","totalm2"
"880","2021","all",3060733,"laucode","totalm2"
"880","2022","all",3123138,"laucode","totalm2"
"881","2019","all",964503,"laucode","totalm2"
"881","2020","all",964864,"laucode","totalm2"
"881","2021","all",966271,"laucode","totalm2"
"881","2022","all",965907,"laucode","totalm2"
"882","2019","all",1252012,"laucode","totalm2"
"882","2020","all",1256712,"laucode","totalm2"
"882","2021","all",1262810,"laucode","totalm2"
"882","2022","all",1264998,"laucode","totalm2"
"883","2019","all",1713907,"laucode","totalm2"
"883","2020","all",1722947,"laucode","totalm2"
"883","2021","all",1732253,"laucode","totalm2"
"883","2022","all",1736792,"laucode","totalm2"
"884","2019","all",731146,"laucode","totalm2"
"884","2020","all",733462,"laucode","totalm2"
"884","2021","all",734041,"laucode","totalm2"
"884","2022","all",737369,"laucode","totalm2"
"885","2019","all",562104,"laucode","totalm2"
"885","2020","all",564095,"laucode","totalm2"
"885","2021","all",570624,"laucode","totalm2"
"885","2022","all",574222,"laucode","totalm2"
"980","2019","all",2552240,"laucode","totalm2"
"980","2020","all",2584151,"laucode","totalm2"
"980","2021","all",2602202,"laucode","totalm2"
"980","2022","all",2631076,"laucode","totalm2"
"1060","2019","all",630816,"laucode","totalm2"
"1060","2020","all",633263,"laucode","totalm2"
"1060","2021","all",636388,"laucode","totalm2"
"1060","2022","all",635212,"laucode","totalm2"
"1080","2019","all",2878413,"laucode","totalm2"
"1080","2020","all",2912980,"laucode","totalm2"
"1080","2021","all",2932808,"laucode","totalm2"
"1080","2022","all",2956137,"laucode","totalm2"
"1081","2019","all",1318854,"laucode","totalm2"
"1081","2020","all",1321834,"laucode","totalm2"
"1081","2021","all",1330356,"laucode","totalm2"
"1081","2022","all",1332699,"laucode","totalm2"
"1082","2019","all",1480704,"laucode","totalm2"
"1082","2020","all",1485220,"laucode","totalm2"
"1082","2021","all",1490736,"laucode","totalm2"
"1082","2022","all",1495570,"laucode","totalm2"
"1083","2019","all",822225,"laucode","totalm2"
"1083","2020","all",828766,"laucode","totalm2"
"1083","2021","all",833452,"laucode","totalm2"
"1083","2022","all",834979,"laucode","totalm2"
"1214","2019","all",622964,"laucode","totalm2"
"1214","2020","all",628294,"laucode","totalm2"
"1214","2021","all",629328,"laucode","totalm2"
"1214","2022","all",631220,"laucode","totalm2"
"1230","2019","all",1108268,"laucode","totalm2"
"1230","2020","all",1118988,"laucode","totalm2"
"1230","2021","all",1128478,"laucode","totalm2"
"1230","2022","all",1142483,"laucode","totalm2"
"1231","2019","all",714322,"laucode","totalm2"
"1231","2020","all",735391,"laucode","totalm2"
"1231","2021","all",740518,"laucode","totalm2"
"1231","2022","all",747134,"laucode","totalm2"
"1233","2019","all",1783014,"laucode","totalm2"
"1233","2020","all",1795008,"laucode","totalm2"
"1233","2021","all",1813342,"laucode","totalm2"
"1233","2022","all",1841282,"laucode","totalm2"
"1256","2019","all",670813,"laucode","totalm2"
"1256","2020","all",671292,"laucode","totalm2"
"1256","2021","all",672890,"laucode","totalm2"
"1256","2022","all",669316,"laucode","totalm2"
"1257","2019","all",484730,"laucode","totalm2"
"1257","2020","all",488131,"laucode","totalm2"
"1257","2021","all",491787,"laucode","totalm2"
"1257","2022","all",494569,"laucode","totalm2"
"1260","2019","all",647289,"laucode","totalm2"
"1260","2020","all",646686,"laucode","totalm2"
"1260","2021","all",646189,"laucode","totalm2"
"1260","2022","all",651550,"laucode","totalm2"
"1261","2019","all",1388206,"laucode","totalm2"
"1261","2020","all",1399800,"laucode","totalm2"
"1261","2021","all",1419686,"laucode","totalm2"
"1261","2022","all",1424338,"laucode","totalm2"
"1262","2019","all",1096074,"laucode","totalm2"
"1262","2020","all",1106231,"laucode","totalm2"
"1262","2021","all",1106008,"laucode","totalm2"
"1262","2022","all",1110755,"laucode","totalm2"
"1263","2019","all",904981,"laucode","totalm2"
"1263","2020","all",918079,"laucode","totalm2"
"1263","2021","all",930503,"laucode","totalm2"
"1263","2022","all",938095,"laucode","totalm2"
"1264","2019","all",721064,"laucode","totalm2"
"1264","2020","all",743373,"laucode","totalm2"
"1264","2021","all",751240,"laucode","totalm2"
"1264","2022","all",765790,"laucode","totalm2"
"1265","2019","all",892227,"laucode","totalm2"
"1265","2020","all",896618,"laucode","totalm2"
"1265","2021","all",896807,"laucode","totalm2"
"1265","2022","all",898137,"laucode","totalm2"
"1266","2019","all",726299,"laucode","totalm2"
"1266","2020","all",733347,"laucode","totalm2"
"1266","2021","all",740204,"laucode","totalm2"
"1266","2022","all",742089,"laucode","totalm2"
"1267","2019","all",762530,"laucode","totalm2"
"1267","2020","all",770422,"laucode","totalm2"
"1267","2021","all",784852,"laucode","totalm2"
"1267","2022","all",795503,"laucode","totalm2"
"1270","2019","all",648102,"laucode","totalm2"
"1270","2020","all",651849,"laucode","totalm2"
"1270","2021","all",655148,"laucode","totalm2"
"1270","2022","all",658853,"laucode","totalm2"
"1272","2019","all",575417,"laucode","totalm2"
"1272","2020","all",576317,"laucode","totalm2"
"1272","2021","all",575613,"laucode","totalm2"
"1272","2022","all",576769,"laucode","totalm2"
"1273","2019","all",635722,"laucode","totalm2"
"1273","2020","all",639386,"laucode","totalm2"
"1273","2021","all",640703,"laucode","totalm2"
"1273","2022","all",642700,"laucode","totalm2"
"1275","2019","all",325307,"laucode","totalm2"
"1275","2020","all",325823,"laucode","totalm2"
"1275","2021","all",326028,"laucode","totalm2"
"1275","2022","all",325262,"laucode","totalm2"
"1276","2019","all",799530,"laucode","totalm2"
"1276","2020","all",803237,"laucode","totalm2"
"1276","2021","all",804060,"laucode","totalm2"
"1276","2022","all",810306,"laucode","totalm2"
"1277","2019","all",651714,"laucode","totalm2"
"1277","2020","all",651663,"laucode","totalm2"
"1277","2021","all",651275,"laucode","totalm2"
"1277","2022","all",653895,"laucode","totalm2"
"1278","2019","all",830632,"laucode","totalm2"
"1278","2020","all",848056,"laucode","totalm2"
"1278","2021","all",853456,"laucode","totalm2"
"1278","2022","all",864467,"laucode","totalm2"
"1280","2019","all",12618497,"laucode","totalm2"
"1280","2020","all",12834779,"laucode","totalm2"
"1280","2021","all",13019376,"laucode","totalm2"
"1280","2022","all",13223079,"laucode","totalm2"
"1281","2019","all",4672343,"laucode","totalm2"
"1281","2020","all",4790624,"laucode","totalm2"
"1281","2021","all",4863905,"laucode","totalm2"
"1281","2022","all",4907385,"laucode","totalm2"
"1282","2019","all",1794544,"laucode","totalm2"
"1282","2020","all",1809949,"laucode","totalm2"
"1282","2021","all",1819708,"laucode","totalm2"
"1282","2022","all",1901879,"laucode","totalm2"
"1283","2019","all",5953201,"laucode","totalm2"
"1283","2020","all",5981732,"laucode","totalm2"
"1283","2021","all",5992069,"laucode","totalm2"
"1283","2022","all",6075920,"laucode","totalm2"
"1284","2019","all",1244314,"laucode","totalm2"
"1284","2020","all",1251122,"laucode","totalm2"
"1284","2021","all",1262430,"laucode","totalm2"
"1284","2022","all",1264544,"laucode","totalm2"
"1285","2019","all",1411144,"laucode","totalm2"
"1285","2020","all",1431968,"laucode","totalm2"
"1285","2021","all",1434303,"laucode","totalm2"
"1285","2022","all",1435268,"laucode","totalm2"
"1286","2019","all",1411888,"laucode","totalm2"
"1286","2020","all",1431905,"laucode","totalm2"
"1286","2021","all",1457232,"laucode","totalm2"
"1286","2022","all",1460222,"laucode","totalm2"
"1287","2019","all",1987933,"laucode","totalm2"
"1287","2020","all",1991973,"laucode","totalm2"
"1287","2021","all",2013604,"laucode","totalm2"
"1287","2022","all",2053136,"laucode","totalm2"
"1290","2019","all",3785816,"laucode","totalm2"
"1290","2020","all",3829042,"laucode","totalm2"
"1290","2021","all",3865991,"laucode","totalm2"
"1290","2022","all",3888707,"laucode","totalm2"
"1291","2019","all",1001800,"laucode","totalm2"
"1291","2020","all",1008667,"laucode","totalm2"
"1291","2021","all",1015328,"laucode","totalm2"
"1291","2022","all",1015306,"laucode","totalm2"
"1292","2019","all",1981610,"laucode","totalm2"
"1292","2020","all",2002484,"laucode","totalm2"
"1292","2021","all",2042920,"laucode","totalm2"
"1292","2022","all",2059490,"laucode","totalm2"
"1293","2019","all",2388886,"laucode","totalm2"
"1293","2020","all",2406057,"laucode","totalm2"
"1293","2021","all",2419863,"laucode","totalm2"
"1293","2022","all",2433633,"laucode","totalm2"
"1315","2019","all",485430,"laucode","totalm2"
"1315","2020","all",487942,"laucode","totalm2"
"1315","2021","all",488045,"laucode","totalm2"
"1315","2022","all",485855,"laucode","totalm2"
"1380","2019","all",4340534,"laucode","totalm2"
"1380","2020","all",4384854,"laucode","totalm2"
"1380","2021","all",4415003,"laucode","totalm2"
"1380","2022","all",4460001,"laucode","totalm2"
"1381","2019","all",1242444,"laucode","totalm2"
"1381","2020","all",1254208,"laucode","totalm2"
"1381","2021","all",1281095,"laucode","totalm2"
"1381","2022","all",1295924,"laucode","totalm2"
"1382","2019","all",2070259,"laucode","totalm2"
"1382","2020","all",2098269,"laucode","totalm2"
"1382","2021","all",2135010,"laucode","totalm2"
"1382","2022","all",2161107,"laucode","totalm2"
"1383","2019","all",2855350,"laucode","totalm2"
"1383","2020","all",2907114,"laucode","totalm2"
"1383","2021","all",2961000,"laucode","totalm2"
"1383","2022","all",3006622,"laucode","totalm2"
"1384","2019","all",3698915,"laucode","totalm2"
"1384","2020","all",3747012,"laucode","totalm2"
"1384","2021","all",3783621,"laucode","totalm2"
"1384","2022","all",3808794,"laucode","totalm2"
"1401","2019","all",1494022,"laucode","totalm2"
"1401","2020","all",1518133,"laucode","totalm2"
"1401","2021","all",1540486,"laucode","totalm2"
"1401","2022","all",1581675,"laucode","totalm2"
"1402","2019","all",1523331,"laucode","totalm2"
"1402","2020","all",1526526,"laucode","totalm2"
"1402","2021","all",1529635,"laucode","totalm2"
"1402","2022","all",1553557,"laucode","totalm2"
"1407","2019","all",575827,"laucode","totalm2"
"1407","2020","all",580226,"laucode","totalm2"
"1407","2021","all",579910,"laucode","totalm2"
"1407","2022","all",577448,"laucode","totalm2"
"1415","2019","all",1119760,"laucode","totalm2"
"1415","2020","all",1139369,"laucode","totalm2"
"1415","2021","all",1159227,"laucode","totalm2"
"1415","2022","all",1172933,"laucode","totalm2"
"1419","2019","all",678323,"laucode","totalm2"
"1419","2020","all",679616,"laucode","totalm2"
"1419","2021","all",689285,"laucode","totalm2"
"1419","2022","all",689900,"laucode","totalm2"
"1421","2019","all",714031,"laucode","totalm2"
"1421","2020","all",724382,"laucode","totalm2"
"1421","2021","all",724436,"laucode","totalm2"
"1421","2022","all",729762,"laucode","totalm2"
"1427","2019","all",473757,"laucode","totalm2"
"1427","2020","all",483171,"laucode","totalm2"
"1427","2021","all",484763,"laucode","totalm2"
"1427","2022","all",492792,"laucode","totalm2"
"1430","2019","all",462448,"laucode","totalm2"
"1430","2020","all",464868,"laucode","totalm2"
"1430","2021","all",466707,"laucode","totalm2"
"1430","2022","all",467414,"laucode","totalm2"
"1435","2019","all",597933,"laucode","totalm2"
"1435","2020","all",605996,"laucode","totalm2"
"1435","2021","all",615294,"laucode","totalm2"
"1435","2022","all",617806,"laucode","totalm2"
"1438","2019","all",230503,"laucode","totalm2"
"1438","2020","all",231907,"laucode","totalm2"
"1438","2021","all",233170,"laucode","totalm2"
"1438","2022","all",231710,"laucode","totalm2"
"1439","2019","all",310721,"laucode","totalm2"
"1439","2020","all",312373,"laucode","totalm2"
"1439","2021","all",312017,"laucode","totalm2"
"1439","2022","all",311281,"laucode","totalm2"
"1440","2019","all",1254368,"laucode","totalm2"
"1440","2020","all",1268206,"laucode","totalm2"
"1440","2021","all",1281394,"laucode","totalm2"
"1440","2022","all",1294656,"laucode","totalm2"
"1441","2019","all",1770022,"laucode","totalm2"
"1441","2020","all",1791237,"laucode","totalm2"
"1441","2021","all",1802269,"laucode","totalm2"
"1441","2022","all",1809176,"laucode","totalm2"
"1442","2019","all",498548,"laucode","totalm2"
"1442","2020","all",506121,"laucode","totalm2"
"1442","2021","all",508875,"laucode","totalm2"
"1442","2022","all",510061,"laucode","totalm2"
"1443","2019","all",413062,"laucode","totalm2"
"1443","2020","all",415312,"laucode","totalm2"
"1443","2021","all",418724,"laucode","totalm2"
"1443","2022","all",421843,"laucode","totalm2"
"1444","2019","all",282263,"laucode","totalm2"
"1444","2020","all",282934,"laucode","totalm2"
"1444","2021","all",283812,"laucode","totalm2"
"1444","2022","all",283578,"laucode","totalm2"
"1445","2019","all",270264,"laucode","totalm2"
"1445","2020","all",272842,"laucode","totalm2"
"1445","2021","all",271586,"laucode","totalm2"
"1445","2022","all",271073,"laucode","totalm2"
"1446","2019","all",358681,"laucode","totalm2"
"1446","2020","all",360295,"laucode","totalm2"
"1446","2021","all",365323,"laucode","totalm2"
"1446","2022","all",370664,"laucode","totalm2"
"1447","2019","all",265926,"laucode","totalm2"
"1447","2020","all",266593,"laucode","totalm2"
"1447","2021","all",264556,"laucode","totalm2"
"1447","2022","all",265802,"laucode","totalm2"
"1452","2019","all",553230,"laucode","totalm2"
"1452","2020","all",553247,"laucode","totalm2"
"1452","2021","all",555370,"laucode","totalm2"
"1452","2022","all",559744,"laucode","totalm2"
"1460","2019","all",474770,"laucode","totalm2"
"1460","2020","all",478260,"laucode","totalm2"
"1460","2021","all",476148,"laucode","totalm2"
"1460","2022","all",474665,"laucode","totalm2"
"1461","2019","all",418892,"laucode","totalm2"
"1461","2020","all",445776,"laucode","totalm2"
"1461","2021","all",446961,"laucode","totalm2"
"1461","2022","all",445747,"laucode","totalm2"
"1462","2019","all",590724,"laucode","totalm2"
"1462","2020","all",595034,"laucode","totalm2"
"1462","2021","all",599490,"laucode","totalm2"
"1462","2022","all",601587,"laucode","totalm2"
"1463","2019","all",1508186,"laucode","totalm2"
"1463","2020","all",1522648,"laucode","totalm2"
"1463","2021","all",1538314,"laucode","totalm2"
"1463","2022","all",1551262,"laucode","totalm2"
"1465","2019","all",508428,"laucode","totalm2"
"1465","2020","all",511796,"laucode","totalm2"
"1465","2021","all",513880,"laucode","totalm2"
"1465","2022","all",513182,"laucode","totalm2"
"1466","2019","all",440265,"laucode","totalm2"
"1466","2020","all",443014,"laucode","totalm2"
"1466","2021","all",446999,"laucode","totalm2"
"1466","2022","all",449994,"laucode","totalm2"
"1470","2019","all",785506,"laucode","totalm2"
"1470","2020","all",787805,"laucode","totalm2"
"1470","2021","all",788694,"laucode","totalm2"
"1470","2022","all",789908,"laucode","totalm2"
"1471","2019","all",624998,"laucode","totalm2"
"1471","2020","all",626124,"laucode","totalm2"
"1471","2021","all",626419,"laucode","totalm2"
"1471","2022","all",626268,"laucode","totalm2"
"1472","2019","all",512034,"laucode","totalm2"
"1472","2020","all",512832,"laucode","totalm2"
"1472","2021","all",514720,"laucode","totalm2"
"1472","2022","all",513815,"laucode","totalm2"
"1473","2019","all",452401,"laucode","totalm2"
"1473","2020","all",453619,"laucode","totalm2"
"1473","2021","all",455656,"laucode","totalm2"
"1473","2022","all",453232,"laucode","totalm2"
"1480","2019","all",20933123,"laucode","totalm2"
"1480","2020","all",21182349,"laucode","totalm2"
"1480","2021","all",21494018,"laucode","totalm2"
"1480","2022","all",21838452,"laucode","totalm2"
"1481","2019","all",2669596,"laucode","totalm2"
"1481","2020","all",2683598,"laucode","totalm2"
"1481","2021","all",2710599,"laucode","totalm2"
"1481","2022","all",2729107,"laucode","totalm2"
"1482","2019","all",1875832,"laucode","totalm2"
"1482","2020","all",1909579,"laucode","totalm2"
"1482","2021","all",1931358,"laucode","totalm2"
"1482","2022","all",1962470,"laucode","totalm2"
"1484","2019","all",702787,"laucode","totalm2"
"1484","2020","all",704462,"laucode","totalm2"
"1484","2021","all",707083,"laucode","totalm2"
"1484","2022","all",707662,"laucode","totalm2"
"1485","2019","all",2305906,"laucode","totalm2"
"1485","2020","all",2316436,"laucode","totalm2"
"1485","2021","all",2330285,"laucode","totalm2"
"1485","2022","all",2335999,"laucode","totalm2"
"1486","2019","all",594158,"laucode","totalm2"
"1486","2020","all",595361,"laucode","totalm2"
"1486","2021","all",601490,"laucode","totalm2"
"1486","2022","all",614132,"laucode","totalm2"
"1487","2019","all",1690612,"laucode","totalm2"
"1487","2020","all",1691665,"laucode","totalm2"
"1487","2021","all",1718231,"laucode","totalm2"
"1487","2022","all",1739079,"laucode","totalm2"
"1488","2019","all",2355952,"laucode","totalm2"
"1488","2020","all",2386836,"laucode","totalm2"
"1488","2021","all",2400273,"laucode","totalm2"
"1488","2022","all",2410830,"laucode","totalm2"
"1489","2019","all",1768780,"laucode","totalm2"
"1489","2020","all",1788926,"laucode","totalm2"
"1489","2021","all",1811833,"laucode","totalm2"
"1489","2022","all",1827621,"laucode","totalm2"
"1490","2019","all",4471578,"laucode","totalm2"
"1490","2020","all",4497922,"laucode","totalm2"
"1490","2021","all",4530351,"laucode","totalm2"
"1490","2022","all",4593043,"laucode","totalm2"
"1491","2019","all",1126650,"laucode","totalm2"
"1491","2020","all",1128883,"laucode","totalm2"
"1491","2021","all",1136097,"laucode","totalm2"
"1491","2022","all",1146036,"laucode","totalm2"
"1492","2019","all",597002,"laucode","totalm2"
"1492","2020","all",598308,"laucode","totalm2"
"1492","2021","all",598982,"laucode","totalm2"
"1492","2022","all",599657,"laucode","totalm2"
"1493","2019","all",1170107,"laucode","totalm2"
"1493","2020","all",1174840,"laucode","totalm2"
"1493","2021","all",1179358,"laucode","totalm2"
"1493","2022","all",1189296,"laucode","totalm2"
"1494","2019","all",1802932,"laucode","totalm2"
"1494","2020","all",1812712,"laucode","totalm2"
"1494","2021","all",1826058,"laucode","totalm2"
"1494","2022","all",1834199,"laucode","totalm2"
"1495","2019","all",866922,"laucode","totalm2"
"1495","2020","all",866697,"laucode","totalm2"
"1495","2021","all",869667,"laucode","totalm2"
"1495","2022","all",871356,"laucode","totalm2"
"1496","2019","all",2443103,"laucode","totalm2"
"1496","2020","all",2470060,"laucode","totalm2"
"1496","2021","all",2491873,"laucode","totalm2"
"1496","2022","all",2497553,"laucode","totalm2"
"1497","2019","all",442750,"laucode","totalm2"
"1497","2020","all",441931,"laucode","totalm2"
"1497","2021","all",444758,"laucode","totalm2"
"1497","2022","all",444208,"laucode","totalm2"
"1498","2019","all",598638,"laucode","totalm2"
"1498","2020","all",601316,"laucode","totalm2"
"1498","2021","all",605442,"laucode","totalm2"
"1498","2022","all",609008,"laucode","totalm2"
"1499","2019","all",1496854,"laucode","totalm2"
"1499","2020","all",1508504,"laucode","totalm2"
"1499","2021","all",1514500,"laucode","totalm2"
"1499","2022","all",1518049,"laucode","totalm2"
"1715","2019","all",542875,"laucode","totalm2"
"1715","2020","all",545674,"laucode","totalm2"
"1715","2021","all",548425,"laucode","totalm2"
"1715","2022","all",548118,"laucode","totalm2"
"1730","2019","all",394804,"laucode","totalm2"
"1730","2020","all",395969,"laucode","totalm2"
"1730","2021","all",397074,"laucode","totalm2"
"1730","2022","all",396690,"laucode","totalm2"
"1737","2019","all",612403,"laucode","totalm2"
"1737","2020","all",613375,"laucode","totalm2"
"1737","2021","all",611725,"laucode","totalm2"
"1737","2022","all",620962,"laucode","totalm2"
"1760","2019","all",202191,"laucode","totalm2"
"1760","2020","all",202885,"laucode","totalm2"
"1760","2021","all",204931,"laucode","totalm2"
"1760","2022","all",202910,"laucode","totalm2"
"1761","2019","all",670647,"laucode","totalm2"
"1761","2020","all",674565,"laucode","totalm2"
"1761","2021","all",678080,"laucode","totalm2"
"1761","2022","all",686769,"laucode","totalm2"
"1762","2019","all",195152,"laucode","totalm2"
"1762","2020","all",195576,"laucode","totalm2"
"1762","2021","all",195606,"laucode","totalm2"
"1762","2022","all",195726,"laucode","totalm2"
"1763","2019","all",542576,"laucode","totalm2"
"1763","2020","all",545781,"laucode","totalm2"
"1763","2021","all",546864,"laucode","totalm2"
"1763","2022","all",548122,"laucode","totalm2"
"1764","2019","all",435503,"laucode","totalm2"
"1764","2020","all",438796,"laucode","totalm2"
"1764","2021","all",439813,"laucode","totalm2"
"1764","2022","all",440062,"laucode","totalm2"
"1765","2019","all",452599,"laucode","totalm2"
"1765","2020","all",457056,"laucode","totalm2"
"1765","2021","all",457337,"laucode","totalm2"
"1765","2022","all",457214,"laucode","totalm2"
"1766","2019","all",644791,"laucode","totalm2"
"1766","2020","all",648650,"laucode","totalm2"
"1766","2021","all",649217,"laucode","totalm2"
"1766","2022","all",652752,"laucode","totalm2"
"1780","2019","all",4071737,"laucode","totalm2"
"1780","2020","all",4114711,"laucode","totalm2"
"1780","2021","all",4152249,"laucode","totalm2"
"1780","2022","all",4194239,"laucode","totalm2"
"1781","2019","all",1118968,"laucode","totalm2"
"1781","2020","all",1126838,"laucode","totalm2"
"1781","2021","all",1124391,"laucode","totalm2"
"1781","2022","all",1131968,"laucode","totalm2"
"1782","2019","all",519293,"laucode","totalm2"
"1782","2020","all",519653,"laucode","totalm2"
"1782","2021","all",519750,"laucode","totalm2"
"1782","2022","all",516419,"laucode","totalm2"
"1783","2019","all",600004,"laucode","totalm2"
"1783","2020","all",599735,"laucode","totalm2"
"1783","2021","all",598422,"laucode","totalm2"
"1783","2022","all",598218,"laucode","totalm2"
"1784","2019","all",1226829,"laucode","totalm2"
"1784","2020","all",1226527,"laucode","totalm2"
"1784","2021","all",1228162,"laucode","totalm2"
"1784","2022","all",1229213,"laucode","totalm2"
"1785","2019","all",778858,"laucode","totalm2"
"1785","2020","all",783165,"laucode","totalm2"
"1785","2021","all",786787,"laucode","totalm2"
"1785","2022","all",786761,"laucode","totalm2"
"1814","2019","all",374622,"laucode","totalm2"
"1814","2020","all",383541,"laucode","totalm2"
"1814","2021","all",386807,"laucode","totalm2"
"1814","2022","all",392651,"laucode","totalm2"
"1860","2019","all",281066,"laucode","totalm2"
"1860","2020","all",282350,"laucode","totalm2"
"1860","2021","all",279683,"laucode","totalm2"
"1860","2022","all",282193,"laucode","totalm2"
"1861","2019","all",712761,"laucode","totalm2"
"1861","2020","all",714867,"laucode","totalm2"
"1861","2021","all",717564,"laucode","totalm2"
"1861","2022","all",718439,"laucode","totalm2"
"1862","2019","all",451059,"laucode","totalm2"
"1862","2020","all",452466,"laucode","totalm2"
"1862","2021","all",452156,"laucode","totalm2"
"1862","2022","all",451733,"laucode","totalm2"
"1863","2019","all",325785,"laucode","totalm2"
"1863","2020","all",325475,"laucode","totalm2"
"1863","2021","all",325428,"laucode","totalm2"
"1863","2022","all",324227,"laucode","totalm2"
"1864","2019","all",241403,"laucode","totalm2"
"1864","2020","all",241509,"laucode","totalm2"
"1864","2021","all",241298,"laucode","totalm2"
"1864","2022","all",240657,"laucode","totalm2"
"1880","2019","all",6136066,"laucode","totalm2"
"1880","2020","all",6200418,"laucode","totalm2"
"1880","2021","all",6284463,"laucode","totalm2"
"1880","2022","all",6375286,"laucode","totalm2"
"1881","2019","all",900430,"laucode","totalm2"
"1881","2020","all",905331,"laucode","totalm2"
"1881","2021","all",914409,"laucode","totalm2"
"1881","2022","all",924382,"laucode","totalm2"
"1882","2019","all",552762,"laucode","totalm2"
"1882","2020","all",557652,"laucode","totalm2"
"1882","2021","all",560378,"laucode","totalm2"
"1882","2022","all",562341,"laucode","totalm2"
"1883","2019","all",1331243,"laucode","totalm2"
"1883","2020","all",1345442,"laucode","totalm2"
"1883","2021","all",1348444,"laucode","totalm2"
"1883","2022","all",1351576,"laucode","totalm2"
"1884","2019","all",499546,"laucode","totalm2"
"1884","2020","all",502835,"laucode","totalm2"
"1884","2021","all",504200,"laucode","totalm2"
"1884","2022","all",504023,"laucode","totalm2"
"1885","2019","all",1112845,"laucode","totalm2"
"1885","2020","all",1116425,"laucode","totalm2"
"1885","2021","all",1115337,"laucode","totalm2"
"1885","2022","all",1114487,"laucode","totalm2"
"1904","2019","all",224544,"laucode","totalm2"
"1904","2020","all",225628,"laucode","totalm2"
"1904","2021","all",225408,"laucode","totalm2"
"1904","2022","all",224417,"laucode","totalm2"
"1907","2019","all",449796,"laucode","totalm2"
"1907","2020","all",450331,"laucode","totalm2"
"1907","2021","all",451369,"laucode","totalm2"
"1907","2022","all",449565,"laucode","totalm2"
"1960","2019","all",382369,"laucode","totalm2"
"1960","2020","all",383160,"laucode","totalm2"
"1960","2021","all",383596,"laucode","totalm2"
