"year","type","nuts","value","level","measure"
2020,"all","SE121",2509,"nuts3","price_m2"
2020,"flat","SE121",3252,"nuts3","price_m2"
2020,"house","SE121",1475,"nuts3","price_m2"
2021,"all","SE121",2877,"nuts3","price_m2"
2021,"flat","SE121",3767,"nuts3","price_m2"
2021,"house","SE121",1695,"nuts3","price_m2"
2022,"all","SE121",2986,"nuts3","price_m2"
2022,"flat","SE121",3958,"nuts3","price_m2"
2022,"house","SE121",1763,"nuts3","price_m2"
2023,"all","SE121",2756,"nuts3","price_m2"
2023,"flat","SE121",3587,"nuts3","price_m2"
2023,"house","SE121",1601,"nuts3","price_m2"
2024,"all","SE121",2744,"nuts3","price_m2"
2024,"flat","SE121",3600,"nuts3","price_m2"
2024,"house","SE121",1590,"nuts3","price_m2"
2013,"all","SE122",1142,"nuts3","price_m2"
2013,"flat","SE122",1250,"nuts3","price_m2"
2013,"house","SE122",841,"nuts3","price_m2"
2014,"all","SE122",1200,"nuts3","price_m2"
2014,"flat","SE122",1328,"nuts3","price_m2"
2014,"house","SE122",891,"nuts3","price_m2"
2015,"all","SE122",1298,"nuts3","price_m2"
2015,"flat","SE122",1457,"nuts3","price_m2"
2015,"house","SE122",975,"nuts3","price_m2"
2016,"all","SE122",1382,"nuts3","price_m2"
2016,"flat","SE122",1580,"nuts3","price_m2"
2016,"house","SE122",1047,"nuts3","price_m2"
2017,"all","SE122",1478,"nuts3","price_m2"
2017,"flat","SE122",1700,"nuts3","price_m2"
2017,"house","SE122",1124,"nuts3","price_m2"
2018,"all","SE122",1494,"nuts3","price_m2"
2018,"flat","SE122",1717,"nuts3","price_m2"
2018,"house","SE122",1140,"nuts3","price_m2"
2019,"all","SE122",1538,"nuts3","price_m2"
2019,"flat","SE122",1778,"nuts3","price_m2"
2019,"house","SE122",1172,"nuts3","price_m2"
2020,"all","SE122",1608,"nuts3","price_m2"
2020,"flat","SE122",1871,"nuts3","price_m2"
2020,"house","SE122",1232,"nuts3","price_m2"
2021,"all","SE122",1845,"nuts3","price_m2"
2021,"flat","SE122",2167,"nuts3","price_m2"
2021,"house","SE122",1428,"nuts3","price_m2"
2022,"all","SE122",1913,"nuts3","price_m2"
2022,"flat","SE122",2270,"nuts3","price_m2"
2022,"house","SE122",1484,"nuts3","price_m2"
2023,"all","SE122",1750,"nuts3","price_m2"
2023,"flat","SE122",2053,"nuts3","price_m2"
2023,"house","SE122",1343,"nuts3","price_m2"
2024,"all","SE122",1737,"nuts3","price_m2"
2024,"flat","SE122",2033,"nuts3","price_m2"
2024,"house","SE122",1332,"nuts3","price_m2"
2013,"all","SE123",1545,"nuts3","price_m2"
2013,"flat","SE123",1870,"nuts3","price_m2"
2013,"house","SE123",903,"nuts3","price_m2"
2014,"all","SE123",1627,"nuts3","price_m2"
2014,"flat","SE123",1987,"nuts3","price_m2"
2014,"house","SE123",958,"nuts3","price_m2"
2015,"all","SE123",1767,"nuts3","price_m2"
2015,"flat","SE123",2182,"nuts3","price_m2"
2015,"house","SE123",1044,"nuts3","price_m2"
2016,"all","SE123",1884,"nuts3","price_m2"
2016,"flat","SE123",2359,"nuts3","price_m2"
2016,"house","SE123",1121,"nuts3","price_m2"
2017,"all","SE123",2020,"nuts3","price_m2"
2017,"flat","SE123",2545,"nuts3","price_m2"
2017,"house","SE123",1200,"nuts3","price_m2"
2018,"all","SE123",2044,"nuts3","price_m2"
2018,"flat","SE123",2598,"nuts3","price_m2"
2018,"house","SE123",1210,"nuts3","price_m2"
2019,"all","SE123",2101,"nuts3","price_m2"
2019,"flat","SE123",2691,"nuts3","price_m2"
2019,"house","SE123",1245,"nuts3","price_m2"
2020,"all","SE123",2209,"nuts3","price_m2"
2020,"flat","SE123",2834,"nuts3","price_m2"
2020,"house","SE123",1305,"nuts3","price_m2"
2021,"all","SE123",2524,"nuts3","price_m2"
2021,"flat","SE123",3290,"nuts3","price_m2"
2021,"house","SE123",1498,"nuts3","price_m2"
2022,"all","SE123",2617,"nuts3","price_m2"
2022,"flat","SE123",3451,"nuts3","price_m2"
2022,"house","SE123",1556,"nuts3","price_m2"
2023,"all","SE123",2403,"nuts3","price_m2"
2023,"flat","SE123",3112,"nuts3","price_m2"
2023,"house","SE123",1416,"nuts3","price_m2"
2024,"all","SE123",2385,"nuts3","price_m2"
2024,"flat","SE123",3086,"nuts3","price_m2"
2024,"house","SE123",1404,"nuts3","price_m2"
2013,"all","SE211",1033,"nuts3","price_m2"
2013,"flat","SE211",1394,"nuts3","price_m2"
2013,"house","SE211",656,"nuts3","price_m2"
2014,"all","SE211",1076,"nuts3","price_m2"
2014,"flat","SE211",1461,"nuts3","price_m2"
2014,"house","SE211",686,"nuts3","price_m2"
2015,"all","SE211",1138,"nuts3","price_m2"
2015,"flat","SE211",1563,"nuts3","price_m2"
2015,"house","SE211",729,"nuts3","price_m2"
2016,"all","SE211",1236,"nuts3","price_m2"
2016,"flat","SE211",1726,"nuts3","price_m2"
2016,"house","SE211",798,"nuts3","price_m2"
2017,"all","SE211",1329,"nuts3","price_m2"
2017,"flat","SE211",1880,"nuts3","price_m2"
2017,"house","SE211",868,"nuts3","price_m2"
2018,"all","SE211",1370,"nuts3","price_m2"
2018,"flat","SE211",1946,"nuts3","price_m2"
2018,"house","SE211",894,"nuts3","price_m2"
2019,"all","SE211",1397,"nuts3","price_m2"
2019,"flat","SE211",1977,"nuts3","price_m2"
2019,"house","SE211",907,"nuts3","price_m2"
2020,"all","SE211",1488,"nuts3","price_m2"
2020,"flat","SE211",2128,"nuts3","price_m2"
2020,"house","SE211",971,"nuts3","price_m2"
2021,"all","SE211",1645,"nuts3","price_m2"
2021,"flat","SE211",2388,"nuts3","price_m2"
2021,"house","SE211",1081,"nuts3","price_m2"
2022,"all","SE211",1736,"nuts3","price_m2"
2022,"flat","SE211",2548,"nuts3","price_m2"
2022,"house","SE211",1140,"nuts3","price_m2"
2023,"all","SE211",1605,"nuts3","price_m2"
2023,"flat","SE211",2329,"nuts3","price_m2"
2023,"house","SE211",1046,"nuts3","price_m2"
2024,"all","SE211",1621,"nuts3","price_m2"
2024,"flat","SE211",2356,"nuts3","price_m2"
2024,"house","SE211",1052,"nuts3","price_m2"
2013,"all","SE212",835,"nuts3","price_m2"
2013,"flat","SE212",1304,"nuts3","price_m2"
2013,"house","SE212",533,"nuts3","price_m2"
2014,"all","SE212",874,"nuts3","price_m2"
2014,"flat","SE212",1381,"nuts3","price_m2"
2014,"house","SE212",560,"nuts3","price_m2"
2015,"all","SE212",931,"nuts3","price_m2"
2015,"flat","SE212",1487,"nuts3","price_m2"
2015,"house","SE212",599,"nuts3","price_m2"
2016,"all","SE212",1019,"nuts3","price_m2"
2016,"flat","SE212",1649,"nuts3","price_m2"
2016,"house","SE212",659,"nuts3","price_m2"
2017,"all","SE212",1106,"nuts3","price_m2"
2017,"flat","SE212",1799,"nuts3","price_m2"
2017,"house","SE212",718,"nuts3","price_m2"
2018,"all","SE212",1148,"nuts3","price_m2"
2018,"flat","SE212",1871,"nuts3","price_m2"
2018,"house","SE212",744,"nuts3","price_m2"
2019,"all","SE212",1175,"nuts3","price_m2"
2019,"flat","SE212",1922,"nuts3","price_m2"
2019,"house","SE212",755,"nuts3","price_m2"
2020,"all","SE212",1259,"nuts3","price_m2"
2020,"flat","SE212",2076,"nuts3","price_m2"
2020,"house","SE212",810,"nuts3","price_m2"
2021,"all","SE212",1413,"nuts3","price_m2"
2021,"flat","SE212",2342,"nuts3","price_m2"
2021,"house","SE212",908,"nuts3","price_m2"
2022,"all","SE212",1490,"nuts3","price_m2"
2022,"flat","SE212",2494,"nuts3","price_m2"
2022,"house","SE212",958,"nuts3","price_m2"
2023,"all","SE212",1382,"nuts3","price_m2"
2023,"flat","SE212",2303,"nuts3","price_m2"
2023,"house","SE212",877,"nuts3","price_m2"
2024,"all","SE212",1397,"nuts3","price_m2"
2024,"flat","SE212",2333,"nuts3","price_m2"
2024,"house","SE212",882,"nuts3","price_m2"
2013,"all","SE213",803,"nuts3","price_m2"
2013,"flat","SE213",1085,"nuts3","price_m2"
2013,"house","SE213",558,"nuts3","price_m2"
2014,"all","SE213",840,"nuts3","price_m2"
2014,"flat","SE213",1145,"nuts3","price_m2"
2014,"house","SE213",586,"nuts3","price_m2"
2015,"all","SE213",893,"nuts3","price_m2"
2015,"flat","SE213",1230,"nuts3","price_m2"
2015,"house","SE213",625,"nuts3","price_m2"
2016,"all","SE213",981,"nuts3","price_m2"
2016,"flat","SE213",1364,"nuts3","price_m2"
2016,"house","SE213",690,"nuts3","price_m2"
2017,"all","SE213",1061,"nuts3","price_m2"
2017,"flat","SE213",1493,"nuts3","price_m2"
2017,"house","SE213",750,"nuts3","price_m2"
2018,"all","SE213",1104,"nuts3","price_m2"
2018,"flat","SE213",1554,"nuts3","price_m2"
2018,"house","SE213",777,"nuts3","price_m2"
2019,"all","SE213",1122,"nuts3","price_m2"
2019,"flat","SE213",1592,"nuts3","price_m2"
2019,"house","SE213",790,"nuts3","price_m2"
2020,"all","SE213",1208,"nuts3","price_m2"
2020,"flat","SE213",1724,"nuts3","price_m2"
2020,"house","SE213",850,"nuts3","price_m2"
2021,"all","SE213",1345,"nuts3","price_m2"
2021,"flat","SE213",1948,"nuts3","price_m2"
2021,"house","SE213",952,"nuts3","price_m2"
2022,"all","SE213",1421,"nuts3","price_m2"
2022,"flat","SE213",2087,"nuts3","price_m2"
2022,"house","SE213",1006,"nuts3","price_m2"
2023,"all","SE213",1315,"nuts3","price_m2"
2023,"flat","SE213",1908,"nuts3","price_m2"
2023,"house","SE213",917,"nuts3","price_m2"
2024,"all","SE213",1329,"nuts3","price_m2"
2024,"flat","SE213",1924,"nuts3","price_m2"
2024,"house","SE213",928,"nuts3","price_m2"
2013,"all","SE214",1565,"nuts3","price_m2"
2013,"flat","SE214",2024,"nuts3","price_m2"
2013,"house","SE214",1063,"nuts3","price_m2"
2014,"all","SE214",1636,"nuts3","price_m2"
2014,"flat","SE214",2132,"nuts3","price_m2"
2014,"house","SE214",1115,"nuts3","price_m2"
2015,"all","SE214",1757,"nuts3","price_m2"
2015,"flat","SE214",2293,"nuts3","price_m2"
2015,"house","SE214",1192,"nuts3","price_m2"
2016,"all","SE214",1921,"nuts3","price_m2"
2016,"flat","SE214",2541,"nuts3","price_m2"
2016,"house","SE214",1311,"nuts3","price_m2"
2017,"all","SE214",2076,"nuts3","price_m2"
2017,"flat","SE214",2774,"nuts3","price_m2"
2017,"house","SE214",1423,"nuts3","price_m2"
2018,"all","SE214",2145,"nuts3","price_m2"
2018,"flat","SE214",2878,"nuts3","price_m2"
2018,"house","SE214",1473,"nuts3","price_m2"
2019,"all","SE214",2175,"nuts3","price_m2"
2019,"flat","SE214",2922,"nuts3","price_m2"
2019,"house","SE214",1494,"nuts3","price_m2"
2020,"all","SE214",2347,"nuts3","price_m2"
2020,"flat","SE214",3150,"nuts3","price_m2"
2020,"house","SE214",1603,"nuts3","price_m2"
2021,"all","SE214",2615,"nuts3","price_m2"
2021,"flat","SE214",3549,"nuts3","price_m2"
2021,"house","SE214",1810,"nuts3","price_m2"
2022,"all","SE214",2751,"nuts3","price_m2"
2022,"flat","SE214",3750,"nuts3","price_m2"
2022,"house","SE214",1907,"nuts3","price_m2"
2023,"all","SE214",2522,"nuts3","price_m2"
2023,"flat","SE214",3459,"nuts3","price_m2"
2023,"house","SE214",1742,"nuts3","price_m2"
2024,"all","SE214",2547,"nuts3","price_m2"
2024,"flat","SE214",3447,"nuts3","price_m2"
2024,"house","SE214",1746,"nuts3","price_m2"
2013,"all","SE221",844,"nuts3","price_m2"
2013,"flat","SE221",1051,"nuts3","price_m2"
2013,"house","SE221",587,"nuts3","price_m2"
2014,"all","SE221",868,"nuts3","price_m2"
2014,"flat","SE221",1086,"nuts3","price_m2"
2014,"house","SE221",605,"nuts3","price_m2"
2015,"all","SE221",914,"nuts3","price_m2"
2015,"flat","SE221",1154,"nuts3","price_m2"
2015,"house","SE221",640,"nuts3","price_m2"
2016,"all","SE221",991,"nuts3","price_m2"
2016,"flat","SE221",1270,"nuts3","price_m2"
2016,"house","SE221",702,"nuts3","price_m2"
2017,"all","SE221",1058,"nuts3","price_m2"
2017,"flat","SE221",1372,"nuts3","price_m2"
2017,"house","SE221",754,"nuts3","price_m2"
2018,"all","SE221",1092,"nuts3","price_m2"
2018,"flat","SE221",1421,"nuts3","price_m2"
2018,"house","SE221",779,"nuts3","price_m2"
2019,"all","SE221",1129,"nuts3","price_m2"
2019,"flat","SE221",1476,"nuts3","price_m2"
2019,"house","SE221",808,"nuts3","price_m2"
2020,"all","SE221",1200,"nuts3","price_m2"
2020,"flat","SE221",1585,"nuts3","price_m2"
2020,"house","SE221",862,"nuts3","price_m2"
2021,"all","SE221",1367,"nuts3","price_m2"
2021,"flat","SE221",1842,"nuts3","price_m2"
2021,"house","SE221",993,"nuts3","price_m2"
2022,"all","SE221",1416,"nuts3","price_m2"
2022,"flat","SE221",1913,"nuts3","price_m2"
2022,"house","SE221",1032,"nuts3","price_m2"
2023,"all","SE221",1298,"nuts3","price_m2"
2023,"flat","SE221",1734,"nuts3","price_m2"
2023,"house","SE221",939,"nuts3","price_m2"
2024,"all","SE221",1310,"nuts3","price_m2"
2024,"flat","SE221",1748,"nuts3","price_m2"
2024,"house","SE221",947,"nuts3","price_m2"
2013,"all","SE224",1505,"nuts3","price_m2"
2013,"flat","SE224",1859,"nuts3","price_m2"
2013,"house","SE224",939,"nuts3","price_m2"
2014,"all","SE224",1551,"nuts3","price_m2"
2014,"flat","SE224",1926,"nuts3","price_m2"
2014,"house","SE224",971,"nuts3","price_m2"
2015,"all","SE224",1661,"nuts3","price_m2"
2015,"flat","SE224",2078,"nuts3","price_m2"
2015,"house","SE224",1044,"nuts3","price_m2"
2016,"all","SE224",1824,"nuts3","price_m2"
2016,"flat","SE224",2317,"nuts3","price_m2"
2016,"house","SE224",1157,"nuts3","price_m2"
2017,"all","SE224",1966,"nuts3","price_m2"
2017,"flat","SE224",2518,"nuts3","price_m2"
2017,"house","SE224",1254,"nuts3","price_m2"
2018,"all","SE224",2020,"nuts3","price_m2"
2018,"flat","SE224",2597,"nuts3","price_m2"
2018,"house","SE224",1290,"nuts3","price_m2"
2019,"all","SE224",2087,"nuts3","price_m2"
2019,"flat","SE224",2687,"nuts3","price_m2"
2019,"house","SE224",1333,"nuts3","price_m2"
2020,"all","SE224",2244,"nuts3","price_m2"
2020,"flat","SE224",2898,"nuts3","price_m2"
2020,"house","SE224",1434,"nuts3","price_m2"
2021,"all","SE224",2586,"nuts3","price_m2"
2021,"flat","SE224",3416,"nuts3","price_m2"
2021,"house","SE224",1670,"nuts3","price_m2"
2022,"all","SE224",2676,"nuts3","price_m2"
2022,"flat","SE224",3536,"nuts3","price_m2"
2022,"house","SE224",1725,"nuts3","price_m2"
2023,"all","SE224",2404,"nuts3","price_m2"
2023,"flat","SE224",3127,"nuts3","price_m2"
2023,"house","SE224",1531,"nuts3","price_m2"
2024,"all","SE224",2474,"nuts3","price_m2"
2024,"flat","SE224",3221,"nuts3","price_m2"
2024,"house","SE224",1572,"nuts3","price_m2"
2013,"all","SE231",1542,"nuts3","price_m2"
2013,"flat","SE231",1930,"nuts3","price_m2"
2013,"house","SE231",1097,"nuts3","price_m2"
2014,"all","SE231",1616,"nuts3","price_m2"
2014,"flat","SE231",2038,"nuts3","price_m2"
2014,"house","SE231",1153,"nuts3","price_m2"
2015,"all","SE231",1753,"nuts3","price_m2"
2015,"flat","SE231",2250,"nuts3","price_m2"
2015,"house","SE231",1262,"nuts3","price_m2"
2016,"all","SE231",1824,"nuts3","price_m2"
2016,"flat","SE231",2364,"nuts3","price_m2"
2016,"house","SE231",1320,"nuts3","price_m2"
2017,"all","SE231",1983,"nuts3","price_m2"
2017,"flat","SE231",2612,"nuts3","price_m2"
2017,"house","SE231",1439,"nuts3","price_m2"
2018,"all","SE231",1971,"nuts3","price_m2"
2018,"flat","SE231",2616,"nuts3","price_m2"
2018,"house","SE231",1436,"nuts3","price_m2"
2019,"all","SE231",2037,"nuts3","price_m2"
2019,"flat","SE231",2710,"nuts3","price_m2"
2019,"house","SE231",1488,"nuts3","price_m2"
2020,"all","SE231",2106,"nuts3","price_m2"
2020,"flat","SE231",2813,"nuts3","price_m2"
2020,"house","SE231",1539,"nuts3","price_m2"
2021,"all","SE231",2371,"nuts3","price_m2"
2021,"flat","SE231",3217,"nuts3","price_m2"
2021,"house","SE231",1737,"nuts3","price_m2"
2022,"all","SE231",2482,"nuts3","price_m2"
2022,"flat","SE231",3392,"nuts3","price_m2"
2022,"house","SE231",1819,"nuts3","price_m2"
2023,"all","SE231",2351,"nuts3","price_m2"
2023,"flat","SE231",3196,"nuts3","price_m2"
2023,"house","SE231",1715,"nuts3","price_m2"
2024,"all","SE231",2344,"nuts3","price_m2"
2024,"flat","SE231",3195,"nuts3","price_m2"
2024,"house","SE231",1708,"nuts3","price_m2"
2013,"all","SE311",784,"nuts3","price_m2"
2013,"flat","SE311",1062,"nuts3","price_m2"
2013,"house","SE311",528,"nuts3","price_m2"
2014,"all","SE311",817,"nuts3","price_m2"
2014,"flat","SE311",1114,"nuts3","price_m2"
2014,"house","SE311",552,"nuts3","price_m2"
2015,"all","SE311",879,"nuts3","price_m2"
2015,"flat","SE311",1207,"nuts3","price_m2"
2015,"house","SE311",596,"nuts3","price_m2"
2016,"all","SE311",940,"nuts3","price_m2"
2016,"flat","SE311",1302,"nuts3","price_m2"
2016,"house","SE311",641,"nuts3","price_m2"
2017,"all","SE311",1011,"nuts3","price_m2"
2017,"flat","SE311",1415,"nuts3","price_m2"
2017,"house","SE311",694,"nuts3","price_m2"
2018,"all","SE311",1052,"nuts3","price_m2"
2018,"flat","SE311",1485,"nuts3","price_m2"
2018,"house","SE311",721,"nuts3","price_m2"
2019,"all","SE311",1099,"nuts3","price_m2"
2019,"flat","SE311",1556,"nuts3","price_m2"
2019,"house","SE311",751,"nuts3","price_m2"
2020,"all","SE311",1139,"nuts3","price_m2"
2020,"flat","SE311",1618,"nuts3","price_m2"
2020,"house","SE311",781,"nuts3","price_m2"
2021,"all","SE311",1287,"nuts3","price_m2"
2021,"flat","SE311",1875,"nuts3","price_m2"
2021,"house","SE311",890,"nuts3","price_m2"
2022,"all","SE311",1355,"nuts3","price_m2"
2022,"flat","SE311",1984,"nuts3","price_m2"
2022,"house","SE311",940,"nuts3","price_m2"
2023,"all","SE311",1292,"nuts3","price_m2"
2023,"flat","SE311",1891,"nuts3","price_m2"
2023,"house","SE311",884,"nuts3","price_m2"
2024,"all","SE311",1297,"nuts3","price_m2"
2024,"flat","SE311",1895,"nuts3","price_m2"
2024,"house","SE311",886,"nuts3","price_m2"
2013,"all","SE124",1229,"nuts3","price_m2"
2013,"flat","SE124",1633,"nuts3","price_m2"
2013,"house","SE124",723,"nuts3","price_m2"
2014,"all","SE124",1333,"nuts3","price_m2"
2014,"flat","SE124",1797,"nuts3","price_m2"
2014,"house","SE124",789,"nuts3","price_m2"
2015,"all","SE124",1476,"nuts3","price_m2"
2015,"flat","SE124",2022,"nuts3","price_m2"
2015,"house","SE124",881,"nuts3","price_m2"
2016,"all","SE124",1582,"nuts3","price_m2"
2016,"flat","SE124",2189,"nuts3","price_m2"
2016,"house","SE124",946,"nuts3","price_m2"
2017,"all","SE124",1664,"nuts3","price_m2"
2017,"flat","SE124",2312,"nuts3","price_m2"
2017,"house","SE124",996,"nuts3","price_m2"
2018,"all","SE124",1613,"nuts3","price_m2"
2018,"flat","SE124",2212,"nuts3","price_m2"
2018,"house","SE124",955,"nuts3","price_m2"
2019,"all","SE124",1605,"nuts3","price_m2"
2019,"flat","SE124",2224,"nuts3","price_m2"
2019,"house","SE124",950,"nuts3","price_m2"
2020,"all","SE124",1700,"nuts3","price_m2"
2020,"flat","SE124",2369,"nuts3","price_m2"
2020,"house","SE124",1007,"nuts3","price_m2"
2021,"all","SE124",1958,"nuts3","price_m2"
2021,"flat","SE124",2771,"nuts3","price_m2"
2021,"house","SE124",1169,"nuts3","price_m2"
2022,"all","SE124",2045,"nuts3","price_m2"
2022,"flat","SE124",2885,"nuts3","price_m2"
2022,"house","SE124",1212,"nuts3","price_m2"
2023,"all","SE124",1869,"nuts3","price_m2"
2023,"flat","SE124",2590,"nuts3","price_m2"
2023,"house","SE124",1108,"nuts3","price_m2"
2024,"all","SE124",1869,"nuts3","price_m2"
2024,"flat","SE124",2618,"nuts3","price_m2"
2024,"house","SE124",1105,"nuts3","price_m2"
2013,"all","SE125",1346,"nuts3","price_m2"
2013,"flat","SE125",1490,"nuts3","price_m2"
2013,"house","SE125",869,"nuts3","price_m2"
2014,"all","SE125",1451,"nuts3","price_m2"
2014,"flat","SE125",1633,"nuts3","price_m2"
2014,"house","SE125",946,"nuts3","price_m2"
2015,"all","SE125",1596,"nuts3","price_m2"
2015,"flat","SE125",1830,"nuts3","price_m2"
2015,"house","SE125",1051,"nuts3","price_m2"
2016,"all","SE125",1702,"nuts3","price_m2"
2016,"flat","SE125",1975,"nuts3","price_m2"
2016,"house","SE125",1128,"nuts3","price_m2"
2017,"all","SE125",1779,"nuts3","price_m2"
2017,"flat","SE125",2080,"nuts3","price_m2"
2017,"house","SE125",1184,"nuts3","price_m2"
2018,"all","SE125",1717,"nuts3","price_m2"
2018,"flat","SE125",1997,"nuts3","price_m2"
2018,"house","SE125",1137,"nuts3","price_m2"
2019,"all","SE125",1723,"nuts3","price_m2"
2019,"flat","SE125",2010,"nuts3","price_m2"
2019,"house","SE125",1127,"nuts3","price_m2"
2020,"all","SE125",1820,"nuts3","price_m2"
2020,"flat","SE125",2141,"nuts3","price_m2"
2020,"house","SE125",1196,"nuts3","price_m2"
2021,"all","SE125",2075,"nuts3","price_m2"
2021,"flat","SE125",2490,"nuts3","price_m2"
2021,"house","SE125",1382,"nuts3","price_m2"
2022,"all","SE125",2155,"nuts3","price_m2"
2022,"flat","SE125",2593,"nuts3","price_m2"
2022,"house","SE125",1438,"nuts3","price_m2"
2023,"all","SE125",1984,"nuts3","price_m2"
2023,"flat","SE125",2369,"nuts3","price_m2"
2023,"house","SE125",1302,"nuts3","price_m2"
2024,"all","SE125",1983,"nuts3","price_m2"
2024,"flat","SE125",2366,"nuts3","price_m2"
2024,"house","SE125",1299,"nuts3","price_m2"
2013,"all","SE312",290,"nuts3","price_m2"
2013,"flat","SE312",1396,"nuts3","price_m2"
2013,"house","SE312",242,"nuts3","price_m2"
2014,"all","SE312",306,"nuts3","price_m2"
2014,"flat","SE312",1472,"nuts3","price_m2"
2014,"house","SE312",255,"nuts3","price_m2"
2015,"all","SE312",327,"nuts3","price_m2"
2015,"flat","SE312",1605,"nuts3","price_m2"
2015,"house","SE312",276,"nuts3","price_m2"
2016,"all","SE312",356,"nuts3","price_m2"
2016,"flat","SE312",1742,"nuts3","price_m2"
2016,"house","SE312",298,"nuts3","price_m2"
2017,"all","SE312",385,"nuts3","price_m2"
2017,"flat","SE312",1904,"nuts3","price_m2"
2017,"house","SE312",324,"nuts3","price_m2"
2018,"all","SE312",400,"nuts3","price_m2"
2018,"flat","SE312",1988,"nuts3","price_m2"
2018,"house","SE312",338,"nuts3","price_m2"
2019,"all","SE312",416,"nuts3","price_m2"
2019,"flat","SE312",2073,"nuts3","price_m2"
2019,"house","SE312",352,"nuts3","price_m2"
2020,"all","SE312",432,"nuts3","price_m2"
2020,"flat","SE312",2161,"nuts3","price_m2"
2020,"house","SE312",366,"nuts3","price_m2"
2021,"all","SE312",1148,"nuts3","price_m2"
2021,"flat","SE312",1460,"nuts3","price_m2"
2021,"house","SE312",991,"nuts3","price_m2"
2022,"all","SE312",1206,"nuts3","price_m2"
2022,"flat","SE312",1550,"nuts3","price_m2"
2022,"house","SE312",1048,"nuts3","price_m2"
2023,"all","SE312",1141,"nuts3","price_m2"
2023,"flat","SE312",1454,"nuts3","price_m2"
2023,"house","SE312",986,"nuts3","price_m2"
2024,"all","SE312",1141,"nuts3","price_m2"
2024,"flat","SE312",1456,"nuts3","price_m2"
2024,"house","SE312",985,"nuts3","price_m2"
2021,"all","SE313",1475,"nuts3","price_m2"
2021,"flat","SE313",2081,"nuts3","price_m2"
2021,"house","SE313",965,"nuts3","price_m2"
2022,"all","SE313",1549,"nuts3","price_m2"
2022,"flat","SE313",2200,"nuts3","price_m2"
2022,"house","SE313",1017,"nuts3","price_m2"
2023,"all","SE313",1466,"nuts3","price_m2"
2023,"flat","SE313",2064,"nuts3","price_m2"
2023,"house","SE313",957,"nuts3","price_m2"
2024,"all","SE313",1469,"nuts3","price_m2"
2024,"flat","SE313",2081,"nuts3","price_m2"
2024,"house","SE313",958,"nuts3","price_m2"
2021,"all","SE321",1157,"nuts3","price_m2"
2021,"flat","SE321",1561,"nuts3","price_m2"
2021,"house","SE321",785,"nuts3","price_m2"
2022,"all","SE321",1216,"nuts3","price_m2"
2022,"flat","SE321",1649,"nuts3","price_m2"
2022,"house","SE321",826,"nuts3","price_m2"
2023,"all","SE321",1190,"nuts3","price_m2"
2023,"flat","SE321",1616,"nuts3","price_m2"
2023,"house","SE321",805,"nuts3","price_m2"
2024,"all","SE321",1187,"nuts3","price_m2"
2024,"flat","SE321",1609,"nuts3","price_m2"
2024,"house","SE321",803,"nuts3","price_m2"
2021,"all","SE322",1400,"nuts3","price_m2"
2021,"flat","SE322",2166,"nuts3","price_m2"
2021,"house","SE322",984,"nuts3","price_m2"
2022,"all","SE322",1475,"nuts3","price_m2"
2022,"flat","SE322",2295,"nuts3","price_m2"
2022,"house","SE322",1035,"nuts3","price_m2"
2023,"all","SE322",1437,"nuts3","price_m2"
2023,"flat","SE322",2229,"nuts3","price_m2"
2023,"house","SE322",1008,"nuts3","price_m2"
2024,"all","SE322",1437,"nuts3","price_m2"
2024,"flat","SE322",2221,"nuts3","price_m2"
2024,"house","SE322",1009,"nuts3","price_m2"
2021,"all","SE331",1894,"nuts3","price_m2"
2021,"flat","SE331",2879,"nuts3","price_m2"
2021,"house","SE331",1106,"nuts3","price_m2"
2022,"all","SE331",2052,"nuts3","price_m2"
2022,"flat","SE331",3150,"nuts3","price_m2"
2022,"house","SE331",1200,"nuts3","price_m2"
2023,"all","SE331",1950,"nuts3","price_m2"
2023,"flat","SE331",2940,"nuts3","price_m2"
2023,"house","SE331",1128,"nuts3","price_m2"
2024,"all","SE331",1990,"nuts3","price_m2"
2024,"flat","SE331",2995,"nuts3","price_m2"
2024,"house","SE331",1145,"nuts3","price_m2"
2021,"all","SE332",1280,"nuts3","price_m2"
2021,"flat","SE332",1851,"nuts3","price_m2"
2021,"house","SE332",849,"nuts3","price_m2"
2022,"all","SE332",1393,"nuts3","price_m2"
2022,"flat","SE332",2049,"nuts3","price_m2"
2022,"house","SE332",925,"nuts3","price_m2"
2023,"all","SE332",1315,"nuts3","price_m2"
2023,"flat","SE332",1904,"nuts3","price_m2"
2023,"house","SE332",865,"nuts3","price_m2"
2024,"all","SE332",1341,"nuts3","price_m2"
2024,"flat","SE332",1945,"nuts3","price_m2"
2024,"house","SE332",882,"nuts3","price_m2"
2013,"all","SE11",3644,"nuts2","price_m2"
2013,"flat","SE11",4284,"nuts2","price_m2"
2013,"house","SE11",1768,"nuts2","price_m2"
2014,"all","SE11",3978,"nuts2","price_m2"
2014,"flat","SE11",4720,"nuts2","price_m2"
2014,"house","SE11",1938,"nuts2","price_m2"
2015,"all","SE11",4434,"nuts2","price_m2"
2015,"flat","SE11",5315,"nuts2","price_m2"
2015,"house","SE11",2168,"nuts2","price_m2"
2016,"all","SE11",4775,"nuts2","price_m2"
2016,"flat","SE11",5760,"nuts2","price_m2"
2016,"house","SE11",2334,"nuts2","price_m2"
2017,"all","SE11",5007,"nuts2","price_m2"
