"year","type","nuts","value","level","measure"
2022,"house","0862",774,"laucode","price"
2023,"all","0862",826,"laucode","price"
2023,"flat","0862",3792,"laucode","price"
2023,"house","0862",700,"laucode","price"
2024,"all","0862",835,"laucode","price"
2024,"flat","0862",3775,"laucode","price"
2024,"house","0862",714,"laucode","price"
2013,"all","0880",2125,"laucode","price"
2013,"flat","0880",2944,"laucode","price"
2013,"house","0880",1525,"laucode","price"
2014,"all","0880",2249,"laucode","price"
2014,"flat","0880",3116,"laucode","price"
2014,"house","0880",1614,"laucode","price"
2015,"all","0880",2433,"laucode","price"
2015,"flat","0880",3371,"laucode","price"
2015,"house","0880",1732,"laucode","price"
2016,"all","0880",2748,"laucode","price"
2016,"flat","0880",3765,"laucode","price"
2016,"house","0880",1950,"laucode","price"
2017,"all","0880",3018,"laucode","price"
2017,"flat","0880",4136,"laucode","price"
2017,"house","0880",2142,"laucode","price"
2018,"all","0880",3174,"laucode","price"
2018,"flat","0880",4302,"laucode","price"
2018,"house","0880",2228,"laucode","price"
2019,"all","0880",3226,"laucode","price"
2019,"flat","0880",4437,"laucode","price"
2019,"house","0880",2264,"laucode","price"
2020,"all","0880",3532,"laucode","price"
2020,"flat","0880",4805,"laucode","price"
2020,"house","0880",2452,"laucode","price"
2021,"all","0880",4006,"laucode","price"
2021,"flat","0880",5449,"laucode","price"
2021,"house","0880",2781,"laucode","price"
2022,"all","0880",4245,"laucode","price"
2022,"flat","0880",5862,"laucode","price"
2022,"house","0880",2947,"laucode","price"
2023,"all","0880",3885,"laucode","price"
2023,"flat","0880",5305,"laucode","price"
2023,"house","0880",2645,"laucode","price"
2024,"all","0880",3929,"laucode","price"
2024,"flat","0880",5365,"laucode","price"
2024,"house","0880",2675,"laucode","price"
2013,"all","0881",742,"laucode","price"
2013,"flat","0881",1066,"laucode","price"
2013,"house","0881",615,"laucode","price"
2014,"all","0881",785,"laucode","price"
2014,"flat","0881",1129,"laucode","price"
2014,"house","0881",651,"laucode","price"
2015,"all","0881",849,"laucode","price"
2015,"flat","0881",1221,"laucode","price"
2015,"house","0881",704,"laucode","price"
2016,"all","0881",949,"laucode","price"
2016,"flat","0881",1364,"laucode","price"
2016,"house","0881",787,"laucode","price"
2017,"all","0881",1042,"laucode","price"
2017,"flat","0881",1499,"laucode","price"
2017,"house","0881",864,"laucode","price"
2018,"all","0881",1084,"laucode","price"
2018,"flat","0881",1558,"laucode","price"
2018,"house","0881",899,"laucode","price"
2019,"all","0881",1102,"laucode","price"
2019,"flat","0881",1584,"laucode","price"
2019,"house","0881",914,"laucode","price"
2020,"all","0881",1193,"laucode","price"
2020,"flat","0881",1715,"laucode","price"
2020,"house","0881",989,"laucode","price"
2021,"all","0881",1353,"laucode","price"
2021,"flat","0881",1975,"laucode","price"
2021,"house","0881",1122,"laucode","price"
2022,"all","0881",1434,"laucode","price"
2022,"flat","0881",2061,"laucode","price"
2022,"house","0881",1189,"laucode","price"
2023,"all","0881",1297,"laucode","price"
2023,"flat","0881",1894,"laucode","price"
2023,"house","0881",1076,"laucode","price"
2024,"all","0881",1325,"laucode","price"
2024,"flat","0881",1916,"laucode","price"
2024,"house","0881",1088,"laucode","price"
2013,"all","0882",1163,"laucode","price"
2013,"flat","0882",1614,"laucode","price"
2013,"house","0882",950,"laucode","price"
2014,"all","0882",1231,"laucode","price"
2014,"flat","0882",1709,"laucode","price"
2014,"house","0882",1005,"laucode","price"
2015,"all","0882",1332,"laucode","price"
2015,"flat","0882",1849,"laucode","price"
2015,"house","0882",1088,"laucode","price"
2016,"all","0882",1503,"laucode","price"
2016,"flat","0882",2065,"laucode","price"
2016,"house","0882",1215,"laucode","price"
2017,"all","0882",1651,"laucode","price"
2017,"flat","0882",2269,"laucode","price"
2017,"house","0882",1335,"laucode","price"
2018,"all","0882",1717,"laucode","price"
2018,"flat","0882",2359,"laucode","price"
2018,"house","0882",1388,"laucode","price"
2019,"all","0882",1746,"laucode","price"
2019,"flat","0882",2398,"laucode","price"
2019,"house","0882",1411,"laucode","price"
2020,"all","0882",1890,"laucode","price"
2020,"flat","0882",2597,"laucode","price"
2020,"house","0882",1528,"laucode","price"
2021,"all","0882",2144,"laucode","price"
2021,"flat","0882",2945,"laucode","price"
2021,"house","0882",1732,"laucode","price"
2022,"all","0882",2272,"laucode","price"
2022,"flat","0882",3121,"laucode","price"
2022,"house","0882",1836,"laucode","price"
2023,"all","0882",2056,"laucode","price"
2023,"flat","0882",2824,"laucode","price"
2023,"house","0882",1661,"laucode","price"
2024,"all","0882",2079,"laucode","price"
2024,"flat","0882",2856,"laucode","price"
2024,"house","0882",1680,"laucode","price"
2013,"all","0883",1074,"laucode","price"
2013,"flat","0883",995,"laucode","price"
2013,"house","0883",918,"laucode","price"
2014,"all","0883",1136,"laucode","price"
2014,"flat","0883",1053,"laucode","price"
2014,"house","0883",972,"laucode","price"
2015,"all","0883",1230,"laucode","price"
2015,"flat","0883",1140,"laucode","price"
2015,"house","0883",1051,"laucode","price"
2016,"all","0883",1373,"laucode","price"
2016,"flat","0883",1273,"laucode","price"
2016,"house","0883",1174,"laucode","price"
2017,"all","0883",1509,"laucode","price"
2017,"flat","0883",1398,"laucode","price"
2017,"house","0883",1290,"laucode","price"
2018,"all","0883",1569,"laucode","price"
2018,"flat","0883",1433,"laucode","price"
2018,"house","0883",1341,"laucode","price"
2019,"all","0883",1595,"laucode","price"
2019,"flat","0883",1456,"laucode","price"
2019,"house","0883",1363,"laucode","price"
2020,"all","0883",1727,"laucode","price"
2020,"flat","0883",1577,"laucode","price"
2020,"house","0883",1476,"laucode","price"
2021,"all","0883",1958,"laucode","price"
2021,"flat","0883",1815,"laucode","price"
2021,"house","0883",1674,"laucode","price"
2022,"all","0883",2075,"laucode","price"
2022,"flat","0883",1924,"laucode","price"
2022,"house","0883",1774,"laucode","price"
2023,"all","0883",1878,"laucode","price"
2023,"flat","0883",1741,"laucode","price"
2023,"house","0883",1606,"laucode","price"
2024,"all","0883",1899,"laucode","price"
2024,"flat","0883",1761,"laucode","price"
2024,"house","0883",1624,"laucode","price"
2013,"all","0884",867,"laucode","price"
2013,"flat","0884",1416,"laucode","price"
2013,"house","0884",718,"laucode","price"
2014,"all","0884",918,"laucode","price"
2014,"flat","0884",1499,"laucode","price"
2014,"house","0884",754,"laucode","price"
2015,"all","0884",993,"laucode","price"
2015,"flat","0884",1622,"laucode","price"
2015,"house","0884",816,"laucode","price"
2016,"all","0884",1109,"laucode","price"
2016,"flat","0884",1812,"laucode","price"
2016,"house","0884",919,"laucode","price"
2017,"all","0884",1218,"laucode","price"
2017,"flat","0884",1990,"laucode","price"
2017,"house","0884",1009,"laucode","price"
2018,"all","0884",1267,"laucode","price"
2018,"flat","0884",2070,"laucode","price"
2018,"house","0884",1050,"laucode","price"
2019,"all","0884",1288,"laucode","price"
2019,"flat","0884",2104,"laucode","price"
2019,"house","0884",1067,"laucode","price"
2020,"all","0884",1408,"laucode","price"
2020,"flat","0884",2278,"laucode","price"
2020,"house","0884",1155,"laucode","price"
2021,"all","0884",1581,"laucode","price"
2021,"flat","0884",2584,"laucode","price"
2021,"house","0884",1310,"laucode","price"
2022,"all","0884",1693,"laucode","price"
2022,"flat","0884",2738,"laucode","price"
2022,"house","0884",1388,"laucode","price"
2023,"all","0884",1532,"laucode","price"
2023,"flat","0884",2478,"laucode","price"
2023,"house","0884",1256,"laucode","price"
2024,"all","0884",1549,"laucode","price"
2024,"flat","0884",2506,"laucode","price"
2024,"house","0884",1271,"laucode","price"
2013,"all","0885",1358,"laucode","price"
2013,"flat","0885",2063,"laucode","price"
2013,"house","0885",1196,"laucode","price"
2014,"all","0885",1437,"laucode","price"
2014,"flat","0885",2183,"laucode","price"
2014,"house","0885",1266,"laucode","price"
2015,"all","0885",1555,"laucode","price"
2015,"flat","0885",2362,"laucode","price"
2015,"house","0885",1370,"laucode","price"
2016,"all","0885",1737,"laucode","price"
2016,"flat","0885",2677,"laucode","price"
2016,"house","0885",1516,"laucode","price"
2017,"all","0885",1908,"laucode","price"
2017,"flat","0885",2941,"laucode","price"
2017,"house","0885",1665,"laucode","price"
2018,"all","0885",2004,"laucode","price"
2018,"flat","0885",3059,"laucode","price"
2018,"house","0885",1732,"laucode","price"
2019,"all","0885",2037,"laucode","price"
2019,"flat","0885",3108,"laucode","price"
2019,"house","0885",1760,"laucode","price"
2020,"all","0885",2206,"laucode","price"
2020,"flat","0885",3366,"laucode","price"
2020,"house","0885",1924,"laucode","price"
2021,"all","0885",2527,"laucode","price"
2021,"flat","0885",3818,"laucode","price"
2021,"house","0885",2181,"laucode","price"
2022,"all","0885",2678,"laucode","price"
2022,"flat","0885",4046,"laucode","price"
2022,"house","0885",2312,"laucode","price"
2023,"all","0885",2423,"laucode","price"
2023,"flat","0885",3661,"laucode","price"
2023,"house","0885",2092,"laucode","price"
2024,"all","0885",2450,"laucode","price"
2024,"flat","0885",3649,"laucode","price"
2024,"house","0885",2116,"laucode","price"
2013,"all","0980",2433,"laucode","price"
2013,"flat","0980",3700,"laucode","price"
2013,"house","0980",1776,"laucode","price"
2014,"all","0980",2575,"laucode","price"
2014,"flat","0980",3916,"laucode","price"
2014,"house","0980",1880,"laucode","price"
2015,"all","0980",2816,"laucode","price"
2015,"flat","0980",4237,"laucode","price"
2015,"house","0980",2035,"laucode","price"
2016,"all","0980",3145,"laucode","price"
2016,"flat","0980",4733,"laucode","price"
2016,"house","0980",2273,"laucode","price"
2017,"all","0980",3455,"laucode","price"
2017,"flat","0980",5199,"laucode","price"
2017,"house","0980",2496,"laucode","price"
2018,"all","0980",3593,"laucode","price"
2018,"flat","0980",5407,"laucode","price"
2018,"house","0980",2596,"laucode","price"
2019,"all","0980",3651,"laucode","price"
2019,"flat","0980",5495,"laucode","price"
2019,"house","0980",2639,"laucode","price"
2020,"all","0980",3997,"laucode","price"
2020,"flat","0980",5951,"laucode","price"
2020,"house","0980",2857,"laucode","price"
2021,"all","0980",4533,"laucode","price"
2021,"flat","0980",6749,"laucode","price"
2021,"house","0980",3270,"laucode","price"
2022,"all","0980",4803,"laucode","price"
2022,"flat","0980",7152,"laucode","price"
2022,"house","0980",3466,"laucode","price"
2023,"all","0980",4346,"laucode","price"
2023,"flat","0980",6569,"laucode","price"
2023,"house","0980",3136,"laucode","price"
2024,"all","0980",4396,"laucode","price"
2024,"flat","0980",6545,"laucode","price"
2024,"house","0980",3143,"laucode","price"
2013,"all","1060",566,"laucode","price"
2013,"flat","1060",560,"laucode","price"
2013,"house","1060",472,"laucode","price"
2014,"all","1060",588,"laucode","price"
2014,"flat","1060",582,"laucode","price"
2014,"house","1060",495,"laucode","price"
2015,"all","1060",629,"laucode","price"
2015,"flat","1060",622,"laucode","price"
2015,"house","1060",525,"laucode","price"
2016,"all","1060",701,"laucode","price"
2016,"flat","1060",693,"laucode","price"
2016,"house","1060",585,"laucode","price"
2017,"all","1060",764,"laucode","price"
2017,"flat","1060",755,"laucode","price"
2017,"house","1060",643,"laucode","price"
2018,"all","1060",802,"laucode","price"
2018,"flat","1060",784,"laucode","price"
2018,"house","1060",668,"laucode","price"
2019,"all","1060",836,"laucode","price"
2019,"flat","1060",818,"laucode","price"
2019,"house","1060",696,"laucode","price"
2020,"all","1060",902,"laucode","price"
2020,"flat","1060",883,"laucode","price"
2020,"house","1060",751,"laucode","price"
2021,"all","1060",1061,"laucode","price"
2021,"flat","1060",1038,"laucode","price"
2021,"house","1060",884,"laucode","price"
2022,"all","1060",1106,"laucode","price"
2022,"flat","1060",1082,"laucode","price"
2022,"house","1060",921,"laucode","price"
2023,"all","1060",993,"laucode","price"
2023,"flat","1060",972,"laucode","price"
2023,"house","1060",820,"laucode","price"
2024,"all","1060",1003,"laucode","price"
2024,"flat","1060",981,"laucode","price"
2024,"house","1060",835,"laucode","price"
2013,"all","1080",1605,"laucode","price"
2013,"flat","1080",2447,"laucode","price"
2013,"house","1080",1142,"laucode","price"
2014,"all","1080",1668,"laucode","price"
2014,"flat","1080",2543,"laucode","price"
2014,"house","1080",1186,"laucode","price"
2015,"all","1080",1803,"laucode","price"
2015,"flat","1080",2720,"laucode","price"
2015,"house","1080",1269,"laucode","price"
2016,"all","1080",2010,"laucode","price"
2016,"flat","1080",3031,"laucode","price"
2016,"house","1080",1426,"laucode","price"
2017,"all","1080",2190,"laucode","price"
2017,"flat","1080",3303,"laucode","price"
2017,"house","1080",1554,"laucode","price"
2018,"all","1080",2274,"laucode","price"
2018,"flat","1080",3429,"laucode","price"
2018,"house","1080",1613,"laucode","price"
2019,"all","1080",2370,"laucode","price"
2019,"flat","1080",3575,"laucode","price"
2019,"house","1080",1682,"laucode","price"
2020,"all","1080",2559,"laucode","price"
2020,"flat","1080",3859,"laucode","price"
2020,"house","1080",1800,"laucode","price"
2021,"all","1080",3010,"laucode","price"
2021,"flat","1080",4539,"laucode","price"
2021,"house","1080",2118,"laucode","price"
2022,"all","1080",3138,"laucode","price"
2022,"flat","1080",4732,"laucode","price"
2022,"house","1080",2208,"laucode","price"
2023,"all","1080",2817,"laucode","price"
2023,"flat","1080",4249,"laucode","price"
2023,"house","1080",1983,"laucode","price"
2024,"all","1080",2845,"laucode","price"
2024,"flat","1080",4291,"laucode","price"
2024,"house","1080",2002,"laucode","price"
2013,"all","1081",870,"laucode","price"
2013,"flat","1081",1780,"laucode","price"
2013,"house","1081",728,"laucode","price"
2014,"all","1081",904,"laucode","price"
2014,"flat","1081",1850,"laucode","price"
2014,"house","1081",756,"laucode","price"
2015,"all","1081",967,"laucode","price"
2015,"flat","1081",1979,"laucode","price"
2015,"house","1081",809,"laucode","price"
2016,"all","1081",1078,"laucode","price"
2016,"flat","1081",2206,"laucode","price"
2016,"house","1081",902,"laucode","price"
2017,"all","1081",1174,"laucode","price"
2017,"flat","1081",2404,"laucode","price"
2017,"house","1081",982,"laucode","price"
2018,"all","1081",1219,"laucode","price"
2018,"flat","1081",2495,"laucode","price"
2018,"house","1081",1020,"laucode","price"
2019,"all","1081",1284,"laucode","price"
2019,"flat","1081",2601,"laucode","price"
2019,"house","1081",1063,"laucode","price"
2020,"all","1081",1386,"laucode","price"
2020,"flat","1081",2808,"laucode","price"
2020,"house","1081",1158,"laucode","price"
2021,"all","1081",1630,"laucode","price"
2021,"flat","1081",3303,"laucode","price"
2021,"house","1081",1362,"laucode","price"
2022,"all","1081",1700,"laucode","price"
2022,"flat","1081",3444,"laucode","price"
2022,"house","1081",1420,"laucode","price"
2023,"all","1081",1526,"laucode","price"
2023,"flat","1081",3092,"laucode","price"
2023,"house","1081",1275,"laucode","price"
2024,"all","1081",1541,"laucode","price"
2024,"flat","1081",3122,"laucode","price"
2024,"house","1081",1287,"laucode","price"
2013,"all","1082",1014,"laucode","price"
2013,"flat","1082",1149,"laucode","price"
2013,"house","1082",946,"laucode","price"
2014,"all","1082",1054,"laucode","price"
2014,"flat","1082",1194,"laucode","price"
2014,"house","1082",983,"laucode","price"
2015,"all","1082",1127,"laucode","price"
2015,"flat","1082",1297,"laucode","price"
2015,"house","1082",1061,"laucode","price"
2016,"all","1082",1256,"laucode","price"
2016,"flat","1082",1446,"laucode","price"
2016,"house","1082",1182,"laucode","price"
2017,"all","1082",1369,"laucode","price"
2017,"flat","1082",1575,"laucode","price"
2017,"house","1082",1288,"laucode","price"
2018,"all","1082",1436,"laucode","price"
2018,"flat","1082",1636,"laucode","price"
2018,"house","1082",1338,"laucode","price"
2019,"all","1082",1497,"laucode","price"
2019,"flat","1082",1705,"laucode","price"
2019,"house","1082",1394,"laucode","price"
2020,"all","1082",1616,"laucode","price"
2020,"flat","1082",1840,"laucode","price"
2020,"house","1082",1518,"laucode","price"
2021,"all","1082",1901,"laucode","price"
2021,"flat","1082",2165,"laucode","price"
2021,"house","1082",1786,"laucode","price"
2022,"all","1082",1982,"laucode","price"
2022,"flat","1082",2222,"laucode","price"
2022,"house","1082",1878,"laucode","price"
2023,"all","1082",1779,"laucode","price"
2023,"flat","1082",1995,"laucode","price"
2023,"house","1082",1686,"laucode","price"
2024,"all","1082",1797,"laucode","price"
2024,"flat","1082",2015,"laucode","price"
2024,"house","1082",1688,"laucode","price"
2013,"all","1083",1012,"laucode","price"
2013,"flat","1083",1204,"laucode","price"
2013,"house","1083",931,"laucode","price"
2014,"all","1083",1052,"laucode","price"
2014,"flat","1083",1251,"laucode","price"
2014,"house","1083",968,"laucode","price"
2015,"all","1083",1125,"laucode","price"
2015,"flat","1083",1319,"laucode","price"
2015,"house","1083",1035,"laucode","price"
2016,"all","1083",1266,"laucode","price"
2016,"flat","1083",1492,"laucode","price"
2016,"house","1083",1154,"laucode","price"
2017,"all","1083",1380,"laucode","price"
2017,"flat","1083",1626,"laucode","price"
2017,"house","1083",1257,"laucode","price"
2018,"all","1083",1433,"laucode","price"
2018,"flat","1083",1688,"laucode","price"
2018,"house","1083",1317,"laucode","price"
2019,"all","1083",1494,"laucode","price"
2019,"flat","1083",1759,"laucode","price"
2019,"house","1083",1372,"laucode","price"
2020,"all","1083",1612,"laucode","price"
2020,"flat","1083",1899,"laucode","price"
2020,"house","1083",1481,"laucode","price"
2021,"all","1083",1897,"laucode","price"
2021,"flat","1083",2234,"laucode","price"
2021,"house","1083",1743,"laucode","price"
2022,"all","1083",1977,"laucode","price"
2022,"flat","1083",2329,"laucode","price"
2022,"house","1083",1817,"laucode","price"
2023,"all","1083",1775,"laucode","price"
2023,"flat","1083",2091,"laucode","price"
2023,"house","1083",1631,"laucode","price"
2024,"all","1083",1811,"laucode","price"
2024,"flat","1083",2112,"laucode","price"
2024,"house","1083",1647,"laucode","price"
2013,"all","1214",1025,"laucode","price"
2013,"flat","1214",1223,"laucode","price"
2013,"house","1214",950,"laucode","price"
2014,"all","1214",1067,"laucode","price"
2014,"flat","1214",1273,"laucode","price"
2014,"house","1214",989,"laucode","price"
2015,"all","1214",1164,"laucode","price"
2015,"flat","1214",1389,"laucode","price"
2015,"house","1214",1079,"laucode","price"
2016,"all","1214",1315,"laucode","price"
2016,"flat","1214",1569,"laucode","price"
2016,"house","1214",1209,"laucode","price"
2017,"all","1214",1443,"laucode","price"
2017,"flat","1214",1722,"laucode","price"
2017,"house","1214",1327,"laucode","price"
2018,"all","1214",1490,"laucode","price"
2018,"flat","1214",1778,"laucode","price"
2018,"house","1214",1382,"laucode","price"
2019,"all","1214",1562,"laucode","price"
2019,"flat","1214",1847,"laucode","price"
2019,"house","1214",1423,"laucode","price"
2020,"all","1214",1695,"laucode","price"
2020,"flat","1214",2004,"laucode","price"
2020,"house","1214",1545,"laucode","price"
2021,"all","1214",2010,"laucode","price"
2021,"flat","1214",2377,"laucode","price"
2021,"house","1214",1832,"laucode","price"
2022,"all","1214",2085,"laucode","price"
2022,"flat","1214",2465,"laucode","price"
2022,"house","1214",1899,"laucode","price"
2023,"all","1214",1822,"laucode","price"
2023,"flat","1214",2154,"laucode","price"
2023,"house","1214",1660,"laucode","price"
2024,"all","1214",1875,"laucode","price"
2024,"flat","1214",2217,"laucode","price"
2024,"house","1214",1723,"laucode","price"
2013,"all","1230",1816,"laucode","price"
2013,"flat","1230",2730,"laucode","price"
2013,"house","1230",1660,"laucode","price"
2014,"all","1230",1890,"laucode","price"
2014,"flat","1230",2841,"laucode","price"
2014,"house","1230",1727,"laucode","price"
2015,"all","1230",2063,"laucode","price"
2015,"flat","1230",3100,"laucode","price"
2015,"house","1230",1885,"laucode","price"
2016,"all","1230",2330,"laucode","price"
2016,"flat","1230",3503,"laucode","price"
2016,"house","1230",2129,"laucode","price"
2017,"all","1230",2558,"laucode","price"
2017,"flat","1230",3844,"laucode","price"
2017,"house","1230",2337,"laucode","price"
2018,"all","1230",2641,"laucode","price"
2018,"flat","1230",3969,"laucode","price"
2018,"house","1230",2432,"laucode","price"
2019,"all","1230",2767,"laucode","price"
2019,"flat","1230",4122,"laucode","price"
2019,"house","1230",2525,"laucode","price"
2020,"all","1230",3030,"laucode","price"
2020,"flat","1230",4537,"laucode","price"
2020,"house","1230",2741,"laucode","price"
2021,"all","1230",3593,"laucode","price"
2021,"flat","1230",5305,"laucode","price"
2021,"house","1230",3250,"laucode","price"
2022,"all","1230",3726,"laucode","price"
2022,"flat","1230",5501,"laucode","price"
2022,"house","1230",3370,"laucode","price"
2023,"all","1230",3287,"laucode","price"
2023,"flat","1230",4808,"laucode","price"
2023,"house","1230",2969,"laucode","price"
2024,"all","1230",3382,"laucode","price"
2024,"flat","1230",4948,"laucode","price"
2024,"house","1230",3055,"laucode","price"
2013,"all","1231",1997,"laucode","price"
2013,"flat","1231",2314,"laucode","price"
2013,"house","1231",1578,"laucode","price"
2014,"all","1231",2078,"laucode","price"
2014,"flat","1231",2408,"laucode","price"
2014,"house","1231",1643,"laucode","price"
2015,"all","1231",2268,"laucode","price"
2015,"flat","1231",2628,"laucode","price"
2015,"house","1231",1793,"laucode","price"
2016,"all","1231",2562,"laucode","price"
2016,"flat","1231",2969,"laucode","price"
2016,"house","1231",2025,"laucode","price"
2017,"all","1231",2812,"laucode","price"
2017,"flat","1231",3258,"laucode","price"
2017,"house","1231",2223,"laucode","price"
2018,"all","1231",2934,"laucode","price"
2018,"flat","1231",3364,"laucode","price"
2018,"house","1231",2295,"laucode","price"
2019,"all","1231",3080,"laucode","price"
2019,"flat","1231",3544,"laucode","price"
2019,"house","1231",2402,"laucode","price"
2020,"all","1231",3415,"laucode","price"
2020,"flat","1231",3903,"laucode","price"
2020,"house","1231",2607,"laucode","price"
2021,"all","1231",4050,"laucode","price"
2021,"flat","1231",4629,"laucode","price"
2021,"house","1231",3116,"laucode","price"
2022,"all","1231",4199,"laucode","price"
2022,"flat","1231",4800,"laucode","price"
2022,"house","1231",3231,"laucode","price"
2023,"all","1231",3670,"laucode","price"
2023,"flat","1231",4195,"laucode","price"
2023,"house","1231",2824,"laucode","price"
2024,"all","1231",3777,"laucode","price"
2024,"flat","1231",4317,"laucode","price"
2024,"house","1231",2906,"laucode","price"
2013,"all","1233",2558,"laucode","price"
2013,"flat","1233",4120,"laucode","price"
2013,"house","1233",2427,"laucode","price"
2014,"all","1233",2662,"laucode","price"
2014,"flat","1233",4287,"laucode","price"
2014,"house","1233",2525,"laucode","price"
2015,"all","1233",2905,"laucode","price"
2015,"flat","1233",4679,"laucode","price"
2015,"house","1233",2756,"laucode","price"
2016,"all","1233",3282,"laucode","price"
2016,"flat","1233",5216,"laucode","price"
2016,"house","1233",3113,"laucode","price"
2017,"all","1233",3630,"laucode","price"
2017,"flat","1233",5802,"laucode","price"
2017,"house","1233",3417,"laucode","price"
2018,"all","1233",3748,"laucode","price"
2018,"flat","1233",5990,"laucode","price"
2018,"house","1233",3553,"laucode","price"
2019,"all","1233",3893,"laucode","price"
2019,"flat","1233",6221,"laucode","price"
2019,"house","1233",3691,"laucode","price"
2020,"all","1233",4225,"laucode","price"
2020,"flat","1233",6752,"laucode","price"
2020,"house","1233",4006,"laucode","price"
2021,"all","1233",5049,"laucode","price"
2021,"flat","1233",8006,"laucode","price"
2021,"house","1233",4750,"laucode","price"
2022,"all","1233",5236,"laucode","price"
2022,"flat","1233",8302,"laucode","price"
2022,"house","1233",4890,"laucode","price"
2023,"all","1233",4577,"laucode","price"
2023,"flat","1233",7257,"laucode","price"
2023,"house","1233",4274,"laucode","price"
2024,"all","1233",4709,"laucode","price"
2024,"flat","1233",7467,"laucode","price"
2024,"house","1233",4398,"laucode","price"
2013,"all","1256",554,"laucode","price"
2013,"flat","1256",3326,"laucode","price"
2013,"house","1256",477,"laucode","price"
2014,"all","1256",577,"laucode","price"
2014,"flat","1256",3461,"laucode","price"
2014,"house","1256",500,"laucode","price"
2015,"all","1256",629,"laucode","price"
2015,"flat","1256",3777,"laucode","price"
2015,"house","1256",546,"laucode","price"
2016,"all","1256",711,"laucode","price"
2016,"flat","1256",4267,"laucode","price"
2016,"house","1256",617,"laucode","price"
2017,"all","1256",780,"laucode","price"
2017,"flat","1256",4684,"laucode","price"
2017,"house","1256",677,"laucode","price"
2018,"all","1256",813,"laucode","price"
2018,"flat","1256",4836,"laucode","price"
2018,"house","1256",699,"laucode","price"
2019,"all","1256",845,"laucode","price"
2019,"flat","1256",5022,"laucode","price"
2019,"house","1256",726,"laucode","price"
2020,"all","1256",917,"laucode","price"
2020,"flat","1256",5451,"laucode","price"
2020,"house","1256",788,"laucode","price"
2021,"all","1256",1087,"laucode","price"
2021,"flat","1256",6464,"laucode","price"
2021,"house","1256",935,"laucode","price"
2022,"all","1256",1128,"laucode","price"
2022,"flat","1256",6703,"laucode","price"
2022,"house","1256",969,"laucode","price"
2023,"all","1256",986,"laucode","price"
2023,"flat","1256",5952,"laucode","price"
2023,"house","1256",847,"laucode","price"
2024,"all","1256",1014,"laucode","price"
2024,"flat","1256",6124,"laucode","price"
2024,"house","1256",872,"laucode","price"
2013,"all","1257",680,"laucode","price"
2013,"flat","1257",446,"laucode","price"
2013,"house","1257",666,"laucode","price"
2014,"all","1257",708,"laucode","price"
2014,"flat","1257",464,"laucode","price"
2014,"house","1257",687,"laucode","price"
2015,"all","1257",772,"laucode","price"
2015,"flat","1257",507,"laucode","price"
2015,"house","1257",756,"laucode","price"
2016,"all","1257",872,"laucode","price"
2016,"flat","1257",572,"laucode","price"
2016,"house","1257",854,"laucode","price"
2017,"all","1257",967,"laucode","price"
2017,"flat","1257",628,"laucode","price"
2017,"house","1257",937,"laucode","price"
2018,"all","1257",998,"laucode","price"
2018,"flat","1257",649,"laucode","price"
2018,"house","1257",968,"laucode","price"
2019,"all","1257",1047,"laucode","price"
2019,"flat","1257",684,"laucode","price"
2019,"house","1257",1005,"laucode","price"
2020,"all","1257",1125,"laucode","price"
2020,"flat","1257",742,"laucode","price"
2020,"house","1257",1091,"laucode","price"
2021,"all","1257",1348,"laucode","price"
2021,"flat","1257",880,"laucode","price"
2021,"house","1257",1293,"laucode","price"
2022,"all","1257",1397,"laucode","price"
2022,"flat","1257",913,"laucode","price"
2022,"house","1257",1353,"laucode","price"
2023,"all","1257",1221,"laucode","price"
2023,"flat","1257",798,"laucode","price"
2023,"house","1257",1182,"laucode","price"
2024,"all","1257",1257,"laucode","price"
2024,"flat","1257",821,"laucode","price"
2024,"house","1257",1217,"laucode","price"
2013,"all","1260",791,"laucode","price"
2013,"flat","1260",700,"laucode","price"
2013,"house","1260",785,"laucode","price"
2014,"all","1260",824,"laucode","price"
2014,"flat","1260",728,"laucode","price"
2014,"house","1260",817,"laucode","price"
2015,"all","1260",899,"laucode","price"
2015,"flat","1260",795,"laucode","price"
2015,"house","1260",891,"laucode","price"
2016,"all","1260",1015,"laucode","price"
2016,"flat","1260",898,"laucode","price"
2016,"house","1260",1007,"laucode","price"
2017,"all","1260",1114,"laucode","price"
2017,"flat","1260",985,"laucode","price"
2017,"house","1260",1105,"laucode","price"
2018,"all","1260",1151,"laucode","price"
2018,"flat","1260",1017,"laucode","price"
2018,"house","1260",1141,"laucode","price"
2019,"all","1260",1195,"laucode","price"
2019,"flat","1260",1057,"laucode","price"
2019,"house","1260",1185,"laucode","price"
2020,"all","1260",1297,"laucode","price"
2020,"flat","1260",1147,"laucode","price"
2020,"house","1260",1286,"laucode","price"
2021,"all","1260",1553,"laucode","price"
2021,"flat","1260",1360,"laucode","price"
2021,"house","1260",1525,"laucode","price"
2022,"all","1260",1610,"laucode","price"
2022,"flat","1260",1432,"laucode","price"
2022,"house","1260",1581,"laucode","price"
2023,"all","1260",1422,"laucode","price"
2023,"flat","1260",1251,"laucode","price"
2023,"house","1260",1394,"laucode","price"
2024,"all","1260",1463,"laucode","price"
2024,"flat","1260",1288,"laucode","price"
2024,"house","1260",1435,"laucode","price"
2013,"all","1261",1903,"laucode","price"
2013,"flat","1261",3025,"laucode","price"
2013,"house","1261",1734,"laucode","price"
