"year","LAU_CODE","type.of.building","avg_floor_m2"
2014,"884","other",10044
2015,"884","other",10004
2016,"884","other",10120
2017,"884","other",10120
2018,"884","other",9944
2019,"884","other",10101
2020,"884","other",10338
2013,"885","house",472040
2014,"885","house",473695
2015,"885","house",477503
2016,"885","house",476274
2017,"885","house",476995
2018,"885","house",474944
2019,"885","house",473000
2020,"885","house",474124
2013,"885","flat",66578
2014,"885","flat",65510
2015,"885","flat",65709
2016,"885","flat",65896
2017,"885","flat",66360
2018,"885","flat",72322
2019,"885","flat",73105
2020,"885","flat",73972
2013,"885","other",12676
2014,"885","other",12928
2015,"885","other",13450
2016,"885","other",13994
2017,"885","other",14079
2018,"885","other",15999
2019,"885","other",15999
2020,"885","other",15999
2013,"980","house",1861836
2014,"980","house",1861488
2015,"980","house",1859630
2016,"980","house",1852039
2017,"980","house",1857183
2018,"980","house",1862478
2019,"980","house",1858976
2020,"980","house",1883098
2013,"980","flat",587495
2014,"980","flat",611666
2015,"980","flat",615844
2016,"980","flat",624856
2017,"980","flat",634218
2018,"980","flat",641370
2019,"980","flat",646998
2020,"980","flat",654197
2013,"980","other",34268
2014,"980","other",35770
2015,"980","other",36985
2016,"980","other",37584
2017,"980","other",38440
2018,"980","other",45904
2019,"980","other",46266
2020,"980","other",46856
2013,"1060","house",464355
2014,"1060","house",465063
2015,"1060","house",467570
2016,"1060","house",467956
2017,"1060","house",470636
2018,"1060","house",469892
2019,"1060","house",469322
2020,"1060","house",467620
2013,"1060","flat",138514
2014,"1060","flat",145205
2015,"1060","flat",145798
2016,"1060","flat",145994
2017,"1060","flat",146192
2018,"1060","flat",148002
2019,"1060","flat",148656
2020,"1060","flat",150265
2013,"1060","other",14954
2014,"1060","other",10480
2015,"1060","other",10746
2016,"1060","other",12648
2017,"1060","other",12648
2018,"1060","other",12648
2019,"1060","other",12838
2020,"1060","other",15378
2013,"1080","house",1819412
2014,"1080","house",1824568
2015,"1080","house",1832982
2016,"1080","house",1847806
2017,"1080","house",1863268
2018,"1080","house",1873424
2019,"1080","house",1883716
2020,"1080","house",1902090
2013,"1080","flat",919323
2014,"1080","flat",929105
2015,"1080","flat",932944
2016,"1080","flat",934062
2017,"1080","flat",941280
2018,"1080","flat",954222
2019,"1080","flat",956727
2020,"1080","flat",973449
2013,"1080","other",37460
2014,"1080","other",33956
2015,"1080","other",34980
2016,"1080","other",35668
2017,"1080","other",36454
2018,"1080","other",37279
2019,"1080","other",37970
2020,"1080","other",37441
2013,"1081","house",1003882
2014,"1081","house",1001785
2015,"1081","house",1004622
2016,"1081","house",1007059
2017,"1081","house",1006534
2018,"1081","house",1009080
2019,"1081","house",1006940
2020,"1081","house",1009264
2013,"1081","flat",290376
2014,"1081","flat",291502
2015,"1081","flat",292696
2016,"1081","flat",293524
2017,"1081","flat",295959
2018,"1081","flat",297833
2019,"1081","flat",298622
2020,"1081","flat",298996
2013,"1081","other",13023
2014,"1081","other",13103
2015,"1081","other",12806
2016,"1081","other",13354
2017,"1081","other",13406
2018,"1081","other",13104
2019,"1081","other",13292
2020,"1081","other",13574
2013,"1082","house",1022512
2014,"1082","house",1022626
2015,"1082","house",1029799
2016,"1082","house",1036329
2017,"1082","house",1038155
2018,"1082","house",1037772
2019,"1082","house",1038216
2020,"1082","house",1040378
2013,"1082","flat",411748
2014,"1082","flat",414691
2015,"1082","flat",412142
2016,"1082","flat",411842
2017,"1082","flat",417187
2018,"1082","flat",418968
2019,"1082","flat",419598
2020,"1082","flat",421402
2013,"1082","other",23424
2014,"1082","other",24038
2015,"1082","other",21718
2016,"1082","other",22840
2017,"1082","other",22674
2018,"1082","other",22890
2019,"1082","other",22890
2020,"1082","other",23440
2013,"1083","house",636558
2014,"1083","house",638216
2015,"1083","house",641584
2016,"1083","house",642572
2017,"1083","house",647862
2018,"1083","house",651090
2019,"1083","house",654242
2020,"1083","house",660470
2013,"1083","flat",144986
2014,"1083","flat",146560
2015,"1083","flat",149342
2016,"1083","flat",153280
2017,"1083","flat",153584
2018,"1083","flat",155234
2019,"1083","flat",155461
2020,"1083","flat",155900
2013,"1083","other",11004
2014,"1083","other",11034
2015,"1083","other",11623
2016,"1083","other",11618
2017,"1083","other",11824
2018,"1083","other",11920
2019,"1083","other",12522
2020,"1083","other",12396
2013,"1214","house",528254
2014,"1214","house",526623
2015,"1214","house",528428
2016,"1214","house",531988
2017,"1214","house",533648
2018,"1214","house",538704
2019,"1214","house",539554
2020,"1214","house",541568
2013,"1214","flat",70762
2014,"1214","flat",70706
2015,"1214","flat",72196
2016,"1214","flat",72156
2017,"1214","flat",73566
2018,"1214","flat",75774
2019,"1214","flat",76892
2020,"1214","flat",80222
2013,"1214","other",7266
2014,"1214","other",6738
2015,"1214","other",6426
2016,"1214","other",6448
2017,"1214","other",6503
2018,"1214","other",6388
2019,"1214","other",6518
2020,"1214","other",6504
2013,"1230","house",825375
2014,"1230","house",827959
2015,"1230","house",831911
2016,"1230","house",843724
2017,"1230","house",862488
2018,"1230","house",872974
2019,"1230","house",884884
2020,"1230","house",892312
2013,"1230","flat",194026
2014,"1230","flat",196967
2015,"1230","flat",200998
2016,"1230","flat",200958
2017,"1230","flat",201180
2018,"1230","flat",201295
2019,"1230","flat",212242
2020,"1230","flat",215459
2013,"1230","other",13048
2014,"1230","other",11317
2015,"1230","other",11317
2016,"1230","other",11142
2017,"1230","other",11142
2018,"1230","other",11142
2019,"1230","other",11142
2020,"1230","other",11217
2013,"1231","house",392206
2014,"1231","house",390865
2015,"1231","house",392416
2016,"1231","house",396607
2017,"1231","house",398894
2018,"1231","house",397500
2019,"1231","house",406604
2020,"1231","house",408010
2013,"1231","flat",273621
2014,"1231","flat",273621
2015,"1231","flat",274124
2016,"1231","flat",274557
2017,"1231","flat",277252
2018,"1231","flat",284058
2019,"1231","flat",300382
2020,"1231","flat",319823
2013,"1231","other",7336
2014,"1231","other",7336
2015,"1231","other",7336
2016,"1231","other",7336
2017,"1231","other",7336
2018,"1231","other",7336
2019,"1231","other",7336
2020,"1231","other",7558
2013,"1233","house",1546566
2014,"1233","house",1547790
2015,"1233","house",1555604
2016,"1233","house",1565872
2017,"1233","house",1580982
2018,"1233","house",1585730
2019,"1233","house",1589516
2020,"1233","house",1598370
2013,"1233","flat",164600
2014,"1233","flat",167650
2015,"1233","flat",171742
2016,"1233","flat",173066
2017,"1233","flat",178198
2018,"1233","flat",181610
2019,"1233","flat",181610
2020,"1233","flat",184714
2013,"1233","other",9170
2014,"1233","other",9472
2015,"1233","other",9482
2016,"1233","other",9482
2017,"1233","other",11817
2018,"1233","other",11832
2019,"1233","other",11888
2020,"1233","other",11924
2013,"1256","house",541466
2014,"1256","house",543653
2015,"1256","house",543584
2016,"1256","house",544294
2017,"1256","house",547438
2018,"1256","house",547830
2019,"1256","house",548979
2020,"1256","house",549061
2013,"1256","flat",109268
2014,"1256","flat",109415
2015,"1256","flat",109884
2016,"1256","flat",109930
2017,"1256","flat",111020
2018,"1256","flat",111353
2019,"1256","flat",112550
2020,"1256","flat",112947
2013,"1256","other",6801
2014,"1256","other",6801
2015,"1256","other",7652
2016,"1256","other",7527
2017,"1256","other",8228
2018,"1256","other",8896
2019,"1256","other",9284
2020,"1256","other",9284
2013,"1257","house",381528
2014,"1257","house",384004
2015,"1257","house",385174
2016,"1257","house",389492
2017,"1257","house",389449
2018,"1257","house",391918
2019,"1257","house",391476
2020,"1257","house",395416
2013,"1257","flat",76252
2014,"1257","flat",78166
2015,"1257","flat",78770
2016,"1257","flat",79261
2017,"1257","flat",79261
2018,"1257","flat",81923
2019,"1257","flat",84020
2020,"1257","flat",83833
2013,"1257","other",7568
2014,"1257","other",8504
2015,"1257","other",8544
2016,"1257","other",8504
2017,"1257","other",9013
2018,"1257","other",9024
2019,"1257","other",9234
2020,"1257","other",8882
2013,"1260","house",526058
2014,"1260","house",527346
2015,"1260","house",529996
2016,"1260","house",529510
2017,"1260","house",531121
2018,"1260","house",531001
2019,"1260","house",531350
2020,"1260","house",529803
2013,"1260","flat",105728
2014,"1260","flat",108190
2015,"1260","flat",106500
2016,"1260","flat",106626
2017,"1260","flat",107584
2018,"1260","flat",109630
2019,"1260","flat",111942
2020,"1260","flat",112886
2013,"1260","other",3962
2014,"1260","other",4112
2015,"1260","other",4112
2016,"1260","other",4112
2017,"1260","other",4112
2018,"1260","other",3997
2019,"1260","other",3997
2020,"1260","other",3997
2013,"1261","house",1116863
2014,"1261","house",1117916
2015,"1261","house",1129522
2016,"1261","house",1130439
2017,"1261","house",1142424
2018,"1261","house",1151792
2019,"1261","house",1157032
2020,"1261","house",1164068
2013,"1261","flat",194452
2014,"1261","flat",194488
2015,"1261","flat",206238
2016,"1261","flat",206440
2017,"1261","flat",206732
2018,"1261","flat",214034
2019,"1261","flat",216676
2020,"1261","flat",221234
2013,"1261","other",14527
2014,"1261","other",14442
2015,"1261","other",14462
2016,"1261","other",14356
2017,"1261","other",14452
2018,"1261","other",14452
2019,"1261","other",14498
2020,"1261","other",14498
2013,"1262","house",820656
2014,"1262","house",820652
2015,"1262","house",822770
2016,"1262","house",834034
2017,"1262","house",833509
2018,"1262","house",838068
2019,"1262","house",839344
2020,"1262","house",842138
2013,"1262","flat",193800
2014,"1262","flat",201882
2015,"1262","flat",214562
2016,"1262","flat",220940
2017,"1262","flat",230510
2018,"1262","flat",245068
2019,"1262","flat",244998
2020,"1262","flat",251822
2013,"1262","other",10738
2014,"1262","other",11158
2015,"1262","other",11614
2016,"1262","other",11614
2017,"1262","other",11614
2018,"1262","other",11392
2019,"1262","other",11732
2020,"1262","other",12271
2013,"1263","house",722341
2014,"1263","house",719778
2015,"1263","house",723036
2016,"1263","house",724305
2017,"1263","house",727966
2018,"1263","house",739608
2019,"1263","house",737954
2020,"1263","house",750885
2013,"1263","flat",129245
2014,"1263","flat",134316
2015,"1263","flat",134316
2016,"1263","flat",136008
2017,"1263","flat",143224
2018,"1263","flat",145460
2019,"1263","flat",156171
2020,"1263","flat",156223
2013,"1263","other",8926
2014,"1263","other",10378
2015,"1263","other",10484
2016,"1263","other",10484
2017,"1263","other",10484
2018,"1263","other",10760
2019,"1263","other",10856
2020,"1263","other",10971
2013,"1264","house",597530
2014,"1264","house",602356
2015,"1264","house",616286
2016,"1264","house",622736
2017,"1264","house",626186
2018,"1264","house",628316
2019,"1264","house",627350
2020,"1264","house",639398
2013,"1264","flat",79748
2014,"1264","flat",82142
2015,"1264","flat",85067
2016,"1264","flat",85558
2017,"1264","flat",85800
2018,"1264","flat",85926
2019,"1264","flat",88290
2020,"1264","flat",98344
2013,"1264","other",10346
2014,"1264","other",9188
2015,"1264","other",5125
2016,"1264","other",5218
2017,"1264","other",5218
2018,"1264","other",5509
2019,"1264","other",5424
2020,"1264","other",5631
2013,"1265","house",775986
2014,"1265","house",777018
2015,"1265","house",781244
2016,"1265","house",785328
2017,"1265","house",788261
2018,"1265","house",790134
2019,"1265","house",790744
2020,"1265","house",795024
2013,"1265","flat",81056
2014,"1265","flat",81056
2015,"1265","flat",81413
2016,"1265","flat",83430
2017,"1265","flat",86640
2018,"1265","flat",86676
2019,"1265","flat",88601
2020,"1265","flat",88656
2013,"1265","other",11799
2014,"1265","other",13264
2015,"1265","other",12209
2016,"1265","other",12209
2017,"1265","other",12209
2018,"1265","other",12816
2019,"1265","other",12882
2020,"1265","other",12938
2013,"1266","house",599526
2014,"1266","house",604332
2015,"1266","house",606769
2016,"1266","house",609619
2017,"1266","house",613273
2018,"1266","house",614954
2019,"1266","house",617183
2020,"1266","house",623545
2013,"1266","flat",94723
2014,"1266","flat",94880
2015,"1266","flat",94910
2016,"1266","flat",94882
2017,"1266","flat",94882
2018,"1266","flat",94882
2019,"1266","flat",101808
2020,"1266","flat",103996
2013,"1266","other",13568
2014,"1266","other",13844
2015,"1266","other",14096
2016,"1266","other",13885
2017,"1266","other",14338
2018,"1266","other",14469
2019,"1266","other",7308
2020,"1266","other",5806
2013,"1267","house",634432
2014,"1267","house",635972
2015,"1267","house",639512
2016,"1267","house",643824
2017,"1267","house",652104
2018,"1267","house",658440
2019,"1267","house",661976
2020,"1267","house",669964
2013,"1267","flat",93021
2014,"1267","flat",93106
2015,"1267","flat",93368
2016,"1267","flat",95464
2017,"1267","flat",95953
2018,"1267","flat",97103
2019,"1267","flat",99236
2020,"1267","flat",99236
2013,"1267","other",4956
2014,"1267","other",5031
2015,"1267","other",4903
2016,"1267","other",4782
2017,"1267","other",5252
2018,"1267","other",3888
2019,"1267","other",1318
2020,"1267","other",1222
2013,"1270","house",522951
2014,"1270","house",522366
2015,"1270","house",525264
2016,"1270","house",529070
2017,"1270","house",532570
2018,"1270","house",534638
2019,"1270","house",540832
2020,"1270","house",543554
2013,"1270","flat",91968
2014,"1270","flat",93974
2015,"1270","flat",96495
2016,"1270","flat",96859
2017,"1270","flat",97056
2018,"1270","flat",98462
2019,"1270","flat",98462
2020,"1270","flat",99149
2013,"1270","other",8872
2014,"1270","other",9088
2015,"1270","other",8932
2016,"1270","other",8797
2017,"1270","other",8797
2018,"1270","other",9019
2019,"1270","other",8808
2020,"1270","other",9146
2013,"1272","house",467327
2014,"1272","house",468086
2015,"1272","house",471303
2016,"1272","house",472711
2017,"1272","house",472524
2018,"1272","house",472320
2019,"1272","house",473758
2020,"1272","house",474658
2013,"1272","flat",86489
2014,"1272","flat",86484
2015,"1272","flat",86484
2016,"1272","flat",86681
2017,"1272","flat",92390
2018,"1272","flat",96214
2019,"1272","flat",96214
2020,"1272","flat",96214
2013,"1272","other",4630
2014,"1272","other",4781
2015,"1272","other",4781
2016,"1272","other",4781
2017,"1272","other",4781
2018,"1272","other",4781
2019,"1272","other",5445
2020,"1272","other",5445
2013,"1273","house",501638
2014,"1273","house",503402
2015,"1273","house",503394
2016,"1273","house",502472
2017,"1273","house",504129
2018,"1273","house",506984
2019,"1273","house",509260
2020,"1273","house",512888
2013,"1273","flat",109393
2014,"1273","flat",111709
2015,"1273","flat",112248
2016,"1273","flat",115672
2017,"1273","flat",117728
2018,"1273","flat",117915
2019,"1273","flat",120202
2020,"1273","flat",120238
2013,"1273","other",6205
2014,"1273","other",6115
2015,"1273","other",6070
2016,"1273","other",6070
2017,"1273","other",6070
2018,"1273","other",6070
2019,"1273","other",6260
2020,"1273","other",6260
2013,"1275","house",223492
2014,"1275","house",223820
2015,"1275","house",224100
2016,"1275","house",224477
2017,"1275","house",225106
2018,"1275","house",223770
2019,"1275","house",223947
2020,"1275","house",224377
2013,"1275","flat",95244
2014,"1275","flat",95898
2015,"1275","flat",96126
2016,"1275","flat",98415
2017,"1275","flat",99463
2018,"1275","flat",99574
2019,"1275","flat",99574
2020,"1275","flat",99660
2013,"1275","other",4000
2014,"1275","other",4000
2015,"1275","other",4000
2016,"1275","other",1710
2017,"1275","other",1710
2018,"1275","other",1720
2019,"1275","other",1786
2020,"1275","other",1786
2013,"1276","house",592318
2014,"1276","house",595510
2015,"1276","house",598340
2016,"1276","house",601494
2017,"1276","house",604137
2018,"1276","house",606722
2019,"1276","house",608547
2020,"1276","house",607478
2013,"1276","flat",168229
2014,"1276","flat",171336
2015,"1276","flat",173246
2016,"1276","flat",174909
2017,"1276","flat",178919
2018,"1276","flat",179436
2019,"1276","flat",179604
2020,"1276","flat",184283
2013,"1276","other",12575
2014,"1276","other",12303
2015,"1276","other",11384
2016,"1276","other",10820
2017,"1276","other",11270
2018,"1276","other",11278
2019,"1276","other",11379
2020,"1276","other",11476
2013,"1277","house",496272
2014,"1277","house",494474
2015,"1277","house",496188
2016,"1277","house",496740
2017,"1277","house",495276
2018,"1277","house",496102
2019,"1277","house",497088
2020,"1277","house",496529
2013,"1277","flat",138904
2014,"1277","flat",138904
2015,"1277","flat",139463
2016,"1277","flat",139796
2017,"1277","flat",144424
2018,"1277","flat",145470
2019,"1277","flat",145414
2020,"1277","flat",146926
2013,"1277","other",7664
2014,"1277","other",7664
2015,"1277","other",7684
2016,"1277","other",7861
2017,"1277","other",7966
2018,"1277","other",8268
2019,"1277","other",9212
2020,"1277","other",8208
2013,"1278","house",676174
2014,"1278","house",677636
2015,"1278","house",677389
2016,"1278","house",683982
2017,"1278","house",694461
2018,"1278","house",697791
2019,"1278","house",702929
2020,"1278","house",712798
2013,"1278","flat",82174
2014,"1278","flat",82174
2015,"1278","flat",84667
2016,"1278","flat",92847
2017,"1278","flat",94356
2018,"1278","flat",105268
2019,"1278","flat",113846
2020,"1278","flat",121260
2013,"1278","other",18834
2014,"1278","other",18497
2015,"1278","other",18737
2016,"1278","other",13932
2017,"1278","other",13822
2018,"1278","other",13822
2019,"1278","other",13857
2020,"1278","other",13998
2013,"1280","house",3346982
2014,"1280","house",3358280
2015,"1280","house",3379780
2016,"1280","house",3387006
2017,"1280","house",3411028
2018,"1280","house",3425414
2019,"1280","house",3430395
2020,"1280","house",3446959
2013,"1280","flat",8222244
2014,"1280","flat",8284298
2015,"1280","flat",8378218
2016,"1280","flat",8490153
2017,"1280","flat",8614145
2018,"1280","flat",8791109
2019,"1280","flat",8942738
2020,"1280","flat",9130202
2013,"1280","other",226610
2014,"1280","other",229930
2015,"1280","other",231126
2016,"1280","other",234052
2017,"1280","other",234063
2018,"1280","other",242036
2019,"1280","other",245364
2020,"1280","other",257618
2013,"1281","house",2261866
2014,"1281","house",2268540
2015,"1281","house",2282827
2016,"1281","house",2284595
2017,"1281","house",2289672
2018,"1281","house",2293133
2019,"1281","house",2291058
2020,"1281","house",2376413
2013,"1281","flat",2105128
2014,"1281","flat",2129330
2015,"1281","flat",2178180
2016,"1281","flat",2209853
2017,"1281","flat",2258062
2018,"1281","flat",2285976
2019,"1281","flat",2321797
2020,"1281","flat",2407233
2013,"1281","other",55446
2014,"1281","other",55512
2015,"1281","other",55512
2016,"1281","other",56283
2017,"1281","other",59608
2018,"1281","other",59680
2019,"1281","other",59488
2020,"1281","other",6978
2013,"1282","house",873252
2014,"1282","house",872064
2015,"1282","house",878902
2016,"1282","house",881256
2017,"1282","house",886062
2018,"1282","house",885870
2019,"1282","house",888278
2020,"1282","house",892726
2013,"1282","flat",856484
2014,"1282","flat",856400
2015,"1282","flat",852980
2016,"1282","flat",857402
2017,"1282","flat",864584
2018,"1282","flat",875120
2019,"1282","flat",879964
2020,"1282","flat",891183
2013,"1282","other",21240
2014,"1282","other",21572
2015,"1282","other",25537
2016,"1282","other",25210
2017,"1282","other",25642
2018,"1282","other",26101
2019,"1282","other",26302
2020,"1282","other",26040
2013,"1283","house",2660982
2014,"1283","house",2680958
2015,"1283","house",2699230
2016,"1283","house",2701730
2017,"1283","house",2735632
2018,"1283","house",2749078
2019,"1283","house",2757552
2020,"1283","house",2771314
2013,"1283","flat",2856908
2014,"1283","flat",2891392
2015,"1283","flat",2910116
2016,"1283","flat",2943218
2017,"1283","flat",3022813
2018,"1283","flat",3086998
2019,"1283","flat",3132085
2020,"1283","flat",3151619
2013,"1283","other",71998
2014,"1283","other",63526
2015,"1283","other",66490
2016,"1283","other",71174
2017,"1283","other",65961
2018,"1283","other",68528
2019,"1283","other",63564
2020,"1283","other",58799
2013,"1284","house",1002464
2014,"1284","house",1003195
2015,"1284","house",1016445
2016,"1284","house",1010270
2017,"1284","house",1014589
2018,"1284","house",1013218
2019,"1284","house",1014151
2020,"1284","house",1014548
2013,"1284","flat",191862
2014,"1284","flat",192904
2015,"1284","flat",199388
2016,"1284","flat",204300
2017,"1284","flat",209562
2018,"1284","flat",215291
2019,"1284","flat",221580
2020,"1284","flat",228208
2013,"1284","other",12102
2014,"1284","other",12118
2015,"1284","other",12273
2016,"1284","other",12273
2017,"1284","other",8913
2018,"1284","other",8528
2019,"1284","other",8583
2020,"1284","other",8366
2013,"1285","house",985910
2014,"1285","house",989888
2015,"1285","house",993376
2016,"1285","house",996462
2017,"1285","house",999326
2018,"1285","house",998278
2019,"1285","house",1001783
2020,"1285","house",1005528
2013,"1285","flat",359148
2014,"1285","flat",359642
2015,"1285","flat",367180
2016,"1285","flat",375650
2017,"1285","flat",380719
2018,"1285","flat",382368
2019,"1285","flat",390979
2020,"1285","flat",407896
2013,"1285","other",18036
2014,"1285","other",17956
2015,"1285","other",17956
2016,"1285","other",17886
2017,"1285","other",18220
2018,"1285","other",18322
2019,"1285","other",18382
2020,"1285","other",18544
2013,"1286","house",882530
2014,"1286","house",905401
2015,"1286","house",912069
2016,"1286","house",910040
2017,"1286","house",913214
2018,"1286","house",912755
2019,"1286","house",918721
2020,"1286","house",920199
2013,"1286","flat",426411
2014,"1286","flat",435286
2015,"1286","flat",439344
2016,"1286","flat",441515
2017,"1286","flat",458575
2018,"1286","flat",470760
2019,"1286","flat",476407
2020,"1286","flat",494906
2013,"1286","other",34411
2014,"1286","other",19818
2015,"1286","other",17627
2016,"1286","other",17432
2017,"1286","other",16916
2018,"1286","other",16912
2019,"1286","other",16760
2020,"1286","other",16800
2013,"1287","house",1310393
2014,"1287","house",1327428
2015,"1287","house",1343222
2016,"1287","house",1352875
2017,"1287","house",1366316
2018,"1287","house",1369218
2019,"1287","house",1372858
2020,"1287","house",1376396
2013,"1287","flat",548254
2014,"1287","flat",566026
2015,"1287","flat",574795
2016,"1287","flat",578766
2017,"1287","flat",587820
2018,"1287","flat",598474
2019,"1287","flat",598703
2020,"1287","flat",599244
2013,"1287","other",28132
2014,"1287","other",15476
2015,"1287","other",15114
2016,"1287","other",15694
2017,"1287","other",16050
2018,"1287","other",16332
2019,"1287","other",16372
2020,"1287","other",16333
2013,"1290","house",2527596
2014,"1290","house",2537706
2015,"1290","house",2563398
2016,"1290","house",2581349
2017,"1290","house",2606332
2018,"1290","house",2631842
2019,"1290","house",2659354
2020,"1290","house",2690882
2013,"1290","flat",1008430
2014,"1290","flat",1022901
2015,"1290","flat",1033128
2016,"1290","flat",1048516
2017,"1290","flat",1064906
2018,"1290","flat",1086146
2019,"1290","flat",1093294
2020,"1290","flat",1103708
2013,"1290","other",48218
2014,"1290","other",36396
2015,"1290","other",35398
2016,"1290","other",35390
2017,"1290","other",35380
2018,"1290","other",32262
2019,"1290","other",33168
2020,"1290","other",34452
2013,"1291","house",802570
2014,"1291","house",804758
2015,"1291","house",803463
2016,"1291","house",803188
2017,"1291","house",806951
2018,"1291","house",805782
2019,"1291","house",805996
2020,"1291","house",811681
2013,"1291","flat",166200
2014,"1291","flat",174406
2015,"1291","flat",179412
2016,"1291","flat",180062
2017,"1291","flat",182306
2018,"1291","flat",187488
2019,"1291","flat",188337
2020,"1291","flat",189729
2013,"1291","other",17898
2014,"1291","other",7447
2015,"1291","other",7266
2016,"1291","other",7266
2017,"1291","other",7322
2018,"1291","other",7372
2019,"1291","other",7467
2020,"1291","other",7257
2013,"1292","house",1366076
2014,"1292","house",1376823
2015,"1292","house",1384644
2016,"1292","house",1390396
2017,"1292","house",1403092
2018,"1292","house",1417764
2019,"1292","house",1446376
2020,"1292","house",1461139
2013,"1292","flat",490318
2014,"1292","flat",497655
2015,"1292","flat",511233
2016,"1292","flat",518457
2017,"1292","flat",525260
2018,"1292","flat",525352
2019,"1292","flat",527924
2020,"1292","flat",533944
2013,"1292","other",21624
2014,"1292","other",15922
2015,"1292","other",7174
2016,"1292","other",7386
2017,"1292","other",7094
2018,"1292","other",7310
2019,"1292","other",7310
2020,"1292","other",7401
2013,"1293","house",1781490
2014,"1293","house",1793288
2015,"1293","house",1799591
2016,"1293","house",1799802
2017,"1293","house",1806352
2018,"1293","house",1810132
2019,"1293","house",1818062
2020,"1293","house",1825144
2013,"1293","flat",521722
2014,"1293","flat",524954
2015,"1293","flat",528440
2016,"1293","flat",529989
2017,"1293","flat",530040
2018,"1293","flat",532992
2019,"1293","flat",538638
2020,"1293","flat",547557
2013,"1293","other",28416
2014,"1293","other",28602
2015,"1293","other",28752
2016,"1293","other",29958
2017,"1293","other",31006
2018,"1293","other",32124
2019,"1293","other",32186
2020,"1293","other",33356
2013,"1315","house",405391
2014,"1315","house",405744
2015,"1315","house",407878
2016,"1315","house",407644
2017,"1315","house",408956
2018,"1315","house",408395
2019,"1315","house",406710
2020,"1315","house",407514
2013,"1315","flat",69988
2014,"1315","flat",70312
2015,"1315","flat",71711
2016,"1315","flat",72442
2017,"1315","flat",72654
2018,"1315","flat",72654
2019,"1315","flat",72766
2020,"1315","flat",74458
2013,"1315","other",5310
2014,"1315","other",5310
2015,"1315","other",5345
2016,"1315","other",5345
2017,"1315","other",5566
2018,"1315","other",5954
2019,"1315","other",5954
2020,"1315","other",5970
2013,"1380","house",2593900
2014,"1380","house",2608436
2015,"1380","house",2634802
2016,"1380","house",2645732
2017,"1380","house",2663321
2018,"1380","house",2797248
2019,"1380","house",2819840
2020,"1380","house",2830693
2013,"1380","flat",1423630
2014,"1380","flat",1442974
2015,"1380","flat",1466244
2016,"1380","flat",1488848
2017,"1380","flat",1535154
2018,"1380","flat",1441565
2019,"1380","flat",1471980
2020,"1380","flat",1504528
2013,"1380","other",50390
2014,"1380","other",50498
2015,"1380","other",46676
2016,"1380","other",46388
2017,"1380","other",45543
2018,"1380","other",45806
2019,"1380","other",48714
2020,"1380","other",49633
2013,"1381","house",1022806
2014,"1381","house",1032156
2015,"1381","house",1043534
2016,"1381","house",1053988
2017,"1381","house",1067334
2018,"1381","house",1086060
2019,"1381","house",1097928
2020,"1381","house",1108510
2013,"1381","flat",110253
2014,"1381","flat",110697
2015,"1381","flat",113247
2016,"1381","flat",118717
2017,"1381","flat",118670
2018,"1381","flat",125451
2019,"1381","flat",129080
2020,"1381","flat",130252
2013,"1381","other",19272
2014,"1381","other",20397
2015,"1381","other",18012
2016,"1381","other",18520
2017,"1381","other",18454
2018,"1381","other",18454
2019,"1381","other",15436
2020,"1381","other",15446
2013,"1382","house",1470630
2014,"1382","house",1481220
2015,"1382","house",1497774
2016,"1382","house",1505856
2017,"1382","house",1526237
2018,"1382","house",1535778
2019,"1382","house",1543480
2020,"1382","house",1559841
2013,"1382","flat",429529
2014,"1382","flat",441244
2015,"1382","flat",441806
2016,"1382","flat",452837
2017,"1382","flat",458576
2018,"1382","flat",479196
2019,"1382","flat",495665
2020,"1382","flat",509050
2013,"1382","other",32221
2014,"1382","other",30893
2015,"1382","other",31646
2016,"1382","other",27950
2017,"1382","other",31092
2018,"1382","other",31316
2019,"1382","other",31114
2020,"1382","other",29378
2013,"1383","house",1850496
2014,"1383","house",1863201
2015,"1383","house",1877792
2016,"1383","house",1895155
2017,"1383","house",1923822
2018,"1383","house",1937420
2019,"1383","house",1961441
2020,"1383","house",1985560
2013,"1383","flat",790350
2014,"1383","flat",798580
2015,"1383","flat",808944
2016,"1383","flat",828955
2017,"1383","flat",846530
2018,"1383","flat",856254
2019,"1383","flat",866478
2020,"1383","flat",891008
2013,"1383","other",28836
2014,"1383","other",27850
2015,"1383","other",27437
2016,"1383","other",27130
2017,"1383","other",27297
2018,"1383","other",27678
2019,"1383","other",27431
2020,"1383","other",30546
2013,"1384","house",2923898
2014,"1384","house",2945752
2015,"1384","house",2973438
2016,"1384","house",2999430
2017,"1384","house",3027356
2018,"1384","house",3050273
2019,"1384","house",3072062
2020,"1384","house",3108454
2013,"1384","flat",529964
2014,"1384","flat",539006
2015,"1384","flat",540526
2016,"1384","flat",565038
2017,"1384","flat",590460
2018,"1384","flat",601876
2019,"1384","flat",612724
2020,"1384","flat",624564
2013,"1384","other",13673
2014,"1384","other",13673
2015,"1384","other",13673
2016,"1384","other",13932
2017,"1384","other",13902
2018,"1384","other",13998
2019,"1384","other",14129
2020,"1384","other",13994
2013,"1401","house",1193364
2014,"1401","house",1203928
2015,"1401","house",1213219
2016,"1401","house",1223435
2017,"1401","house",1237924
2018,"1401","house",1247392
2019,"1401","house",1255645
2020,"1401","house",1264878
2013,"1401","flat",207355
2014,"1401","flat",214922
