"year","LAU_CODE","type.of.building","avg_floor_m2"
2023,"1262","house",844452
2024,"1262","house",844352
2021,"1262","flat",251822
2022,"1262","flat",255330
2023,"1262","flat",262998
2024,"1262","flat",273801
2021,"1262","other",12271
2022,"1262","other",12271
2023,"1262","other",12271
2024,"1262","other",12271
2021,"1263","house",756038
2022,"1263","house",760486
2023,"1263","house",759784
2024,"1263","house",766126
2021,"1263","flat",163951
2022,"1263","flat",166703
2023,"1263","flat",171020
2024,"1263","flat",170582
2021,"1263","other",10514
2022,"1263","other",10906
2023,"1263","other",10906
2024,"1263","other",12358
2021,"1264","house",649200
2022,"1264","house",658212
2023,"1264","house",661416
2024,"1264","house",664500
2021,"1264","flat",96016
2022,"1264","flat",101880
2023,"1264","flat",106357
2024,"1264","flat",106708
2021,"1264","other",6024
2022,"1264","other",5698
2023,"1264","other",5800
2024,"1264","other",5714
2021,"1265","house",794814
2022,"1265","house",795962
2023,"1265","house",797560
2024,"1265","house",792550
2021,"1265","flat",89005
2022,"1265","flat",89005
2023,"1265","flat",89005
2024,"1265","flat",89302
2021,"1265","other",12988
2022,"1265","other",13170
2023,"1265","other",14407
2024,"1265","other",14332
2021,"1266","house",631330
2022,"1266","house",632134
2023,"1266","house",636147
2024,"1266","house",637807
2021,"1266","flat",104096
2022,"1266","flat",105471
2023,"1266","flat",105424
2024,"1266","flat",105963
2021,"1266","other",4778
2022,"1266","other",4484
2023,"1266","other",2118
2024,"1266","other",2053
2021,"1267","house",677416
2022,"1267","house",684320
2023,"1267","house",685794
2024,"1267","house",692004
2021,"1267","flat",106364
2022,"1267","flat",110513
2023,"1267","flat",115253
2024,"1267","flat",116753
2021,"1267","other",1072
2022,"1267","other",670
2023,"1267","other",624
2024,"1267","other",624
2021,"1270","house",543462
2022,"1270","house",547200
2023,"1270","house",545504
2024,"1270","house",547327
2021,"1270","flat",102298
2022,"1270","flat",102265
2023,"1270","flat",102667
2024,"1270","flat",107148
2021,"1270","other",9388
2022,"1270","other",9388
2023,"1270","other",9388
2024,"1270","other",9111
2021,"1272","house",474270
2022,"1272","house",475426
2023,"1272","house",474370
2024,"1272","house",473252
2021,"1272","flat",96225
2022,"1272","flat",96225
2023,"1272","flat",97712
2024,"1272","flat",97712
2021,"1272","other",5118
2022,"1272","other",5118
2023,"1272","other",5118
2024,"1272","other",5213
2021,"1273","house",513671
2022,"1273","house",513819
2023,"1273","house",511036
2024,"1273","house",511217
2021,"1273","flat",120540
2022,"1273","flat",122429
2023,"1273","flat",123074
2024,"1273","flat",123916
2021,"1273","other",6492
2022,"1273","other",6452
2023,"1273","other",6754
2024,"1273","other",7112
2021,"1275","house",222442
2022,"1275","house",221240
2023,"1275","house",223354
2024,"1275","house",223574
2021,"1275","flat",101800
2022,"1275","flat",102066
2023,"1275","flat",102248
2024,"1275","flat",102022
2021,"1275","other",1786
2022,"1275","other",1956
2023,"1275","other",1956
2024,"1275","other",1956
2021,"1276","house",608221
2022,"1276","house",612114
2023,"1276","house",614016
2024,"1276","house",615404
2021,"1276","flat",184318
2022,"1276","flat",186114
2023,"1276","flat",186330
2024,"1276","flat",186366
2021,"1276","other",11521
2022,"1276","other",12078
2023,"1276","other",12519
2024,"1276","other",12938
2021,"1277","house",495727
2022,"1277","house",496452
2023,"1277","house",495454
2024,"1277","house",494960
2021,"1277","flat",147405
2022,"1277","flat",149290
2023,"1277","flat",156361
2024,"1277","flat",156416
2021,"1277","other",8143
2022,"1277","other",8153
2023,"1277","other",8228
2024,"1277","other",8228
2021,"1278","house",720787
2022,"1278","house",726200
2023,"1278","house",722303
2024,"1278","house",739152
2021,"1278","flat",124837
2022,"1278","flat",130599
2023,"1278","flat",139045
2024,"1278","flat",146748
2021,"1278","other",7832
2022,"1278","other",7668
2023,"1278","other",7668
2024,"1278","other",7714
2021,"1280","house",3453744
2022,"1280","house",3478079
2023,"1280","house",3506625
2024,"1280","house",3526652
2021,"1280","flat",9285932
2022,"1280","flat",9472734
2023,"1280","flat",9629283
2024,"1280","flat",9743544
2021,"1280","other",279700
2022,"1280","other",272266
2023,"1280","other",270224
2024,"1280","other",270434
2021,"1281","house",2387151
2022,"1281","house",2392400
2023,"1281","house",2392752
2024,"1281","house",2395822
2021,"1281","flat",2468264
2022,"1281","flat",2506011
2023,"1281","flat",2602632
2024,"1281","flat",2645581
2021,"1281","other",8490
2022,"1281","other",8974
2023,"1281","other",11713
2024,"1281","other",12080
2021,"1282","house",894502
2022,"1282","house",969855
2023,"1282","house",969912
2024,"1282","house",974217
2021,"1282","flat",898620
2022,"1282","flat",905518
2023,"1282","flat",916360
2024,"1282","flat",924250
2021,"1282","other",26586
2022,"1282","other",26506
2023,"1282","other",23160
2024,"1282","other",24012
2021,"1283","house",2772269
2022,"1283","house",2806500
2023,"1283","house",2800052
2024,"1283","house",2823234
2021,"1283","flat",3157482
2022,"1283","flat",3206190
2023,"1283","flat",3252151
2024,"1283","flat",3270706
2021,"1283","other",62318
2022,"1283","other",63230
2023,"1283","other",63075
2024,"1283","other",63085
2021,"1284","house",1012862
2022,"1284","house",1008324
2023,"1284","house",1000250
2024,"1284","house",1013802
2021,"1284","flat",241912
2022,"1284","flat",249085
2023,"1284","flat",270312
2024,"1284","flat",272824
2021,"1284","other",7656
2022,"1284","other",7135
2023,"1284","other",6798
2024,"1284","other",7028
2021,"1285","house",1006096
2022,"1285","house",1005364
2023,"1285","house",1003368
2024,"1285","house",1005583
2021,"1285","flat",408017
2022,"1285","flat",409312
2023,"1285","flat",423968
2024,"1285","flat",428164
2021,"1285","other",20190
2022,"1285","other",20592
2023,"1285","other",19747
2024,"1285","other",19747
2021,"1286","house",921846
2022,"1286","house",920409
2023,"1286","house",917884
2024,"1286","house",916070
2021,"1286","flat",518329
2022,"1286","flat",522886
2023,"1286","flat",528306
2024,"1286","flat",534248
2021,"1286","other",17057
2022,"1286","other",16927
2023,"1286","other",16128
2024,"1286","other",16294
2021,"1287","house",1377930
2022,"1287","house",1399734
2023,"1287","house",1392012
2024,"1287","house",1393926
2021,"1287","flat",619206
2022,"1287","flat",636934
2023,"1287","flat",639762
2024,"1287","flat",636494
2021,"1287","other",16468
2022,"1287","other",16468
2023,"1287","other",16554
2024,"1287","other",16554
2021,"1290","house",2709009
2022,"1290","house",2719582
2023,"1290","house",2731799
2024,"1290","house",2733203
2021,"1290","flat",1123890
2022,"1290","flat",1136929
2023,"1290","flat",1138506
2024,"1290","flat",1142320
2021,"1290","other",33092
2022,"1290","other",32196
2023,"1290","other",31309
2024,"1290","other",28472
2021,"1291","house",813342
2022,"1291","house",812410
2023,"1291","house",814705
2024,"1291","house",813152
2021,"1291","flat",194769
2022,"1291","flat",195454
2023,"1291","flat",201922
2024,"1291","flat",202592
2021,"1291","other",7217
2022,"1291","other",7442
2023,"1291","other",7442
2024,"1291","other",7182
2021,"1292","house",1482292
2022,"1292","house",1478642
2023,"1292","house",1478644
2024,"1292","house",1487280
2021,"1292","flat",552930
2022,"1292","flat",572926
2023,"1292","flat",586162
2024,"1292","flat",591382
2021,"1292","other",7698
2022,"1292","other",7922
2023,"1292","other",7957
2024,"1292","other",7957
2021,"1293","house",1830028
2022,"1293","house",1835367
2023,"1293","house",1838740
2024,"1293","house",1835290
2021,"1293","flat",556349
2022,"1293","flat",564186
2023,"1293","flat",580905
2024,"1293","flat",587974
2021,"1293","other",33486
2022,"1293","other",34080
2023,"1293","other",34372
2024,"1293","other",33208
2021,"1315","house",407663
2022,"1315","house",406631
2023,"1315","house",407751
2024,"1315","house",406376
2021,"1315","flat",74412
2022,"1315","flat",73254
2023,"1315","flat",73254
2024,"1315","flat",73420
2021,"1315","other",5970
2022,"1315","other",5970
2023,"1315","other",5970
2024,"1315","other",5970
2021,"1380","house",2842516
2022,"1380","house",2857006
2023,"1380","house",2864762
2024,"1380","house",2863893
2021,"1380","flat",1521079
2022,"1380","flat",1549790
2023,"1380","flat",1588436
2024,"1380","flat",1592402
2021,"1380","other",51408
2022,"1380","other",53205
2023,"1380","other",54342
2024,"1380","other",54652
2021,"1381","house",1132651
2022,"1381","house",1145220
2023,"1381","house",1152640
2024,"1381","house",1157033
2021,"1381","flat",136290
2022,"1381","flat",138072
2023,"1381","flat",140281
2024,"1381","flat",137368
2021,"1381","other",12154
2022,"1381","other",12632
2023,"1381","other",12839
2024,"1381","other",12477
2021,"1382","house",1573988
2022,"1382","house",1592845
2023,"1382","house",1598302
2024,"1382","house",1605060
2021,"1382","flat",531628
2022,"1382","flat",538522
2023,"1382","flat",543014
2024,"1382","flat",533546
2021,"1382","other",29394
2022,"1382","other",29740
2023,"1382","other",32308
2024,"1382","other",33610
2021,"1383","house",2004882
2022,"1383","house",2018922
2023,"1383","house",2028036
2024,"1383","house",2043998
2021,"1383","flat",925275
2022,"1383","flat",956335
2023,"1383","flat",969090
2024,"1383","flat",992476
2021,"1383","other",30843
2022,"1383","other",31365
2023,"1383","other",32582
2024,"1383","other",24584
2021,"1384","house",3133060
2022,"1384","house",3154312
2023,"1384","house",3168304
2024,"1384","house",3189260
2021,"1384","flat",636395
2022,"1384","flat",640070
2023,"1384","flat",640464
2024,"1384","flat",650316
2021,"1384","other",14166
2022,"1384","other",14412
2023,"1384","other",15432
2024,"1384","other",15477
2021,"1401","house",1269798
2022,"1401","house",1286103
2023,"1401","house",1293718
2024,"1401","house",1300324
2021,"1401","flat",262404
2022,"1401","flat",287108
2023,"1401","flat",293158
2024,"1401","flat",295880
2021,"1401","other",8284
2022,"1401","other",8464
2023,"1401","other",8464
2024,"1401","other",8596
2021,"1402","house",906531
2022,"1402","house",910517
2023,"1402","house",911082
2024,"1402","house",914024
2021,"1402","flat",599190
2022,"1402","flat",618961
2023,"1402","flat",637987
2024,"1402","flat",649220
2021,"1402","other",23914
2022,"1402","other",24079
2023,"1402","other",20928
2024,"1402","other",23880
2021,"1407","house",531700
2022,"1407","house",529030
2023,"1407","house",528832
2024,"1407","house",527364
2021,"1407","flat",39722
2022,"1407","flat",39930
2023,"1407","flat",41200
2024,"1407","flat",43130
2021,"1407","other",8488
2022,"1407","other",8488
2023,"1407","other",8488
2024,"1407","other",8488
2021,"1415","house",889868
2022,"1415","house",896636
2023,"1415","house",900778
2024,"1415","house",903219
2021,"1415","flat",252315
2022,"1415","flat",259299
2023,"1415","flat",256275
2024,"1415","flat",255936
2021,"1415","other",17044
2022,"1415","other",16998
2023,"1415","other",17044
2024,"1415","other",17100
2021,"1419","house",623074
2022,"1419","house",621794
2023,"1419","house",621034
2024,"1419","house",628097
2021,"1419","flat",52745
2022,"1419","flat",54591
2023,"1419","flat",68931
2024,"1419","flat",74975
2021,"1419","other",13466
2022,"1419","other",13515
2023,"1419","other",14311
2024,"1419","other",8761
2021,"1421","house",644466
2022,"1421","house",649596
2023,"1421","house",647534
2024,"1421","house",647682
2021,"1421","flat",64998
2022,"1421","flat",64998
2023,"1421","flat",65372
2024,"1421","flat",65866
2021,"1421","other",14972
2022,"1421","other",15168
2023,"1421","other",15213
2024,"1421","other",15046
2021,"1427","house",378769
2022,"1427","house",383954
2023,"1427","house",379533
2024,"1427","house",378832
2021,"1427","flat",97890
2022,"1427","flat",100398
2023,"1427","flat",102661
2024,"1427","flat",104194
2021,"1427","other",8104
2022,"1427","other",8440
2023,"1427","other",8254
2024,"1427","other",8238
2021,"1430","house",387801
2022,"1430","house",388020
2023,"1430","house",388430
2024,"1430","house",385595
2021,"1430","flat",74524
2022,"1430","flat",74660
2023,"1430","flat",75048
2024,"1430","flat",75008
2021,"1430","other",4382
2022,"1430","other",4734
2023,"1430","other",4482
2024,"1430","other",4482
2021,"1435","house",521461
2022,"1435","house",523863
2023,"1435","house",520934
2024,"1435","house",519322
2021,"1435","flat",83703
2022,"1435","flat",83703
2023,"1435","flat",83703
2024,"1435","flat",83860
2021,"1435","other",10130
2022,"1435","other",10240
2023,"1435","other",10322
2024,"1435","other",10794
2021,"1438","house",178182
2022,"1438","house",176722
2023,"1438","house",175888
2024,"1438","house",176659
2021,"1438","flat",50736
2022,"1438","flat",50736
2023,"1438","flat",50247
2024,"1438","flat",50247
2021,"1438","other",4252
2022,"1438","other",4252
2023,"1438","other",4384
2024,"1438","other",4469
2021,"1439","house",279428
2022,"1439","house",278692
2023,"1439","house",276846
2024,"1439","house",277438
2021,"1439","flat",28291
2022,"1439","flat",28291
2023,"1439","flat",29381
2024,"1439","flat",29381
2021,"1439","other",4298
2022,"1439","other",4298
2023,"1439","other",4202
2024,"1439","other",4288
2021,"1440","house",977840
2022,"1440","house",984234
2023,"1440","house",988090
2024,"1440","house",988040
2021,"1440","flat",299096
2022,"1440","flat",305176
2023,"1440","flat",303963
2024,"1440","flat",305524
2021,"1440","other",4458
2022,"1440","other",5246
2023,"1440","other",5246
2024,"1440","other",5246
2021,"1441","house",1541655
2022,"1441","house",1543434
2023,"1441","house",1539722
2024,"1441","house",1537752
2021,"1441","flat",251159
2022,"1441","flat",254892
2023,"1441","flat",254741
2024,"1441","flat",254434
2021,"1441","other",9455
2022,"1441","other",10850
2023,"1441","other",10840
2024,"1441","other",10246
2021,"1442","house",418042
2022,"1442","house",418931
2023,"1442","house",418624
2024,"1442","house",419476
2021,"1442","flat",83183
2022,"1442","flat",83425
2023,"1442","flat",87622
2024,"1442","flat",87566
2021,"1442","other",7650
2022,"1442","other",7705
2023,"1442","other",7705
2024,"1442","other",7962
2021,"1443","house",338964
2022,"1443","house",339259
2023,"1443","house",341944
2024,"1443","house",343456
2021,"1443","flat",76400
2022,"1443","flat",79224
2023,"1443","flat",81691
2024,"1443","flat",81998
2021,"1443","other",3360
2022,"1443","other",3360
2023,"1443","other",3290
2024,"1443","other",3290
2021,"1444","house",245676
2022,"1444","house",245406
2023,"1444","house",243928
2024,"1444","house",242356
