"nuts","year","value","level","type.of.building","indicator"
"187","2020",4997,"laucode","all","dwelling"
"188","2013",25780,"laucode","all","dwelling"
"188","2014",26367,"laucode","all","dwelling"
"188","2015",26846,"laucode","all","dwelling"
"188","2016",28463,"laucode","all","dwelling"
"188","2017",29329,"laucode","all","dwelling"
"188","2018",29917,"laucode","all","dwelling"
"188","2019",30298,"laucode","all","dwelling"
"188","2020",30833,"laucode","all","dwelling"
"191","2013",17455,"laucode","all","dwelling"
"191","2014",17665,"laucode","all","dwelling"
"191","2015",17874,"laucode","all","dwelling"
"191","2016",18446,"laucode","all","dwelling"
"191","2017",18885,"laucode","all","dwelling"
"191","2018",18944,"laucode","all","dwelling"
"191","2019",19199,"laucode","all","dwelling"
"191","2020",19437,"laucode","all","dwelling"
"192","2013",12067,"laucode","all","dwelling"
"192","2014",12144,"laucode","all","dwelling"
"192","2015",12211,"laucode","all","dwelling"
"192","2016",12553,"laucode","all","dwelling"
"192","2017",12618,"laucode","all","dwelling"
"192","2018",12741,"laucode","all","dwelling"
"192","2019",12922,"laucode","all","dwelling"
"192","2020",13019,"laucode","all","dwelling"
"305","2013",12024,"laucode","all","dwelling"
"643","2013",12024,"laucode","all","dwelling"
"305","2014",12114,"laucode","all","dwelling"
"643","2014",12114,"laucode","all","dwelling"
"305","2015",12260,"laucode","all","dwelling"
"643","2015",12260,"laucode","all","dwelling"
"305","2016",12614,"laucode","all","dwelling"
"643","2016",12614,"laucode","all","dwelling"
"305","2017",12808,"laucode","all","dwelling"
"643","2017",12808,"laucode","all","dwelling"
"305","2018",13021,"laucode","all","dwelling"
"643","2018",13021,"laucode","all","dwelling"
"305","2019",13332,"laucode","all","dwelling"
"643","2019",13332,"laucode","all","dwelling"
"305","2020",13461,"laucode","all","dwelling"
"643","2020",13461,"laucode","all","dwelling"
"319","2013",4181,"laucode","all","dwelling"
"319","2014",4173,"laucode","all","dwelling"
"319","2015",4195,"laucode","all","dwelling"
"319","2016",4238,"laucode","all","dwelling"
"319","2017",4258,"laucode","all","dwelling"
"319","2018",4263,"laucode","all","dwelling"
"319","2019",4284,"laucode","all","dwelling"
"319","2020",4336,"laucode","all","dwelling"
"330","2013",5734,"laucode","all","dwelling"
"330","2014",6124,"laucode","all","dwelling"
"330","2015",6215,"laucode","all","dwelling"
"330","2016",6378,"laucode","all","dwelling"
"330","2017",6577,"laucode","all","dwelling"
"330","2018",6935,"laucode","all","dwelling"
"330","2019",6992,"laucode","all","dwelling"
"330","2020",7271,"laucode","all","dwelling"
"331","2013",6013,"laucode","all","dwelling"
"331","2014",6013,"laucode","all","dwelling"
"331","2015",6062,"laucode","all","dwelling"
"331","2016",6215,"laucode","all","dwelling"
"331","2017",6264,"laucode","all","dwelling"
"331","2018",6342,"laucode","all","dwelling"
"331","2019",6424,"laucode","all","dwelling"
"331","2020",6484,"laucode","all","dwelling"
"360","2013",9437,"laucode","all","dwelling"
"360","2014",9481,"laucode","all","dwelling"
"360","2015",9554,"laucode","all","dwelling"
"360","2016",9644,"laucode","all","dwelling"
"360","2017",9843,"laucode","all","dwelling"
"360","2018",9917,"laucode","all","dwelling"
"360","2019",9932,"laucode","all","dwelling"
"360","2020",10021,"laucode","all","dwelling"
"380","2013",86148,"laucode","all","dwelling"
"380","2014",87123,"laucode","all","dwelling"
"380","2015",89169,"laucode","all","dwelling"
"380","2016",91501,"laucode","all","dwelling"
"380","2017",93777,"laucode","all","dwelling"
"380","2018",96793,"laucode","all","dwelling"
"380","2019",98860,"laucode","all","dwelling"
"380","2020",99677,"laucode","all","dwelling"
"381","2013",17698,"laucode","all","dwelling"
"381","2014",17770,"laucode","all","dwelling"
"381","2015",18054,"laucode","all","dwelling"
"381","2016",18471,"laucode","all","dwelling"
"381","2017",18629,"laucode","all","dwelling"
"381","2018",19024,"laucode","all","dwelling"
"381","2019",19540,"laucode","all","dwelling"
"381","2020",20059,"laucode","all","dwelling"
"382","2013",10108,"laucode","all","dwelling"
"382","2014",10152,"laucode","all","dwelling"
"382","2015",10241,"laucode","all","dwelling"
"382","2016",10309,"laucode","all","dwelling"
"382","2017",10379,"laucode","all","dwelling"
"382","2018",10445,"laucode","all","dwelling"
"382","2019",10491,"laucode","all","dwelling"
"382","2020",10538,"laucode","all","dwelling"
"428","2013",4187,"laucode","all","dwelling"
"428","2014",4211,"laucode","all","dwelling"
"428","2015",4226,"laucode","all","dwelling"
"428","2016",4327,"laucode","all","dwelling"
"428","2017",4350,"laucode","all","dwelling"
"428","2018",4373,"laucode","all","dwelling"
"428","2019",4376,"laucode","all","dwelling"
"428","2020",4346,"laucode","all","dwelling"
"461","2013",4509,"laucode","all","dwelling"
"461","2014",4544,"laucode","all","dwelling"
"461","2015",4628,"laucode","all","dwelling"
"461","2016",4741,"laucode","all","dwelling"
"461","2017",4758,"laucode","all","dwelling"
"461","2018",4908,"laucode","all","dwelling"
"461","2019",4993,"laucode","all","dwelling"
"461","2020",5036,"laucode","all","dwelling"
"480","2013",25212,"laucode","all","dwelling"
"480","2014",25355,"laucode","all","dwelling"
"480","2015",25509,"laucode","all","dwelling"
"480","2016",25770,"laucode","all","dwelling"
"480","2017",25885,"laucode","all","dwelling"
"480","2018",26159,"laucode","all","dwelling"
"480","2019",26699,"laucode","all","dwelling"
"480","2020",27159,"laucode","all","dwelling"
"481","2013",5784,"laucode","all","dwelling"
"481","2014",5778,"laucode","all","dwelling"
"481","2015",5790,"laucode","all","dwelling"
"481","2016",5811,"laucode","all","dwelling"
"481","2017",5832,"laucode","all","dwelling"
"481","2018",5881,"laucode","all","dwelling"
"481","2019",5884,"laucode","all","dwelling"
"481","2020",5915,"laucode","all","dwelling"
"482","2013",7879,"laucode","all","dwelling"
"482","2014",7889,"laucode","all","dwelling"
"482","2015",7904,"laucode","all","dwelling"
"482","2016",7995,"laucode","all","dwelling"
"482","2017",8018,"laucode","all","dwelling"
"482","2018",8028,"laucode","all","dwelling"
"482","2019",8017,"laucode","all","dwelling"
"482","2020",8065,"laucode","all","dwelling"
"483","2013",15696,"laucode","all","dwelling"
"483","2014",15710,"laucode","all","dwelling"
"483","2015",15789,"laucode","all","dwelling"
"483","2016",15992,"laucode","all","dwelling"
"483","2017",16144,"laucode","all","dwelling"
"483","2018",16354,"laucode","all","dwelling"
"483","2019",16428,"laucode","all","dwelling"
"483","2020",16573,"laucode","all","dwelling"
"484","2013",46256,"laucode","all","dwelling"
"484","2014",46532,"laucode","all","dwelling"
"484","2015",46947,"laucode","all","dwelling"
"484","2016",47524,"laucode","all","dwelling"
"484","2017",47975,"laucode","all","dwelling"
"484","2018",48349,"laucode","all","dwelling"
"484","2019",48570,"laucode","all","dwelling"
"484","2020",49129,"laucode","all","dwelling"
"486","2013",14736,"laucode","all","dwelling"
"486","2014",14830,"laucode","all","dwelling"
"486","2015",14882,"laucode","all","dwelling"
"486","2016",15124,"laucode","all","dwelling"
"486","2017",15393,"laucode","all","dwelling"
"486","2018",15801,"laucode","all","dwelling"
"486","2019",15973,"laucode","all","dwelling"
"486","2020",16256,"laucode","all","dwelling"
"488","2013",4965,"laucode","all","dwelling"
"488","2014",4971,"laucode","all","dwelling"
"488","2015",5031,"laucode","all","dwelling"
"488","2016",5347,"laucode","all","dwelling"
"488","2017",5342,"laucode","all","dwelling"
"488","2018",5572,"laucode","all","dwelling"
"488","2019",5752,"laucode","all","dwelling"
"488","2020",5852,"laucode","all","dwelling"
"509","2013",2371,"laucode","all","dwelling"
"509","2014",2372,"laucode","all","dwelling"
"509","2015",2375,"laucode","all","dwelling"
"509","2016",2433,"laucode","all","dwelling"
"509","2017",2433,"laucode","all","dwelling"
"509","2018",2427,"laucode","all","dwelling"
"509","2019",2450,"laucode","all","dwelling"
"509","2020",2463,"laucode","all","dwelling"
"512","2013",1708,"laucode","all","dwelling"
"512","2014",1721,"laucode","all","dwelling"
"512","2015",1683,"laucode","all","dwelling"
"512","2016",1712,"laucode","all","dwelling"
"512","2017",1726,"laucode","all","dwelling"
"512","2018",1730,"laucode","all","dwelling"
"512","2019",1743,"laucode","all","dwelling"
"512","2020",1755,"laucode","all","dwelling"
"513","2013",4500,"laucode","all","dwelling"
"513","2014",4441,"laucode","all","dwelling"
"513","2015",4451,"laucode","all","dwelling"
"513","2016",4533,"laucode","all","dwelling"
"513","2017",4543,"laucode","all","dwelling"
"513","2018",4590,"laucode","all","dwelling"
"513","2019",4606,"laucode","all","dwelling"
"513","2020",4670,"laucode","all","dwelling"
"560","2013",2562,"laucode","all","dwelling"
"560","2014",2561,"laucode","all","dwelling"
"560","2015",2580,"laucode","all","dwelling"
"560","2016",2609,"laucode","all","dwelling"
"560","2017",2635,"laucode","all","dwelling"
"560","2018",2657,"laucode","all","dwelling"
"560","2019",2668,"laucode","all","dwelling"
"560","2020",2695,"laucode","all","dwelling"
"561","2013",5359,"laucode","all","dwelling"
"561","2014",5376,"laucode","all","dwelling"
"561","2015",5420,"laucode","all","dwelling"
"561","2016",5466,"laucode","all","dwelling"
"561","2017",5517,"laucode","all","dwelling"
"561","2018",5527,"laucode","all","dwelling"
"561","2019",5544,"laucode","all","dwelling"
"561","2020",5561,"laucode","all","dwelling"
"562","2013",10480,"laucode","all","dwelling"
"562","2014",10494,"laucode","all","dwelling"
"562","2015",10506,"laucode","all","dwelling"
"562","2016",10580,"laucode","all","dwelling"
"562","2017",10651,"laucode","all","dwelling"
"562","2018",10705,"laucode","all","dwelling"
"562","2019",10785,"laucode","all","dwelling"
"562","2020",10826,"laucode","all","dwelling"
"563","2013",3914,"laucode","all","dwelling"
"563","2014",3926,"laucode","all","dwelling"
"563","2015",3931,"laucode","all","dwelling"
"563","2016",3996,"laucode","all","dwelling"
"563","2017",4003,"laucode","all","dwelling"
"563","2018",4015,"laucode","all","dwelling"
"563","2019",4042,"laucode","all","dwelling"
"563","2020",4037,"laucode","all","dwelling"
"580","2013",67124,"laucode","all","dwelling"
"580","2014",68132,"laucode","all","dwelling"
"580","2015",69243,"laucode","all","dwelling"
"580","2016",70177,"laucode","all","dwelling"
"580","2017",72151,"laucode","all","dwelling"
"580","2018",73659,"laucode","all","dwelling"
"580","2019",74857,"laucode","all","dwelling"
"580","2020",75950,"laucode","all","dwelling"
"581","2013",62118,"laucode","all","dwelling"
"581","2014",62640,"laucode","all","dwelling"
"581","2015",63643,"laucode","all","dwelling"
"581","2016",64290,"laucode","all","dwelling"
"581","2017",64812,"laucode","all","dwelling"
"581","2018",65772,"laucode","all","dwelling"
"581","2019",66450,"laucode","all","dwelling"
"581","2020",67220,"laucode","all","dwelling"
"582","2013",6076,"laucode","all","dwelling"
"582","2014",6161,"laucode","all","dwelling"
"582","2015",6218,"laucode","all","dwelling"
"582","2016",6401,"laucode","all","dwelling"
"582","2017",6444,"laucode","all","dwelling"
"582","2018",6505,"laucode","all","dwelling"
"582","2019",6506,"laucode","all","dwelling"
"582","2020",6570,"laucode","all","dwelling"
"583","2013",20197,"laucode","all","dwelling"
"583","2014",20233,"laucode","all","dwelling"
"583","2015",20312,"laucode","all","dwelling"
"583","2016",20478,"laucode","all","dwelling"
"583","2017",20651,"laucode","all","dwelling"
"583","2018",20703,"laucode","all","dwelling"
"583","2019",20803,"laucode","all","dwelling"
"583","2020",20917,"laucode","all","dwelling"
"584","2013",3672,"laucode","all","dwelling"
"584","2014",3689,"laucode","all","dwelling"
"584","2015",3698,"laucode","all","dwelling"
"584","2016",3722,"laucode","all","dwelling"
"584","2017",3777,"laucode","all","dwelling"
"584","2018",3798,"laucode","all","dwelling"
"584","2019",3796,"laucode","all","dwelling"
"584","2020",3851,"laucode","all","dwelling"
"586","2013",12725,"laucode","all","dwelling"
"586","2014",12768,"laucode","all","dwelling"
"586","2015",12816,"laucode","all","dwelling"
"586","2016",12981,"laucode","all","dwelling"
"586","2017",13209,"laucode","all","dwelling"
"586","2018",13338,"laucode","all","dwelling"
"586","2019",13436,"laucode","all","dwelling"
"586","2020",13471,"laucode","all","dwelling"
"604","2013",2784,"laucode","all","dwelling"
"604","2014",2817,"laucode","all","dwelling"
"604","2015",2832,"laucode","all","dwelling"
"604","2016",2904,"laucode","all","dwelling"
"604","2017",2953,"laucode","all","dwelling"
"604","2018",2996,"laucode","all","dwelling"
"604","2019",3037,"laucode","all","dwelling"
"604","2020",3043,"laucode","all","dwelling"
"617","2013",3851,"laucode","all","dwelling"
"617","2014",3848,"laucode","all","dwelling"
"617","2015",3856,"laucode","all","dwelling"
"617","2016",3893,"laucode","all","dwelling"
"617","2017",3935,"laucode","all","dwelling"
"617","2018",3959,"laucode","all","dwelling"
"617","2019",3969,"laucode","all","dwelling"
"617","2020",3986,"laucode","all","dwelling"
"642","2013",3033,"laucode","all","dwelling"
"642","2014",3045,"laucode","all","dwelling"
"642","2015",3054,"laucode","all","dwelling"
"642","2016",3095,"laucode","all","dwelling"
"642","2017",3166,"laucode","all","dwelling"
"642","2018",3195,"laucode","all","dwelling"
"642","2019",3219,"laucode","all","dwelling"
"642","2020",3257,"laucode","all","dwelling"
"662","2013",12801,"laucode","all","dwelling"
"662","2014",12824,"laucode","all","dwelling"
"662","2015",12890,"laucode","all","dwelling"
"662","2016",12959,"laucode","all","dwelling"
"662","2017",13040,"laucode","all","dwelling"
"662","2018",13124,"laucode","all","dwelling"
"662","2019",13180,"laucode","all","dwelling"
"662","2020",13241,"laucode","all","dwelling"
"665","2013",5556,"laucode","all","dwelling"
"665","2014",5618,"laucode","all","dwelling"
"665","2015",5632,"laucode","all","dwelling"
"665","2016",5695,"laucode","all","dwelling"
"665","2017",5775,"laucode","all","dwelling"
"665","2018",5828,"laucode","all","dwelling"
"665","2019",5915,"laucode","all","dwelling"
"665","2020",6074,"laucode","all","dwelling"
"680","2013",58482,"laucode","all","dwelling"
"680","2014",58950,"laucode","all","dwelling"
"680","2015",59457,"laucode","all","dwelling"
"680","2016",60416,"laucode","all","dwelling"
"680","2017",61545,"laucode","all","dwelling"
"680","2018",61985,"laucode","all","dwelling"
"680","2019",62959,"laucode","all","dwelling"
"680","2020",63772,"laucode","all","dwelling"
"682","2013",13491,"laucode","all","dwelling"
"682","2014",13653,"laucode","all","dwelling"
"682","2015",13702,"laucode","all","dwelling"
"682","2016",13902,"laucode","all","dwelling"
"682","2017",13942,"laucode","all","dwelling"
"682","2018",14018,"laucode","all","dwelling"
"682","2019",14167,"laucode","all","dwelling"
"682","2020",14306,"laucode","all","dwelling"
"683","2013",15004,"laucode","all","dwelling"
"683","2014",15088,"laucode","all","dwelling"
"683","2015",15209,"laucode","all","dwelling"
"683","2016",15377,"laucode","all","dwelling"
"683","2017",15521,"laucode","all","dwelling"
"683","2018",15591,"laucode","all","dwelling"
"683","2019",15682,"laucode","all","dwelling"
"683","2020",15749,"laucode","all","dwelling"
"684","2013",4666,"laucode","all","dwelling"
"684","2014",4702,"laucode","all","dwelling"
"684","2015",4875,"laucode","all","dwelling"
"684","2016",4974,"laucode","all","dwelling"
"684","2017",5021,"laucode","all","dwelling"
"684","2018",5030,"laucode","all","dwelling"
"684","2019",5069,"laucode","all","dwelling"
"684","2020",5135,"laucode","all","dwelling"
"685","2013",11978,"laucode","all","dwelling"
"685","2014",12016,"laucode","all","dwelling"
"685","2015",12111,"laucode","all","dwelling"
"685","2016",12319,"laucode","all","dwelling"
"685","2017",12527,"laucode","all","dwelling"
"685","2018",12725,"laucode","all","dwelling"
"685","2019",12747,"laucode","all","dwelling"
"685","2020",12801,"laucode","all","dwelling"
"686","2013",7936,"laucode","all","dwelling"
"686","2014",8030,"laucode","all","dwelling"
"686","2015",8082,"laucode","all","dwelling"
"686","2016",8245,"laucode","all","dwelling"
"686","2017",8309,"laucode","all","dwelling"
"686","2018",8436,"laucode","all","dwelling"
"686","2019",8515,"laucode","all","dwelling"
"686","2020",8608,"laucode","all","dwelling"
"687","2013",8747,"laucode","all","dwelling"
"687","2014",8797,"laucode","all","dwelling"
"687","2015",8822,"laucode","all","dwelling"
"687","2016",8932,"laucode","all","dwelling"
"687","2017",8951,"laucode","all","dwelling"
"687","2018",8986,"laucode","all","dwelling"
"687","2019",9076,"laucode","all","dwelling"
"687","2020",9148,"laucode","all","dwelling"
"760","2013",4338,"laucode","all","dwelling"
"760","2014",4344,"laucode","all","dwelling"
"760","2015",4361,"laucode","all","dwelling"
"760","2016",4407,"laucode","all","dwelling"
"760","2017",4469,"laucode","all","dwelling"
"760","2018",4463,"laucode","all","dwelling"
"760","2019",4482,"laucode","all","dwelling"
"760","2020",4516,"laucode","all","dwelling"
"761","2013",3669,"laucode","all","dwelling"
"761","2014",3666,"laucode","all","dwelling"
"761","2015",3664,"laucode","all","dwelling"
"761","2016",3712,"laucode","all","dwelling"
"761","2017",3752,"laucode","all","dwelling"
"761","2018",3739,"laucode","all","dwelling"
"761","2019",3759,"laucode","all","dwelling"
"761","2020",3808,"laucode","all","dwelling"
"763","2013",5869,"laucode","all","dwelling"
"763","2014",5920,"laucode","all","dwelling"
"763","2015",5940,"laucode","all","dwelling"
"763","2016",6034,"laucode","all","dwelling"
"763","2017",6066,"laucode","all","dwelling"
"763","2018",6098,"laucode","all","dwelling"
"763","2019",6119,"laucode","all","dwelling"
"763","2020",6128,"laucode","all","dwelling"
"764","2013",8406,"laucode","all","dwelling"
"764","2014",8422,"laucode","all","dwelling"
"764","2015",8468,"laucode","all","dwelling"
"764","2016",8546,"laucode","all","dwelling"
"764","2017",8601,"laucode","all","dwelling"
"764","2018",8677,"laucode","all","dwelling"
