"nuts","year","value","level","type.of.building","indicator"
"1443","2016",32,"laucode","other","dwelling"
"1443","2017",36,"laucode","other","dwelling"
"1443","2018",36,"laucode","other","dwelling"
"1443","2019",36,"laucode","other","dwelling"
"1443","2020",37,"laucode","other","dwelling"
"1444","2013",2040,"laucode","house","dwelling"
"1444","2014",2045,"laucode","house","dwelling"
"1444","2015",2047,"laucode","house","dwelling"
"1444","2016",2069,"laucode","house","dwelling"
"1444","2017",2074,"laucode","house","dwelling"
"1444","2018",2066,"laucode","house","dwelling"
"1444","2019",2068,"laucode","house","dwelling"
"1444","2020",2077,"laucode","house","dwelling"
"1444","2013",449,"laucode","flat","dwelling"
"1444","2014",462,"laucode","flat","dwelling"
"1444","2015",473,"laucode","flat","dwelling"
"1444","2016",483,"laucode","flat","dwelling"
"1444","2017",492,"laucode","flat","dwelling"
"1444","2018",499,"laucode","flat","dwelling"
"1444","2019",496,"laucode","flat","dwelling"
"1444","2020",500,"laucode","flat","dwelling"
"1444","2013",30,"laucode","other","dwelling"
"1444","2014",32,"laucode","other","dwelling"
"1444","2015",34,"laucode","other","dwelling"
"1444","2016",34,"laucode","other","dwelling"
"1444","2017",34,"laucode","other","dwelling"
"1444","2018",48,"laucode","other","dwelling"
"1444","2019",48,"laucode","other","dwelling"
"1444","2020",53,"laucode","other","dwelling"
"1445","2013",2095,"laucode","house","dwelling"
"1445","2014",2090,"laucode","house","dwelling"
"1445","2015",2101,"laucode","house","dwelling"
"1445","2016",2141,"laucode","house","dwelling"
"1445","2017",2139,"laucode","house","dwelling"
"1445","2018",2148,"laucode","house","dwelling"
"1445","2019",2155,"laucode","house","dwelling"
"1445","2020",2181,"laucode","house","dwelling"
"1445","2013",339,"laucode","flat","dwelling"
"1445","2014",343,"laucode","flat","dwelling"
"1445","2015",348,"laucode","flat","dwelling"
"1445","2016",342,"laucode","flat","dwelling"
"1445","2017",366,"laucode","flat","dwelling"
"1445","2018",366,"laucode","flat","dwelling"
"1445","2019",368,"laucode","flat","dwelling"
"1445","2020",369,"laucode","flat","dwelling"
"1445","2013",18,"laucode","other","dwelling"
"1445","2014",18,"laucode","other","dwelling"
"1445","2015",22,"laucode","other","dwelling"
"1445","2016",24,"laucode","other","dwelling"
"1445","2017",30,"laucode","other","dwelling"
"1445","2018",30,"laucode","other","dwelling"
"1445","2019",27,"laucode","other","dwelling"
"1445","2020",27,"laucode","other","dwelling"
"1446","2013",2173,"laucode","house","dwelling"
"1446","2014",2184,"laucode","house","dwelling"
"1446","2015",2211,"laucode","house","dwelling"
"1446","2016",2239,"laucode","house","dwelling"
"1446","2017",2254,"laucode","house","dwelling"
"1446","2018",2246,"laucode","house","dwelling"
"1446","2019",2255,"laucode","house","dwelling"
"1446","2020",2270,"laucode","house","dwelling"
"1446","2013",1165,"laucode","flat","dwelling"
"1446","2014",1186,"laucode","flat","dwelling"
"1446","2015",1276,"laucode","flat","dwelling"
"1446","2016",1326,"laucode","flat","dwelling"
"1446","2017",1328,"laucode","flat","dwelling"
"1446","2018",1344,"laucode","flat","dwelling"
"1446","2019",1352,"laucode","flat","dwelling"
"1446","2020",1357,"laucode","flat","dwelling"
"1446","2013",174,"laucode","other","dwelling"
"1446","2014",196,"laucode","other","dwelling"
"1446","2015",107,"laucode","other","dwelling"
"1446","2016",106,"laucode","other","dwelling"
"1446","2017",107,"laucode","other","dwelling"
"1446","2018",107,"laucode","other","dwelling"
"1446","2019",107,"laucode","other","dwelling"
"1446","2020",110,"laucode","other","dwelling"
"1447","2013",1990,"laucode","house","dwelling"
"1447","2014",2000,"laucode","house","dwelling"
"1447","2015",1994,"laucode","house","dwelling"
"1447","2016",2018,"laucode","house","dwelling"
"1447","2017",2024,"laucode","house","dwelling"
"1447","2018",2021,"laucode","house","dwelling"
"1447","2019",2000,"laucode","house","dwelling"
"1447","2020",2020,"laucode","house","dwelling"
"1447","2013",597,"laucode","flat","dwelling"
"1447","2014",592,"laucode","flat","dwelling"
"1447","2015",598,"laucode","flat","dwelling"
"1447","2016",598,"laucode","flat","dwelling"
"1447","2017",623,"laucode","flat","dwelling"
"1447","2018",650,"laucode","flat","dwelling"
"1447","2019",651,"laucode","flat","dwelling"
"1447","2020",645,"laucode","flat","dwelling"
"1447","2013",28,"laucode","other","dwelling"
"1447","2014",30,"laucode","other","dwelling"
"1447","2015",35,"laucode","other","dwelling"
"1447","2016",36,"laucode","other","dwelling"
"1447","2017",36,"laucode","other","dwelling"
"1447","2018",37,"laucode","other","dwelling"
"1447","2019",37,"laucode","other","dwelling"
"1447","2020",42,"laucode","other","dwelling"
"1452","2013",3990,"laucode","house","dwelling"
"1452","2014",4016,"laucode","house","dwelling"
"1452","2015",4046,"laucode","house","dwelling"
"1452","2016",4104,"laucode","house","dwelling"
"1452","2017",4131,"laucode","house","dwelling"
"1452","2018",4133,"laucode","house","dwelling"
"1452","2019",4142,"laucode","house","dwelling"
"1452","2020",4164,"laucode","house","dwelling"
"1452","2013",977,"laucode","flat","dwelling"
"1452","2014",973,"laucode","flat","dwelling"
"1452","2015",986,"laucode","flat","dwelling"
"1452","2016",989,"laucode","flat","dwelling"
"1452","2017",1020,"laucode","flat","dwelling"
"1452","2018",1032,"laucode","flat","dwelling"
"1452","2019",1032,"laucode","flat","dwelling"
"1452","2020",1034,"laucode","flat","dwelling"
"1452","2013",68,"laucode","other","dwelling"
"1452","2014",71,"laucode","other","dwelling"
"1452","2015",71,"laucode","other","dwelling"
"1452","2016",71,"laucode","other","dwelling"
"1452","2017",72,"laucode","other","dwelling"
"1452","2018",72,"laucode","other","dwelling"
"1452","2019",77,"laucode","other","dwelling"
"1452","2020",76,"laucode","other","dwelling"
"1460","2013",3356,"laucode","house","dwelling"
"1460","2014",3359,"laucode","house","dwelling"
"1460","2015",3365,"laucode","house","dwelling"
"1460","2016",3363,"laucode","house","dwelling"
"1460","2017",3397,"laucode","house","dwelling"
"1460","2018",3383,"laucode","house","dwelling"
"1460","2019",3333,"laucode","house","dwelling"
"1460","2020",3352,"laucode","house","dwelling"
"1460","2013",1505,"laucode","flat","dwelling"
"1460","2014",1505,"laucode","flat","dwelling"
"1460","2015",1506,"laucode","flat","dwelling"
"1460","2016",1532,"laucode","flat","dwelling"
"1460","2017",1562,"laucode","flat","dwelling"
"1460","2018",1569,"laucode","flat","dwelling"
"1460","2019",1571,"laucode","flat","dwelling"
"1460","2020",1583,"laucode","flat","dwelling"
"1460","2013",88,"laucode","other","dwelling"
"1460","2014",89,"laucode","other","dwelling"
"1460","2015",89,"laucode","other","dwelling"
"1460","2016",104,"laucode","other","dwelling"
"1460","2017",106,"laucode","other","dwelling"
"1460","2018",110,"laucode","other","dwelling"
"1460","2019",110,"laucode","other","dwelling"
"1460","2020",109,"laucode","other","dwelling"
"1461","2013",3275,"laucode","house","dwelling"
"1461","2014",3277,"laucode","house","dwelling"
"1461","2015",3310,"laucode","house","dwelling"
"1461","2016",3337,"laucode","house","dwelling"
"1461","2017",3368,"laucode","house","dwelling"
"1461","2018",3363,"laucode","house","dwelling"
"1461","2019",3094,"laucode","house","dwelling"
"1461","2020",3352,"laucode","house","dwelling"
"1461","2013",1121,"laucode","flat","dwelling"
"1461","2014",1073,"laucode","flat","dwelling"
"1461","2015",1073,"laucode","flat","dwelling"
"1461","2016",1062,"laucode","flat","dwelling"
"1461","2017",1083,"laucode","flat","dwelling"
"1461","2018",1035,"laucode","flat","dwelling"
"1461","2019",1071,"laucode","flat","dwelling"
"1461","2020",1071,"laucode","flat","dwelling"
"1461","2013",86,"laucode","other","dwelling"
"1461","2014",86,"laucode","other","dwelling"
"1461","2015",86,"laucode","other","dwelling"
"1461","2016",86,"laucode","other","dwelling"
"1461","2017",85,"laucode","other","dwelling"
"1461","2018",85,"laucode","other","dwelling"
"1461","2019",85,"laucode","other","dwelling"
"1461","2020",85,"laucode","other","dwelling"
"1462","2013",4139,"laucode","house","dwelling"
"1462","2014",4262,"laucode","house","dwelling"
"1462","2015",4291,"laucode","house","dwelling"
"1462","2016",4379,"laucode","house","dwelling"
"1462","2017",4488,"laucode","house","dwelling"
"1462","2018",4503,"laucode","house","dwelling"
"1462","2019",4518,"laucode","house","dwelling"
"1462","2020",4556,"laucode","house","dwelling"
"1462","2013",1533,"laucode","flat","dwelling"
"1462","2014",1421,"laucode","flat","dwelling"
"1462","2015",1429,"laucode","flat","dwelling"
"1462","2016",1432,"laucode","flat","dwelling"
"1462","2017",1438,"laucode","flat","dwelling"
"1462","2018",1401,"laucode","flat","dwelling"
"1462","2019",1439,"laucode","flat","dwelling"
"1462","2020",1445,"laucode","flat","dwelling"
"1462","2013",174,"laucode","other","dwelling"
"1462","2014",175,"laucode","other","dwelling"
"1462","2015",179,"laucode","other","dwelling"
"1462","2016",179,"laucode","other","dwelling"
"1462","2017",184,"laucode","other","dwelling"
"1462","2018",215,"laucode","other","dwelling"
"1462","2019",212,"laucode","other","dwelling"
"1462","2020",212,"laucode","other","dwelling"
"1463","2013",10356,"laucode","house","dwelling"
"1463","2014",10384,"laucode","house","dwelling"
"1463","2015",10409,"laucode","house","dwelling"
"1463","2016",10564,"laucode","house","dwelling"
"1463","2017",10625,"laucode","house","dwelling"
"1463","2018",10683,"laucode","house","dwelling"
"1463","2019",10703,"laucode","house","dwelling"
"1463","2020",10786,"laucode","house","dwelling"
"1463","2013",3927,"laucode","flat","dwelling"
"1463","2014",4035,"laucode","flat","dwelling"
"1463","2015",4095,"laucode","flat","dwelling"
"1463","2016",4125,"laucode","flat","dwelling"
"1463","2017",4134,"laucode","flat","dwelling"
"1463","2018",4184,"laucode","flat","dwelling"
"1463","2019",4196,"laucode","flat","dwelling"
"1463","2020",4236,"laucode","flat","dwelling"
"1463","2013",318,"laucode","other","dwelling"
"1463","2014",328,"laucode","other","dwelling"
"1463","2015",322,"laucode","other","dwelling"
"1463","2016",323,"laucode","other","dwelling"
"1463","2017",325,"laucode","other","dwelling"
"1463","2018",321,"laucode","other","dwelling"
"1463","2019",321,"laucode","other","dwelling"
"1463","2020",320,"laucode","other","dwelling"
"1465","2013",3846,"laucode","house","dwelling"
"1465","2014",3839,"laucode","house","dwelling"
"1465","2015",3844,"laucode","house","dwelling"
"1465","2016",3892,"laucode","house","dwelling"
"1465","2017",3937,"laucode","house","dwelling"
"1465","2018",3979,"laucode","house","dwelling"
"1465","2019",4012,"laucode","house","dwelling"
"1465","2020",4033,"laucode","house","dwelling"
"1465","2013",726,"laucode","flat","dwelling"
"1465","2014",726,"laucode","flat","dwelling"
"1465","2015",754,"laucode","flat","dwelling"
"1465","2016",771,"laucode","flat","dwelling"
"1465","2017",767,"laucode","flat","dwelling"
"1465","2018",780,"laucode","flat","dwelling"
"1465","2019",788,"laucode","flat","dwelling"
"1465","2020",823,"laucode","flat","dwelling"
"1465","2013",79,"laucode","other","dwelling"
"1465","2014",79,"laucode","other","dwelling"
"1465","2015",81,"laucode","other","dwelling"
"1465","2016",83,"laucode","other","dwelling"
"1465","2017",63,"laucode","other","dwelling"
"1465","2018",66,"laucode","other","dwelling"
"1465","2019",65,"laucode","other","dwelling"
"1465","2020",66,"laucode","other","dwelling"
"1466","2013",3132,"laucode","house","dwelling"
"1466","2014",3134,"laucode","house","dwelling"
"1466","2015",3125,"laucode","house","dwelling"
"1466","2016",3162,"laucode","house","dwelling"
"1466","2017",3183,"laucode","house","dwelling"
"1466","2018",3203,"laucode","house","dwelling"
"1466","2019",3212,"laucode","house","dwelling"
"1466","2020",3233,"laucode","house","dwelling"
"1466","2013",854,"laucode","flat","dwelling"
"1466","2014",904,"laucode","flat","dwelling"
"1466","2015",912,"laucode","flat","dwelling"
"1466","2016",933,"laucode","flat","dwelling"
"1466","2017",934,"laucode","flat","dwelling"
"1466","2018",955,"laucode","flat","dwelling"
"1466","2019",942,"laucode","flat","dwelling"
"1466","2020",952,"laucode","flat","dwelling"
"1466","2013",67,"laucode","other","dwelling"
"1466","2014",77,"laucode","other","dwelling"
"1466","2015",78,"laucode","other","dwelling"
"1466","2016",81,"laucode","other","dwelling"
"1466","2017",83,"laucode","other","dwelling"
"1466","2018",85,"laucode","other","dwelling"
"1466","2019",81,"laucode","other","dwelling"
"1466","2020",81,"laucode","other","dwelling"
"1470","2013",5427,"laucode","house","dwelling"
"1470","2014",5441,"laucode","house","dwelling"
"1470","2015",5455,"laucode","house","dwelling"
"1470","2016",5552,"laucode","house","dwelling"
"1470","2017",5581,"laucode","house","dwelling"
"1470","2018",5560,"laucode","house","dwelling"
"1470","2019",5559,"laucode","house","dwelling"
"1470","2020",5563,"laucode","house","dwelling"
"1470","2013",1627,"laucode","flat","dwelling"
"1470","2014",1679,"laucode","flat","dwelling"
"1470","2015",1682,"laucode","flat","dwelling"
"1470","2016",1685,"laucode","flat","dwelling"
"1470","2017",1696,"laucode","flat","dwelling"
"1470","2018",1721,"laucode","flat","dwelling"
"1470","2019",1728,"laucode","flat","dwelling"
"1470","2020",1779,"laucode","flat","dwelling"
"1470","2013",71,"laucode","other","dwelling"
"1470","2014",77,"laucode","other","dwelling"
"1470","2015",79,"laucode","other","dwelling"
"1470","2016",79,"laucode","other","dwelling"
"1470","2017",79,"laucode","other","dwelling"
"1470","2018",79,"laucode","other","dwelling"
"1470","2019",82,"laucode","other","dwelling"
"1470","2020",83,"laucode","other","dwelling"
"1471","2013",4381,"laucode","house","dwelling"
"1471","2014",4371,"laucode","house","dwelling"
"1471","2015",4386,"laucode","house","dwelling"
"1471","2016",4501,"laucode","house","dwelling"
"1471","2017",4523,"laucode","house","dwelling"
"1471","2018",4545,"laucode","house","dwelling"
"1471","2019",4546,"laucode","house","dwelling"
"1471","2020",4565,"laucode","house","dwelling"
"1471","2013",1266,"laucode","flat","dwelling"
"1471","2014",1266,"laucode","flat","dwelling"
"1471","2015",1269,"laucode","flat","dwelling"
"1471","2016",1270,"laucode","flat","dwelling"
"1471","2017",1271,"laucode","flat","dwelling"
"1471","2018",1294,"laucode","flat","dwelling"
"1471","2019",1297,"laucode","flat","dwelling"
"1471","2020",1299,"laucode","flat","dwelling"
"1471","2013",89,"laucode","other","dwelling"
"1471","2014",90,"laucode","other","dwelling"
"1471","2015",85,"laucode","other","dwelling"
"1471","2016",88,"laucode","other","dwelling"
"1471","2017",89,"laucode","other","dwelling"
"1471","2018",90,"laucode","other","dwelling"
"1471","2019",92,"laucode","other","dwelling"
"1471","2020",92,"laucode","other","dwelling"
"1472","2013",3073,"laucode","house","dwelling"
"1472","2014",3064,"laucode","house","dwelling"
"1472","2015",3089,"laucode","house","dwelling"
"1472","2016",3107,"laucode","house","dwelling"
"1472","2017",3125,"laucode","house","dwelling"
"1472","2018",3138,"laucode","house","dwelling"
"1472","2019",3130,"laucode","house","dwelling"
"1472","2020",3139,"laucode","house","dwelling"
"1472","2013",1760,"laucode","flat","dwelling"
"1472","2014",1869,"laucode","flat","dwelling"
"1472","2015",1870,"laucode","flat","dwelling"
"1472","2016",1870,"laucode","flat","dwelling"
"1472","2017",1872,"laucode","flat","dwelling"
"1472","2018",1878,"laucode","flat","dwelling"
"1472","2019",1923,"laucode","flat","dwelling"
"1472","2020",1926,"laucode","flat","dwelling"
"1472","2013",93,"laucode","other","dwelling"
"1472","2014",93,"laucode","other","dwelling"
"1472","2015",93,"laucode","other","dwelling"
"1472","2016",94,"laucode","other","dwelling"
"1472","2017",94,"laucode","other","dwelling"
"1472","2018",115,"laucode","other","dwelling"
"1472","2019",165,"laucode","other","dwelling"
"1472","2020",164,"laucode","other","dwelling"
"1473","2013",2949,"laucode","house","dwelling"
"1473","2014",2939,"laucode","house","dwelling"
"1473","2015",2973,"laucode","house","dwelling"
"1473","2016",3021,"laucode","house","dwelling"
"1473","2017",3037,"laucode","house","dwelling"
"1473","2018",3032,"laucode","house","dwelling"
"1473","2019",3037,"laucode","house","dwelling"
"1473","2020",3050,"laucode","house","dwelling"
"1473","2013",1412,"laucode","flat","dwelling"
"1473","2014",1411,"laucode","flat","dwelling"
"1473","2015",1440,"laucode","flat","dwelling"
"1473","2016",1445,"laucode","flat","dwelling"
"1473","2017",1444,"laucode","flat","dwelling"
"1473","2018",1452,"laucode","flat","dwelling"
"1473","2019",1511,"laucode","flat","dwelling"
"1473","2020",1516,"laucode","flat","dwelling"
"1473","2013",64,"laucode","other","dwelling"
"1473","2014",64,"laucode","other","dwelling"
"1473","2015",62,"laucode","other","dwelling"
"1473","2016",62,"laucode","other","dwelling"
"1473","2017",63,"laucode","other","dwelling"
"1473","2018",63,"laucode","other","dwelling"
"1473","2019",63,"laucode","other","dwelling"
"1473","2020",65,"laucode","other","dwelling"
"1480","2013",52040,"laucode","house","dwelling"
"1480","2014",52268,"laucode","house","dwelling"
"1480","2015",52568,"laucode","house","dwelling"
"1480","2016",53003,"laucode","house","dwelling"
"1480","2017",53317,"laucode","house","dwelling"
"1480","2018",53516,"laucode","house","dwelling"
"1480","2019",53633,"laucode","house","dwelling"
"1480","2020",54069,"laucode","house","dwelling"
"1480","2013",197312,"laucode","flat","dwelling"
"1480","2014",198972,"laucode","flat","dwelling"
"1480","2015",201570,"laucode","flat","dwelling"
"1480","2016",203196,"laucode","flat","dwelling"
"1480","2017",205413,"laucode","flat","dwelling"
"1480","2018",208268,"laucode","flat","dwelling"
"1480","2019",211202,"laucode","flat","dwelling"
"1480","2020",214523,"laucode","flat","dwelling"
"1480","2013",3250,"laucode","other","dwelling"
"1480","2014",3322,"laucode","other","dwelling"
"1480","2015",3366,"laucode","other","dwelling"
"1480","2016",3407,"laucode","other","dwelling"
"1480","2017",3493,"laucode","other","dwelling"
"1480","2018",3491,"laucode","other","dwelling"
"1480","2019",3519,"laucode","other","dwelling"
"1480","2020",3542,"laucode","other","dwelling"
"1481","2013",12847,"laucode","house","dwelling"
"1481","2014",12910,"laucode","house","dwelling"
"1481","2015",12996,"laucode","house","dwelling"
"1481","2016",13087,"laucode","house","dwelling"
"1481","2017",13103,"laucode","house","dwelling"
"1481","2018",13196,"laucode","house","dwelling"
"1481","2019",13306,"laucode","house","dwelling"
"1481","2020",13355,"laucode","house","dwelling"
"1481","2013",13721,"laucode","flat","dwelling"
"1481","2014",13892,"laucode","flat","dwelling"
"1481","2015",13987,"laucode","flat","dwelling"
"1481","2016",14389,"laucode","flat","dwelling"
"1481","2017",15420,"laucode","flat","dwelling"
"1481","2018",16035,"laucode","flat","dwelling"
"1481","2019",16336,"laucode","flat","dwelling"
"1481","2020",16464,"laucode","flat","dwelling"
"1481","2013",208,"laucode","other","dwelling"
"1481","2014",211,"laucode","other","dwelling"
"1481","2015",212,"laucode","other","dwelling"
"1481","2016",209,"laucode","other","dwelling"
"1481","2017",206,"laucode","other","dwelling"
"1481","2018",210,"laucode","other","dwelling"
"1481","2019",210,"laucode","other","dwelling"
"1481","2020",211,"laucode","other","dwelling"
"1482","2013",10945,"laucode","house","dwelling"
"1482","2014",10982,"laucode","house","dwelling"
"1482","2015",11125,"laucode","house","dwelling"
"1482","2016",11375,"laucode","house","dwelling"
"1482","2017",11637,"laucode","house","dwelling"
"1482","2018",11779,"laucode","house","dwelling"
"1482","2019",11845,"laucode","house","dwelling"
"1482","2020",11949,"laucode","house","dwelling"
"1482","2013",6540,"laucode","flat","dwelling"
"1482","2014",6571,"laucode","flat","dwelling"
"1482","2015",6654,"laucode","flat","dwelling"
"1482","2016",6705,"laucode","flat","dwelling"
"1482","2017",6833,"laucode","flat","dwelling"
"1482","2018",7222,"laucode","flat","dwelling"
"1482","2019",7424,"laucode","flat","dwelling"
"1482","2020",7767,"laucode","flat","dwelling"
"1482","2013",155,"laucode","other","dwelling"
"1482","2014",153,"laucode","other","dwelling"
"1482","2015",150,"laucode","other","dwelling"
"1482","2016",153,"laucode","other","dwelling"
"1482","2017",167,"laucode","other","dwelling"
"1482","2018",170,"laucode","other","dwelling"
"1482","2019",165,"laucode","other","dwelling"
"1482","2020",167,"laucode","other","dwelling"
"1484","2013",4181,"laucode","house","dwelling"
"1484","2014",4135,"laucode","house","dwelling"
"1484","2015",4141,"laucode","house","dwelling"
"1484","2016",4167,"laucode","house","dwelling"
"1484","2017",4184,"laucode","house","dwelling"
"1484","2018",4179,"laucode","house","dwelling"
"1484","2019",4164,"laucode","house","dwelling"
"1484","2020",4171,"laucode","house","dwelling"
"1484","2013",3014,"laucode","flat","dwelling"
"1484","2014",3068,"laucode","flat","dwelling"
"1484","2015",3112,"laucode","flat","dwelling"
"1484","2016",3231,"laucode","flat","dwelling"
"1484","2017",3337,"laucode","flat","dwelling"
"1484","2018",3378,"laucode","flat","dwelling"
"1484","2019",3392,"laucode","flat","dwelling"
"1484","2020",3399,"laucode","flat","dwelling"
"1484","2013",161,"laucode","other","dwelling"
"1484","2014",166,"laucode","other","dwelling"
"1484","2015",129,"laucode","other","dwelling"
"1484","2016",120,"laucode","other","dwelling"
"1484","2017",128,"laucode","other","dwelling"
"1484","2018",131,"laucode","other","dwelling"
"1484","2019",130,"laucode","other","dwelling"
"1484","2020",129,"laucode","other","dwelling"
"1485","2013",11310,"laucode","house","dwelling"
"1485","2014",11327,"laucode","house","dwelling"
"1485","2015",11394,"laucode","house","dwelling"
"1485","2016",11684,"laucode","house","dwelling"
"1485","2017",11804,"laucode","house","dwelling"
"1485","2018",11865,"laucode","house","dwelling"
"1485","2019",11930,"laucode","house","dwelling"
"1485","2020",11994,"laucode","house","dwelling"
"1485","2013",13119,"laucode","flat","dwelling"
"1485","2014",13259,"laucode","flat","dwelling"
"1485","2015",13532,"laucode","flat","dwelling"
"1485","2016",13652,"laucode","flat","dwelling"
"1485","2017",13702,"laucode","flat","dwelling"
"1485","2018",14062,"laucode","flat","dwelling"
"1485","2019",14143,"laucode","flat","dwelling"
"1485","2020",14221,"laucode","flat","dwelling"
"1485","2013",466,"laucode","other","dwelling"
"1485","2014",476,"laucode","other","dwelling"
"1485","2015",507,"laucode","other","dwelling"
"1485","2016",531,"laucode","other","dwelling"
"1485","2017",536,"laucode","other","dwelling"
"1485","2018",539,"laucode","other","dwelling"
"1485","2019",540,"laucode","other","dwelling"
"1485","2020",540,"laucode","other","dwelling"
"1486","2013",3558,"laucode","house","dwelling"
"1486","2014",3554,"laucode","house","dwelling"
"1486","2015",3623,"laucode","house","dwelling"
"1486","2016",3794,"laucode","house","dwelling"
"1486","2017",3814,"laucode","house","dwelling"
"1486","2018",3815,"laucode","house","dwelling"
"1486","2019",3768,"laucode","house","dwelling"
"1486","2020",3771,"laucode","house","dwelling"
"1486","2013",2320,"laucode","flat","dwelling"
"1486","2014",2350,"laucode","flat","dwelling"
"1486","2015",2399,"laucode","flat","dwelling"
"1486","2016",2472,"laucode","flat","dwelling"
"1486","2017",2470,"laucode","flat","dwelling"
"1486","2018",2502,"laucode","flat","dwelling"
"1486","2019",2574,"laucode","flat","dwelling"
"1486","2020",2609,"laucode","flat","dwelling"
"1486","2013",127,"laucode","other","dwelling"
"1486","2014",111,"laucode","other","dwelling"
"1486","2015",127,"laucode","other","dwelling"
"1486","2016",124,"laucode","other","dwelling"
"1486","2017",129,"laucode","other","dwelling"
"1486","2018",129,"laucode","other","dwelling"
"1486","2019",133,"laucode","other","dwelling"
"1486","2020",101,"laucode","other","dwelling"
"1487","2013",9043,"laucode","house","dwelling"
"1487","2014",9081,"laucode","house","dwelling"
"1487","2015",9113,"laucode","house","dwelling"
"1487","2016",9262,"laucode","house","dwelling"
"1487","2017",9331,"laucode","house","dwelling"
"1487","2018",9364,"laucode","house","dwelling"
"1487","2019",9398,"laucode","house","dwelling"
"1487","2020",9411,"laucode","house","dwelling"
"1487","2013",8038,"laucode","flat","dwelling"
"1487","2014",8100,"laucode","flat","dwelling"
"1487","2015",8131,"laucode","flat","dwelling"
"1487","2016",8159,"laucode","flat","dwelling"
"1487","2017",8271,"laucode","flat","dwelling"
"1487","2018",8353,"laucode","flat","dwelling"
"1487","2019",8426,"laucode","flat","dwelling"
"1487","2020",8493,"laucode","flat","dwelling"
"1487","2013",241,"laucode","other","dwelling"
"1487","2014",227,"laucode","other","dwelling"
"1487","2015",230,"laucode","other","dwelling"
"1487","2016",231,"laucode","other","dwelling"
"1487","2017",249,"laucode","other","dwelling"
"1487","2018",263,"laucode","other","dwelling"
"1487","2019",264,"laucode","other","dwelling"
"1487","2020",273,"laucode","other","dwelling"
"1488","2013",10523,"laucode","house","dwelling"
"1488","2014",10536,"laucode","house","dwelling"
"1488","2015",10619,"laucode","house","dwelling"
"1488","2016",10674,"laucode","house","dwelling"
"1488","2017",10875,"laucode","house","dwelling"
"1488","2018",10937,"laucode","house","dwelling"
"1488","2019",10957,"laucode","house","dwelling"
"1488","2020",11005,"laucode","house","dwelling"
"1488","2013",14968,"laucode","flat","dwelling"
"1488","2014",15032,"laucode","flat","dwelling"
"1488","2015",14992,"laucode","flat","dwelling"
"1488","2016",15058,"laucode","flat","dwelling"
"1488","2017",15280,"laucode","flat","dwelling"
"1488","2018",15330,"laucode","flat","dwelling"
"1488","2019",15539,"laucode","flat","dwelling"
"1488","2020",15854,"laucode","flat","dwelling"
"1488","2013",242,"laucode","other","dwelling"
"1488","2014",238,"laucode","other","dwelling"
"1488","2015",232,"laucode","other","dwelling"
"1488","2016",230,"laucode","other","dwelling"
"1488","2017",230,"laucode","other","dwelling"
"1488","2018",237,"laucode","other","dwelling"
"1488","2019",237,"laucode","other","dwelling"
"1488","2020",237,"laucode","other","dwelling"
"1489","2013",9568,"laucode","house","dwelling"
"1489","2014",9607,"laucode","house","dwelling"
"1489","2015",9737,"laucode","house","dwelling"
"1489","2016",9857,"laucode","house","dwelling"
"1489","2017",9962,"laucode","house","dwelling"
"1489","2018",10062,"laucode","house","dwelling"
"1489","2019",10118,"laucode","house","dwelling"
"1489","2020",10227,"laucode","house","dwelling"
"1489","2013",7395,"laucode","flat","dwelling"
"1489","2014",7405,"laucode","flat","dwelling"
"1489","2015",7475,"laucode","flat","dwelling"
"1489","2016",7538,"laucode","flat","dwelling"
"1489","2017",7643,"laucode","flat","dwelling"
"1489","2018",7733,"laucode","flat","dwelling"
"1489","2019",7892,"laucode","flat","dwelling"
"1489","2020",8053,"laucode","flat","dwelling"
"1489","2013",375,"laucode","other","dwelling"
"1489","2014",382,"laucode","other","dwelling"
"1489","2015",392,"laucode","other","dwelling"
"1489","2016",395,"laucode","other","dwelling"
"1489","2017",425,"laucode","other","dwelling"
"1489","2018",432,"laucode","other","dwelling"
"1489","2019",430,"laucode","other","dwelling"
"1489","2020",381,"laucode","other","dwelling"
"1490","2013",19263,"laucode","house","dwelling"
"1490","2014",19402,"laucode","house","dwelling"
"1490","2015",19451,"laucode","house","dwelling"
"1490","2016",19665,"laucode","house","dwelling"
"1490","2017",19782,"laucode","house","dwelling"
"1490","2018",19927,"laucode","house","dwelling"
"1490","2019",20033,"laucode","house","dwelling"
"1490","2020",20174,"laucode","house","dwelling"
"1490","2013",28748,"laucode","flat","dwelling"
"1490","2014",29064,"laucode","flat","dwelling"
"1490","2015",29462,"laucode","flat","dwelling"
"1490","2016",29569,"laucode","flat","dwelling"
"1490","2017",29920,"laucode","flat","dwelling"
"1490","2018",30047,"laucode","flat","dwelling"
"1490","2019",30383,"laucode","flat","dwelling"
"1490","2020",30548,"laucode","flat","dwelling"
"1490","2013",867,"laucode","other","dwelling"
"1490","2014",781,"laucode","other","dwelling"
"1490","2015",802,"laucode","other","dwelling"
"1490","2016",856,"laucode","other","dwelling"
"1490","2017",870,"laucode","other","dwelling"
"1490","2018",910,"laucode","other","dwelling"
"1490","2019",874,"laucode","other","dwelling"
"1490","2020",903,"laucode","other","dwelling"
"1491","2013",6794,"laucode","house","dwelling"
"1491","2014",6825,"laucode","house","dwelling"
"1491","2015",6866,"laucode","house","dwelling"
"1491","2016",6967,"laucode","house","dwelling"
