"lau_name","municipality","year","indicator","value","NUTS 3 CODE 2021","NUTS 3 CODE 2016","laucode","type"
"saaremaa vald","Valjala rural municipality",2004,"dwelling",312.02719760557,"EE004","EE004",714,"house"
"saaremaa vald","Valjala rural municipality",2005,"dwelling",314.803240288893,"EE004","EE004",714,"house"
"saaremaa vald","Kaarma rural municipality",2006,"dwelling",1000.85554520037,"EE004","EE004",714,"house"
"saaremaa vald","Kaarma rural municipality",2007,"dwelling",1012.16464740603,"EE004","EE004",714,"house"
"saaremaa vald","Kihelkonna rural municipality",2006,"dwelling",343.796707051879,"EE004","EE004",714,"house"
"saaremaa vald","Kihelkonna rural municipality",2007,"dwelling",343.796707051879,"EE004","EE004",714,"house"
"saaremaa vald","Kuressaare city",2006,"dwelling",3668.67275551413,"EE004","EE004",714,"house"
"saaremaa vald","Kuressaare city",2007,"dwelling",3705.99279279279,"EE004","EE004",714,"house"
"saaremaa vald","Kärla rural municipality",2006,"dwelling",331.922149735943,"EE004","EE004",714,"house"
"saaremaa vald","Kärla rural municipality",2007,"dwelling",332.487604846226,"EE004","EE004",714,"house"
"saaremaa vald","Laimjala rural municipality",2006,"dwelling",208.087480584032,"EE004","EE004",714,"house"
"saaremaa vald","Laimjala rural municipality",2007,"dwelling",208.087480584032,"EE004","EE004",714,"house"
"saaremaa vald","Leisi rural municipality",2006,"dwelling",441.620441130786,"EE004","EE004",714,"house"
"saaremaa vald","Leisi rural municipality",2007,"dwelling",442.185896241069,"EE004","EE004",714,"house"
"saaremaa vald","Lümanda rural municipality",2006,"dwelling",188.862006834421,"EE004","EE004",714,"house"
"saaremaa vald","Lümanda rural municipality",2007,"dwelling",188.862006834421,"EE004","EE004",714,"house"
"saaremaa vald","Mustjala rural municipality",2006,"dwelling",230.70568499534,"EE004","EE004",714,"house"
"saaremaa vald","Mustjala rural municipality",2007,"dwelling",233.532960546754,"EE004","EE004",714,"house"
"saaremaa vald","Orissaare rural municipality",2006,"dwelling",507.213233923579,"EE004","EE004",714,"house"
"saaremaa vald","Orissaare rural municipality",2007,"dwelling",507.778689033861,"EE004","EE004",714,"house"
"saaremaa vald","Pihtla rural municipality",2006,"dwelling",350.016713264989,"EE004","EE004",714,"house"
"saaremaa vald","Pihtla rural municipality",2007,"dwelling",352.843988816403,"EE004","EE004",714,"house"
"saaremaa vald","Pöide rural municipality",2006,"dwelling",287.25119602361,"EE004","EE004",714,"house"
"saaremaa vald","Pöide rural municipality",2007,"dwelling",288.382106244175,"EE004","EE004",714,"house"
"saaremaa vald","Salme rural municipality",2006,"dwelling",266.894812053433,"EE004","EE004",714,"house"
"saaremaa vald","Salme rural municipality",2007,"dwelling",269.722087604846,"EE004","EE004",714,"house"
"saaremaa vald","Torgu rural municipality",2006,"dwelling",163.981981981982,"EE004","EE004",714,"house"
"saaremaa vald","Torgu rural municipality",2007,"dwelling",163.416526871699,"EE004","EE004",714,"house"
"saaremaa vald","Valjala rural municipality",2006,"dwelling",329.660329294812,"EE004","EE004",714,"house"
"saaremaa vald","Valjala rural municipality",2007,"dwelling",329.660329294812,"EE004","EE004",714,"house"
"saku vald","Saku rural municipality",2003,"dwelling",1020.78391959799,"EE001","EE001",718,"house"
"saku vald","Saku rural municipality",2004,"dwelling",1050.90021536253,"EE001","EE001",718,"house"
"saku vald","Saku rural municipality",2005,"dwelling",1092.111988514,"EE001","EE001",718,"house"
"saku vald","Saku rural municipality",2006,"dwelling",1948.21856917412,"EE001","EE001",718,"house"
"saku vald","Saku rural municipality",2007,"dwelling",1957.02656496581,"EE001","EE001",718,"house"
"saue vald","Kernu rural municipality",2003,"dwelling",332.422166874222,"EE001","EE001",726,"house"
"saue vald","Kernu rural municipality",2004,"dwelling",346.324200913242,"EE001","EE001",726,"house"
"saue vald","Kernu rural municipality",2005,"dwelling",369.221668742217,"EE001","EE001",726,"house"
"saue vald","Nissi rural municipality",2003,"dwelling",690.60398505604,"EE001","EE001",726,"house"
"saue vald","Nissi rural municipality",2004,"dwelling",693.87505188875,"EE001","EE001",726,"house"
"saue vald","Nissi rural municipality",2005,"dwelling",702.052718970527,"EE001","EE001",726,"house"
"saue vald","Saue city",2003,"dwelling",785.05603985056,"EE001","EE001",726,"house"
"saue vald","Saue city",2004,"dwelling",794.460356994604,"EE001","EE001",726,"house"
"saue vald","Saue city",2005,"dwelling",817.357824823578,"EE001","EE001",726,"house"
"saue vald","Saue rural municipality",2003,"dwelling",1205.79701120797,"EE001","EE001",726,"house"
"saue vald","Saue rural municipality",2004,"dwelling",1217.65462847655,"EE001","EE001",726,"house"
"saue vald","Saue rural municipality",2005,"dwelling",1239.32544624325,"EE001","EE001",726,"house"
"saue vald","Kernu rural municipality",2006,"dwelling",1210.2547112462,"EE001","EE001",726,"house"
"saue vald","Kernu rural municipality",2007,"dwelling",1211.75440729483,"EE001","EE001",726,"house"
"saue vald","Nissi rural municipality",2006,"dwelling",868.823910840932,"EE001","EE001",726,"house"
"saue vald","Nissi rural municipality",2007,"dwelling",868.823910840932,"EE001","EE001",726,"house"
"saue vald","Saue city",2006,"dwelling",1018.79351570415,"EE001","EE001",726,"house"
"saue vald","Saue city",2007,"dwelling",1025.79209726444,"EE001","EE001",726,"house"
"saue vald","Saue rural municipality",2006,"dwelling",1762.64275582573,"EE001","EE001",726,"house"
"saue vald","Saue rural municipality",2007,"dwelling",1841.62674772036,"EE001","EE001",726,"house"
"setomaa vald","Meremäe rural municipality",2003,"dwelling",479.903846153846,"EE008","EE008",732,"house"
"setomaa vald","Meremäe rural municipality",2004,"dwelling",485.322115384615,"EE008","EE008",732,"house"
"setomaa vald","Meremäe rural municipality",2005,"dwelling",495.384615384615,"EE008","EE008",732,"house"
"setomaa vald","Mikitamäe rural municipality",2003,"dwelling",446.620192307692,"EE008","EE008",732,"house"
"setomaa vald","Mikitamäe rural municipality",2004,"dwelling",453.586538461538,"EE008","EE008",732,"house"
"setomaa vald","Mikitamäe rural municipality",2005,"dwelling",461.326923076923,"EE008","EE008",732,"house"
"setomaa vald","Värska rural municipality",2003,"dwelling",479.129807692308,"EE008","EE008",732,"house"
"setomaa vald","Värska rural municipality",2004,"dwelling",494.610576923077,"EE008","EE008",732,"house"
"setomaa vald","Värska rural municipality",2005,"dwelling",508.543269230769,"EE008","EE008",732,"house"
"setomaa vald","Meremäe rural municipality",2006,"dwelling",487.514018691589,"EE008","EE008",732,"house"
"setomaa vald","Meremäe rural municipality",2007,"dwelling",488.266355140187,"EE008","EE008",732,"house"
"setomaa vald","Mikitamäe rural municipality",2006,"dwelling",456.668224299065,"EE008","EE008",732,"house"
"setomaa vald","Mikitamäe rural municipality",2007,"dwelling",457.420560747664,"EE008","EE008",732,"house"
"setomaa vald","Värska rural municipality",2006,"dwelling",516.102803738318,"EE008","EE008",732,"house"
"setomaa vald","Värska rural municipality",2007,"dwelling",516.102803738318,"EE008","EE008",732,"house"
"sillamäe linn","Sillamäe city",2003,"dwelling",10.0571580486508,"EE00A","EE007",735,"house"
"sillamäe linn","Sillamäe city",2004,"dwelling",10.0691213611591,"EE00A","EE007",735,"house"
"sillamäe linn","Sillamäe city",2005,"dwelling",10.0864017014489,"EE00A","EE007",735,"house"
"sillamäe linn","Sillamäe city",2006,"dwelling",17.1733615221987,"EE00A","EE007",735,"house"
"sillamäe linn","Sillamäe city",2007,"dwelling",17.1733615221987,"EE00A","EE007",735,"house"
"tallinn","Tallinn",2003,"dwelling",11230.382506006,"EE001","EE001",784,"house"
"tallinn","Tallinn",2004,"dwelling",11412.5368201685,"EE001","EE001",784,"house"
"tallinn","Tallinn",2005,"dwelling",11664.9657587774,"EE001","EE001",784,"house"
"tallinn","Tallinn",2006,"dwelling",11985.9120551385,"EE001","EE001",784,"house"
"tallinn","Tallinn",2007,"dwelling",12218.1473673422,"EE001","EE001",784,"house"
"tapa vald","Lehtse rural municipality*",2003,"dwelling",291.097686019122,"EE009","EE006",792,"house"
"tapa vald","Lehtse rural municipality*",2004,"dwelling",294.439794928641,"EE009","EE006",792,"house"
"tapa vald","Lehtse rural municipality*",2005,"dwelling",298.784536511016,"EE009","EE006",792,"house"
"tapa vald","Saksi rural municipality*",2003,"dwelling",202.197589025911,"EE009","EE006",792,"house"
"tapa vald","Saksi rural municipality*",2004,"dwelling",202.531799916863,"EE009","EE006",792,"house"
"tapa vald","Saksi rural municipality*",2005,"dwelling",203.534432589719,"EE009","EE006",792,"house"
"tapa vald","Tamsalu city*",2003,"dwelling",438.484688928918,"EE009","EE006",792,"house"
"tapa vald","Tamsalu city*",2004,"dwelling",438.484688928918,"EE009","EE006",792,"house"
"tapa vald","Tamsalu city*",2005,"dwelling",442.495219620341,"EE009","EE006",792,"house"
"tapa vald","Tamsalu rural municipality*",2003,"dwelling",356.93723153665,"EE009","EE006",792,"house"
"tapa vald","Tamsalu rural municipality*",2004,"dwelling",363.287238464736,"EE009","EE006",792,"house"
"tapa vald","Tamsalu rural municipality*",2005,"dwelling",367.631980047111,"EE009","EE006",792,"house"
"tapa vald","Tapa city*",2003,"dwelling",1247.94346681447,"EE009","EE006",792,"house"
"tapa vald","Tapa city*",2004,"dwelling",1240.25661632257,"EE009","EE006",792,"house"
"tapa vald","Tapa city*",2005,"dwelling",1242.59609255924,"EE009","EE006",792,"house"
"tapa vald","Tapa rural municipality*",2003,"dwelling",NA,"EE009","EE006",792,"house"
"tapa vald","Tapa rural municipality*",2004,"dwelling",NA,"EE009","EE006",792,"house"
"tapa vald","Tapa rural municipality*",2005,"dwelling",NA,"EE009","EE006",792,"house"
"tapa vald","Lehtse rural municipality*",2006,"dwelling",NA,"EE009","EE006",792,"house"
"tapa vald","Lehtse rural municipality*",2007,"dwelling",NA,"EE009","EE006",792,"house"
"tapa vald","Saksi rural municipality*",2006,"dwelling",NA,"EE009","EE006",792,"house"
"tapa vald","Saksi rural municipality*",2007,"dwelling",NA,"EE009","EE006",792,"house"
"tapa vald","Tamsalu city*",2006,"dwelling",NA,"EE009","EE006",792,"house"
"tapa vald","Tamsalu city*",2007,"dwelling",NA,"EE009","EE006",792,"house"
"tapa vald","Tamsalu rural municipality*",2006,"dwelling",868.185594343791,"EE009","EE006",792,"house"
"tapa vald","Tamsalu rural municipality*",2007,"dwelling",868.532037118869,"EE009","EE006",792,"house"
"tapa vald","Tapa city*",2006,"dwelling",NA,"EE009","EE006",792,"house"
"tapa vald","Tapa city*",2007,"dwelling",NA,"EE009","EE006",792,"house"
"tapa vald","Tapa rural municipality*",2006,"dwelling",1817.0923552806,"EE009","EE006",792,"house"
"tapa vald","Tapa rural municipality*",2007,"dwelling",1817.0923552806,"EE009","EE006",792,"house"
"tartu linn","Tartu city",2003,"dwelling",4932.16182003995,"EE008","EE008",793,"house"
"tartu linn","Tartu city",2004,"dwelling",5035.05504715009,"EE008","EE008",793,"house"
"tartu linn","Tartu city",2005,"dwelling",5133.79836948948,"EE008","EE008",793,"house"
"tartu linn","Tähtvere rural municipality",2003,"dwelling",129.501440052028,"EE008","EE008",793,"house"
"tartu linn","Tähtvere rural municipality",2004,"dwelling",130.355832210712,"EE008","EE008",793,"house"
"tartu linn","Tähtvere rural municipality",2005,"dwelling",131.088168346727,"EE008","EE008",793,"house"
"tartu linn","Tartu city",2006,"dwelling",5401.94549171509,"EE008","EE008",793,"house"
"tartu linn","Tartu city",2007,"dwelling",5478.18538842264,"EE008","EE008",793,"house"
"tartu linn","Tähtvere rural municipality",2006,"dwelling",137.655369055305,"EE008","EE008",793,"house"
"tartu linn","Tähtvere rural municipality",2007,"dwelling",138.527394017646,"EE008","EE008",793,"house"
"tartu vald","Laeva rural municipality",2003,"dwelling",234.827376425856,"EE008","EE008",796,"house"
"tartu vald","Laeva rural municipality",2004,"dwelling",235.970088719899,"EE008","EE008",796,"house"
"tartu vald","Laeva rural municipality",2005,"dwelling",239.969581749049,"EE008","EE008",796,"house"
"tartu vald","Piirissaare rural municipality",2003,"dwelling",46.2798479087452,"EE008","EE008",796,"house"
"tartu vald","Piirissaare rural municipality",2004,"dwelling",48.5652724968314,"EE008","EE008",796,"house"
"tartu vald","Piirissaare rural municipality",2005,"dwelling",48.5652724968314,"EE008","EE008",796,"house"
"tartu vald","Tabivere rural municipality",2003,"dwelling",494.794423320659,"EE008","EE008",796,"house"
"tartu vald","Tabivere rural municipality",2004,"dwelling",500.507984790875,"EE008","EE008",796,"house"
"tartu vald","Tabivere rural municipality",2005,"dwelling",501.650697084918,"EE008","EE008",796,"house"
"tartu vald","Tartu rural municipality",2003,"dwelling",1046.72446134347,"EE008","EE008",796,"house"
"tartu vald","Tartu rural municipality",2004,"dwelling",1079.86311787072,"EE008","EE008",796,"house"
"tartu vald","Tartu rural municipality",2005,"dwelling",1111.85906210393,"EE008","EE008",796,"house"
"tartu vald","Laeva rural municipality",2006,"dwelling",272.800893854749,"EE008","EE008",796,"house"
"tartu vald","Laeva rural municipality",2007,"dwelling",273.976759776536,"EE008","EE008",796,"house"
"tartu vald","Piirissaare rural municipality",2006,"dwelling",52.3260335195531,"EE008","EE008",796,"house"
"tartu vald","Piirissaare rural municipality",2007,"dwelling",51.1501675977654,"EE008","EE008",796,"house"
"tartu vald","Tabivere rural municipality",2006,"dwelling",531.491396648045,"EE008","EE008",796,"house"
"tartu vald","Tabivere rural municipality",2007,"dwelling",532.079329608939,"EE008","EE008",796,"house"
"tartu vald","Tartu rural municipality",2006,"dwelling",1229.36782122905,"EE008","EE008",796,"house"
"tartu vald","Tartu rural municipality",2007,"dwelling",1275.22659217877,"EE008","EE008",796,"house"
"toila vald","Kohtla rural municipality",2003,"dwelling",300.699569134352,"EE00A","EE007",803,"house"
"toila vald","Kohtla rural municipality",2004,"dwelling",302.037994516255,"EE00A","EE007",803,"house"
"toila vald","Kohtla rural municipality",2005,"dwelling",302.037994516255,"EE00A","EE007",803,"house"
"toila vald","Kohtla-Nõmme rural municipality",2003,"dwelling",337.283196239718,"EE00A","EE007",803,"house"
"toila vald","Kohtla-Nõmme rural municipality",2004,"dwelling",338.175479827654,"EE00A","EE007",803,"house"
"toila vald","Kohtla-Nõmme rural municipality",2005,"dwelling",346.206032119076,"EE00A","EE007",803,"house"
"toila vald","Toila rural municipality",2003,"dwelling",513.509204857031,"EE00A","EE007",803,"house"
"toila vald","Toila rural municipality",2004,"dwelling",520.647473560517,"EE00A","EE007",803,"house"
"toila vald","Toila rural municipality",2005,"dwelling",530.46259302781,"EE00A","EE007",803,"house"
"toila vald","Kohtla rural municipality",2006,"dwelling",434.155591572123,"EE00A","EE007",803,"house"
"toila vald","Kohtla rural municipality",2007,"dwelling",437.581847649919,"EE00A","EE007",803,"house"
"toila vald","Kohtla-Nõmme rural municipality",2006,"dwelling",412.129659643436,"EE00A","EE007",803,"house"
"toila vald","Kohtla-Nõmme rural municipality",2007,"dwelling",394.508914100486,"EE00A","EE007",803,"house"
"toila vald","Toila rural municipality",2006,"dwelling",722.45056726094,"EE00A","EE007",803,"house"
"toila vald","Toila rural municipality",2007,"dwelling",724.897893030794,"EE00A","EE007",803,"house"
"tori vald","Are rural municipality",2003,"dwelling",297.006951987834,"EE004","EE004",809,"house"
"tori vald","Are rural municipality",2004,"dwelling",304.596567456007,"EE004","EE004",809,"house"
"tori vald","Are rural municipality",2005,"dwelling",310.162285466,"EE004","EE004",809,"house"
"tori vald","Sauga rural municipality",2003,"dwelling",537.344775146643,"EE004","EE004",809,"house"
"tori vald","Sauga rural municipality",2004,"dwelling",549.48815989572,"EE004","EE004",809,"house"
"tori vald","Sauga rural municipality",2005,"dwelling",572.257006300239,"EE004","EE004",809,"house"
"tori vald","Sindi city",2003,"dwelling",825.750162937215,"EE004","EE004",809,"house"
"tori vald","Sindi city",2004,"dwelling",831.315880947208,"EE004","EE004",809,"house"
"tori vald","Sindi city",2005,"dwelling",831.821855311753,"EE004","EE004",809,"house"
"tori vald","Tori rural municipality",2003,"dwelling",573.774929393874,"EE004","EE004",809,"house"
"tori vald","Tori rural municipality",2004,"dwelling",578.834673039322,"EE004","EE004",809,"house"
"tori vald","Tori rural municipality",2005,"dwelling",582.376493591136,"EE004","EE004",809,"house"
"tori vald","Are rural municipality",2006,"dwelling",351.958974358974,"EE004","EE004",809,"house"
"tori vald","Are rural municipality",2007,"dwelling",351.958974358974,"EE004","EE004",809,"house"
"tori vald","Sauga rural municipality",2006,"dwelling",980.497625830959,"EE004","EE004",809,"house"
"tori vald","Sauga rural municipality",2007,"dwelling",1115.38689458689,"EE004","EE004",809,"house"
"tori vald","Sindi city",2006,"dwelling",1094.41671415005,"EE004","EE004",809,"house"
"tori vald","Sindi city",2007,"dwelling",1096.68376068376,"EE004","EE004",809,"house"
"tori vald","Tori rural municipality",2006,"dwelling",663.111111111111,"EE004","EE004",809,"house"
"tori vald","Tori rural municipality",2007,"dwelling",664.244634377968,"EE004","EE004",809,"house"
"tõrva vald","Helme rural municipality",2003,"dwelling",473.253664036077,"EE008","EE008",824,"house"
"tõrva vald","Helme rural municipality",2004,"dwelling",476.950958286359,"EE008","EE008",824,"house"
"tõrva vald","Helme rural municipality",2005,"dwelling",505.472942502819,"EE008","EE008",824,"house"
"tõrva vald","Hummuli rural municipality",2003,"dwelling",216.555806087937,"EE008","EE008",824,"house"
"tõrva vald","Hummuli rural municipality",2004,"dwelling",228.17587373168,"EE008","EE008",824,"house"
"tõrva vald","Hummuli rural municipality",2005,"dwelling",238.211386696731,"EE008","EE008",824,"house"
"tõrva vald","Põdrala rural municipality",2003,"dwelling",190.146561443067,"EE008","EE008",824,"house"
"tõrva vald","Põdrala rural municipality",2004,"dwelling",192.787485907554,"EE008","EE008",824,"house"
"tõrva vald","Põdrala rural municipality",2005,"dwelling",206.520293122886,"EE008","EE008",824,"house"
"tõrva vald","Tõrva city",2003,"dwelling",739.45885005637,"EE008","EE008",824,"house"
"tõrva vald","Tõrva city",2004,"dwelling",742.099774520857,"EE008","EE008",824,"house"
"tõrva vald","Tõrva city",2005,"dwelling",743.156144306652,"EE008","EE008",824,"house"
"tõrva vald","Helme rural municipality",2006,"dwelling",521.575056984695,"EE008","EE008",824,"house"
"tõrva vald","Helme rural municipality",2007,"dwelling",521.575056984695,"EE008","EE008",824,"house"
"tõrva vald","Hummuli rural municipality",2006,"dwelling",252.444480625204,"EE008","EE008",824,"house"
"tõrva vald","Hummuli rural municipality",2007,"dwelling",252.444480625204,"EE008","EE008",824,"house"
"tõrva vald","Põdrala rural municipality",2006,"dwelling",214.766199934875,"EE008","EE008",824,"house"
"tõrva vald","Põdrala rural municipality",2007,"dwelling",214.766199934875,"EE008","EE008",824,"house"
"tõrva vald","Tõrva city",2006,"dwelling",764.330836860957,"EE008","EE008",824,"house"
"tõrva vald","Tõrva city",2007,"dwelling",764.330836860957,"EE008","EE008",824,"house"
"türi vald","Kabala rural municipality*",2003,"dwelling",232.06287331028,"EE009","EE006",834,"house"
"türi vald","Kabala rural municipality*",2004,"dwelling",242.590380383527,"EE009","EE006",834,"house"
"türi vald","Kabala rural municipality*",2005,"dwelling",245.336686576548,"EE009","EE006",834,"house"
"türi vald","Käru rural municipality",2003,"dwelling",168.440113171959,"EE009","EE006",834,"house"
"türi vald","Käru rural municipality",2004,"dwelling",170.728701666143,"EE009","EE006",834,"house"
"türi vald","Käru rural municipality",2005,"dwelling",174.390443256837,"EE009","EE006",834,"house"
"türi vald","Oisu rural municipality*",2003,"dwelling",231.605155611443,"EE009","EE006",834,"house"
"türi vald","Oisu rural municipality*",2004,"dwelling",233.43602640679,"EE009","EE006",834,"house"
"türi vald","Oisu rural municipality*",2005,"dwelling",236.182332599811,"EE009","EE006",834,"house"
"türi vald","Türi city*",2003,"dwelling",1440.43759823955,"EE009","EE006",834,"house"
"türi vald","Türi city*",2004,"dwelling",1439.06444514304,"EE009","EE006",834,"house"
"türi vald","Türi city*",2005,"dwelling",1448.67651681861,"EE009","EE006",834,"house"
"türi vald","Türi rural municipality*",2003,"dwelling",491.58880855077,"EE009","EE006",834,"house"
"türi vald","Türi rural municipality*",2004,"dwelling",503.947186419365,"EE009","EE006",834,"house"
"türi vald","Türi rural municipality*",2005,"dwelling",507.60892801006,"EE009","EE006",834,"house"
"türi vald","Väätsa rural municipality",2003,"dwelling",263.187676831185,"EE009","EE006",834,"house"
"türi vald","Väätsa rural municipality",2004,"dwelling",265.018547626533,"EE009","EE006",834,"house"
"türi vald","Väätsa rural municipality",2005,"dwelling",267.307136120717,"EE009","EE006",834,"house"
"türi vald","Kabala rural municipality*",2006,"dwelling",NA,"EE009","EE006",834,"house"
"türi vald","Kabala rural municipality*",2007,"dwelling",NA,"EE009","EE006",834,"house"
"türi vald","Käru rural municipality",2006,"dwelling",180.535875564476,"EE009","EE006",834,"house"
"türi vald","Käru rural municipality",2007,"dwelling",180.535875564476,"EE009","EE006",834,"house"
"türi vald","Oisu rural municipality*",2006,"dwelling",NA,"EE009","EE006",834,"house"
"türi vald","Oisu rural municipality*",2007,"dwelling",NA,"EE009","EE006",834,"house"
"türi vald","Türi city*",2006,"dwelling",NA,"EE009","EE006",834,"house"
"türi vald","Türi city*",2007,"dwelling",NA,"EE009","EE006",834,"house"
"türi vald","Türi rural municipality*",2006,"dwelling",2627.64325137983,"EE009","EE006",834,"house"
"türi vald","Türi rural municipality*",2007,"dwelling",2606.48670346212,"EE009","EE006",834,"house"
"türi vald","Väätsa rural municipality",2006,"dwelling",279.266432513798,"EE009","EE006",834,"house"
"türi vald","Väätsa rural municipality",2007,"dwelling",279.266432513798,"EE009","EE006",834,"house"
"valga vald","Karula rural municipality",2003,"dwelling",165.272841312983,"EE008","EE008",855,"house"
"valga vald","Karula rural municipality",2004,"dwelling",166.840894835877,"EE008","EE008",855,"house"
"valga vald","Karula rural municipality",2005,"dwelling",168.095337654192,"EE008","EE008",855,"house"
"valga vald","Taheva rural municipality",2003,"dwelling",121.680953376542,"EE008","EE008",855,"house"
"valga vald","Taheva rural municipality",2004,"dwelling",122.935396194857,"EE008","EE008",855,"house"
"valga vald","Taheva rural municipality",2005,"dwelling",131.402885218482,"EE008","EE008",855,"house"
"valga vald","Tõlliste rural municipality",2003,"dwelling",239.284967593561,"EE008","EE008",855,"house"
"valga vald","Tõlliste rural municipality",2004,"dwelling",248.379678026343,"EE008","EE008",855,"house"
"valga vald","Tõlliste rural municipality",2005,"dwelling",257.787999163705,"EE008","EE008",855,"house"
"valga vald","Valga city",2003,"dwelling",2112.16809533765,"EE008","EE008",855,"house"
"valga vald","Valga city",2004,"dwelling",2115.30420238344,"EE008","EE008",855,"house"
"valga vald","Valga city",2005,"dwelling",2139.13861593142,"EE008","EE008",855,"house"
"valga vald","Õru rural municipality",2003,"dwelling",86.242943759147,"EE008","EE008",855,"house"
"valga vald","Õru rural municipality",2004,"dwelling",87.1837758728831,"EE008","EE008",855,"house"
"valga vald","Õru rural municipality",2005,"dwelling",88.7518293957767,"EE008","EE008",855,"house"
"valga vald","Karula rural municipality",2006,"dwelling",220.103773584906,"EE008","EE008",855,"house"
"valga vald","Karula rural municipality",2007,"dwelling",220.103773584906,"EE008","EE008",855,"house"
"valga vald","Taheva rural municipality",2006,"dwelling",134.98427672956,"EE008","EE008",855,"house"
"valga vald","Taheva rural municipality",2007,"dwelling",134.98427672956,"EE008","EE008",855,"house"
"valga vald","Tõlliste rural municipality",2006,"dwelling",301.411949685535,"EE008","EE008",855,"house"
"valga vald","Tõlliste rural municipality",2007,"dwelling",301.411949685535,"EE008","EE008",855,"house"
"valga vald","Valga city",2006,"dwelling",2251.22012578616,"EE008","EE008",855,"house"
"valga vald","Valga city",2007,"dwelling",2252.80817610063,"EE008","EE008",855,"house"
"valga vald","Õru rural municipality",2006,"dwelling",94.9654088050314,"EE008","EE008",855,"house"
"valga vald","Õru rural municipality",2007,"dwelling",94.9654088050314,"EE008","EE008",855,"house"
"viimsi vald","Viimsi rural municipality",2003,"dwelling",1416.58104395604,"EE001","EE001",890,"house"
"viimsi vald","Viimsi rural municipality",2004,"dwelling",1696.24450549451,"EE001","EE001",890,"house"
"viimsi vald","Viimsi rural municipality",2005,"dwelling",2066.65590659341,"EE001","EE001",890,"house"
"viimsi vald","Viimsi rural municipality",2006,"dwelling",2927.41479452055,"EE001","EE001",890,"house"
"viimsi vald","Viimsi rural municipality",2007,"dwelling",3337.33150684932,"EE001","EE001",890,"house"
"viljandi linn","Viljandi city",2003,"dwelling",1893.55441208671,"EE008","EE008",897,"house"
"viljandi linn","Viljandi city",2004,"dwelling",1899.63323844975,"EE008","EE008",897,"house"
"viljandi linn","Viljandi city",2005,"dwelling",1925.25114955113,"EE008","EE008",897,"house"
"viljandi linn","Viljandi city",2006,"dwelling",2013.61455194733,"EE008","EE008",897,"house"
"viljandi linn","Viljandi city",2007,"dwelling",2014.0609306997,"EE008","EE008",897,"house"
"viljandi vald","Kolga-Jaani rural municipality",2003,"dwelling",497.231041043762,"EE008","EE008",899,"house"
"viljandi vald","Kolga-Jaani rural municipality",2004,"dwelling",503.460587116064,"EE008","EE008",899,"house"
"viljandi vald","Kolga-Jaani rural municipality",2005,"dwelling",511.955422669204,"EE008","EE008",899,"house"
"viljandi vald","Paistu rural municipality",2003,"dwelling",387.364501223158,"EE008","EE008",899,"house"
"viljandi vald","Paistu rural municipality",2004,"dwelling",389.063468333786,"EE008","EE008",899,"house"
"viljandi vald","Paistu rural municipality",2005,"dwelling",398.124626257135,"EE008","EE008",899,"house"
"viljandi vald","Pärsti rural municipality",2003,"dwelling",923.671785811362,"EE008","EE008",899,"house"
"viljandi vald","Pärsti rural municipality",2004,"dwelling",927.636042402827,"EE008","EE008",899,"house"
"viljandi vald","Pärsti rural municipality",2005,"dwelling",929.901331883664,"EE008","EE008",899,"house"
"viljandi vald","Saarepeedi rural municipality",2003,"dwelling",264.472546887741,"EE008","EE008",899,"house"
"viljandi vald","Saarepeedi rural municipality",2004,"dwelling",265.038869257951,"EE008","EE008",899,"house"
"viljandi vald","Saarepeedi rural municipality",2005,"dwelling",269.569448219625,"EE008","EE008",899,"house"
"viljandi vald","Tarvastu rural municipality",2003,"dwelling",1119.61932590378,"EE008","EE008",899,"house"
"viljandi vald","Tarvastu rural municipality",2004,"dwelling",1126.41519434629,"EE008","EE008",899,"house"
"viljandi vald","Tarvastu rural municipality",2005,"dwelling",1141.13957597173,"EE008","EE008",899,"house"
"viljandi vald","Viiratsi rural municipality",2003,"dwelling",931.033976624083,"EE008","EE008",899,"house"
"viljandi vald","Viiratsi rural municipality",2004,"dwelling",934.998233215548,"EE008","EE008",899,"house"
"viljandi vald","Viiratsi rural municipality",2005,"dwelling",942.926746398478,"EE008","EE008",899,"house"
"viljandi vald","Kolga-Jaani rural municipality",2006,"dwelling",557.003186558517,"EE008","EE008",899,"house"
"viljandi vald","Kolga-Jaani rural municipality",2007,"dwelling",557.003186558517,"EE008","EE008",899,"house"
"viljandi vald","Paistu rural municipality",2006,"dwelling",465.966106604867,"EE008","EE008",899,"house"
"viljandi vald","Paistu rural municipality",2007,"dwelling",461.174681344148,"EE008","EE008",899,"house"
"viljandi vald","Pärsti rural municipality",2006,"dwelling",1139.16135573581,"EE008","EE008",899,"house"
"viljandi vald","Pärsti rural municipality",2007,"dwelling",1142.15599652375,"EE008","EE008",899,"house"
"viljandi vald","Saarepeedi rural municipality",2006,"dwelling",331.806199304751,"EE008","EE008",899,"house"
"viljandi vald","Saarepeedi rural municipality",2007,"dwelling",333.60298377752,"EE008","EE008",899,"house"
"viljandi vald","Tarvastu rural municipality",2006,"dwelling",1219.41772885284,"EE008","EE008",899,"house"
"viljandi vald","Tarvastu rural municipality",2007,"dwelling",1219.41772885284,"EE008","EE008",899,"house"
"viljandi vald","Viiratsi rural municipality",2006,"dwelling",1110.41280417149,"EE008","EE008",899,"house"
