"lau_name","municipality","year","indicator","value","NUTS 3 CODE 2021","NUTS 3 CODE 2016","LAU CODE"
"setomaa vald","Mikitamäe rural municipality","2003","dwelling",577,"EE008","EE008",732
"setomaa vald","Mikitamäe rural municipality","2003","totalm2",39131.2,"EE008","EE008",732
"setomaa vald","Mikitamäe rural municipality","2004","dwelling",586,"EE008","EE008",732
"setomaa vald","Mikitamäe rural municipality","2004","totalm2",39818,"EE008","EE008",732
"setomaa vald","Mikitamäe rural municipality","2005","dwelling",596,"EE008","EE008",732
"setomaa vald","Mikitamäe rural municipality","2005","totalm2",40430.9,"EE008","EE008",732
"setomaa vald","Mikitamäe rural municipality","2006","dwelling",607,"EE008","EE008",732
"setomaa vald","Mikitamäe rural municipality","2006","totalm2",42089.6,"EE008","EE008",732
"setomaa vald","Mikitamäe rural municipality","2007","dwelling",608,"EE008","EE008",732
"setomaa vald","Mikitamäe rural municipality","2007","totalm2",42222.1,"EE008","EE008",732
"setomaa vald","Värska rural municipality","2003","dwelling",619,"EE008","EE008",732
"setomaa vald","Värska rural municipality","2003","totalm2",40432.4,"EE008","EE008",732
"setomaa vald","Värska rural municipality","2004","dwelling",639,"EE008","EE008",732
"setomaa vald","Värska rural municipality","2004","totalm2",41988.3,"EE008","EE008",732
"setomaa vald","Värska rural municipality","2005","dwelling",657,"EE008","EE008",732
"setomaa vald","Värska rural municipality","2005","totalm2",42814,"EE008","EE008",732
"setomaa vald","Värska rural municipality","2006","dwelling",686,"EE008","EE008",732
"setomaa vald","Värska rural municipality","2006","totalm2",44999,"EE008","EE008",732
"setomaa vald","Värska rural municipality","2007","dwelling",686,"EE008","EE008",732
"setomaa vald","Värska rural municipality","2007","totalm2",44999,"EE008","EE008",732
"sillamäe linn","Sillamäe city","2003","dwelling",7566,"EE00A","EE007",735
"sillamäe linn","Sillamäe city","2003","totalm2",368518.2,"EE00A","EE007",735
"sillamäe linn","Sillamäe city","2004","dwelling",7575,"EE00A","EE007",735
"sillamäe linn","Sillamäe city","2004","totalm2",369130.7,"EE00A","EE007",735
"sillamäe linn","Sillamäe city","2005","dwelling",7588,"EE00A","EE007",735
"sillamäe linn","Sillamäe city","2005","totalm2",369780.3,"EE00A","EE007",735
"sillamäe linn","Sillamäe city","2006","dwelling",8123,"EE00A","EE007",735
"sillamäe linn","Sillamäe city","2006","totalm2",388849.2,"EE00A","EE007",735
"sillamäe linn","Sillamäe city","2007","dwelling",8123,"EE00A","EE007",735
"sillamäe linn","Sillamäe city","2007","totalm2",388849.2,"EE00A","EE007",735
"tallinn","Tallinn","2003","dwelling",180582,"EE001","EE001",784
"tallinn","Tallinn","2003","totalm2",9472154.3,"EE001","EE001",784
"tallinn","Tallinn","2004","dwelling",183511,"EE001","EE001",784
"tallinn","Tallinn","2004","totalm2",9725154.5,"EE001","EE001",784
"tallinn","Tallinn","2005","dwelling",187570,"EE001","EE001",784
"tallinn","Tallinn","2005","totalm2",10034966.5,"EE001","EE001",784
"tallinn","Tallinn","2006","dwelling",191219,"EE001","EE001",784
"tallinn","Tallinn","2006","totalm2",10284782.8,"EE001","EE001",784
"tallinn","Tallinn","2007","dwelling",194924,"EE001","EE001",784
"tallinn","Tallinn","2007","totalm2",10559149.9,"EE001","EE001",784
"tapa vald","Lehtse rural municipality*","2003","dwelling",871,"EE009","EE006",792
"tapa vald","Lehtse rural municipality*","2003","totalm2",61847.7,"EE009","EE006",792
"tapa vald","Lehtse rural municipality*","2004","dwelling",881,"EE009","EE006",792
"tapa vald","Lehtse rural municipality*","2004","totalm2",62689.5,"EE009","EE006",792
"tapa vald","Lehtse rural municipality*","2005","dwelling",894,"EE009","EE006",792
"tapa vald","Lehtse rural municipality*","2005","totalm2",63488.8,"EE009","EE006",792
"tapa vald","Lehtse rural municipality*","2006","dwelling",NA,"EE009","EE006",792
"tapa vald","Lehtse rural municipality*","2006","totalm2",NA,"EE009","EE006",792
"tapa vald","Lehtse rural municipality*","2007","dwelling",NA,"EE009","EE006",792
"tapa vald","Lehtse rural municipality*","2007","totalm2",NA,"EE009","EE006",792
"tapa vald","Saksi rural municipality*","2003","dwelling",605,"EE009","EE006",792
"tapa vald","Saksi rural municipality*","2003","totalm2",41958.2,"EE009","EE006",792
"tapa vald","Saksi rural municipality*","2004","dwelling",606,"EE009","EE006",792
"tapa vald","Saksi rural municipality*","2004","totalm2",41987.5,"EE009","EE006",792
"tapa vald","Saksi rural municipality*","2005","dwelling",609,"EE009","EE006",792
"tapa vald","Saksi rural municipality*","2005","totalm2",42313.8,"EE009","EE006",792
"tapa vald","Saksi rural municipality*","2006","dwelling",NA,"EE009","EE006",792
"tapa vald","Saksi rural municipality*","2006","totalm2",NA,"EE009","EE006",792
"tapa vald","Saksi rural municipality*","2007","dwelling",NA,"EE009","EE006",792
"tapa vald","Saksi rural municipality*","2007","totalm2",NA,"EE009","EE006",792
"tapa vald","Tamsalu city*","2003","dwelling",1312,"EE009","EE006",792
"tapa vald","Tamsalu city*","2003","totalm2",78729.8,"EE009","EE006",792
"tapa vald","Tamsalu city*","2004","dwelling",1312,"EE009","EE006",792
"tapa vald","Tamsalu city*","2004","totalm2",78729.8,"EE009","EE006",792
"tapa vald","Tamsalu city*","2005","dwelling",1324,"EE009","EE006",792
"tapa vald","Tamsalu city*","2005","totalm2",79435.5,"EE009","EE006",792
"tapa vald","Tamsalu city*","2006","dwelling",NA,"EE009","EE006",792
"tapa vald","Tamsalu city*","2006","totalm2",NA,"EE009","EE006",792
"tapa vald","Tamsalu city*","2007","dwelling",NA,"EE009","EE006",792
"tapa vald","Tamsalu city*","2007","totalm2",NA,"EE009","EE006",792
"tapa vald","Tamsalu rural municipality*","2003","dwelling",1068,"EE009","EE006",792
"tapa vald","Tamsalu rural municipality*","2003","totalm2",75921,"EE009","EE006",792
"tapa vald","Tamsalu rural municipality*","2004","dwelling",1087,"EE009","EE006",792
"tapa vald","Tamsalu rural municipality*","2004","totalm2",76955.3,"EE009","EE006",792
"tapa vald","Tamsalu rural municipality*","2005","dwelling",1100,"EE009","EE006",792
"tapa vald","Tamsalu rural municipality*","2005","totalm2",78048.1,"EE009","EE006",792
"tapa vald","Tamsalu rural municipality*","2006","dwelling",2506,"EE009","EE006",792
"tapa vald","Tamsalu rural municipality*","2006","totalm2",161464.6,"EE009","EE006",792
"tapa vald","Tamsalu rural municipality*","2007","dwelling",2507,"EE009","EE006",792
"tapa vald","Tamsalu rural municipality*","2007","totalm2",161704.8,"EE009","EE006",792
"tapa vald","Tapa city*","2003","dwelling",3734,"EE009","EE006",792
"tapa vald","Tapa city*","2003","totalm2",194141.2,"EE009","EE006",792
"tapa vald","Tapa city*","2004","dwelling",3711,"EE009","EE006",792
"tapa vald","Tapa city*","2004","totalm2",193277.1,"EE009","EE006",792
"tapa vald","Tapa city*","2005","dwelling",3718,"EE009","EE006",792
"tapa vald","Tapa city*","2005","totalm2",194080.9,"EE009","EE006",792
"tapa vald","Tapa city*","2006","dwelling",NA,"EE009","EE006",792
"tapa vald","Tapa city*","2006","totalm2",NA,"EE009","EE006",792
"tapa vald","Tapa city*","2007","dwelling",NA,"EE009","EE006",792
"tapa vald","Tapa city*","2007","totalm2",NA,"EE009","EE006",792
"tapa vald","Tapa rural municipality*","2003","dwelling",NA,"EE009","EE006",792
"tapa vald","Tapa rural municipality*","2003","totalm2",NA,"EE009","EE006",792
"tapa vald","Tapa rural municipality*","2004","dwelling",NA,"EE009","EE006",792
"tapa vald","Tapa rural municipality*","2004","totalm2",NA,"EE009","EE006",792
"tapa vald","Tapa rural municipality*","2005","dwelling",NA,"EE009","EE006",792
"tapa vald","Tapa rural municipality*","2005","totalm2",NA,"EE009","EE006",792
"tapa vald","Tapa rural municipality*","2006","dwelling",5245,"EE009","EE006",792
"tapa vald","Tapa rural municipality*","2006","totalm2",301039.4,"EE009","EE006",792
"tapa vald","Tapa rural municipality*","2007","dwelling",5245,"EE009","EE006",792
"tapa vald","Tapa rural municipality*","2007","totalm2",301039.4,"EE009","EE006",792
"tartu linn","Tartu city","2003","dwelling",40409,"EE008","EE008",793
"tartu linn","Tartu city","2003","totalm2",2366240.8,"EE008","EE008",793
"tartu linn","Tartu city","2004","dwelling",41252,"EE008","EE008",793
"tartu linn","Tartu city","2004","totalm2",2415635.4,"EE008","EE008",793
"tartu linn","Tartu city","2005","dwelling",42061,"EE008","EE008",793
"tartu linn","Tartu city","2005","totalm2",2470130.6,"EE008","EE008",793
"tartu linn","Tartu city","2006","dwelling",43363,"EE008","EE008",793
"tartu linn","Tartu city","2006","totalm2",2559153.6,"EE008","EE008",793
"tartu linn","Tartu city","2007","dwelling",43975,"EE008","EE008",793
"tartu linn","Tartu city","2007","totalm2",2605299,"EE008","EE008",793
"tartu linn","Tähtvere rural municipality","2003","dwelling",1061,"EE008","EE008",793
"tartu linn","Tähtvere rural municipality","2003","totalm2",70574.7,"EE008","EE008",793
"tartu linn","Tähtvere rural municipality","2004","dwelling",1068,"EE008","EE008",793
"tartu linn","Tähtvere rural municipality","2004","totalm2",71384.7,"EE008","EE008",793
"tartu linn","Tähtvere rural municipality","2005","dwelling",1074,"EE008","EE008",793
"tartu linn","Tähtvere rural municipality","2005","totalm2",72091.4,"EE008","EE008",793
"tartu linn","Tähtvere rural municipality","2006","dwelling",1105,"EE008","EE008",793
"tartu linn","Tähtvere rural municipality","2006","totalm2",75513.7,"EE008","EE008",793
"tartu linn","Tähtvere rural municipality","2007","dwelling",1112,"EE008","EE008",793
"tartu linn","Tähtvere rural municipality","2007","totalm2",76194,"EE008","EE008",793
"tartu vald","Laeva rural municipality","2003","dwelling",411,"EE008","EE008",796
"tartu vald","Laeva rural municipality","2003","totalm2",26736.6,"EE008","EE008",796
"tartu vald","Laeva rural municipality","2004","dwelling",413,"EE008","EE008",796
"tartu vald","Laeva rural municipality","2004","totalm2",26872.8,"EE008","EE008",796
"tartu vald","Laeva rural municipality","2005","dwelling",420,"EE008","EE008",796
"tartu vald","Laeva rural municipality","2005","totalm2",27274.6,"EE008","EE008",796
"tartu vald","Laeva rural municipality","2006","dwelling",464,"EE008","EE008",796
"tartu vald","Laeva rural municipality","2006","totalm2",30370.9,"EE008","EE008",796
"tartu vald","Laeva rural municipality","2007","dwelling",466,"EE008","EE008",796
"tartu vald","Laeva rural municipality","2007","totalm2",30823.1,"EE008","EE008",796
"tartu vald","Piirissaare rural municipality","2003","dwelling",81,"EE008","EE008",796
"tartu vald","Piirissaare rural municipality","2003","totalm2",4730,"EE008","EE008",796
"tartu vald","Piirissaare rural municipality","2004","dwelling",85,"EE008","EE008",796
"tartu vald","Piirissaare rural municipality","2004","totalm2",4981.2,"EE008","EE008",796
"tartu vald","Piirissaare rural municipality","2005","dwelling",85,"EE008","EE008",796
"tartu vald","Piirissaare rural municipality","2005","totalm2",4981.2,"EE008","EE008",796
"tartu vald","Piirissaare rural municipality","2006","dwelling",89,"EE008","EE008",796
"tartu vald","Piirissaare rural municipality","2006","totalm2",5122.6,"EE008","EE008",796
"tartu vald","Piirissaare rural municipality","2007","dwelling",87,"EE008","EE008",796
"tartu vald","Piirissaare rural municipality","2007","totalm2",5037,"EE008","EE008",796
"tartu vald","Tabivere rural municipality","2003","dwelling",866,"EE008","EE008",796
"tartu vald","Tabivere rural municipality","2003","totalm2",60826.2,"EE008","EE008",796
"tartu vald","Tabivere rural municipality","2004","dwelling",876,"EE008","EE008",796
"tartu vald","Tabivere rural municipality","2004","totalm2",61710.7,"EE008","EE008",796
"tartu vald","Tabivere rural municipality","2005","dwelling",878,"EE008","EE008",796
"tartu vald","Tabivere rural municipality","2005","totalm2",62080.4,"EE008","EE008",796
"tartu vald","Tabivere rural municipality","2006","dwelling",904,"EE008","EE008",796
"tartu vald","Tabivere rural municipality","2006","totalm2",64312,"EE008","EE008",796
"tartu vald","Tabivere rural municipality","2007","dwelling",905,"EE008","EE008",796
"tartu vald","Tabivere rural municipality","2007","totalm2",64429.2,"EE008","EE008",796
"tartu vald","Tartu rural municipality","2003","dwelling",1832,"EE008","EE008",796
"tartu vald","Tartu rural municipality","2003","totalm2",134442.4,"EE008","EE008",796
"tartu vald","Tartu rural municipality","2004","dwelling",1890,"EE008","EE008",796
"tartu vald","Tartu rural municipality","2004","totalm2",140044.5,"EE008","EE008",796
"tartu vald","Tartu rural municipality","2005","dwelling",1946,"EE008","EE008",796
"tartu vald","Tartu rural municipality","2005","totalm2",144769.1,"EE008","EE008",796
"tartu vald","Tartu rural municipality","2006","dwelling",2091,"EE008","EE008",796
"tartu vald","Tartu rural municipality","2006","totalm2",156542.7,"EE008","EE008",796
"tartu vald","Tartu rural municipality","2007","dwelling",2169,"EE008","EE008",796
"tartu vald","Tartu rural municipality","2007","totalm2",165346.3,"EE008","EE008",796
"toila vald","Kohtla rural municipality","2003","dwelling",674,"EE00A","EE007",803
"toila vald","Kohtla rural municipality","2003","totalm2",44387.7,"EE00A","EE007",803
"toila vald","Kohtla rural municipality","2004","dwelling",677,"EE00A","EE007",803
"toila vald","Kohtla rural municipality","2004","totalm2",44840.1,"EE00A","EE007",803
"toila vald","Kohtla rural municipality","2005","dwelling",677,"EE00A","EE007",803
"toila vald","Kohtla rural municipality","2005","totalm2",45102.6,"EE00A","EE007",803
"toila vald","Kohtla rural municipality","2006","dwelling",887,"EE00A","EE007",803
"toila vald","Kohtla rural municipality","2006","totalm2",58623.3,"EE00A","EE007",803
"toila vald","Kohtla rural municipality","2007","dwelling",894,"EE00A","EE007",803
"toila vald","Kohtla rural municipality","2007","totalm2",59537.3,"EE00A","EE007",803
"toila vald","Kohtla-Nõmme rural municipality","2003","dwelling",756,"EE00A","EE007",803
"toila vald","Kohtla-Nõmme rural municipality","2003","totalm2",43848.2,"EE00A","EE007",803
"toila vald","Kohtla-Nõmme rural municipality","2004","dwelling",758,"EE00A","EE007",803
"toila vald","Kohtla-Nõmme rural municipality","2004","totalm2",43985.4,"EE00A","EE007",803
"toila vald","Kohtla-Nõmme rural municipality","2005","dwelling",776,"EE00A","EE007",803
"toila vald","Kohtla-Nõmme rural municipality","2005","totalm2",45325.7,"EE00A","EE007",803
"toila vald","Kohtla-Nõmme rural municipality","2006","dwelling",842,"EE00A","EE007",803
"toila vald","Kohtla-Nõmme rural municipality","2006","totalm2",47811.8,"EE00A","EE007",803
"toila vald","Kohtla-Nõmme rural municipality","2007","dwelling",806,"EE00A","EE007",803
"toila vald","Kohtla-Nõmme rural municipality","2007","totalm2",45994.4,"EE00A","EE007",803
"toila vald","Toila rural municipality","2003","dwelling",1151,"EE00A","EE007",803
"toila vald","Toila rural municipality","2003","totalm2",87296.7,"EE00A","EE007",803
"toila vald","Toila rural municipality","2004","dwelling",1167,"EE00A","EE007",803
"toila vald","Toila rural municipality","2004","totalm2",88617.5,"EE00A","EE007",803
"toila vald","Toila rural municipality","2005","dwelling",1189,"EE00A","EE007",803
"toila vald","Toila rural municipality","2005","totalm2",90345.2,"EE00A","EE007",803
"toila vald","Toila rural municipality","2006","dwelling",1476,"EE00A","EE007",803
"toila vald","Toila rural municipality","2006","totalm2",107783,"EE00A","EE007",803
"toila vald","Toila rural municipality","2007","dwelling",1481,"EE00A","EE007",803
"toila vald","Toila rural municipality","2007","totalm2",108231.8,"EE00A","EE007",803
"tori vald","Are rural municipality","2003","dwelling",587,"EE004","EE004",809
"tori vald","Are rural municipality","2003","totalm2",47622.5,"EE004","EE004",809
"tori vald","Are rural municipality","2004","dwelling",602,"EE004","EE004",809
"tori vald","Are rural municipality","2004","totalm2",48592.5,"EE004","EE004",809
"tori vald","Are rural municipality","2005","dwelling",613,"EE004","EE004",809
"tori vald","Are rural municipality","2005","totalm2",49399.9,"EE004","EE004",809
"tori vald","Are rural municipality","2006","dwelling",621,"EE004","EE004",809
"tori vald","Are rural municipality","2006","totalm2",49979.1,"EE004","EE004",809
"tori vald","Are rural municipality","2007","dwelling",621,"EE004","EE004",809
"tori vald","Are rural municipality","2007","totalm2",49979.1,"EE004","EE004",809
"tori vald","Sauga rural municipality","2003","dwelling",1062,"EE004","EE004",809
"tori vald","Sauga rural municipality","2003","totalm2",76355.7,"EE004","EE004",809
"tori vald","Sauga rural municipality","2004","dwelling",1086,"EE004","EE004",809
"tori vald","Sauga rural municipality","2004","totalm2",78660.3,"EE004","EE004",809
"tori vald","Sauga rural municipality","2005","dwelling",1131,"EE004","EE004",809
"tori vald","Sauga rural municipality","2005","totalm2",82851.6,"EE004","EE004",809
"tori vald","Sauga rural municipality","2006","dwelling",1730,"EE004","EE004",809
"tori vald","Sauga rural municipality","2006","totalm2",113989.5,"EE004","EE004",809
"tori vald","Sauga rural municipality","2007","dwelling",1968,"EE004","EE004",809
"tori vald","Sauga rural municipality","2007","totalm2",129216.7,"EE004","EE004",809
"tori vald","Sindi city","2003","dwelling",1632,"EE004","EE004",809
"tori vald","Sindi city","2003","totalm2",111840.5,"EE004","EE004",809
"tori vald","Sindi city","2004","dwelling",1643,"EE004","EE004",809
"tori vald","Sindi city","2004","totalm2",112503.5,"EE004","EE004",809
"tori vald","Sindi city","2005","dwelling",1644,"EE004","EE004",809
"tori vald","Sindi city","2005","totalm2",112984.1,"EE004","EE004",809
"tori vald","Sindi city","2006","dwelling",1931,"EE004","EE004",809
"tori vald","Sindi city","2006","totalm2",127541.6,"EE004","EE004",809
"tori vald","Sindi city","2007","dwelling",1935,"EE004","EE004",809
"tori vald","Sindi city","2007","totalm2",128108,"EE004","EE004",809
"tori vald","Tori rural municipality","2003","dwelling",1134,"EE004","EE004",809
"tori vald","Tori rural municipality","2003","totalm2",91604.1,"EE004","EE004",809
"tori vald","Tori rural municipality","2004","dwelling",1144,"EE004","EE004",809
"tori vald","Tori rural municipality","2004","totalm2",92371.6,"EE004","EE004",809
"tori vald","Tori rural municipality","2005","dwelling",1151,"EE004","EE004",809
"tori vald","Tori rural municipality","2005","totalm2",93138.8,"EE004","EE004",809
"tori vald","Tori rural municipality","2006","dwelling",1170,"EE004","EE004",809
"tori vald","Tori rural municipality","2006","totalm2",94810.6,"EE004","EE004",809
"tori vald","Tori rural municipality","2007","dwelling",1172,"EE004","EE004",809
"tori vald","Tori rural municipality","2007","totalm2",95064.2,"EE004","EE004",809
"tõrva vald","Helme rural municipality","2003","dwelling",896,"EE008","EE008",824
"tõrva vald","Helme rural municipality","2003","totalm2",66686.5,"EE008","EE008",824
"tõrva vald","Helme rural municipality","2004","dwelling",903,"EE008","EE008",824
"tõrva vald","Helme rural municipality","2004","totalm2",67516.7,"EE008","EE008",824
"tõrva vald","Helme rural municipality","2005","dwelling",957,"EE008","EE008",824
"tõrva vald","Helme rural municipality","2005","totalm2",69937.6,"EE008","EE008",824
"tõrva vald","Helme rural municipality","2006","dwelling",969,"EE008","EE008",824
"tõrva vald","Helme rural municipality","2006","totalm2",71430,"EE008","EE008",824
"tõrva vald","Helme rural municipality","2007","dwelling",969,"EE008","EE008",824
"tõrva vald","Helme rural municipality","2007","totalm2",71430,"EE008","EE008",824
"tõrva vald","Hummuli rural municipality","2003","dwelling",410,"EE008","EE008",824
"tõrva vald","Hummuli rural municipality","2003","totalm2",29048.8,"EE008","EE008",824
"tõrva vald","Hummuli rural municipality","2004","dwelling",432,"EE008","EE008",824
"tõrva vald","Hummuli rural municipality","2004","totalm2",30415.2,"EE008","EE008",824
"tõrva vald","Hummuli rural municipality","2005","dwelling",451,"EE008","EE008",824
"tõrva vald","Hummuli rural municipality","2005","totalm2",31852.1,"EE008","EE008",824
"tõrva vald","Hummuli rural municipality","2006","dwelling",469,"EE008","EE008",824
"tõrva vald","Hummuli rural municipality","2006","totalm2",33525.9,"EE008","EE008",824
"tõrva vald","Hummuli rural municipality","2007","dwelling",469,"EE008","EE008",824
"tõrva vald","Hummuli rural municipality","2007","totalm2",33525.9,"EE008","EE008",824
"tõrva vald","Põdrala rural municipality","2003","dwelling",360,"EE008","EE008",824
"tõrva vald","Põdrala rural municipality","2003","totalm2",28614.3,"EE008","EE008",824
"tõrva vald","Põdrala rural municipality","2004","dwelling",365,"EE008","EE008",824
"tõrva vald","Põdrala rural municipality","2004","totalm2",28992.5,"EE008","EE008",824
"tõrva vald","Põdrala rural municipality","2005","dwelling",391,"EE008","EE008",824
"tõrva vald","Põdrala rural municipality","2005","totalm2",30772.8,"EE008","EE008",824
"tõrva vald","Põdrala rural municipality","2006","dwelling",399,"EE008","EE008",824
"tõrva vald","Põdrala rural municipality","2006","totalm2",31414.6,"EE008","EE008",824
"tõrva vald","Põdrala rural municipality","2007","dwelling",399,"EE008","EE008",824
"tõrva vald","Põdrala rural municipality","2007","totalm2",31414.6,"EE008","EE008",824
"tõrva vald","Tõrva city","2003","dwelling",1400,"EE008","EE008",824
"tõrva vald","Tõrva city","2003","totalm2",100471.7,"EE008","EE008",824
"tõrva vald","Tõrva city","2004","dwelling",1405,"EE008","EE008",824
"tõrva vald","Tõrva city","2004","totalm2",100789.6,"EE008","EE008",824
"tõrva vald","Tõrva city","2005","dwelling",1407,"EE008","EE008",824
"tõrva vald","Tõrva city","2005","totalm2",100908,"EE008","EE008",824
"tõrva vald","Tõrva city","2006","dwelling",1420,"EE008","EE008",824
"tõrva vald","Tõrva city","2006","totalm2",101717.4,"EE008","EE008",824
"tõrva vald","Tõrva city","2007","dwelling",1420,"EE008","EE008",824
"tõrva vald","Tõrva city","2007","totalm2",101717.4,"EE008","EE008",824
"türi vald","Kabala rural municipality*","2003","dwelling",507,"EE009","EE006",834
"türi vald","Kabala rural municipality*","2003","totalm2",40175.4,"EE009","EE006",834
"türi vald","Kabala rural municipality*","2004","dwelling",530,"EE009","EE006",834
"türi vald","Kabala rural municipality*","2004","totalm2",42417.7,"EE009","EE006",834
"türi vald","Kabala rural municipality*","2005","dwelling",536,"EE009","EE006",834
"türi vald","Kabala rural municipality*","2005","totalm2",42722.3,"EE009","EE006",834
"türi vald","Kabala rural municipality*","2006","dwelling",NA,"EE009","EE006",834
"türi vald","Kabala rural municipality*","2006","totalm2",NA,"EE009","EE006",834
"türi vald","Kabala rural municipality*","2007","dwelling",NA,"EE009","EE006",834
"türi vald","Kabala rural municipality*","2007","totalm2",NA,"EE009","EE006",834
"türi vald","Käru rural municipality","2003","dwelling",368,"EE009","EE006",834
"türi vald","Käru rural municipality","2003","totalm2",28405.4,"EE009","EE006",834
"türi vald","Käru rural municipality","2004","dwelling",373,"EE009","EE006",834
"türi vald","Käru rural municipality","2004","totalm2",28885.8,"EE009","EE006",834
"türi vald","Käru rural municipality","2005","dwelling",381,"EE009","EE006",834
"türi vald","Käru rural municipality","2005","totalm2",29536.2,"EE009","EE006",834
"türi vald","Käru rural municipality","2006","dwelling",384,"EE009","EE006",834
"türi vald","Käru rural municipality","2006","totalm2",30018.5,"EE009","EE006",834
"türi vald","Käru rural municipality","2007","dwelling",384,"EE009","EE006",834
"türi vald","Käru rural municipality","2007","totalm2",30018.5,"EE009","EE006",834
"türi vald","Oisu rural municipality*","2003","dwelling",506,"EE009","EE006",834
"türi vald","Oisu rural municipality*","2003","totalm2",41508.6,"EE009","EE006",834
"türi vald","Oisu rural municipality*","2004","dwelling",510,"EE009","EE006",834
"türi vald","Oisu rural municipality*","2004","totalm2",41741.1,"EE009","EE006",834
"türi vald","Oisu rural municipality*","2005","dwelling",516,"EE009","EE006",834
"türi vald","Oisu rural municipality*","2005","totalm2",42627.7,"EE009","EE006",834
"türi vald","Oisu rural municipality*","2006","dwelling",NA,"EE009","EE006",834
"türi vald","Oisu rural municipality*","2006","totalm2",NA,"EE009","EE006",834
"türi vald","Oisu rural municipality*","2007","dwelling",NA,"EE009","EE006",834
"türi vald","Oisu rural municipality*","2007","totalm2",NA,"EE009","EE006",834
"türi vald","Türi city*","2003","dwelling",3147,"EE009","EE006",834
"türi vald","Türi city*","2003","totalm2",192150.5,"EE009","EE006",834
"türi vald","Türi city*","2004","dwelling",3144,"EE009","EE006",834
"türi vald","Türi city*","2004","totalm2",193226.9,"EE009","EE006",834
"türi vald","Türi city*","2005","dwelling",3165,"EE009","EE006",834
"türi vald","Türi city*","2005","totalm2",194700.5,"EE009","EE006",834
"türi vald","Türi city*","2006","dwelling",NA,"EE009","EE006",834
"türi vald","Türi city*","2006","totalm2",NA,"EE009","EE006",834
"türi vald","Türi city*","2007","dwelling",NA,"EE009","EE006",834
"türi vald","Türi city*","2007","totalm2",NA,"EE009","EE006",834
"türi vald","Türi rural municipality*","2003","dwelling",1074,"EE009","EE006",834
"türi vald","Türi rural municipality*","2003","totalm2",85401.1,"EE009","EE006",834
"türi vald","Türi rural municipality*","2004","dwelling",1101,"EE009","EE006",834
"türi vald","Türi rural municipality*","2004","totalm2",87748.3,"EE009","EE006",834
"türi vald","Türi rural municipality*","2005","dwelling",1109,"EE009","EE006",834
"türi vald","Türi rural municipality*","2005","totalm2",88631.6,"EE009","EE006",834
"türi vald","Türi rural municipality*","2006","dwelling",5589,"EE009","EE006",834
"türi vald","Türi rural municipality*","2006","totalm2",383323.9,"EE009","EE006",834
"türi vald","Türi rural municipality*","2007","dwelling",5544,"EE009","EE006",834
"türi vald","Türi rural municipality*","2007","totalm2",381133.9,"EE009","EE006",834
"türi vald","Väätsa rural municipality","2003","dwelling",575,"EE009","EE006",834
"türi vald","Väätsa rural municipality","2003","totalm2",47984.4,"EE009","EE006",834
"türi vald","Väätsa rural municipality","2004","dwelling",579,"EE009","EE006",834
"türi vald","Väätsa rural municipality","2004","totalm2",48716.9,"EE009","EE006",834
"türi vald","Väätsa rural municipality","2005","dwelling",584,"EE009","EE006",834
"türi vald","Väätsa rural municipality","2005","totalm2",49671,"EE009","EE006",834
"türi vald","Väätsa rural municipality","2006","dwelling",594,"EE009","EE006",834
"türi vald","Väätsa rural municipality","2006","totalm2",50393.2,"EE009","EE006",834
"türi vald","Väätsa rural municipality","2007","dwelling",594,"EE009","EE006",834
"türi vald","Väätsa rural municipality","2007","totalm2",50393.2,"EE009","EE006",834
"valga vald","Karula rural municipality","2003","dwelling",527,"EE008","EE008",855
"valga vald","Karula rural municipality","2003","totalm2",41287.7,"EE008","EE008",855
"valga vald","Karula rural municipality","2004","dwelling",532,"EE008","EE008",855
"valga vald","Karula rural municipality","2004","totalm2",41521,"EE008","EE008",855
"valga vald","Karula rural municipality","2005","dwelling",536,"EE008","EE008",855
"valga vald","Karula rural municipality","2005","totalm2",41882.9,"EE008","EE008",855
"valga vald","Karula rural municipality","2006","dwelling",693,"EE008","EE008",855
"valga vald","Karula rural municipality","2006","totalm2",52217.5,"EE008","EE008",855
"valga vald","Karula rural municipality","2007","dwelling",693,"EE008","EE008",855
"valga vald","Karula rural municipality","2007","totalm2",52217.5,"EE008","EE008",855
"valga vald","Taheva rural municipality","2003","dwelling",388,"EE008","EE008",855
"valga vald","Taheva rural municipality","2003","totalm2",27465.3,"EE008","EE008",855
"valga vald","Taheva rural municipality","2004","dwelling",392,"EE008","EE008",855
"valga vald","Taheva rural municipality","2004","totalm2",27703.5,"EE008","EE008",855
"valga vald","Taheva rural municipality","2005","dwelling",419,"EE008","EE008",855
"valga vald","Taheva rural municipality","2005","totalm2",29138.9,"EE008","EE008",855
"valga vald","Taheva rural municipality","2006","dwelling",425,"EE008","EE008",855
"valga vald","Taheva rural municipality","2006","totalm2",29541.9,"EE008","EE008",855
"valga vald","Taheva rural municipality","2007","dwelling",425,"EE008","EE008",855
"valga vald","Taheva rural municipality","2007","totalm2",29541.9,"EE008","EE008",855
"valga vald","Tõlliste rural municipality","2003","dwelling",763,"EE008","EE008",855
"valga vald","Tõlliste rural municipality","2003","totalm2",54371.5,"EE008","EE008",855
"valga vald","Tõlliste rural municipality","2004","dwelling",792,"EE008","EE008",855
"valga vald","Tõlliste rural municipality","2004","totalm2",56002.4,"EE008","EE008",855
